## This file was generated by SeaState called from Python on Sep-29-2025 at 22:24:05
## This file contains outputs from calls to SeaState routines (not the CalcOutput) at the 20 points specified in the file Points.Results.dat
# 
# 
# 
# 
          T             x             y             z            V_x           V_y           V_z           A_x           A_Y           A_Z       nodeInWater      elev          norm_x        norm_y        norm_z
       34.154        50.000       -50.000      -100.000         0.087         0.000         0.094         0.129         0.000        -0.034             1         0.163         0.134         0.000         0.991
       34.154        50.000       -50.000      -150.000         0.087         0.000         0.094         0.129         0.000        -0.034             1         0.163         0.134         0.000         0.991
       34.154        50.000       -50.000      -190.000         0.087         0.000         0.094         0.129         0.000        -0.034             1         0.163         0.134         0.000         0.991
       34.154        50.000         0.000         1.000         0.000         0.000         0.000         0.000         0.000         0.000             0         0.163         0.134         0.000         0.991
       34.154        50.000         0.000        -1.000        -0.001         0.000         1.155         1.131         0.000         0.112             1         0.163         0.134         0.000         0.991
       34.154        50.000         0.000       -10.000         0.074         0.000         0.490         0.490         0.000        -0.004             1         0.163         0.134         0.000         0.991
       34.154        50.000         0.000       -50.000         0.087         0.000         0.094         0.129         0.000        -0.034             1         0.163         0.134         0.000         0.991
       34.154        50.000         0.000      -100.000         0.087         0.000         0.094         0.129         0.000        -0.034             1         0.163         0.134         0.000         0.991
       34.154        50.000         0.000      -150.000         0.087         0.000         0.094         0.129         0.000        -0.034             1         0.163         0.134         0.000         0.991
       34.154        50.000         0.000      -190.000         0.087         0.000         0.094         0.129         0.000        -0.034             1         0.163         0.134         0.000         0.991
       34.154        50.000        50.000         1.000         0.000         0.000         0.000         0.000         0.000         0.000             0         0.163         0.134        -0.000         0.991
       34.154        50.000        50.000        -1.000        -0.001         0.000         1.155         1.131         0.000         0.112             1         0.163         0.134        -0.000         0.991
       34.154        50.000        50.000       -10.000         0.074         0.000         0.490         0.490         0.000        -0.004             1         0.163         0.134        -0.000         0.991
       34.154        50.000        50.000       -50.000         0.087         0.000         0.094         0.129         0.000        -0.034             1         0.163         0.134        -0.000         0.991
       34.154        50.000        50.000      -100.000         0.087         0.000         0.094         0.129         0.000        -0.034             1         0.163         0.134        -0.000         0.991
       34.154        50.000        50.000      -150.000         0.087         0.000         0.094         0.129         0.000        -0.034             1         0.163         0.134        -0.000         0.991
       34.154        50.000        50.000      -190.000         0.087         0.000         0.094         0.129         0.000        -0.034             1         0.163         0.134        -0.000         0.991
       34.154        50.000       100.000         1.000         0.000         0.000         0.000         0.000         0.000         0.000             0         0.163         0.134        -0.000         0.991
       34.154        50.000       100.000        -1.000        -0.001         0.000         1.155         1.131         0.000         0.112             1         0.163         0.134        -0.000         0.991
       34.154        50.000       100.000       -10.000         0.074         0.000         0.490         0.490         0.000        -0.004             1         0.163         0.134        -0.000         0.991
       34.154        50.000       100.000       -50.000         0.087         0.000         0.094         0.129         0.000        -0.034             1         0.163         0.134        -0.000         0.991
       34.154        50.000       100.000      -100.000         0.087         0.000         0.094         0.129         0.000        -0.034             1         0.163         0.134        -0.000         0.991
       34.154        50.000       100.000      -150.000         0.087         0.000         0.094         0.129         0.000        -0.034             1         0.163         0.134        -0.000         0.991
       34.154        50.000       100.000      -190.000         0.087         0.000         0.094         0.129         0.000        -0.034             1         0.163         0.134        -0.000         0.991
       35.538       -50.000       -50.000        10.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -4.693        -0.120        -0.000         0.993
       35.538       -50.000       -50.000        -1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -4.693        -0.120        -0.000         0.993
       35.538       -50.000       -50.000       -10.000        -1.962         0.000        -0.275        -0.371         0.000         1.425             1        -4.693        -0.120        -0.000         0.993
       35.538       -50.000       -50.000       -50.000        -0.883         0.000         0.035        -0.046         0.000         0.616             1        -4.693        -0.120        -0.000         0.993
       35.538       -50.000       -50.000      -100.000        -0.883         0.000         0.035        -0.046         0.000         0.616             1        -4.693        -0.120        -0.000         0.993
       35.538       -50.000       -50.000      -150.000        -0.883         0.000         0.035        -0.046         0.000         0.616             1        -4.693        -0.120        -0.000         0.993
       35.538       -50.000       -50.000      -190.000        -0.883         0.000         0.035        -0.046         0.000         0.616             1        -4.693        -0.120        -0.000         0.993
       35.538       -50.000         0.000         1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -4.693        -0.120        -0.000         0.993
       35.538       -50.000         0.000        -1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -4.693        -0.120        -0.000         0.993
       35.538       -50.000         0.000       -10.000        -1.962         0.000        -0.275        -0.371         0.000         1.425             1        -4.693        -0.120        -0.000         0.993
       35.538       -50.000         0.000       -50.000        -0.883         0.000         0.035        -0.046         0.000         0.616             1        -4.693        -0.120        -0.000         0.993
       35.538       -50.000         0.000      -100.000        -0.883         0.000         0.035        -0.046         0.000         0.616             1        -4.693        -0.120        -0.000         0.993
       35.538       -50.000         0.000      -150.000        -0.883         0.000         0.035        -0.046         0.000         0.616             1        -4.693        -0.120        -0.000         0.993
       35.538       -50.000         0.000      -190.000        -0.883         0.000         0.035        -0.046         0.000         0.616             1        -4.693        -0.120        -0.000         0.993
       35.538       -50.000        50.000         1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -4.693        -0.120        -0.000         0.993
       35.538       -50.000        50.000        -1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -4.693        -0.120        -0.000         0.993
       35.538       -50.000        50.000       -10.000        -1.962         0.000        -0.275        -0.371         0.000         1.425             1        -4.693        -0.120        -0.000         0.993
       35.538       -50.000        50.000       -50.000        -0.883         0.000         0.035        -0.046         0.000         0.616             1        -4.693        -0.120        -0.000         0.993
       35.538       -50.000        50.000      -100.000        -0.883         0.000         0.035        -0.046         0.000         0.616             1        -4.693        -0.120        -0.000         0.993
       35.538       -50.000        50.000      -150.000        -0.883         0.000         0.035        -0.046         0.000         0.616             1        -4.693        -0.120        -0.000         0.993
       35.538       -50.000        50.000      -190.000        -0.883         0.000         0.035        -0.046         0.000         0.616             1        -4.693        -0.120        -0.000         0.993
       35.538       -50.000       100.000         1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -4.693        -0.120        -0.000         0.993
       35.538       -50.000       100.000        -1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -4.693        -0.120        -0.000         0.993
       35.538       -50.000       100.000       -10.000        -1.962         0.000        -0.275        -0.371         0.000         1.425             1        -4.693        -0.120        -0.000         0.993
       35.538       -50.000       100.000       -50.000        -0.883         0.000         0.035        -0.046         0.000         0.616             1        -4.693        -0.120        -0.000         0.993
       35.538       -50.000       100.000      -100.000        -0.883         0.000         0.035        -0.046         0.000         0.616             1        -4.693        -0.120        -0.000         0.993
       35.538       -50.000       100.000      -150.000        -0.883         0.000         0.035        -0.046         0.000         0.616             1        -4.693        -0.120        -0.000         0.993
       35.538       -50.000       100.000      -190.000        -0.883         0.000         0.035        -0.046         0.000         0.616             1        -4.693        -0.120        -0.000         0.993
       35.538         0.000       -50.000         1.000         0.000         0.000         0.000         0.000         0.000         0.000             0         0.806        -0.072        -0.000         0.997
       35.538         0.000       -50.000        -1.000         1.080         0.000        -1.337        -0.710         0.000        -1.325             1         0.806        -0.072        -0.000         0.997
       35.538         0.000       -50.000       -10.000         0.269         0.000        -1.018        -0.661         0.000        -0.412             1         0.806        -0.072        -0.000         0.997
       35.538         0.000       -50.000       -50.000        -0.079         0.000        -0.515        -0.360         0.000        -0.034             1         0.806        -0.072        -0.000         0.997
       35.538         0.000       -50.000      -100.000        -0.079         0.000        -0.515        -0.360         0.000        -0.034             1         0.806        -0.072        -0.000         0.997
       35.538         0.000       -50.000      -150.000        -0.079         0.000        -0.515        -0.360         0.000        -0.034             1         0.806        -0.072        -0.000         0.997
       35.538         0.000       -50.000      -190.000        -0.079         0.000        -0.515        -0.360         0.000        -0.034             1         0.806        -0.072        -0.000         0.997
       35.538         0.000         0.000         1.000         0.000         0.000         0.000         0.000         0.000         0.000             0         0.806        -0.072         0.000         0.997
       35.538         0.000         0.000        -1.000         1.080         0.000        -1.337        -0.710         0.000        -1.325             1         0.806        -0.072         0.000         0.997
       35.538         0.000         0.000       -10.000         0.269         0.000        -1.018        -0.661         0.000        -0.412             1         0.806        -0.072         0.000         0.997
       35.538         0.000         0.000       -50.000        -0.079         0.000        -0.515        -0.360         0.000        -0.034             1         0.806        -0.072         0.000         0.997
       35.538         0.000         0.000      -100.000        -0.079         0.000        -0.515        -0.360         0.000        -0.034             1         0.806        -0.072         0.000         0.997
       35.538         0.000         0.000      -150.000        -0.079         0.000        -0.515        -0.360         0.000        -0.034             1         0.806        -0.072         0.000         0.997
       35.538         0.000         0.000      -190.000        -0.079         0.000        -0.515        -0.360         0.000        -0.034             1         0.806        -0.072         0.000         0.997
       35.538         0.000        50.000        10.000         0.000         0.000         0.000         0.000         0.000         0.000             0         0.806        -0.072        -0.000         0.997
       35.538         0.000        50.000        -1.000         1.080         0.000        -1.337        -0.710         0.000        -1.325             1         0.806        -0.072        -0.000         0.997
       35.538         0.000        50.000       -10.000         0.269         0.000        -1.018        -0.661         0.000        -0.412             1         0.806        -0.072        -0.000         0.997
       35.538         0.000        50.000       -50.000        -0.079         0.000        -0.515        -0.360         0.000        -0.034             1         0.806        -0.072        -0.000         0.997
       35.538         0.000        50.000      -100.000        -0.079         0.000        -0.515        -0.360         0.000        -0.034             1         0.806        -0.072        -0.000         0.997
       35.538         0.000        50.000      -150.000        -0.079         0.000        -0.515        -0.360         0.000        -0.034             1         0.806        -0.072        -0.000         0.997
       35.538         0.000        50.000      -190.000        -0.079         0.000        -0.515        -0.360         0.000        -0.034             1         0.806        -0.072        -0.000         0.997
       35.538         0.000       100.000         1.000         0.000         0.000         0.000         0.000         0.000         0.000             0         0.806        -0.072        -0.000         0.997
       35.538         0.000       100.000        -1.000         1.080         0.000        -1.337        -0.710         0.000        -1.325             1         0.806        -0.072        -0.000         0.997
       35.538         0.000       100.000       -10.000         0.269         0.000        -1.018        -0.661         0.000        -0.412             1         0.806        -0.072        -0.000         0.997
       35.538         0.000       100.000       -50.000        -0.079         0.000        -0.515        -0.360         0.000        -0.034             1         0.806        -0.072        -0.000         0.997
       35.538         0.000       100.000      -100.000        -0.079         0.000        -0.515        -0.360         0.000        -0.034             1         0.806        -0.072        -0.000         0.997
       35.538         0.000       100.000      -150.000        -0.079         0.000        -0.515        -0.360         0.000        -0.034             1         0.806        -0.072        -0.000         0.997
       35.538        50.000       100.000      -190.000         0.211         0.000        -0.067         0.016         0.000        -0.179             1         1.525         0.039         0.000         0.999
       35.538        50.000       -50.000         1.000         1.385         0.000         0.343         0.398         0.000        -1.305             1         1.525         0.039         0.000         0.999
       35.538        50.000       -50.000        -1.000         1.258         0.000         0.303         0.356         0.000        -1.166             1         1.525         0.039         0.000         0.999
       35.538        50.000       -50.000       -10.000         0.600         0.000         0.087         0.160         0.000        -0.507             1         1.525         0.039         0.000         0.999
       35.538        50.000       -50.000       -50.000         0.211         0.000        -0.067         0.016         0.000        -0.179             1         1.525         0.039         0.000         0.999
       35.538        50.000       -50.000      -100.000         0.211         0.000        -0.067         0.016         0.000        -0.179             1         1.525         0.039         0.000         0.999
       35.538        50.000       -50.000      -150.000         0.211         0.000        -0.067         0.016         0.000        -0.179             1         1.525         0.039         0.000         0.999
       35.538        50.000       -50.000      -190.000         0.211         0.000        -0.067         0.016         0.000        -0.179             1         1.525         0.039         0.000         0.999
       35.538        50.000         0.000         1.000         1.385         0.000         0.343         0.398         0.000        -1.305             1         1.525         0.039         0.000         0.999
       35.538        50.000         0.000        -1.000         1.258         0.000         0.303         0.356         0.000        -1.166             1         1.525         0.039         0.000         0.999
       35.538        50.000         0.000       -10.000         0.600         0.000         0.087         0.160         0.000        -0.507             1         1.525         0.039         0.000         0.999
       35.538        50.000         0.000       -50.000         0.211         0.000        -0.067         0.016         0.000        -0.179             1         1.525         0.039         0.000         0.999
       35.538        50.000         0.000      -100.000         0.211         0.000        -0.067         0.016         0.000        -0.179             1         1.525         0.039         0.000         0.999
       35.538        50.000         0.000      -150.000         0.211         0.000        -0.067         0.016         0.000        -0.179             1         1.525         0.039         0.000         0.999
       35.538        50.000         0.000      -190.000         0.211         0.000        -0.067         0.016         0.000        -0.179             1         1.525         0.039         0.000         0.999
       35.538        50.000        50.000         1.000         1.385         0.000         0.343         0.398         0.000        -1.305             1         1.525         0.039         0.000         0.999
       35.538        50.000        50.000        -1.000         1.258         0.000         0.303         0.356         0.000        -1.166             1         1.525         0.039         0.000         0.999
       35.538        50.000        50.000       -10.000         0.600         0.000         0.087         0.160         0.000        -0.507             1         1.525         0.039         0.000         0.999
       35.538        50.000        50.000       -50.000         0.211         0.000        -0.067         0.016         0.000        -0.179             1         1.525         0.039         0.000         0.999
       35.538        50.000        50.000      -100.000         0.211         0.000        -0.067         0.016         0.000        -0.179             1         1.525         0.039         0.000         0.999
       35.538        50.000        50.000      -150.000         0.211         0.000        -0.067         0.016         0.000        -0.179             1         1.525         0.039         0.000         0.999
       35.538        50.000        50.000      -190.000         0.211         0.000        -0.067         0.016         0.000        -0.179             1         1.525         0.039         0.000         0.999
       35.538        50.000       100.000         1.000         1.385         0.000         0.343         0.398         0.000        -1.305             1         1.525         0.039         0.000         0.999
       35.538        50.000       100.000        -1.000         1.258         0.000         0.303         0.356         0.000        -1.166             1         1.525         0.039         0.000         0.999
       35.538        50.000       100.000       -10.000         0.600         0.000         0.087         0.160         0.000        -0.507             1         1.525         0.039         0.000         0.999
       35.538        50.000       100.000       -50.000         0.211         0.000        -0.067         0.016         0.000        -0.179             1         1.525         0.039         0.000         0.999
       35.538        50.000       100.000      -100.000         0.211         0.000        -0.067         0.016         0.000        -0.179             1         1.525         0.039         0.000         0.999
       35.538        50.000       100.000      -150.000         0.211         0.000        -0.067         0.016         0.000        -0.179             1         1.525         0.039         0.000         0.999
       35.538        50.000       100.000      -190.000         0.211         0.000        -0.067         0.016         0.000        -0.179             1         1.525         0.039         0.000         0.999
       36.923       -50.000       -50.000        10.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -3.497         0.191         0.000         0.982
       36.923       -50.000       -50.000        -1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -3.497         0.191         0.000         0.982
       36.923       -50.000       -50.000       -10.000        -1.382         0.000         1.694         1.183         0.000         1.122             1        -3.497         0.191         0.000         0.982
       36.923       -50.000       -50.000       -50.000        -0.523         0.000         0.813         0.536         0.000         0.404             1        -3.497         0.191         0.000         0.982
       36.923       -50.000       -50.000      -100.000        -0.523         0.000         0.813         0.536         0.000         0.404             1        -3.497         0.191         0.000         0.982
       36.923       -50.000       -50.000      -150.000        -0.523         0.000         0.813         0.536         0.000         0.404             1        -3.497         0.191         0.000         0.982
       36.923       -50.000       -50.000      -190.000        -0.523         0.000         0.813         0.536         0.000         0.404             1        -3.497         0.191         0.000         0.982
       36.923       -50.000         0.000         1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -3.497         0.191         0.000         0.982
       36.923       -50.000         0.000        -1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -3.497         0.191         0.000         0.982
       36.923       -50.000         0.000       -10.000        -1.382         0.000         1.694         1.183         0.000         1.122             1        -3.497         0.191         0.000         0.982
       36.923       -50.000         0.000       -50.000        -0.523         0.000         0.813         0.536         0.000         0.404             1        -3.497         0.191         0.000         0.982
       36.923       -50.000         0.000      -100.000        -0.523         0.000         0.813         0.536         0.000         0.404             1        -3.497         0.191         0.000         0.982
       36.923       -50.000         0.000      -150.000        -0.523         0.000         0.813         0.536         0.000         0.404             1        -3.497         0.191         0.000         0.982
       36.923       -50.000         0.000      -190.000        -0.523         0.000         0.813         0.536         0.000         0.404             1        -3.497         0.191         0.000         0.982
       36.923       -50.000        50.000         1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -3.497         0.191        -0.000         0.982
       36.923       -50.000        50.000        -1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -3.497         0.191        -0.000         0.982
       36.923       -50.000        50.000       -10.000        -1.382         0.000         1.694         1.183         0.000         1.122             1        -3.497         0.191        -0.000         0.982
       36.923       -50.000        50.000       -50.000        -0.523         0.000         0.813         0.536         0.000         0.404             1        -3.497         0.191        -0.000         0.982
       36.923       -50.000        50.000      -100.000        -0.523         0.000         0.813         0.536         0.000         0.404             1        -3.497         0.191        -0.000         0.982
       36.923       -50.000        50.000      -150.000        -0.523         0.000         0.813         0.536         0.000         0.404             1        -3.497         0.191        -0.000         0.982
       36.923       -50.000        50.000      -190.000        -0.523         0.000         0.813         0.536         0.000         0.404             1        -3.497         0.191        -0.000         0.982
       36.923       -50.000       100.000         1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -3.497         0.191        -0.000         0.982
       36.923       -50.000       100.000        -1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -3.497         0.191        -0.000         0.982
       36.923       -50.000       100.000       -10.000        -1.382         0.000         1.694         1.183         0.000         1.122             1        -3.497         0.191        -0.000         0.982
       36.923       -50.000       100.000       -50.000        -0.523         0.000         0.813         0.536         0.000         0.404             1        -3.497         0.191        -0.000         0.982
       36.923       -50.000       100.000      -100.000        -0.523         0.000         0.813         0.536         0.000         0.404             1        -3.497         0.191        -0.000         0.982
       36.923       -50.000       100.000      -150.000        -0.523         0.000         0.813         0.536         0.000         0.404             1        -3.497         0.191        -0.000         0.982
       36.923       -50.000       100.000      -190.000        -0.523         0.000         0.813         0.536         0.000         0.404             1        -3.497         0.191        -0.000         0.982
       36.923         0.000       -50.000         1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -2.148        -0.223         0.000         0.975
       36.923         0.000       -50.000        -1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -2.148        -0.223         0.000         0.975
       36.923         0.000       -50.000       -10.000        -0.937         0.000        -1.016        -0.909         0.000         0.517             1        -2.148        -0.223         0.000         0.975
       36.923         0.000       -50.000       -50.000        -0.571         0.000        -0.301        -0.284         0.000         0.345             1        -2.148        -0.223         0.000         0.975
       36.923         0.000       -50.000      -100.000        -0.571         0.000        -0.301        -0.284         0.000         0.345             1        -2.148        -0.223         0.000         0.975
       36.923         0.000       -50.000      -150.000        -0.571         0.000        -0.301        -0.284         0.000         0.345             1        -2.148        -0.223         0.000         0.975
       36.923         0.000       -50.000      -190.000        -0.571         0.000        -0.301        -0.284         0.000         0.345             1        -2.148        -0.223         0.000         0.975
       36.923         0.000         0.000         1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -2.148        -0.223         0.000         0.975
       36.923         0.000         0.000        -1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -2.148        -0.223         0.000         0.975
       36.923         0.000         0.000       -10.000        -0.937         0.000        -1.016        -0.909         0.000         0.517             1        -2.148        -0.223         0.000         0.975
       36.923         0.000         0.000       -50.000        -0.571         0.000        -0.301        -0.284         0.000         0.345             1        -2.148        -0.223         0.000         0.975
       36.923         0.000         0.000      -100.000        -0.571         0.000        -0.301        -0.284         0.000         0.345             1        -2.148        -0.223         0.000         0.975
       36.923         0.000         0.000      -150.000        -0.571         0.000        -0.301        -0.284         0.000         0.345             1        -2.148        -0.223         0.000         0.975
       36.923         0.000         0.000      -190.000        -0.571         0.000        -0.301        -0.284         0.000         0.345             1        -2.148        -0.223         0.000         0.975
       36.923         0.000        50.000        10.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -2.148        -0.223         0.000         0.975
       36.923         0.000        50.000        -1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -2.148        -0.223         0.000         0.975
       36.923         0.000        50.000       -10.000        -0.937         0.000        -1.016        -0.909         0.000         0.517             1        -2.148        -0.223         0.000         0.975
       36.923         0.000        50.000       -50.000        -0.571         0.000        -0.301        -0.284         0.000         0.345             1        -2.148        -0.223         0.000         0.975
       36.923         0.000        50.000      -100.000        -0.571         0.000        -0.301        -0.284         0.000         0.345             1        -2.148        -0.223         0.000         0.975
       36.923         0.000        50.000      -150.000        -0.571         0.000        -0.301        -0.284         0.000         0.345             1        -2.148        -0.223         0.000         0.975
       36.923         0.000        50.000      -190.000        -0.571         0.000        -0.301        -0.284         0.000         0.345             1        -2.148        -0.223         0.000         0.975
       36.923         0.000       100.000         1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -2.148        -0.223         0.000         0.975
       36.923         0.000       100.000        -1.000         0.000         0.000         0.000         0.000         0.000         0.000             0        -2.148        -0.223         0.000         0.975
       36.923         0.000       100.000       -10.000        -0.937         0.000        -1.016        -0.909         0.000         0.517             1        -2.148        -0.223         0.000         0.975
       36.923         0.000       100.000       -50.000        -0.571         0.000        -0.301        -0.284         0.000         0.345             1        -2.148        -0.223         0.000         0.975
       36.923         0.000       100.000      -100.000        -0.571         0.000        -0.301        -0.284         0.000         0.345             1        -2.148        -0.223         0.000         0.975
       36.923         0.000       100.000      -150.000        -0.571         0.000        -0.301        -0.284         0.000         0.345             1        -2.148        -0.223         0.000         0.975
       36.923        50.000       100.000      -190.000         0.086         0.000        -0.308        -0.194         0.000        -0.129             1         0.793        -0.120         0.000         0.993
       36.923        50.000       -50.000         1.000         0.000         0.000         0.000         0.000         0.000         0.000             0         0.793        -0.120        -0.000         0.993
       36.923        50.000       -50.000        -1.000         0.704         0.000        -1.111        -0.961         0.000        -0.550             1         0.793        -0.120        -0.000         0.993
       36.923        50.000       -50.000       -10.000         0.402         0.000        -0.598        -0.411         0.000        -0.370             1         0.793        -0.120        -0.000         0.993
       36.923        50.000       -50.000       -50.000         0.086         0.000        -0.308        -0.194         0.000        -0.129             1         0.793        -0.120        -0.000         0.993
       36.923        50.000       -50.000      -100.000         0.086         0.000        -0.308        -0.194         0.000        -0.129             1         0.793        -0.120        -0.000         0.993
       36.923        50.000       -50.000      -150.000         0.086         0.000        -0.308        -0.194         0.000        -0.129             1         0.793        -0.120        -0.000         0.993
       36.923        50.000       -50.000      -190.000         0.086         0.000        -0.308        -0.194         0.000        -0.129             1         0.793        -0.120        -0.000         0.993
       36.923        50.000         0.000         1.000         0.000         0.000         0.000         0.000         0.000         0.000             0         0.793        -0.120         0.000         0.993
       36.923        50.000         0.000        -1.000         0.704         0.000        -1.111        -0.961         0.000        -0.550             1         0.793        -0.120         0.000         0.993
       36.923        50.000         0.000       -10.000         0.402         0.000        -0.598        -0.411         0.000        -0.370             1         0.793        -0.120         0.000         0.993
       36.923        50.000         0.000       -50.000         0.086         0.000        -0.308        -0.194         0.000        -0.129             1         0.793        -0.120         0.000         0.993
       36.923        50.000         0.000      -100.000         0.086         0.000        -0.308        -0.194         0.000        -0.129             1         0.793        -0.120         0.000         0.993
       36.923        50.000         0.000      -150.000         0.086         0.000        -0.308        -0.194         0.000        -0.129             1         0.793        -0.120         0.000         0.993
       36.923        50.000         0.000      -190.000         0.086         0.000        -0.308        -0.194         0.000        -0.129             1         0.793        -0.120         0.000         0.993
       36.923        50.000        50.000         1.000         0.000         0.000         0.000         0.000         0.000         0.000             0         0.793        -0.120         0.000         0.993
       36.923        50.000        50.000        -1.000         0.704         0.000        -1.111        -0.961         0.000        -0.550             1         0.793        -0.120         0.000         0.993
       36.923        50.000        50.000       -10.000         0.402         0.000        -0.598        -0.411         0.000        -0.370             1         0.793        -0.120         0.000         0.993
       36.923        50.000        50.000       -50.000         0.086         0.000        -0.308        -0.194         0.000        -0.129             1         0.793        -0.120         0.000         0.993
       36.923        50.000        50.000      -100.000         0.086         0.000        -0.308        -0.194         0.000        -0.129             1         0.793        -0.120         0.000         0.993
       36.923        50.000        50.000      -150.000         0.086         0.000        -0.308        -0.194         0.000        -0.129             1         0.793        -0.120         0.000         0.993
       36.923        50.000        50.000      -190.000         0.086         0.000        -0.308        -0.194         0.000        -0.129             1         0.793        -0.120         0.000         0.993
       36.923        50.000       100.000         1.000         0.000         0.000         0.000         0.000         0.000         0.000             0         0.793        -0.120         0.000         0.993
       36.923        50.000       100.000        -1.000         0.704         0.000        -1.111        -0.961         0.000        -0.550             1         0.793        -0.120         0.000         0.993
       36.923        50.000       100.000       -10.000         0.402         0.000        -0.598        -0.411         0.000        -0.370             1         0.793        -0.120         0.000         0.993
       36.923        50.000       100.000       -50.000         0.086         0.000        -0.308        -0.194         0.000        -0.129             1         0.793        -0.120         0.000         0.993
       36.923        50.000       100.000      -100.000         0.086         0.000        -0.308        -0.194         0.000        -0.129             1         0.793        -0.120         0.000         0.993
       36.923        50.000       100.000      -150.000         0.086         0.000        -0.308        -0.194         0.000        -0.129             1         0.793        -0.120         0.000         0.993
       36.923        50.000       100.000      -190.000         0.086         0.000        -0.308        -0.194         0.000        -0.129             1         0.793        -0.120         0.000         0.993
       38.308       -50.000       -50.000        10.000         0.000         0.000         0.000         0.000         0.000         0.000             0         1.964         0.346         0.000         0.938
       38.308       -50.000       -50.000        -1.000         1.286         0.000         3.920         3.204         0.000        -0.936             1         1.964         0.346         0.000         0.938
       38.308       -50.000       -50.000       -10.000         0.783         0.000         2.164         1.625         0.000        -0.546             1         1.964         0.346         0.000         0.938
       38.308       -50.000       -50.000       -50.000         0.383         0.000         0.945         0.660         0.000        -0.240             1         1.964         0.346         0.000         0.938
       38.308       -50.000       -50.000      -100.000         0.383         0.000         0.945         0.660         0.000        -0.240             1         1.964         0.346         0.000         0.938
       38.308       -50.000       -50.000      -150.000         0.383         0.000         0.945         0.660         0.000        -0.240             1         1.964         0.346         0.000         0.938
       38.308       -50.000       -50.000      -190.000         0.383         0.000         0.945         0.660         0.000        -0.240             1         1.964         0.346         0.000         0.938
       38.308       -50.000         0.000         1.000         1.359         0.000         4.225         3.499         0.000        -0.990             1         1.964         0.346        -0.000         0.938
       38.308       -50.000         0.000        -1.000         1.286         0.000         3.920         3.204         0.000        -0.936             1         1.964         0.346        -0.000         0.938
       38.308       -50.000         0.000       -10.000         0.783         0.000         2.164         1.625         0.000        -0.546             1         1.964         0.346        -0.000         0.938
       38.308       -50.000         0.000       -50.000         0.383         0.000         0.945         0.660         0.000        -0.240             1         1.964         0.346        -0.000         0.938
       38.308       -50.000         0.000      -100.000         0.383         0.000         0.945         0.660         0.000        -0.240             1         1.964         0.346        -0.000         0.938
       38.308       -50.000         0.000      -150.000         0.383         0.000         0.945         0.660         0.000        -0.240             1         1.964         0.346        -0.000         0.938
       38.308       -50.000         0.000      -190.000         0.383         0.000         0.945         0.660         0.000        -0.240             1         1.964         0.346        -0.000         0.938
       38.308       -50.000        50.000         1.000         1.359         0.000         4.225         3.499         0.000        -0.990             1         1.964         0.346        -0.000         0.938
       38.308       -50.000        50.000        -1.000         1.286         0.000         3.920         3.204         0.000        -0.936             1         1.964         0.346        -0.000         0.938
       38.308       -50.000        50.000       -10.000         0.783         0.000         2.164         1.625         0.000        -0.546             1         1.964         0.346        -0.000         0.938
       38.308       -50.000        50.000       -50.000         0.383         0.000         0.945         0.660         0.000        -0.240             1         1.964         0.346        -0.000         0.938
       38.308       -50.000        50.000      -100.000         0.383         0.000         0.945         0.660         0.000        -0.240             1         1.964         0.346        -0.000         0.938
       38.308       -50.000        50.000      -150.000         0.383         0.000         0.945         0.660         0.000        -0.240             1         1.964         0.346        -0.000         0.938
       38.308       -50.000        50.000      -190.000         0.383         0.000         0.945         0.660         0.000        -0.240             1         1.964         0.346        -0.000         0.938
       38.308       -50.000       100.000         1.000         1.359         0.000         4.225         3.499         0.000        -0.990             1         1.964         0.346        -0.000         0.938
       38.308       -50.000       100.000        -1.000         1.286         0.000         3.920         3.204         0.000        -0.936             1         1.964         0.346        -0.000         0.938
