
These predictions were generated by MoorDyn (v2.2.22024-01-16) on 25-Jun-2024 at 17:32:43.

 
 
 
      Time          ROD1PX          ROD1PY          ROD1PZ
   40.7000   1.0721775E-19   9.6433870E-20  -3.3840157E+01
   40.8000   1.1191502E-19   1.0065898E-19  -3.3927119E+01
   40.9000   1.0898723E-19   9.8025457E-20  -3.4014083E+01
   41.0000   1.0669376E-19   9.5962502E-20  -3.4101048E+01
   41.1000   1.1319910E-19   1.0181394E-19  -3.4188015E+01
   41.2000   1.1202467E-19   1.0075754E-19  -3.4274984E+01
   41.3000   1.1144697E-19   1.0023790E-19  -3.4361955E+01
   41.4000   1.1141324E-19   1.0020754E-19  -3.4448927E+01
   41.5000   1.1207856E-19   1.0080596E-19  -3.4535901E+01
   41.6000   1.1342061E-19   1.0201310E-19  -3.4622877E+01
   41.7000   1.1539557E-19   1.0378953E-19  -3.4709854E+01
   41.8000   1.0965519E-19   9.8626128E-20  -3.4796832E+01
   41.9000   1.1289813E-19   1.0154309E-19  -3.4883813E+01
   42.0000   1.0846230E-19   9.7553113E-20  -3.4970794E+01
   42.1000   1.1296293E-19   1.0160134E-19  -3.5057777E+01
   42.2000   1.0975327E-19   9.8714282E-20  -3.5144762E+01
   42.3000   1.1543630E-19   1.0382606E-19  -3.5231748E+01
   42.4000   1.1366231E-19   1.0223037E-19  -3.5318735E+01
   42.5000   1.1262667E-19   1.0129881E-19  -3.5405724E+01
   42.6000   1.1208568E-19   1.0081219E-19  -3.5492714E+01
   42.7000   1.1188881E-19   1.0063509E-19  -3.5579706E+01
   42.8000   1.1195058E-19   1.0069064E-19  -3.5666698E+01
   42.9000   1.1223464E-19   1.0094612E-19  -3.5753692E+01
   43.0000   1.1274708E-19   1.0140704E-19  -3.5840688E+01
   43.1000   1.1353795E-19   1.0211840E-19  -3.5927684E+01
   43.2000   1.1471114E-19   1.0317365E-19  -3.6014682E+01
   43.3000   1.1644481E-19   1.0473304E-19  -3.6101681E+01
   43.4000   1.1902633E-19   1.0705506E-19  -3.6188680E+01
   43.5000   1.2290873E-19   1.1054720E-19  -3.6275682E+01
   43.6000   1.2879983E-19   1.1584614E-19  -3.6362684E+01
   43.7000  -8.2526001E-20  -7.4238187E-20  -3.6449687E+01
   43.8000  -1.3592289E-19  -1.2226788E-19  -3.6536692E+01
   43.9000   1.6297866E-19   1.4658942E-19  -3.6623697E+01
   44.0000  -2.8333976E-19  -2.5486710E-19  -3.6710704E+01
   44.1000  -1.8523792E-19  -1.6662603E-19  -3.6797711E+01
   44.2000  -3.3346333E-19  -2.9995264E-19  -3.6884720E+01
   44.3000   1.2033090E-19   1.0822898E-19  -3.6971729E+01
   44.4000  -1.4188839E-19  -1.2763542E-19  -3.7058740E+01
   44.5000  -9.2290736E-20  -8.3021949E-20  -3.7145751E+01
   44.6000   3.7680521E-19   3.3892022E-19  -3.7232763E+01
   44.7000  -2.8033034E-19  -2.5563491E-19  -3.7319777E+01
   44.8000   3.2712384E-19   3.0861995E-19  -3.7406791E+01
   44.9000  -4.3036469E-19  -4.2520181E-19  -3.7493806E+01
   45.0000   6.8640960E-20   8.5938225E-20  -3.7580822E+01
   45.1000   1.0665676E-19   4.5482568E-19  -3.7667839E+01
   45.2000   2.6536321E-20  -2.2586931E-19  -3.7754856E+01
   45.3000   3.7733282E-19  -5.3228154E-19  -3.7841875E+01
   45.4000   2.0431297E-19  -1.5066958E-19  -3.7928894E+01
   45.5000  -3.0434668E-19   2.9669510E-20  -3.8015914E+01
   45.6000  -6.9513995E-19  -1.4660259E-19  -3.8102935E+01
   45.7000  -8.4221407E-19  -4.6597094E-19  -3.8189956E+01
   45.8000  -7.6786049E-19  -7.1932322E-19  -3.8276978E+01
   45.9000  -5.2037804E-19  -7.0872624E-19  -3.8364001E+01
   46.0000  -2.6882793E-19  -4.4103729E-19  -3.8451025E+01
   46.1000   1.2709704E-20   3.2156832E-20  -3.8538050E+01
   46.2000   2.3427024E-19   5.1218530E-19  -3.8625075E+01
   46.3000   3.6914577E-19   8.2829179E-19  -3.8712101E+01
   46.4000   4.3169557E-19   9.6165756E-19  -3.8799127E+01
   46.5000   4.1639974E-19   9.1293254E-19  -3.8886154E+01
   46.6000   3.1304604E-19   6.8591075E-19  -3.8973182E+01
   46.7000   1.2702031E-19   2.7637657E-19  -3.9060211E+01
   46.8000  -1.2177544E-19  -2.7151588E-19  -3.9147240E+01
   46.9000  -3.0901212E-19  -6.8384206E-19  -3.9234269E+01
   47.0000  -4.1346585E-19  -9.1388874E-19  -3.9321299E+01
   47.1000  -4.3462544E-19  -9.6052536E-19  -3.9408330E+01
   47.2000  -3.7217807E-19  -8.2306371E-19  -3.9495362E+01
   47.3000  -2.2560566E-19  -5.0036289E-19  -3.9582394E+01
   47.4000   5.8826763E-21   9.3185977E-21  -3.9669426E+01
   47.5000   2.3873409E-19   5.2200152E-19  -3.9756459E+01
   47.6000   3.8376202E-19   8.4130147E-19  -3.9843493E+01
   47.7000   4.5061357E-19   9.8846091E-19  -3.9930527E+01
   47.8000   4.2853069E-19   9.3979115E-19  -4.0017562E+01
   47.9000   3.2236790E-19   7.0598156E-19  -4.0104597E+01
   48.0000   1.3137506E-19   2.8538040E-19  -4.0191633E+01
   48.1000  -1.2390685E-19  -2.7678209E-19  -4.0278669E+01
   48.2000  -3.1628711E-19  -7.0043827E-19  -4.0365706E+01
   48.3000  -4.1878157E-19  -9.2617038E-19  -4.0452743E+01
   48.4000  -4.4079517E-19  -9.7468761E-19  -4.0539780E+01
   48.5000  -3.7618269E-19  -8.3245848E-19  -4.0626819E+01
   48.6000  -2.2403535E-19  -4.9748193E-19  -4.0713857E+01
   48.7000   2.2303145E-20   4.4898868E-20  -4.0800896E+01
   48.8000   2.6776491E-19   5.8534916E-19  -4.0887935E+01
   48.9000   5.0669710E-19   1.1114217E-18  -4.0974975E+01
   49.0000   2.0905634E-19   4.5598705E-19  -4.1062015E+01
   49.1000  -4.4669538E-19  -9.8799015E-19  -4.1149056E+01
   49.2000  -3.7122051E-19  -8.2184259E-19  -4.1236097E+01
   49.3000   1.1102459E-19   2.3999289E-19  -4.1323138E+01
   49.4000   3.3783953E-19   7.3938379E-19  -4.1410180E+01
   49.5000   4.6300328E-19   1.0149438E-18  -4.1497222E+01
   49.6000   4.4980090E-19   9.8582846E-19  -4.1584265E+01
   49.7000  -1.9517568E-19  -4.3442242E-19  -4.1671308E+01
   49.8000  -5.0754991E-19  -1.1222994E-18  -4.1758351E+01
   49.9000  -2.5746594E-19  -5.7167125E-19  -4.1845395E+01
   50.0000   1.4011541E-20   2.6064380E-20  -4.1932439E+01
   50.1000   2.7705773E-19   6.0523470E-19  -4.2019483E+01
   50.2000   5.3395298E-19   1.1708610E-18  -4.2106528E+01
   50.3000   2.3285683E-19   5.0781778E-19  -4.2193573E+01
   50.4000  -6.1943134E-19  -1.3689230E-18  -4.2280618E+01
   50.5000   1.7652395E-19   3.8368683E-19  -4.2367664E+01
   50.6000   4.5098671E-19   9.8799586E-19  -4.2454710E+01
   50.7000  -1.9390104E-19  -4.3205941E-19  -4.2541756E+01
   50.8000  -6.3307659E-19  -1.3991466E-18  -4.2628803E+01
   50.9000   5.0464238E-19   1.1060099E-18  -4.2715849E+01
   51.0000   1.9850820E-19   4.3187322E-19  -4.2802897E+01
   51.1000  -4.8903889E-19  -1.0821158E-18  -4.2889944E+01
   51.2000   6.8522734E-19   1.5035159E-18  -4.2976992E+01
   51.3000  -6.1436373E-19  -1.3581637E-18  -4.3064040E+01
   51.4000   1.9377960E-19   4.2128360E-19  -4.3151088E+01
   51.5000   3.7705170E-19   8.2479532E-19  -4.3238136E+01
   51.6000  -5.5538392E-19  -1.2284262E-18  -4.3325185E+01
   51.7000   6.7143474E-19   1.4729235E-18  -4.3412234E+01
   51.8000  -5.5813105E-19  -1.2345639E-18  -4.3499283E+01
   51.9000   2.7080723E-19   5.9067279E-19  -4.3586333E+01
   52.0000   4.7787167E-19   1.0465741E-18  -4.3673383E+01
   52.1000  -1.0246310E-18  -2.2619069E-18  -4.3760433E+01
   52.2000   7.1587624E-19   1.5705596E-18  -4.3847483E+01
   52.3000   2.6147763E-19   5.6995200E-19  -4.3934533E+01
   52.4000  -7.5924040E-19  -1.6776630E-18  -4.4021584E+01
   52.5000   8.1117948E-19   1.7802795E-18  -4.4108635E+01
   52.6000  -7.9630185E-19  -1.7593592E-18  -4.4195686E+01
   52.7000   7.8748013E-19   1.7280060E-18  -4.4282737E+01
   52.8000  -2.4860861E-19  -5.5345451E-19  -4.4369789E+01
   52.9000  -7.0244290E-19  -1.5528195E-18  -4.4456840E+01
   53.0000   1.0713837E-18   2.3530146E-18  -4.4543892E+01
   53.1000   3.2590917E-19   7.1147211E-19  -4.4630944E+01
   53.2000  -1.0789720E-18  -2.3820512E-18  -4.4717997E+01
   53.3000   2.1976326E-19   4.7765532E-19  -4.4805049E+01
   53.4000   9.7362077E-19   2.1375679E-18  -4.4892102E+01
   53.5000  -6.6602600E-19  -1.4728975E-18  -4.4979155E+01
   53.6000  -9.6321596E-19  -2.1273395E-18  -4.5066208E+01
   53.7000   9.3021578E-19   2.0418591E-18  -4.5153261E+01
   53.8000   2.8162887E-19   6.1365849E-19  -4.5240314E+01
   53.9000  -1.1352247E-18  -2.5062272E-18  -4.5327368E+01
   54.0000  -2.5666482E-19  -5.7172630E-19  -4.5414422E+01
   54.1000   1.0592386E-18   2.3257836E-18  -4.5501476E+01
   54.2000  -7.2316602E-19  -1.5990276E-18  -4.5588530E+01
   54.3000  -1.0211559E-18  -2.2552309E-18  -4.5675584E+01
   54.4000   6.7526119E-19   1.4801512E-18  -4.5762638E+01
   54.5000   5.9533960E-19   1.3041234E-18  -4.5849693E+01
   54.6000  -1.2026523E-18  -2.6550101E-18  -4.5936748E+01
   54.7000  -3.1026889E-19  -6.9007039E-19  -4.6023802E+01
   54.8000   1.2384002E-18   2.7199778E-18  -4.6110857E+01
   54.9000   8.2595262E-19   1.8117444E-18  -4.6197912E+01
   55.0000  -7.5598704E-19  -1.6716528E-18  -4.6284968E+01
   55.1000  -1.0486706E-18  -2.3161718E-18  -4.6372023E+01
   55.2000   7.5510358E-19   1.6556052E-18  -4.6459079E+01
   55.3000   1.3068053E-18   2.8703807E-18  -4.6546134E+01
   55.4000   3.0349993E-19   6.6110759E-19  -4.6633190E+01
   55.5000  -1.1753545E-18  -2.5953011E-18  -4.6720246E+01
   55.6000  -2.6801027E-19  -5.9741833E-19  -4.6807302E+01
   55.7000   1.0934802E-18   2.4004719E-18  -4.6894358E+01
   55.8000  -7.3387851E-19  -1.6233259E-18  -4.6981414E+01
   55.9000  -1.0340857E-18  -2.2844116E-18  -4.7068471E+01
   56.0000   4.4465965E-19   9.7166811E-19  -4.7155527E+01
   56.1000   1.3831498E-18   3.0381327E-18  -4.7242584E+01
   56.2000   3.1782760E-19   6.9230147E-19  -4.7329641E+01
   56.3000  -1.1602186E-18  -2.5623276E-18  -4.7416697E+01
   56.4000  -6.8823963E-19  -1.5230975E-18  -4.7503754E+01
   56.5000   1.0202911E-18   2.2389583E-18  -4.7590811E+01
   56.6000   1.0517888E-18   2.3082703E-18  -4.7677869E+01
   56.7000  -6.8542930E-19  -1.5170424E-18  -4.7764926E+01
   56.8000  -1.3246252E-18  -2.9245646E-18  -4.7851983E+01
   56.9000   1.6712258E-20   2.8949807E-20  -4.7939041E+01
   57.0000   1.3508413E-18   2.9665915E-18  -4.8026098E+01
   57.1000   1.3360833E-18   2.9340507E-18  -4.8113156E+01
   57.2000   4.1526959E-19   9.0642023E-19  -4.8200214E+01
   57.3000  -9.0763017E-19  -2.0065840E-18  -4.8287271E+01
   57.4000  -1.3434473E-18  -2.9662760E-18  -4.8374329E+01
   57.5000  -1.9702797E-19  -4.4196181E-19  -4.8461387E+01
   57.6000   1.1176618E-18   2.4528757E-18  -4.8548445E+01
   57.7000   1.5453918E-18   3.3946716E-18  -4.8635504E+01
   57.8000   1.0714651E-18   2.3510641E-18  -4.8722562E+01
   57.9000   2.7927981E-19   6.0666689E-19  -4.8809620E+01
   58.0000  -7.0615590E-19  -1.5632582E-18  -4.8896679E+01
   58.1000  -1.4693419E-18  -3.2438003E-18  -4.8983737E+01
   58.2000  -1.6405498E-18  -3.6208359E-18  -4.9070796E+01
   58.3000  -1.7140093E-18  -3.7826346E-18  -4.9157854E+01
   58.4000  -1.5968533E-18  -3.5247071E-18  -4.9244913E+01
   58.5000  -1.0897713E-18  -2.4081822E-18  -4.9331972E+01
   58.6000  -7.1645877E-19  -1.5862108E-18  -4.9419031E+01
   58.7000  -1.2265156E-19  -2.7872106E-19  -4.9506090E+01
   58.8000   5.0900083E-19   1.1121019E-18  -4.9593149E+01
   58.9000   5.8149375E-19   1.2716833E-18  -4.9680208E+01
   59.0000   6.3617858E-19   1.3920523E-18  -4.9767267E+01
   59.1000   6.4927049E-19   1.4208356E-18  -4.9854326E+01
   59.2000   1.1513901E-18   2.5264339E-18  -4.9941385E+01
   59.3000   1.5495624E-18   3.4031452E-18  -5.0028445E+01
   59.4000   1.6333725E-18   3.5876465E-18  -5.0115504E+01
   59.5000   1.7044109E-18   3.7440250E-18  -5.0202564E+01
   59.6000   1.4570408E-18   3.1992841E-18  -5.0289623E+01
   59.7000   1.0896511E-18   2.3902658E-18  -5.0376683E+01
   59.8000  -1.9030596E-20  -5.1040870E-20  -5.0463742E+01
   59.9000  -1.1388922E-18  -2.5169651E-18  -5.0550802E+01
