      Time   FAIRTEN1   FAIRTEN2   FAIRTEN3     L1N10T     L2N10T     L3N10T     CON4FX     CON4FY     CON4FZ     CON5FX     CON5FY     CON5FZ     CON6FX     CON6FY     CON6FZ    L1N19PX    L1N19PY    L1N19PZ    L2N19PX    L2N19PY    L2N19PZ    L3N19PX    L3N19PY    L3N19PZ
       (s)        (N)        (N)        (N)        (N)        (N)        (N)        (N)        (N)        (N)        (N)        (N)        (N)        (N)        (N)        (N)        (m)        (m)        (m)        (m)        (m)        (m)        (m)        (m)        (m)
    1.2000 0.996675E+06 0.139271E+07 0.995499E+06 0.812812E+06 0.121122E+07 0.812641E+06 0.395393E+06 0.694726E+06 -.595300E+06 -.119263E+07 -.147158E+02 -.719212E+06 0.394943E+06 -.693926E+06 -.594563E+06 0.418457E+02 0.649342E+02 -.389641E+02 -.723697E+02 0.579113E-03 -.338682E+02 0.418460E+02 -.649345E+02 -.389614E+02
    1.2125 0.996424E+06 0.139369E+07 0.995072E+06 0.812574E+06 0.121210E+07 0.812335E+06 0.395275E+06 0.694552E+06 -.595160E+06 -.119348E+07 -.145242E+02 -.719702E+06 0.394755E+06 -.693629E+06 -.594319E+06 0.418467E+02 0.649343E+02 -.389634E+02 -.723682E+02 0.594489E-03 -.338695E+02 0.418470E+02 -.649347E+02 -.389607E+02
    1.2250 0.996173E+06 0.139468E+07 0.994646E+06 0.812329E+06 0.121301E+07 0.812014E+06 0.395157E+06 0.694378E+06 -.595021E+06 -.119434E+07 -.143264E+02 -.720195E+06 0.394567E+06 -.693333E+06 -.594076E+06 0.418478E+02 0.649345E+02 -.389627E+02 -.723667E+02 0.609872E-03 -.338707E+02 0.418480E+02 -.649349E+02 -.389600E+02
    1.2375 0.995924E+06 0.139567E+07 0.994222E+06 0.812075E+06 0.121394E+07 0.811677E+06 0.395040E+06 0.694206E+06 -.594883E+06 -.119520E+07 -.141230E+02 -.720690E+06 0.394381E+06 -.693039E+06 -.593833E+06 0.418488E+02 0.649346E+02 -.389620E+02 -.723651E+02 0.625248E-03 -.338720E+02 0.418491E+02 -.649351E+02 -.389593E+02
    1.2500 0.995674E+06 0.139666E+07 0.993800E+06 0.811813E+06 0.121489E+07 0.811327E+06 0.394922E+06 0.694034E+06 -.594745E+06 -.119606E+07 -.139142E+02 -.721188E+06 0.394195E+06 -.692746E+06 -.593592E+06 0.418499E+02 0.649348E+02 -.389613E+02 -.723635E+02 0.640604E-03 -.338733E+02 0.418502E+02 -.649353E+02 -.389587E+02
    1.2625 0.995426E+06 0.139766E+07 0.993382E+06 0.811541E+06 0.121586E+07 0.810962E+06 0.394805E+06 0.693862E+06 -.594606E+06 -.119692E+07 -.137007E+02 -.721687E+06 0.394011E+06 -.692456E+06 -.593353E+06 0.418510E+02 0.649350E+02 -.389606E+02 -.723620E+02 0.655927E-03 -.338746E+02 0.418513E+02 -.649355E+02 -.389580E+02
    1.2750 0.995176E+06 0.139866E+07 0.992968E+06 0.811260E+06 0.121685E+07 0.810583E+06 0.394688E+06 0.693690E+06 -.594467E+06 -.119779E+07 -.134829E+02 -.722189E+06 0.393828E+06 -.692169E+06 -.593116E+06 0.418521E+02 0.649351E+02 -.389599E+02 -.723603E+02 0.671204E-03 -.338759E+02 0.418524E+02 -.649357E+02 -.389573E+02
    1.2875 0.994924E+06 0.139967E+07 0.992559E+06 0.810968E+06 0.121787E+07 0.810192E+06 0.394569E+06 0.693516E+06 -.594327E+06 -.119866E+07 -.132618E+02 -.722693E+06 0.393648E+06 -.691885E+06 -.592882E+06 0.418532E+02 0.649353E+02 -.389592E+02 -.723587E+02 0.686423E-03 -.338771E+02 0.418536E+02 -.649359E+02 -.389566E+02
    1.3000 0.994668E+06 0.140068E+07 0.992155E+06 0.810666E+06 0.121890E+07 0.809788E+06 0.394449E+06 0.693340E+06 -.594184E+06 -.119954E+07 -.130384E+02 -.723199E+06 0.393469E+06 -.691605E+06 -.592651E+06 0.418543E+02 0.649355E+02 -.389584E+02 -.723570E+02 0.701572E-03 -.338784E+02 0.418547E+02 -.649361E+02 -.389560E+02
    1.3125 0.994407E+06 0.140170E+07 0.991756E+06 0.810354E+06 0.121995E+07 0.809374E+06 0.394327E+06 0.693159E+06 -.594038E+06 -.120042E+07 -.128142E+02 -.723709E+06 0.393293E+06 -.691329E+06 -.592422E+06 0.418555E+02 0.649356E+02 -.389577E+02 -.723553E+02 0.716639E-03 -.338797E+02 0.418559E+02 -.649363E+02 -.389553E+02
    1.3250 0.994139E+06 0.140272E+07 0.991362E+06 0.810032E+06 0.122102E+07 0.808950E+06 0.394202E+06 0.692974E+06 -.593888E+06 -.120130E+07 -.125905E+02 -.724222E+06 0.393119E+06 -.691056E+06 -.592197E+06 0.418567E+02 0.649358E+02 -.389570E+02 -.723536E+02 0.731611E-03 -.338809E+02 0.418572E+02 -.649365E+02 -.389547E+02
    1.3375 0.993863E+06 0.140375E+07 0.990974E+06 0.809701E+06 0.122211E+07 0.808516E+06 0.394074E+06 0.692784E+06 -.593733E+06 -.120219E+07 -.123692E+02 -.724738E+06 0.392947E+06 -.690788E+06 -.591975E+06 0.418579E+02 0.649360E+02 -.389563E+02 -.723519E+02 0.746478E-03 -.338821E+02 0.418584E+02 -.649368E+02 -.389540E+02
    1.3500 0.993577E+06 0.140479E+07 0.990591E+06 0.809362E+06 0.122321E+07 0.808075E+06 0.393943E+06 0.692586E+06 -.593573E+06 -.120309E+07 -.121519E+02 -.725259E+06 0.392777E+06 -.690523E+06 -.591756E+06 0.418592E+02 0.649361E+02 -.389556E+02 -.723501E+02 0.761229E-03 -.338834E+02 0.418597E+02 -.649370E+02 -.389534E+02
    1.3625 0.993283E+06 0.140583E+07 0.990213E+06 0.809015E+06 0.122432E+07 0.807625E+06 0.393807E+06 0.692383E+06 -.593408E+06 -.120400E+07 -.119404E+02 -.725783E+06 0.392609E+06 -.690261E+06 -.591539E+06 0.418604E+02 0.649363E+02 -.389549E+02 -.723483E+02 0.775854E-03 -.338846E+02 0.418609E+02 -.649372E+02 -.389528E+02
    1.3750 0.992979E+06 0.140689E+07 0.989839E+06 0.808662E+06 0.122545E+07 0.807170E+06 0.393668E+06 0.692172E+06 -.593236E+06 -.120491E+07 -.117364E+02 -.726311E+06 0.392443E+06 -.690003E+06 -.591326E+06 0.418617E+02 0.649365E+02 -.389542E+02 -.723465E+02 0.790342E-03 -.338858E+02 0.418622E+02 -.649374E+02 -.389521E+02
    1.3875 0.992665E+06 0.140795E+07 0.989470E+06 0.808303E+06 0.122658E+07 0.806708E+06 0.393525E+06 0.691955E+06 -.593059E+06 -.120582E+07 -.115412E+02 -.726843E+06 0.392279E+06 -.689747E+06 -.591115E+06 0.418630E+02 0.649367E+02 -.389535E+02 -.723447E+02 0.804685E-03 -.338870E+02 0.418636E+02 -.649376E+02 -.389515E+02
    1.4000 0.992342E+06 0.140901E+07 0.989105E+06 0.807940E+06 0.122773E+07 0.806240E+06 0.393378E+06 0.691732E+06 -.592877E+06 -.120675E+07 -.113563E+02 -.727377E+06 0.392117E+06 -.689495E+06 -.590906E+06 0.418643E+02 0.649368E+02 -.389528E+02 -.723428E+02 0.818873E-03 -.338881E+02 0.418649E+02 -.649379E+02 -.389509E+02
    1.4125 0.992010E+06 0.141008E+07 0.988744E+06 0.807572E+06 0.122888E+07 0.805767E+06 0.393228E+06 0.691502E+06 -.592690E+06 -.120767E+07 -.111828E+02 -.727913E+06 0.391956E+06 -.689246E+06 -.590700E+06 0.418657E+02 0.649370E+02 -.389521E+02 -.723410E+02 0.832900E-03 -.338893E+02 0.418663E+02 -.649381E+02 -.389503E+02
    1.4250 0.991670E+06 0.141116E+07 0.988387E+06 0.807201E+06 0.123004E+07 0.805290E+06 0.393074E+06 0.691266E+06 -.592498E+06 -.120860E+07 -.110219E+02 -.728451E+06 0.391796E+06 -.688999E+06 -.590496E+06 0.418671E+02 0.649372E+02 -.389514E+02 -.723391E+02 0.846759E-03 -.338904E+02 0.418677E+02 -.649383E+02 -.389498E+02
    1.4375 0.991323E+06 0.141223E+07 0.988034E+06 0.806826E+06 0.123121E+07 0.804807E+06 0.392917E+06 0.691026E+06 -.592301E+06 -.120953E+07 -.108744E+02 -.728990E+06 0.391638E+06 -.688755E+06 -.590294E+06 0.418684E+02 0.649374E+02 -.389507E+02 -.723372E+02 0.860442E-03 -.338915E+02 0.418691E+02 -.649385E+02 -.389492E+02
    1.4500 0.990969E+06 0.141331E+07 0.987684E+06 0.806448E+06 0.123238E+07 0.804321E+06 0.392758E+06 0.690780E+06 -.592101E+06 -.121047E+07 -.107412E+02 -.729529E+06 0.391482E+06 -.688513E+06 -.590095E+06 0.418699E+02 0.649375E+02 -.389500E+02 -.723353E+02 0.873945E-03 -.338926E+02 0.418705E+02 -.649387E+02 -.389486E+02
    1.4625 0.990609E+06 0.141438E+07 0.987338E+06 0.806068E+06 0.123356E+07 0.803831E+06 0.392596E+06 0.690530E+06 -.591897E+06 -.121140E+07 -.106233E+02 -.730067E+06 0.391327E+06 -.688274E+06 -.589898E+06 0.418713E+02 0.649377E+02 -.389493E+02 -.723334E+02 0.887263E-03 -.338937E+02 0.418719E+02 -.649389E+02 -.389481E+02
    1.4750 0.990243E+06 0.141546E+07 0.986995E+06 0.805684E+06 0.123474E+07 0.803337E+06 0.392432E+06 0.690276E+06 -.591690E+06 -.121233E+07 -.105213E+02 -.730605E+06 0.391173E+06 -.688037E+06 -.589703E+06 0.418727E+02 0.649379E+02 -.389486E+02 -.723314E+02 0.900392E-03 -.338947E+02 0.418734E+02 -.649391E+02 -.389476E+02
    1.4875 0.989871E+06 0.141654E+07 0.986655E+06 0.805297E+06 0.123593E+07 0.802839E+06 0.392266E+06 0.690018E+06 -.591479E+06 -.121326E+07 -.104361E+02 -.731142E+06 0.391020E+06 -.687801E+06 -.589509E+06 0.418742E+02 0.649380E+02 -.389480E+02 -.723295E+02 0.913329E-03 -.338958E+02 0.418749E+02 -.649393E+02 -.389470E+02
    1.5000 0.989495E+06 0.141761E+07 0.986316E+06 0.804906E+06 0.123712E+07 0.802339E+06 0.392098E+06 0.689757E+06 -.591266E+06 -.121419E+07 -.103680E+02 -.731677E+06 0.390868E+06 -.687566E+06 -.589317E+06 0.418757E+02 0.649382E+02 -.389473E+02 -.723275E+02 0.926073E-03 -.338968E+02 0.418764E+02 -.649395E+02 -.389465E+02
    1.5125 0.989115E+06 0.141868E+07 0.985978E+06 0.804513E+06 0.123832E+07 0.801836E+06 0.391928E+06 0.689492E+06 -.591051E+06 -.121513E+07 -.103176E+02 -.732212E+06 0.390716E+06 -.687332E+06 -.589124E+06 0.418772E+02 0.649384E+02 -.389466E+02 -.723256E+02 0.938623E-03 -.338978E+02 0.418779E+02 -.649397E+02 -.389460E+02
    1.5250 0.988731E+06 0.141976E+07 0.985638E+06 0.804116E+06 0.123953E+07 0.801331E+06 0.391757E+06 0.689225E+06 -.590834E+06 -.121606E+07 -.102849E+02 -.732745E+06 0.390563E+06 -.687097E+06 -.588932E+06 0.418787E+02 0.649385E+02 -.389460E+02 -.723236E+02 0.950979E-03 -.338987E+02 0.418794E+02 -.649399E+02 -.389456E+02
    1.5375 0.988344E+06 0.142083E+07 0.985296E+06 0.803716E+06 0.124073E+07 0.800825E+06 0.391584E+06 0.688955E+06 -.590614E+06 -.121699E+07 -.102699E+02 -.733278E+06 0.390410E+06 -.686859E+06 -.588738E+06 0.418803E+02 0.649387E+02 -.389454E+02 -.723216E+02 0.963140E-03 -.338997E+02 0.418810E+02 -.649401E+02 -.389451E+02
    1.5500 0.987954E+06 0.142190E+07 0.984949E+06 0.803314E+06 0.124194E+07 0.800319E+06 0.391411E+06 0.688684E+06 -.590394E+06 -.121792E+07 -.102718E+02 -.733811E+06 0.390254E+06 -.686619E+06 -.588542E+06 0.418818E+02 0.649388E+02 -.389447E+02 -.723196E+02 0.975110E-03 -.339006E+02 0.418826E+02 -.649403E+02 -.389446E+02
    1.5625 0.987563E+06 0.142298E+07 0.984596E+06 0.802909E+06 0.124315E+07 0.799812E+06 0.391236E+06 0.688411E+06 -.590173E+06 -.121885E+07 -.102898E+02 -.734343E+06 0.390096E+06 -.686373E+06 -.588342E+06 0.418834E+02 0.649389E+02 -.389441E+02 -.723176E+02 0.986891E-03 -.339014E+02 0.418841E+02 -.649404E+02 -.389442E+02
    1.5750 0.987170E+06 0.142405E+07 0.984236E+06 0.802503E+06 0.124436E+07 0.799308E+06 0.391062E+06 0.688138E+06 -.589951E+06 -.121979E+07 -.103227E+02 -.734876E+06 0.389935E+06 -.686122E+06 -.588138E+06 0.418850E+02 0.649391E+02 -.389435E+02 -.723156E+02 0.998486E-03 -.339023E+02 0.418857E+02 -.649406E+02 -.389438E+02
    1.5875 0.986778E+06 0.142513E+07 0.983866E+06 0.802095E+06 0.124557E+07 0.798805E+06 0.390887E+06 0.687865E+06 -.589730E+06 -.122073E+07 -.103691E+02 -.735409E+06 0.389770E+06 -.685865E+06 -.587929E+06 0.418866E+02 0.649392E+02 -.389429E+02 -.723136E+02 0.100990E-02 -.339031E+02 0.418874E+02 -.649407E+02 -.389434E+02
    1.6000 0.986387E+06 0.142621E+07 0.983486E+06 0.801687E+06 0.124678E+07 0.798306E+06 0.390713E+06 0.687592E+06 -.589509E+06 -.122167E+07 -.104274E+02 -.735943E+06 0.389601E+06 -.685600E+06 -.587715E+06 0.418883E+02 0.649393E+02 -.389423E+02 -.723115E+02 0.102114E-02 -.339039E+02 0.418890E+02 -.649409E+02 -.389430E+02
    1.6125 0.985998E+06 0.142730E+07 0.983097E+06 0.801278E+06 0.124797E+07 0.797811E+06 0.390539E+06 0.687320E+06 -.589290E+06 -.122261E+07 -.104957E+02 -.736477E+06 0.389428E+06 -.685329E+06 -.587495E+06 0.418899E+02 0.649395E+02 -.389417E+02 -.723095E+02 0.103220E-02 -.339047E+02 0.418906E+02 -.649410E+02 -.389426E+02
    1.6250 0.985611E+06 0.142838E+07 0.982697E+06 0.800871E+06 0.124917E+07 0.797322E+06 0.390367E+06 0.687050E+06 -.589072E+06 -.122356E+07 -.105725E+02 -.737010E+06 0.389251E+06 -.685049E+06 -.587270E+06 0.418916E+02 0.649396E+02 -.389411E+02 -.723075E+02 0.104311E-02 -.339054E+02 0.418923E+02 -.649411E+02 -.389422E+02
    1.6375 0.985227E+06 0.142947E+07 0.982289E+06 0.800466E+06 0.125035E+07 0.796838E+06 0.390195E+06 0.686782E+06 -.588856E+06 -.122450E+07 -.106564E+02 -.737543E+06 0.389070E+06 -.684764E+06 -.587039E+06 0.418933E+02 0.649397E+02 -.389406E+02 -.723054E+02 0.105385E-02 -.339062E+02 0.418940E+02 -.649412E+02 -.389419E+02
    1.6500 0.984848E+06 0.143055E+07 0.981873E+06 0.800062E+06 0.125153E+07 0.796361E+06 0.390026E+06 0.686516E+06 -.588643E+06 -.122545E+07 -.107462E+02 -.738073E+06 0.388886E+06 -.684472E+06 -.586805E+06 0.418950E+02 0.649398E+02 -.389400E+02 -.723034E+02 0.106444E-02 -.339068E+02 0.418957E+02 -.649413E+02 -.389415E+02
    1.6625 0.984473E+06 0.143163E+07 0.981451E+06 0.799662E+06 0.125269E+07 0.795892E+06 0.389858E+06 0.686254E+06 -.588433E+06 -.122639E+07 -.108413E+02 -.738601E+06 0.388699E+06 -.684176E+06 -.586567E+06 0.418967E+02 0.649399E+02 -.389395E+02 -.723014E+02 0.107490E-02 -.339075E+02 0.418974E+02 -.649414E+02 -.389412E+02
    1.6750 0.984103E+06 0.143270E+07 0.981025E+06 0.799264E+06 0.125385E+07 0.795430E+06 0.389692E+06 0.685995E+06 -.588226E+06 -.122733E+07 -.109412E+02 -.739125E+06 0.388511E+06 -.683878E+06 -.586327E+06 0.418984E+02 0.649399E+02 -.389390E+02 -.722993E+02 0.108521E-02 -.339081E+02 0.418991E+02 -.649415E+02 -.389409E+02
    1.6875 0.983740E+06 0.143377E+07 0.980597E+06 0.798871E+06 0.125499E+07 0.794976E+06 0.389528E+06 0.685741E+06 -.588023E+06 -.122826E+07 -.110460E+02 -.739643E+06 0.388323E+06 -.683578E+06 -.586087E+06 0.419002E+02 0.649400E+02 -.389384E+02 -.722973E+02 0.109541E-02 -.339087E+02 0.419009E+02 -.649416E+02 -.389406E+02
    1.7000 0.983383E+06 0.143482E+07 0.980171E+06 0.798483E+06 0.125612E+07 0.794530E+06 0.389368E+06 0.685491E+06 -.587825E+06 -.122918E+07 -.111559E+02 -.740155E+06 0.388134E+06 -.683278E+06 -.585848E+06 0.419020E+02 0.649401E+02 -.389379E+02 -.722953E+02 0.110548E-02 -.339093E+02 0.419026E+02 -.649416E+02 -.389403E+02
    1.7125 0.983034E+06 0.143586E+07 0.979747E+06 0.798099E+06 0.125724E+07 0.794092E+06 0.389210E+06 0.685246E+06 -.587631E+06 -.123009E+07 -.112716E+02 -.740659E+06 0.387947E+06 -.682980E+06 -.585610E+06 0.419037E+02 0.649402E+02 -.389374E+02 -.722932E+02 0.111545E-02 -.339098E+02 0.419044E+02 -.649417E+02 -.389401E+02
