      Time     FAIRTEN1     FAIRTEN2     FAIRTEN3       CON4FX       CON4FY       CON4FZ       CON5FX       CON5FY       CON5FZ       CON6FX       CON6FY       CON6FZ      L1N19PX      L1N19PY      L1N19PZ      L2N19PX      L2N19PY      L2N19PZ      L3N19PX      L3N19PY      L3N19PZ
   13.5875  0.95381E+06  0.14865E+07  0.95718E+06  0.37520E+06  0.65739E+06 -0.58036E+06 -0.12958E+07  0.12373E+02 -0.72856E+06  0.37646E+06 -0.65958E+06 -0.58259E+06  0.44273E+02  0.64623E+02 -0.39464E+02 -0.70422E+02 -0.21257E-02 -0.32573E+02  0.44268E+02 -0.64621E+02 -0.39532E+02
   13.6000  0.95391E+06  0.14862E+07  0.95724E+06  0.37526E+06  0.65746E+06 -0.58041E+06 -0.12954E+07  0.12520E+02 -0.72840E+06  0.37651E+06 -0.65962E+06 -0.58262E+06  0.44273E+02  0.64623E+02 -0.39465E+02 -0.70423E+02 -0.21360E-02 -0.32573E+02  0.44268E+02 -0.64621E+02 -0.39534E+02
   13.6125  0.95402E+06  0.14858E+07  0.95731E+06  0.37533E+06  0.65753E+06 -0.58047E+06 -0.12951E+07  0.12673E+02 -0.72824E+06  0.37656E+06 -0.65967E+06 -0.58265E+06  0.44273E+02  0.64623E+02 -0.39466E+02 -0.70423E+02 -0.21464E-02 -0.32572E+02  0.44268E+02 -0.64621E+02 -0.39535E+02
   13.6250  0.95414E+06  0.14855E+07  0.95739E+06  0.37540E+06  0.65761E+06 -0.58053E+06 -0.12948E+07  0.12831E+02 -0.72809E+06  0.37661E+06 -0.65972E+06 -0.58269E+06  0.44273E+02  0.64623E+02 -0.39467E+02 -0.70424E+02 -0.21568E-02 -0.32571E+02  0.44268E+02 -0.64621E+02 -0.39536E+02
   13.6375  0.95426E+06  0.14851E+07  0.95746E+06  0.37547E+06  0.65769E+06 -0.58059E+06 -0.12945E+07  0.12996E+02 -0.72794E+06  0.37667E+06 -0.65977E+06 -0.58272E+06  0.44273E+02  0.64622E+02 -0.39469E+02 -0.70425E+02 -0.21673E-02 -0.32570E+02  0.44268E+02 -0.64621E+02 -0.39538E+02
   13.6500  0.95439E+06  0.14848E+07  0.95754E+06  0.37554E+06  0.65777E+06 -0.58066E+06 -0.12942E+07  0.13166E+02 -0.72780E+06  0.37672E+06 -0.65981E+06 -0.58275E+06  0.44273E+02  0.64622E+02 -0.39470E+02 -0.70426E+02 -0.21779E-02 -0.32570E+02  0.44267E+02 -0.64621E+02 -0.39539E+02
   13.6625  0.95452E+06  0.14845E+07  0.95761E+06  0.37561E+06  0.65786E+06 -0.58073E+06 -0.12939E+07  0.13342E+02 -0.72766E+06  0.37677E+06 -0.65987E+06 -0.58279E+06  0.44273E+02  0.64622E+02 -0.39471E+02 -0.70426E+02 -0.21886E-02 -0.32569E+02  0.44267E+02 -0.64620E+02 -0.39540E+02
   13.6750  0.95466E+06  0.14842E+07  0.95769E+06  0.37569E+06  0.65796E+06 -0.58080E+06 -0.12937E+07  0.13524E+02 -0.72752E+06  0.37682E+06 -0.65992E+06 -0.58283E+06  0.44272E+02  0.64622E+02 -0.39472E+02 -0.70427E+02 -0.21993E-02 -0.32568E+02  0.44267E+02 -0.64620E+02 -0.39542E+02
   13.6875  0.95481E+06  0.14839E+07  0.95777E+06  0.37577E+06  0.65806E+06 -0.58088E+06 -0.12934E+07  0.13710E+02 -0.72739E+06  0.37688E+06 -0.65997E+06 -0.58287E+06  0.44272E+02  0.64622E+02 -0.39474E+02 -0.70428E+02 -0.22101E-02 -0.32567E+02  0.44267E+02 -0.64620E+02 -0.39543E+02
   13.7000  0.95496E+06  0.14836E+07  0.95785E+06  0.37585E+06  0.65816E+06 -0.58096E+06 -0.12932E+07  0.13902E+02 -0.72727E+06  0.37693E+06 -0.66002E+06 -0.58290E+06  0.44272E+02  0.64622E+02 -0.39475E+02 -0.70429E+02 -0.22210E-02 -0.32566E+02  0.44267E+02 -0.64620E+02 -0.39544E+02
   13.7125  0.95512E+06  0.14834E+07  0.95794E+06  0.37593E+06  0.65826E+06 -0.58105E+06 -0.12929E+07  0.14098E+02 -0.72715E+06  0.37698E+06 -0.66008E+06 -0.58294E+06  0.44271E+02  0.64621E+02 -0.39476E+02 -0.70430E+02 -0.22320E-02 -0.32566E+02  0.44266E+02 -0.64620E+02 -0.39546E+02
   13.7250  0.95528E+06  0.14831E+07  0.95802E+06  0.37602E+06  0.65837E+06 -0.58113E+06 -0.12927E+07  0.14299E+02 -0.72704E+06  0.37704E+06 -0.66013E+06 -0.58298E+06  0.44271E+02  0.64621E+02 -0.39478E+02 -0.70431E+02 -0.22431E-02 -0.32565E+02  0.44266E+02 -0.64620E+02 -0.39547E+02
   13.7375  0.95545E+06  0.14829E+07  0.95811E+06  0.37611E+06  0.65848E+06 -0.58122E+06 -0.12925E+07  0.14504E+02 -0.72693E+06  0.37710E+06 -0.66019E+06 -0.58303E+06  0.44271E+02  0.64621E+02 -0.39479E+02 -0.70432E+02 -0.22543E-02 -0.32564E+02  0.44266E+02 -0.64620E+02 -0.39548E+02
   13.7500  0.95562E+06  0.14826E+07  0.95820E+06  0.37620E+06  0.65860E+06 -0.58132E+06 -0.12923E+07  0.14714E+02 -0.72682E+06  0.37715E+06 -0.66025E+06 -0.58307E+06  0.44270E+02  0.64621E+02 -0.39480E+02 -0.70433E+02 -0.22656E-02 -0.32563E+02  0.44265E+02 -0.64619E+02 -0.39550E+02
   13.7625  0.95580E+06  0.14824E+07  0.95829E+06  0.37629E+06  0.65872E+06 -0.58142E+06 -0.12921E+07  0.14927E+02 -0.72673E+06  0.37721E+06 -0.66031E+06 -0.58311E+06  0.44270E+02  0.64621E+02 -0.39482E+02 -0.70434E+02 -0.22771E-02 -0.32562E+02  0.44265E+02 -0.64619E+02 -0.39551E+02
   13.7750  0.95598E+06  0.14822E+07  0.95838E+06  0.37638E+06  0.65884E+06 -0.58152E+06 -0.12919E+07  0.15144E+02 -0.72663E+06  0.37726E+06 -0.66037E+06 -0.58316E+06  0.44269E+02  0.64620E+02 -0.39483E+02 -0.70435E+02 -0.22886E-02 -0.32561E+02  0.44264E+02 -0.64619E+02 -0.39553E+02
   13.7875  0.95617E+06  0.14820E+07  0.95847E+06  0.37647E+06  0.65897E+06 -0.58162E+06 -0.12917E+07  0.15364E+02 -0.72655E+06  0.37732E+06 -0.66043E+06 -0.58320E+06  0.44269E+02  0.64620E+02 -0.39484E+02 -0.70436E+02 -0.23003E-02 -0.32561E+02  0.44264E+02 -0.64619E+02 -0.39554E+02
   13.8000  0.95636E+06  0.14818E+07  0.95856E+06  0.37657E+06  0.65910E+06 -0.58173E+06 -0.12915E+07  0.15587E+02 -0.72647E+06  0.37738E+06 -0.66049E+06 -0.58325E+06  0.44268E+02  0.64620E+02 -0.39486E+02 -0.70438E+02 -0.23122E-02 -0.32560E+02  0.44263E+02 -0.64619E+02 -0.39555E+02
   13.8125  0.95656E+06  0.14816E+07  0.95866E+06  0.37667E+06  0.65923E+06 -0.58184E+06 -0.12914E+07  0.15813E+02 -0.72639E+06  0.37743E+06 -0.66055E+06 -0.58330E+06  0.44268E+02  0.64620E+02 -0.39487E+02 -0.70439E+02 -0.23241E-02 -0.32559E+02  0.44263E+02 -0.64619E+02 -0.39557E+02
   13.8250  0.95676E+06  0.14815E+07  0.95875E+06  0.37677E+06  0.65937E+06 -0.58195E+06 -0.12912E+07  0.16042E+02 -0.72632E+06  0.37749E+06 -0.66061E+06 -0.58335E+06  0.44267E+02  0.64619E+02 -0.39488E+02 -0.70440E+02 -0.23363E-02 -0.32558E+02  0.44262E+02 -0.64618E+02 -0.39558E+02
   13.8375  0.95696E+06  0.14813E+07  0.95884E+06  0.37687E+06  0.65950E+06 -0.58206E+06 -0.12911E+07  0.16272E+02 -0.72626E+06  0.37755E+06 -0.66067E+06 -0.58339E+06  0.44267E+02  0.64619E+02 -0.39490E+02 -0.70441E+02 -0.23485E-02 -0.32557E+02  0.44262E+02 -0.64618E+02 -0.39560E+02
   13.8500  0.95716E+06  0.14812E+07  0.95893E+06  0.37697E+06  0.65964E+06 -0.58218E+06 -0.12910E+07  0.16505E+02 -0.72621E+06  0.37760E+06 -0.66073E+06 -0.58344E+06  0.44266E+02  0.64619E+02 -0.39491E+02 -0.70442E+02 -0.23610E-02 -0.32557E+02  0.44261E+02 -0.64618E+02 -0.39561E+02
   13.8625  0.95737E+06  0.14811E+07  0.95903E+06  0.37707E+06  0.65978E+06 -0.58230E+06 -0.12909E+07  0.16739E+02 -0.72616E+06  0.37766E+06 -0.66079E+06 -0.58349E+06  0.44265E+02  0.64619E+02 -0.39493E+02 -0.70444E+02 -0.23735E-02 -0.32556E+02  0.44260E+02 -0.64618E+02 -0.39563E+02
   13.8750  0.95758E+06  0.14810E+07  0.95912E+06  0.37717E+06  0.65993E+06 -0.58242E+06 -0.12908E+07  0.16974E+02 -0.72612E+06  0.37771E+06 -0.66085E+06 -0.58354E+06  0.44265E+02  0.64618E+02 -0.39494E+02 -0.70445E+02 -0.23863E-02 -0.32555E+02  0.44260E+02 -0.64618E+02 -0.39564E+02
   13.8875  0.95780E+06  0.14809E+07  0.95921E+06  0.37727E+06  0.66007E+06 -0.58254E+06 -0.12907E+07  0.17210E+02 -0.72609E+06  0.37777E+06 -0.66091E+06 -0.58358E+06  0.44264E+02  0.64618E+02 -0.39496E+02 -0.70446E+02 -0.23992E-02 -0.32554E+02  0.44259E+02 -0.64618E+02 -0.39566E+02
   13.9000  0.95801E+06  0.14808E+07  0.95930E+06  0.37738E+06  0.66021E+06 -0.58266E+06 -0.12906E+07  0.17447E+02 -0.72607E+06  0.37782E+06 -0.66097E+06 -0.58363E+06  0.44263E+02  0.64618E+02 -0.39497E+02 -0.70447E+02 -0.24123E-02 -0.32553E+02  0.44258E+02 -0.64617E+02 -0.39567E+02
   13.9125  0.95823E+06  0.14808E+07  0.95938E+06  0.37748E+06  0.66036E+06 -0.58279E+06 -0.12906E+07  0.17684E+02 -0.72605E+06  0.37787E+06 -0.66102E+06 -0.58368E+06  0.44262E+02  0.64618E+02 -0.39499E+02 -0.70449E+02 -0.24256E-02 -0.32553E+02  0.44257E+02 -0.64617E+02 -0.39569E+02
   13.9250  0.95845E+06  0.14807E+07  0.95947E+06  0.37758E+06  0.66051E+06 -0.58291E+06 -0.12905E+07  0.17921E+02 -0.72604E+06  0.37793E+06 -0.66108E+06 -0.58372E+06  0.44261E+02  0.64617E+02 -0.39500E+02 -0.70450E+02 -0.24390E-02 -0.32552E+02  0.44256E+02 -0.64617E+02 -0.39570E+02
   13.9375  0.95867E+06  0.14807E+07  0.95956E+06  0.37769E+06  0.66065E+06 -0.58304E+06 -0.12905E+07  0.18158E+02 -0.72605E+06  0.37798E+06 -0.66113E+06 -0.58377E+06  0.44260E+02  0.64617E+02 -0.39502E+02 -0.70451E+02 -0.24527E-02 -0.32551E+02  0.44256E+02 -0.64617E+02 -0.39572E+02
   13.9500  0.95889E+06  0.14807E+07  0.95964E+06  0.37779E+06  0.66080E+06 -0.58317E+06 -0.12905E+07  0.18394E+02 -0.72605E+06  0.37803E+06 -0.66119E+06 -0.58381E+06  0.44259E+02  0.64617E+02 -0.39503E+02 -0.70453E+02 -0.24665E-02 -0.32550E+02  0.44255E+02 -0.64617E+02 -0.39573E+02
   13.9625  0.95912E+06  0.14807E+07  0.95972E+06  0.37790E+06  0.66095E+06 -0.58330E+06 -0.12905E+07  0.18628E+02 -0.72607E+06  0.37808E+06 -0.66124E+06 -0.58386E+06  0.44259E+02  0.64616E+02 -0.39505E+02 -0.70454E+02 -0.24805E-02 -0.32550E+02  0.44254E+02 -0.64616E+02 -0.39575E+02
   13.9750  0.95934E+06  0.14807E+07  0.95980E+06  0.37800E+06  0.66110E+06 -0.58343E+06 -0.12905E+07  0.18862E+02 -0.72610E+06  0.37812E+06 -0.66129E+06 -0.58390E+06  0.44258E+02  0.64616E+02 -0.39506E+02 -0.70455E+02 -0.24948E-02 -0.32549E+02  0.44253E+02 -0.64616E+02 -0.39577E+02
   13.9875  0.95956E+06  0.14808E+07  0.95988E+06  0.37811E+06  0.66125E+06 -0.58356E+06 -0.12905E+07  0.19094E+02 -0.72613E+06  0.37817E+06 -0.66134E+06 -0.58394E+06  0.44257E+02  0.64616E+02 -0.39508E+02 -0.70457E+02 -0.25092E-02 -0.32548E+02  0.44252E+02 -0.64616E+02 -0.39578E+02
   14.0000  0.95979E+06  0.14808E+07  0.95996E+06  0.37821E+06  0.66140E+06 -0.58369E+06 -0.12906E+07  0.19324E+02 -0.72618E+06  0.37822E+06 -0.66138E+06 -0.58398E+06  0.44255E+02  0.64615E+02 -0.39509E+02 -0.70458E+02 -0.25238E-02 -0.32548E+02  0.44251E+02 -0.64616E+02 -0.39580E+02
   14.0125  0.96002E+06  0.14809E+07  0.96003E+06  0.37832E+06  0.66155E+06 -0.58383E+06 -0.12906E+07  0.19552E+02 -0.72623E+06  0.37826E+06 -0.66143E+06 -0.58403E+06  0.44254E+02  0.64615E+02 -0.39511E+02 -0.70459E+02 -0.25387E-02 -0.32547E+02  0.44250E+02 -0.64615E+02 -0.39581E+02
   14.0250  0.96024E+06  0.14810E+07  0.96010E+06  0.37842E+06  0.66170E+06 -0.58396E+06 -0.12907E+07  0.19777E+02 -0.72629E+06  0.37831E+06 -0.66147E+06 -0.58407E+06  0.44253E+02  0.64615E+02 -0.39513E+02 -0.70461E+02 -0.25537E-02 -0.32546E+02  0.44248E+02 -0.64615E+02 -0.39583E+02
   14.0375  0.96047E+06  0.14811E+07  0.96017E+06  0.37853E+06  0.66185E+06 -0.58409E+06 -0.12908E+07  0.20000E+02 -0.72636E+06  0.37835E+06 -0.66152E+06 -0.58411E+06  0.44252E+02  0.64614E+02 -0.39514E+02 -0.70462E+02 -0.25690E-02 -0.32546E+02  0.44247E+02 -0.64615E+02 -0.39585E+02
   14.0500  0.96069E+06  0.14812E+07  0.96024E+06  0.37863E+06  0.66200E+06 -0.58423E+06 -0.12909E+07  0.20221E+02 -0.72644E+06  0.37839E+06 -0.66156E+06 -0.58415E+06  0.44251E+02  0.64614E+02 -0.39516E+02 -0.70464E+02 -0.25844E-02 -0.32545E+02  0.44246E+02 -0.64615E+02 -0.39587E+02
   14.0625  0.96092E+06  0.14814E+07  0.96031E+06  0.37873E+06  0.66215E+06 -0.58436E+06 -0.12910E+07  0.20438E+02 -0.72652E+06  0.37843E+06 -0.66159E+06 -0.58418E+06  0.44250E+02  0.64614E+02 -0.39518E+02 -0.70465E+02 -0.26001E-02 -0.32545E+02  0.44245E+02 -0.64614E+02 -0.39588E+02
   14.0750  0.96114E+06  0.14816E+07  0.96037E+06  0.37883E+06  0.66230E+06 -0.58450E+06 -0.12911E+07  0.20653E+02 -0.72662E+06  0.37847E+06 -0.66163E+06 -0.58422E+06  0.44248E+02  0.64613E+02 -0.39519E+02 -0.70466E+02 -0.26160E-02 -0.32544E+02  0.44244E+02 -0.64614E+02 -0.39590E+02
   14.0875  0.96137E+06  0.14817E+07  0.96043E+06  0.37894E+06  0.66245E+06 -0.58463E+06 -0.12913E+07  0.20864E+02 -0.72673E+06  0.37851E+06 -0.66167E+06 -0.58426E+06  0.44247E+02  0.64613E+02 -0.39521E+02 -0.70468E+02 -0.26322E-02 -0.32544E+02  0.44242E+02 -0.64614E+02 -0.39592E+02
   14.1000  0.96159E+06  0.14819E+07  0.96049E+06  0.37904E+06  0.66260E+06 -0.58477E+06 -0.12914E+07  0.21072E+02 -0.72684E+06  0.37854E+06 -0.66170E+06 -0.58429E+06  0.44246E+02  0.64613E+02 -0.39523E+02 -0.70469E+02 -0.26485E-02 -0.32543E+02  0.44241E+02 -0.64613E+02 -0.39594E+02
   14.1125  0.96181E+06  0.14821E+07  0.96055E+06  0.37914E+06  0.66274E+06 -0.58490E+06 -0.12916E+07  0.21276E+02 -0.72697E+06  0.37858E+06 -0.66173E+06 -0.58433E+06  0.44244E+02  0.64612E+02 -0.39525E+02 -0.70471E+02 -0.26651E-02 -0.32543E+02  0.44240E+02 -0.64613E+02 -0.39596E+02
   14.1250  0.96203E+06  0.14824E+07  0.96060E+06  0.37924E+06  0.66289E+06 -0.58504E+06 -0.12918E+07  0.21477E+02 -0.72710E+06  0.37861E+06 -0.66176E+06 -0.58436E+06  0.44243E+02  0.64612E+02 -0.39526E+02 -0.70472E+02 -0.26818E-02 -0.32542E+02  0.44238E+02 -0.64613E+02 -0.39597E+02
   14.1375  0.96225E+06  0.14826E+07  0.96065E+06  0.37934E+06  0.66303E+06 -0.58517E+06 -0.12920E+07  0.21674E+02 -0.72725E+06  0.37864E+06 -0.66179E+06 -0.58439E+06  0.44242E+02  0.64611E+02 -0.39528E+02 -0.70474E+02 -0.26988E-02 -0.32542E+02  0.44237E+02 -0.64612E+02 -0.39599E+02
   14.1500  0.96247E+06  0.14829E+07  0.96070E+06  0.37943E+06  0.66317E+06 -0.58530E+06 -0.12922E+07  0.21867E+02 -0.72740E+06  0.37867E+06 -0.66182E+06 -0.58443E+06  0.44240E+02  0.64611E+02 -0.39530E+02 -0.70475E+02 -0.27160E-02 -0.32541E+02  0.44236E+02 -0.64612E+02 -0.39601E+02
   14.1625  0.96268E+06  0.14832E+07  0.96075E+06  0.37953E+06  0.66331E+06 -0.58543E+06 -0.12925E+07  0.22056E+02 -0.72756E+06  0.37870E+06 -0.66184E+06 -0.58446E+06  0.44239E+02  0.64610E+02 -0.39532E+02 -0.70477E+02 -0.27335E-02 -0.32541E+02  0.44234E+02 -0.64612E+02 -0.39603E+02
   14.1750  0.96290E+06  0.14835E+07  0.96080E+06  0.37962E+06  0.66345E+06 -0.58557E+06 -0.12927E+07  0.22241E+02 -0.72773E+06  0.37873E+06 -0.66186E+06 -0.58449E+06  0.44237E+02  0.64610E+02 -0.39534E+02 -0.70478E+02 -0.27512E-02 -0.32541E+02  0.44233E+02 -0.64611E+02 -0.39605E+02
   14.1875  0.96311E+06  0.14838E+07  0.96084E+06  0.37972E+06  0.66359E+06 -0.58570E+06 -0.12930E+07  0.22422E+02 -0.72791E+06  0.37876E+06 -0.66188E+06 -0.58452E+06  0.44236E+02  0.64609E+02 -0.39535E+02 -0.70479E+02 -0.27690E-02 -0.32540E+02  0.44231E+02 -0.64611E+02 -0.39607E+02
   14.2000  0.96331E+06  0.14841E+07  0.96088E+06  0.37981E+06  0.66372E+06 -0.58583E+06 -0.12933E+07  0.22599E+02 -0.72810E+06  0.37879E+06 -0.66190E+06 -0.58455E+06  0.44234E+02  0.64609E+02 -0.39537E+02 -0.70481E+02 -0.27871E-02 -0.32540E+02  0.44230E+02 -0.64610E+02 -0.39609E+02
   14.2125  0.96352E+06  0.14845E+07  0.96092E+06  0.37990E+06  0.66385E+06 -0.58595E+06 -0.12936E+07  0.22771E+02 -0.72830E+06  0.37881E+06 -0.66192E+06 -0.58458E+06  0.44233E+02  0.64608E+02 -0.39539E+02 -0.70482E+02 -0.28054E-02 -0.32540E+02  0.44228E+02 -0.64610E+02 -0.39611E+02
   14.2250  0.96372E+06  0.14849E+07  0.96096E+06  0.37999E+06  0.66398E+06 -0.58608E+06 -0.12939E+07  0.22940E+02 -0.72851E+06  0.37884E+06 -0.66194E+06 -0.58461E+06  0.44231E+02  0.64608E+02 -0.39541E+02 -0.70484E+02 -0.28240E-02 -0.32539E+02  0.44226E+02 -0.64610E+02 -0.39613E+02
   14.2375  0.96392E+06  0.14853E+07  0.96099E+06  0.38008E+06  0.66411E+06 -0.58620E+06 -0.12942E+07  0.23103E+02 -0.72873E+06  0.37886E+06 -0.66195E+06 -0.58463E+06  0.44229E+02  0.64607E+02 -0.39543E+02 -0.70485E+02 -0.28427E-02 -0.32539E+02  0.44225E+02 -0.64609E+02 -0.39615E+02
   14.2500  0.96411E+06  0.14857E+07  0.96103E+06  0.38016E+06  0.66423E+06 -0.58633E+06 -0.12945E+07  0.23263E+02 -0.72895E+06  0.37888E+06 -0.66197E+06 -0.58466E+06  0.44228E+02  0.64607E+02 -0.39545E+02 -0.70487E+02 -0.28617E-02 -0.32539E+02  0.44223E+02 -0.64609E+02 -0.39617E+02
   14.2625  0.96430E+06  0.14861E+07  0.96106E+06  0.38024E+06  0.66435E+06 -0.58645E+06 -0.12949E+07  0.23418E+02 -0.72919E+06  0.37890E+06 -0.66198E+06 -0.58468E+06  0.44226E+02  0.64606E+02 -0.39547E+02 -0.70488E+02 -0.28808E-02 -0.32539E+02  0.44221E+02 -0.64608E+02 -0.39619E+02
   14.2750  0.96448E+06  0.14865E+07  0.96109E+06  0.38032E+06  0.66447E+06 -0.58657E+06 -0.12952E+07  0.23568E+02 -0.72943E+06  0.37892E+06 -0.66199E+06 -0.58471E+06  0.44224E+02  0.64606E+02 -0.39549E+02 -0.70489E+02 -0.29002E-02 -0.32538E+02  0.44220E+02 -0.64608E+02 -0.39621E+02
   14.2875  0.96466E+06  0.14870E+07  0.96112E+06  0.38040E+06  0.66458E+06 -0.58668E+06 -0.12956E+07  0.23714E+02 -0.72968E+06  0.37894E+06 -0.66199E+06 -0.58473E+06  0.44222E+02  0.64605E+02 -0.39551E+02 -0.70491E+02 -0.29198E-02 -0.32538E+02  0.44218E+02 -0.64607E+02 -0.39623E+02
   14.3000  0.96484E+06  0.14874E+07  0.96114E+06  0.38048E+06  0.66469E+06 -0.58680E+06 -0.12960E+07  0.23855E+02 -0.72994E+06  0.37895E+06 -0.66200E+06 -0.58476E+06  0.44221E+02  0.64605E+02 -0.39553E+02 -0.70492E+02 -0.29396E-02 -0.32538E+02  0.44216E+02 -0.64607E+02 -0.39626E+02
   14.3125  0.96501E+06  0.14879E+07  0.96116E+06  0.38055E+06  0.66480E+06 -0.58691E+06 -0.12964E+07  0.23992E+02 -0.73021E+06  0.37897E+06 -0.66200E+06 -0.58478E+06  0.44219E+02  0.64604E+02 -0.39555E+02 -0.70494E+02 -0.29596E-02 -0.32538E+02  0.44214E+02 -0.64606E+02 -0.39628E+02
   14.3250  0.96518E+06  0.14884E+07  0.96119E+06  0.38062E+06  0.66491E+06 -0.58702E+06 -0.12968E+07  0.24124E+02 -0.73049E+06  0.37898E+06 -0.66201E+06 -0.58480E+06  0.44217E+02  0.64604E+02 -0.39558E+02 -0.70495E+02 -0.29798E-02 -0.32538E+02  0.44213E+02 -0.64606E+02 -0.39630E+02
   14.3375  0.96534E+06  0.14889E+07  0.96121E+06  0.38069E+06  0.66500E+06 -0.58713E+06 -0.12973E+07  0.24252E+02 -0.73078E+06  0.37900E+06 -0.66201E+06 -0.58483E+06  0.44215E+02  0.64603E+02 -0.39560E+02 -0.70497E+02 -0.30001E-02 -0.32538E+02  0.44211E+02 -0.64605E+02 -0.39632E+02
   14.3500  0.96549E+06  0.14895E+07  0.96122E+06  0.38076E+06  0.66510E+06 -0.58723E+06 -0.12977E+07  0.24375E+02 -0.73107E+06  0.37901E+06 -0.66201E+06 -0.58485E+06  0.44213E+02  0.64603E+02 -0.39562E+02 -0.70498E+02 -0.30207E-02 -0.32538E+02  0.44209E+02 -0.64605E+02 -0.39634E+02
   14.3625  0.96564E+06  0.14900E+07  0.96124E+06  0.38082E+06  0.66519E+06 -0.58733E+06 -0.12982E+07  0.24493E+02 -0.73137E+06  0.37902E+06 -0.66201E+06 -0.58487E+06  0.44211E+02  0.64602E+02 -0.39564E+02 -0.70499E+02 -0.30415E-02 -0.32538E+02  0.44207E+02 -0.64604E+02 -0.39637E+02
   14.3750  0.96579E+06  0.14906E+07  0.96125E+06  0.38089E+06  0.66528E+06 -0.58743E+06 -0.12986E+07  0.24607E+02 -0.73168E+06  0.37903E+06 -0.66200E+06 -0.58489E+06  0.44209E+02  0.64601E+02 -0.39566E+02 -0.70501E+02 -0.30624E-02 -0.32538E+02  0.44205E+02 -0.64604E+02 -0.39639E+02
   14.3875  0.96592E+06  0.14912E+07  0.96126E+06  0.38094E+06  0.66536E+06 -0.58753E+06 -0.12991E+07  0.24716E+02 -0.73200E+06  0.37904E+06 -0.66200E+06 -0.58491E+06  0.44207E+02  0.64601E+02 -0.39568E+02 -0.70502E+02 -0.30835E-02 -0.32538E+02  0.44203E+02 -0.64603E+02 -0.39641E+02
   14.4000  0.96605E+06  0.14918E+07  0.96127E+06  0.38100E+06  0.66544E+06 -0.58762E+06 -0.12996E+07  0.24821E+02 -0.73233E+06  0.37904E+06 -0.66199E+06 -0.58493E+06  0.44205E+02  0.64600E+02 -0.39571E+02 -0.70504E+02 -0.31048E-02 -0.32538E+02  0.44201E+02 -0.64603E+02 -0.39644E+02
   14.4125  0.96618E+06  0.14924E+07  0.96128E+06  0.38105E+06  0.66551E+06 -0.58770E+06 -0.13001E+07  0.24921E+02 -0.73266E+06  0.37905E+06 -0.66198E+06 -0.58494E+06  0.44203E+02  0.64599E+02 -0.39573E+02 -0.70505E+02 -0.31263E-02 -0.32538E+02  0.44199E+02 -0.64602E+02 -0.39646E+02
   14.4250  0.96629E+06  0.14930E+07  0.96128E+06  0.38110E+06  0.66557E+06 -0.58779E+06 -0.13007E+07  0.25016E+02 -0.73300E+06  0.37905E+06 -0.66197E+06 -0.58496E+06  0.44201E+02  0.64599E+02 -0.39575E+02 -0.70506E+02 -0.31479E-02 -0.32538E+02  0.44197E+02 -0.64602E+02 -0.39648E+02
   14.4375  0.96640E+06  0.14936E+07  0.96128E+06  0.38114E+06  0.66563E+06 -0.58787E+06 -0.13012E+07  0.25106E+02 -0.73335E+06  0.37906E+06 -0.66195E+06 -0.58497E+06  0.44199E+02  0.64598E+02 -0.39577E+02 -0.70508E+02 -0.31697E-02 -0.32538E+02  0.44195E+02 -0.64601E+02 -0.39651E+02
   14.4500  0.96650E+06  0.14943E+07  0.96128E+06  0.38118E+06  0.66569E+06 -0.58794E+06 -0.13017E+07  0.25192E+02 -0.73371E+06  0.37906E+06 -0.66194E+06 -0.58499E+06  0.44197E+02  0.64598E+02 -0.39579E+02 -0.70509E+02 -0.31917E-02 -0.32538E+02  0.44193E+02 -0.64600E+02 -0.39653E+02
   14.4625  0.96659E+06  0.14949E+07  0.96127E+06  0.38122E+06  0.66574E+06 -0.58801E+06 -0.13023E+07  0.25273E+02 -0.73408E+06  0.37905E+06 -0.66192E+06 -0.58500E+06  0.44195E+02  0.64597E+02 -0.39582E+02 -0.70511E+02 -0.32138E-02 -0.32538E+02  0.44190E+02 -0.64600E+02 -0.39655E+02
   14.4750  0.96667E+06  0.14956E+07  0.96126E+06  0.38125E+06  0.66578E+06 -0.58807E+06 -0.13029E+07  0.25349E+02 -0.73445E+06  0.37905E+06 -0.66190E+06 -0.58501E+06  0.44193E+02  0.64596E+02 -0.39584E+02 -0.70512E+02 -0.32361E-02 -0.32538E+02  0.44188E+02 -0.64599E+02 -0.39658E+02
   14.4875  0.96674E+06  0.14963E+07  0.96124E+06  0.38128E+06  0.66581E+06 -0.58813E+06 -0.13035E+07  0.25420E+02 -0.73483E+06  0.37905E+06 -0.66187E+06 -0.58501E+06  0.44190E+02  0.64596E+02 -0.39586E+02 -0.70514E+02 -0.32585E-02 -0.32538E+02  0.44186E+02 -0.64599E+02 -0.39660E+02
   14.5000  0.96680E+06  0.14970E+07  0.96123E+06  0.38131E+06  0.66584E+06 -0.58819E+06 -0.13041E+07  0.25487E+02 -0.73522E+06  0.37904E+06 -0.66184E+06 -0.58502E+06  0.44188E+02  0.64595E+02 -0.39589E+02 -0.70515E+02 -0.32810E-02 -0.32539E+02  0.44184E+02 -0.64598E+02 -0.39663E+02
