
Predictions were generated on 31-May-2023 at 22:53:42 using HydroDyn Driver, compiled on May 31 2023 at 21:49:36 as a 64-bit application using double precision at commit v3.5.0-439-g0b6ef93e-dirty
 linked with  NWTC Subroutine Library

Description from the driver input file: NREL 5.0 MW offshore fixed-bottom HydroDyn input properties for the OC3 Tripod

Time	HydroFxi	HydroFzi	HydroMyi	M1N1Vxi	M1N1Vzi	M1N1Axi	M1N1Azi	M1N1FDxi	M1N1FDzi	M1N1FIxi	M1N1FIzi
(s)	(N)	(N)	(N-m)	(m/s)	(m/s)	(m/s^2)	(m/s^2)	(N/m)	(N/m)	(N/m)	(N/m)
    8.7000	   2.467535E+06	   9.020934E+06	  -4.573731E+07	   1.206100E+00	   2.878798E-01	   2.298245E-01	  -5.964282E-01	   8.052034E+02	  -5.080907E+02	   4.275946E+03	  -2.698161E+03
    8.7250	   2.447726E+06	   9.022126E+06	  -4.529230E+07	   1.212739E+00	   2.731851E-01	   2.180932E-01	  -5.997112E-01	   8.304102E+02	  -5.239964E+02	   4.207807E+03	  -2.655164E+03
    8.7500	   2.428113E+06	   9.023310E+06	  -4.485049E+07	   1.219378E+00	   2.584904E-01	   2.063619E-01	  -6.029944E-01	   8.560059E+02	  -5.401475E+02	   4.139668E+03	  -2.612168E+03
    8.7750	   2.401905E+06	   9.023980E+06	  -4.428972E+07	   1.223015E+00	   2.431592E-01	   1.941224E-01	  -6.047927E-01	   8.777159E+02	  -5.538467E+02	   4.061336E+03	  -2.562740E+03
    8.8000	   2.375851E+06	   9.024640E+06	  -4.373157E+07	   1.226652E+00	   2.278281E-01	   1.818831E-01	  -6.065910E-01	   8.996979E+02	  -5.677176E+02	   3.983005E+03	  -2.513312E+03
    8.8250	   2.349950E+06	   9.025292E+06	  -4.317604E+07	   1.230288E+00	   2.124969E-01	   1.696436E-01	  -6.083894E-01	   9.219515E+02	  -5.817598E+02	   3.904673E+03	  -2.463884E+03
    8.8500	   2.324202E+06	   9.025934E+06	  -4.262312E+07	   1.233925E+00	   1.971657E-01	   1.574042E-01	  -6.101877E-01	   9.444774E+02	  -5.959739E+02	   3.826341E+03	  -2.414456E+03
    8.8750	   2.298609E+06	   9.026566E+06	  -4.207284E+07	   1.237561E+00	   1.818345E-01	   1.451648E-01	  -6.119860E-01	   9.672750E+02	  -6.103593E+02	   3.748009E+03	  -2.365028E+03
    8.9000	   2.273170E+06	   9.027188E+06	  -4.152518E+07	   1.241198E+00	   1.665033E-01	   1.329254E-01	  -6.137844E-01	   9.903444E+02	  -6.249163E+02	   3.669677E+03	  -2.315600E+03
    8.9250	   2.247884E+06	   9.027800E+06	  -4.098015E+07	   1.244835E+00	   1.511721E-01	   1.206860E-01	  -6.155827E-01	   1.013686E+03	  -6.396450E+02	   3.591345E+03	  -2.266172E+03
    8.9500	   2.222754E+06	   9.028401E+06	  -4.043775E+07	   1.248471E+00	   1.358409E-01	   1.084465E-01	  -6.173810E-01	   1.037299E+03	  -6.545450E+02	   3.513013E+03	  -2.216743E+03
    8.9750	   2.197778E+06	   9.028992E+06	  -3.989799E+07	   1.252108E+00	   1.205098E-01	   9.620713E-02	  -6.191794E-01	   1.061184E+03	  -6.696168E+02	   3.434682E+03	  -2.167315E+03
    9.0000	   2.172956E+06	   9.029571E+06	  -3.936087E+07	   1.255744E+00	   1.051786E-01	   8.396771E-02	  -6.209777E-01	   1.085341E+03	  -6.848600E+02	   3.356350E+03	  -2.117887E+03
    9.0250	   2.141910E+06	   9.029626E+06	  -3.871470E+07	   1.256289E+00	   8.958840E-02	   7.152154E-02	  -6.212469E-01	   1.104371E+03	  -6.968683E+02	   3.269753E+03	  -2.063244E+03
    9.0500	   2.110976E+06	   9.029671E+06	  -3.807057E+07	   1.256834E+00	   7.399822E-02	   5.907536E-02	  -6.215163E-01	   1.123568E+03	  -7.089815E+02	   3.183157E+03	  -2.008601E+03
    9.0750	   2.080156E+06	   9.029706E+06	  -3.742848E+07	   1.257378E+00	   5.840805E-02	   4.662919E-02	  -6.217855E-01	   1.142929E+03	  -7.211985E+02	   3.096561E+03	  -1.953958E+03
    9.1000	   2.049448E+06	   9.029732E+06	  -3.678844E+07	   1.257923E+00	   4.281787E-02	   3.418301E-02	  -6.220548E-01	   1.162456E+03	  -7.335202E+02	   3.009965E+03	  -1.899315E+03
    9.1250	   2.018853E+06	   9.029748E+06	  -3.615043E+07	   1.258467E+00	   2.722771E-02	   2.173684E-02	  -6.223241E-01	   1.182148E+03	  -7.459461E+02	   2.923368E+03	  -1.844672E+03
    9.1500	   1.988371E+06	   9.029754E+06	  -3.551447E+07	   1.259012E+00	   1.163753E-02	   9.290660E-03	  -6.225934E-01	   1.202006E+03	  -7.584765E+02	   2.836772E+03	  -1.790029E+03
    9.1750	   1.958003E+06	   9.029750E+06	  -3.488055E+07	   1.259556E+00	  -3.952641E-03	  -3.155513E-03	  -6.228626E-01	   1.222028E+03	  -7.711110E+02	   2.750176E+03	  -1.735386E+03
    9.2000	   1.927747E+06	   9.029735E+06	  -3.424868E+07	   1.260101E+00	  -1.954282E-02	  -1.560169E-02	  -6.231319E-01	   1.242217E+03	  -7.838502E+02	   2.663579E+03	  -1.680743E+03
    9.2250	   1.897605E+06	   9.029710E+06	  -3.361885E+07	   1.260645E+00	  -3.513299E-02	  -2.804786E-02	  -6.234012E-01	   1.262571E+03	  -7.966937E+02	   2.576983E+03	  -1.626100E+03
    9.2500	   1.867577E+06	   9.029675E+06	  -3.299108E+07	   1.261190E+00	  -5.072316E-02	  -4.049404E-02	  -6.236705E-01	   1.283090E+03	  -8.096415E+02	   2.490387E+03	  -1.571457E+03
    9.2750	   1.831836E+06	   9.029130E+06	  -3.226647E+07	   1.258629E+00	  -6.618842E-02	  -5.284050E-02	  -6.224040E-01	   1.297412E+03	  -8.186790E+02	   2.397658E+03	  -1.512944E+03
    9.3000	   1.796173E+06	   9.028578E+06	  -3.154337E+07	   1.256068E+00	  -8.165369E-02	  -6.518696E-02	  -6.211377E-01	   1.311815E+03	  -8.277672E+02	   2.304930E+03	  -1.454432E+03
    9.3250	   1.760586E+06	   9.028019E+06	  -3.082178E+07	   1.253507E+00	  -9.711896E-02	  -7.753342E-02	  -6.198713E-01	   1.326297E+03	  -8.369055E+02	   2.212201E+03	  -1.395919E+03
    9.3500	   1.725076E+06	   9.027452E+06	  -3.010169E+07	   1.250946E+00	  -1.125842E-01	  -8.987988E-02	  -6.186049E-01	   1.340858E+03	  -8.460938E+02	   2.119473E+03	  -1.337407E+03
    9.3750	   1.689642E+06	   9.026878E+06	  -2.938310E+07	   1.248385E+00	  -1.280495E-01	  -1.022263E-01	  -6.173385E-01	   1.355499E+03	  -8.553322E+02	   2.026745E+03	  -1.278894E+03
    9.4000	   1.654286E+06	   9.026296E+06	  -2.866602E+07	   1.245824E+00	  -1.435148E-01	  -1.145728E-01	  -6.160721E-01	   1.370219E+03	  -8.646208E+02	   1.934016E+03	  -1.220382E+03
    9.4250	   1.619006E+06	   9.025706E+06	  -2.795044E+07	   1.243263E+00	  -1.589800E-01	  -1.269193E-01	  -6.148057E-01	   1.385019E+03	  -8.739595E+02	   1.841288E+03	  -1.161870E+03
    9.4500	   1.583804E+06	   9.025109E+06	  -2.723637E+07	   1.240702E+00	  -1.744453E-01	  -1.392657E-01	  -6.135393E-01	   1.399898E+03	  -8.833486E+02	   1.748559E+03	  -1.103357E+03
    9.4750	   1.548678E+06	   9.024503E+06	  -2.652381E+07	   1.238141E+00	  -1.899105E-01	  -1.516122E-01	  -6.122729E-01	   1.414857E+03	  -8.927875E+02	   1.655831E+03	  -1.044844E+03
    9.5000	   1.513630E+06	   9.023889E+06	  -2.581275E+07	   1.235581E+00	  -2.053758E-01	  -1.639586E-01	  -6.110065E-01	   1.429896E+03	  -9.022772E+02	   1.563103E+03	  -9.863320E+02
    9.5250	   1.473545E+06	   9.022804E+06	  -2.501957E+07	   1.229977E+00	  -2.203354E-01	  -1.759014E-01	  -6.082355E-01	   1.437943E+03	  -9.073550E+02	   1.466525E+03	  -9.253905E+02
    9.5500	   1.433510E+06	   9.021716E+06	  -2.422748E+07	   1.224374E+00	  -2.352950E-01	  -1.878441E-01	  -6.054647E-01	   1.446013E+03	  -9.124475E+02	   1.369948E+03	  -8.644497E+02
    9.5750	   1.393524E+06	   9.020624E+06	  -2.343645E+07	   1.218770E+00	  -2.502545E-01	  -1.997869E-01	  -6.026937E-01	   1.454106E+03	  -9.175540E+02	   1.273370E+03	  -8.035084E+02
    9.6000	   1.353587E+06	   9.019529E+06	  -2.264649E+07	   1.213167E+00	  -2.652141E-01	  -2.117296E-01	  -5.999229E-01	   1.462222E+03	  -9.226750E+02	   1.176793E+03	  -7.425673E+02
    9.6250	   1.313699E+06	   9.018430E+06	  -2.185761E+07	   1.207564E+00	  -2.801737E-01	  -2.236724E-01	  -5.971520E-01	   1.470359E+03	  -9.278102E+02	   1.080216E+03	  -6.816261E+02
    9.6500	   1.273861E+06	   9.017327E+06	  -2.106980E+07	   1.201961E+00	  -2.951332E-01	  -2.356151E-01	  -5.943811E-01	   1.478520E+03	  -9.329596E+02	   9.836387E+02	  -6.206850E+02
    9.6750	   1.234072E+06	   9.016221E+06	  -2.028306E+07	   1.196357E+00	  -3.100928E-01	  -2.475578E-01	  -5.916102E-01	   1.486703E+03	  -9.381231E+02	   8.870615E+02	  -5.597438E+02
    9.7000	   1.194333E+06	   9.015110E+06	  -1.949739E+07	   1.190754E+00	  -3.250524E-01	  -2.595006E-01	  -5.888392E-01	   1.494909E+03	  -9.433011E+02	   7.904836E+02	  -4.988024E+02
    9.7250	   1.154643E+06	   9.013995E+06	  -1.871279E+07	   1.185151E+00	  -3.400120E-01	  -2.714433E-01	  -5.860683E-01	   1.503137E+03	  -9.484932E+02	   6.939065E+02	  -4.378613E+02
    9.7500	   1.115002E+06	   9.012876E+06	  -1.792927E+07	   1.179547E+00	  -3.549715E-01	  -2.833861E-01	  -5.832974E-01	   1.511388E+03	  -9.536997E+02	   5.973290E+02	  -3.769200E+02
    9.7750	   1.071173E+06	   9.011345E+06	  -1.708087E+07	   1.171039E+00	  -3.690570E-01	  -2.946311E-01	  -5.790902E-01	   1.512207E+03	  -9.542163E+02	   4.992805E+02	  -3.150505E+02
    9.8000	   1.027377E+06	   9.009815E+06	  -1.623327E+07	   1.162532E+00	  -3.831426E-01	  -3.058760E-01	  -5.748831E-01	   1.513027E+03	  -9.547336E+02	   4.012328E+02	  -2.531815E+02
    9.8250	   9.836143E+05	   9.008287E+06	  -1.538645E+07	   1.154024E+00	  -3.972281E-01	  -3.171210E-01	  -5.706758E-01	   1.513846E+03	  -9.552508E+02	   3.031843E+02	  -1.913120E+02
    9.8500	   9.398848E+05	   9.006760E+06	  -1.454042E+07	   1.145516E+00	  -4.113136E-01	  -3.283660E-01	  -5.664687E-01	   1.514666E+03	  -9.557682E+02	   2.051361E+02	  -1.294427E+02
    9.8750	   8.961884E+05	   9.005234E+06	  -1.369518E+07	   1.137008E+00	  -4.253992E-01	  -3.396109E-01	  -5.622616E-01	   1.515486E+03	  -9.562857E+02	   1.070881E+02	  -6.757359E+01
    9.9000	   8.525254E+05	   9.003709E+06	  -1.285073E+07	   1.128501E+00	  -4.394847E-01	  -3.508559E-01	  -5.580544E-01	   1.516307E+03	  -9.568034E+02	   9.040176E+00	  -5.704433E+00
    9.9250	   8.088955E+05	   9.002184E+06	  -1.200706E+07	   1.119993E+00	  -4.535702E-01	  -3.621008E-01	  -5.538472E-01	   1.517127E+03	  -9.573209E+02	  -8.900811E+01	   5.616493E+01
    9.9500	   7.652989E+05	   9.000661E+06	  -1.116419E+07	   1.111485E+00	  -4.676557E-01	  -3.733458E-01	  -5.496401E-01	   1.517948E+03	  -9.578388E+02	  -1.870565E+02	   1.180344E+02
    9.9750	   7.217356E+05	   8.999139E+06	  -1.032210E+07	   1.102977E+00	  -4.817412E-01	  -3.845907E-01	  -5.454328E-01	   1.518769E+03	  -9.583569E+02	  -2.851048E+02	   1.799037E+02
   10.0000	   6.782056E+05	   8.997617E+06	  -9.480804E+06	   1.094470E+00	  -4.958267E-01	  -3.958357E-01	  -5.412257E-01	   1.519590E+03	  -9.588752E+02	  -3.831530E+02	   2.417730E+02
   10.0250	   6.315041E+05	   8.995754E+06	  -8.594262E+06	   1.083267E+00	  -5.086913E-01	  -4.061060E-01	  -5.356858E-01	   1.512935E+03	  -9.546757E+02	  -4.802578E+02	   3.030470E+02
   10.0500	   5.848328E+05	   8.993892E+06	  -7.708406E+06	   1.072064E+00	  -5.215560E-01	  -4.163763E-01	  -5.301459E-01	   1.506295E+03	  -9.504858E+02	  -5.773626E+02	   3.643210E+02
   10.0750	   5.381916E+05	   8.992032E+06	  -6.823232E+06	   1.060861E+00	  -5.344206E-01	  -4.266465E-01	  -5.246061E-01	   1.499669E+03	  -9.463047E+02	  -6.744667E+02	   4.255947E+02
   10.1000	   4.915808E+05	   8.990174E+06	  -5.938744E+06	   1.049659E+00	  -5.472853E-01	  -4.369168E-01	  -5.190663E-01	   1.493058E+03	  -9.421334E+02	  -7.715715E+02	   4.868687E+02
   10.1250	   4.450001E+05	   8.988316E+06	  -5.054938E+06	   1.038456E+00	  -5.601498E-01	  -4.471871E-01	  -5.135264E-01	   1.486462E+03	  -9.379709E+02	  -8.686766E+02	   5.481428E+02
   10.1500	   3.984497E+05	   8.986460E+06	  -4.171817E+06	   1.027253E+00	  -5.730145E-01	  -4.574573E-01	  -5.079865E-01	   1.479880E+03	  -9.338176E+02	  -9.657812E+02	   6.094167E+02
   10.1750	   3.519295E+05	   8.984606E+06	  -3.289378E+06	   1.016050E+00	  -5.858791E-01	  -4.677276E-01	  -5.024467E-01	   1.473313E+03	  -9.296736E+02	  -1.062886E+03	   6.706906E+02
   10.2000	   3.054395E+05	   8.982752E+06	  -2.407622E+06	   1.004848E+00	  -5.987437E-01	  -4.779979E-01	  -4.969069E-01	   1.466760E+03	  -9.255388E+02	  -1.159991E+03	   7.319646E+02
   10.2250	   2.589798E+05	   8.980898E+06	  -1.526549E+06	   9.936450E-01	  -6.116083E-01	  -4.882681E-01	  -4.913670E-01	   1.460222E+03	  -9.214132E+02	  -1.257095E+03	   7.932385E+02
   10.2500	   2.125504E+05	   8.979046E+06	  -6.461597E+05	   9.824423E-01	  -6.244730E-01	  -4.985384E-01	  -4.858272E-01	   1.453698E+03	  -9.172969E+02	  -1.354200E+03	   8.545123E+02
   10.2750	   1.641182E+05	   8.976933E+06	   2.577790E+05	   9.688205E-01	  -6.357999E-01	  -5.075811E-01	  -4.790910E-01	   1.440056E+03	  -9.086882E+02	  -1.447970E+03	   9.136823E+02
   10.3000	   1.157266E+05	   8.974826E+06	   1.160949E+06	   9.551987E-01	  -6.471269E-01	  -5.166239E-01	  -4.723549E-01	   1.426477E+03	  -9.001200E+02	  -1.541740E+03	   9.728522E+02
   10.3250	   6.737549E+04	   8.972726E+06	   2.063352E+06	   9.415768E-01	  -6.584539E-01	  -5.256666E-01	  -4.656188E-01	   1.412963E+03	  -8.915923E+02	  -1.635511E+03	   1.032022E+03
   10.3500	   1.906491E+04	   8.970632E+06	   2.964988E+06	   9.279550E-01	  -6.697809E-01	  -5.347093E-01	  -4.588827E-01	   1.399513E+03	  -8.831052E+02	  -1.729281E+03	   1.091192E+03
   10.3750	  -2.920519E+04	   8.968544E+06	   3.865857E+06	   9.143332E-01	  -6.811078E-01	  -5.437520E-01	  -4.521466E-01	   1.386127E+03	  -8.746587E+02	  -1.823051E+03	   1.150362E+03
   10.4000	  -7.743480E+04	   8.966462E+06	   4.765961E+06	   9.007114E-01	  -6.924348E-01	  -5.527947E-01	  -4.454105E-01	   1.372806E+03	  -8.662529E+02	  -1.916821E+03	   1.209531E+03
   10.4250	  -1.256240E+05	   8.964387E+06	   5.665298E+06	   8.870895E-01	  -7.037617E-01	  -5.618374E-01	  -4.386743E-01	   1.359548E+03	  -8.578874E+02	  -2.010592E+03	   1.268702E+03
   10.4500	  -1.737727E+05	   8.962317E+06	   6.563871E+06	   8.734677E-01	  -7.150887E-01	  -5.708802E-01	  -4.319382E-01	   1.346356E+03	  -8.495628E+02	  -2.104362E+03	   1.327872E+03
   10.4750	  -2.218810E+05	   8.960253E+06	   7.461679E+06	   8.598459E-01	  -7.264156E-01	  -5.799229E-01	  -4.252021E-01	   1.333227E+03	  -8.412786E+02	  -2.198132E+03	   1.387041E+03
   10.5000	  -2.699488E+05	   8.958194E+06	   8.358722E+06	   8.462241E-01	  -7.377427E-01	  -5.889656E-01	  -4.184660E-01	   1.320163E+03	  -8.330352E+02	  -2.291903E+03	   1.446211E+03
   10.5250	  -3.187305E+05	   8.955961E+06	   9.256076E+06	   8.305185E-01	  -7.472530E-01	  -5.965580E-01	  -4.106995E-01	   1.300702E+03	  -8.207550E+02	  -2.380029E+03	   1.501820E+03
   10.5500	  -3.674489E+05	   8.953739E+06	   1.015240E+07	   8.148131E-01	  -7.567634E-01	  -6.041505E-01	  -4.029329E-01	   1.281386E+03	  -8.085662E+02	  -2.468156E+03	   1.557429E+03
   10.5750	  -4.161040E+05	   8.951528E+06	   1.104769E+07	   7.991076E-01	  -7.662738E-01	  -6.117430E-01	  -3.951664E-01	   1.262214E+03	  -7.964684E+02	  -2.556282E+03	   1.613037E+03
   10.6000	  -4.646959E+05	   8.949328E+06	   1.194196E+07	   7.834022E-01	  -7.757843E-01	  -6.193355E-01	  -3.873999E-01	   1.243187E+03	  -7.844622E+02	  -2.644409E+03	   1.668646E+03
   10.6250	  -5.132247E+05	   8.947138E+06	   1.283519E+07	   7.676966E-01	  -7.852946E-01	  -6.269280E-01	  -3.796334E-01	   1.224304E+03	  -7.725467E+02	  -2.732536E+03	   1.724255E+03
   10.6500	  -5.616902E+05	   8.944958E+06	   1.372740E+07	   7.519912E-01	  -7.948050E-01	  -6.345204E-01	  -3.718668E-01	   1.205565E+03	  -7.607227E+02	  -2.820663E+03	   1.779864E+03
   10.6750	  -6.100928E+05	   8.942789E+06	   1.461858E+07	   7.362856E-01	  -8.043154E-01	  -6.421129E-01	  -3.641003E-01	   1.186971E+03	  -7.489897E+02	  -2.908789E+03	   1.835473E+03
   10.7000	  -6.584322E+05	   8.940630E+06	   1.550874E+07	   7.205802E-01	  -8.138258E-01	  -6.497054E-01	  -3.563338E-01	   1.168522E+03	  -7.373480E+02	  -2.996917E+03	   1.891082E+03
   10.7250	  -7.067087E+05	   8.938481E+06	   1.639787E+07	   7.048746E-01	  -8.233362E-01	  -6.572978E-01	  -3.485672E-01	   1.150217E+03	  -7.257974E+02	  -3.085043E+03	   1.946690E+03
   10.7500	  -7.549222E+05	   8.936341E+06	   1.728598E+07	   6.891692E-01	  -8.328466E-01	  -6.648903E-01	  -3.408007E-01	   1.132057E+03	  -7.143380E+02	  -3.173170E+03	   2.002299E+03
   10.7750	  -8.024859E+05	   8.934111E+06	   1.815034E+07	   6.717666E-01	  -8.403062E-01	  -6.708456E-01	  -3.321950E-01	   1.108517E+03	  -6.994843E+02	  -3.253483E+03	   2.052978E+03
   10.8000	  -8.499540E+05	   8.931895E+06	   1.901326E+07	   6.543642E-01	  -8.477659E-01	  -6.768009E-01	  -3.235894E-01	   1.085225E+03	  -6.847867E+02	  -3.333797E+03	   2.103656E+03
   10.8250	  -8.973266E+05	   8.929692E+06	   1.987476E+07	   6.369618E-01	  -8.552254E-01	  -6.827561E-01	  -3.149837E-01	   1.062180E+03	  -6.702451E+02	  -3.414110E+03	   2.154334E+03
   10.8500	  -9.446051E+05	   8.927503E+06	   2.073488E+07	   6.195592E-01	  -8.626852E-01	  -6.887115E-01	  -3.063780E-01	   1.039382E+03	  -6.558596E+02	  -3.494424E+03	   2.205013E+03
   10.8750	  -9.917985E+05	   8.925327E+06	   2.159399E+07	   6.021568E-01	  -8.701448E-01	  -6.946667E-01	  -2.977723E-01	   1.016832E+03	  -6.416302E+02	  -3.574737E+03	   2.255691E+03
   10.9000	  -1.038908E+06	   8.923163E+06	   2.245213E+07	   5.847543E-01	  -8.776045E-01	  -7.006221E-01	  -2.891666E-01	   9.945290E+02	  -6.275568E+02	  -3.655050E+03	   2.306370E+03
   10.9250	  -1.085934E+06	   8.921011E+06	   2.330931E+07	   5.673518E-01	  -8.850641E-01	  -7.065774E-01	  -2.805609E-01	   9.724733E+02	  -6.136395E+02	  -3.735364E+03	   2.357049E+03
   10.9500	  -1.132877E+06	   8.918871E+06	   2.416553E+07	   5.499493E-01	  -8.925238E-01	  -7.125327E-01	  -2.719552E-01	   9.506650E+02	  -5.998782E+02	  -3.815677E+03	   2.407727E+03
   10.9750	  -1.179737E+06	   8.916743E+06	   2.502080E+07	   5.325468E-01	  -8.999833E-01	  -7.184880E-01	  -2.633495E-01	   9.291038E+02	  -5.862729E+02	  -3.895991E+03	   2.458406E+03
   11.0000	  -1.226514E+06	   8.914626E+06	   2.587512E+07	   5.151443E-01	  -9.074429E-01	  -7.244433E-01	  -2.547438E-01	   9.077900E+02	  -5.728237E+02	  -3.976304E+03	   2.509084E+03
   11.0250	  -1.271269E+06	   8.912495E+06	   2.668208E+07	   4.964734E-01	  -9.126682E-01	  -7.286147E-01	  -2.455109E-01	   8.823107E+02	  -5.567461E+02	  -4.046826E+03	   2.553584E+03
   11.0500	  -1.315900E+06	   8.910377E+06	   2.748755E+07	   4.778025E-01	  -9.178935E-01	  -7.327862E-01	  -2.362779E-01	   8.571944E+02	  -5.408975E+02	  -4.117349E+03	   2.598085E+03
   11.0750	  -1.360409E+06	   8.908274E+06	   2.829153E+07	   4.591316E-01	  -9.231186E-01	  -7.369577E-01	  -2.270450E-01	   8.324403E+02	  -5.252774E+02	  -4.187871E+03	   2.642585E+03
   11.1000	  -1.404794E+06	   8.906184E+06	   2.909402E+07	   4.404607E-01	  -9.283439E-01	  -7.411292E-01	  -2.178120E-01	   8.080492E+02	  -5.098864E+02	  -4.258394E+03	   2.687085E+03
   11.1250	  -1.449058E+06	   8.904108E+06	   2.989504E+07	   4.217898E-01	  -9.335691E-01	  -7.453007E-01	  -2.085791E-01	   7.840206E+02	  -4.947242E+02	  -4.328916E+03	   2.731585E+03
   11.1500	  -1.493198E+06	   8.902045E+06	   3.069459E+07	   4.031189E-01	  -9.387944E-01	  -7.494721E-01	  -1.993461E-01	   7.603549E+02	  -4.797908E+02	  -4.399438E+03	   2.776086E+03
   11.1750	  -1.537218E+06	   8.899995E+06	   3.149270E+07	   3.844479E-01	  -9.440196E-01	  -7.536436E-01	  -1.901132E-01	   7.370515E+02	  -4.650862E+02	  -4.469960E+03	   2.820586E+03
   11.2000	  -1.581116E+06	   8.897957E+06	   3.228938E+07	   3.657770E-01	  -9.492449E-01	  -7.578151E-01	  -1.808802E-01	   7.141111E+02	  -4.506106E+02	  -4.540483E+03	   2.865086E+03
   11.2250	  -1.624894E+06	   8.895931E+06	   3.308464E+07	   3.471061E-01	  -9.544700E-01	  -7.619866E-01	  -1.716473E-01	   6.915332E+02	  -4.363637E+02	  -4.611005E+03	   2.909586E+03
   11.2500	  -1.668552E+06	   8.893918E+06	   3.387850E+07	   3.284352E-01	  -9.596953E-01	  -7.661581E-01	  -1.624143E-01	   6.693181E+02	  -4.223458E+02	  -4.681528E+03	   2.954087E+03
   11.2750	  -1.708845E+06	   8.891954E+06	   3.460180E+07	   3.089555E-01	  -9.625574E-01	  -7.684430E-01	  -1.527815E-01	   6.442277E+02	  -4.065135E+02	  -4.740523E+03	   2.991313E+03
   11.3000	  -1.748975E+06	   8.890004E+06	   3.532309E+07	   2.894759E-01	  -9.654196E-01	  -7.707280E-01	  -1.431486E-01	   6.196166E+02	  -3.909837E+02	  -4.799518E+03	   3.028540E+03
   11.3250	  -1.788943E+06	   8.888067E+06	   3.604240E+07	   2.699963E-01	  -9.682816E-01	  -7.730128E-01	  -1.335157E-01	   5.954848E+02	  -3.757563E+02	  -4.858512E+03	   3.065765E+03
   11.3500	  -1.828749E+06	   8.886141E+06	   3.675972E+07	   2.505166E-01	  -9.711439E-01	  -7.752978E-01	  -1.238829E-01	   5.718325E+02	  -3.608315E+02	  -4.917508E+03	   3.102992E+03
   11.3750	  -1.868394E+06	   8.884227E+06	   3.747508E+07	   2.310370E-01	  -9.740059E-01	  -7.775828E-01	  -1.142500E-01	   5.486592E+02	  -3.462090E+02	  -4.976502E+03	   3.140219E+03
   11.4000	  -1.907878E+06	   8.882325E+06	   3.818851E+07	   2.115574E-01	  -9.768682E-01	  -7.798677E-01	  -1.046172E-01	   5.259655E+02	  -3.318890E+02	  -5.035498E+03	   3.177445E+03
   11.4250	  -1.947203E+06	   8.880433E+06	   3.890001E+07	   1.920777E-01	  -9.797302E-01	  -7.821526E-01	  -9.498430E-02	   5.037508E+02	  -3.178714E+02	  -5.094492E+03	   3.214671E+03
   11.4500	  -1.986369E+06	   8.878551E+06	   3.960961E+07	   1.725981E-01	  -9.825923E-01	  -7.844375E-01	  -8.535143E-02	   4.820155E+02	  -3.041562E+02	  -5.153487E+03	   3.251897E+03
   11.4750	  -2.025378E+06	   8.876678E+06	   4.031732E+07	   1.531184E-01	  -9.854544E-01	  -7.867225E-01	  -7.571857E-02	   4.607596E+02	  -2.907435E+02	  -5.212482E+03	   3.289124E+03
   11.5000	  -2.064230E+06	   8.874815E+06	   4.102317E+07	   1.336388E-01	  -9.883166E-01	  -7.890075E-01	  -6.608570E-02	   4.399829E+02	  -2.776332E+02	  -5.271477E+03	   3.326350E+03
   11.5250	  -2.098484E+06	   8.873051E+06	   4.163710E+07	   1.138301E-01	  -9.887451E-01	  -7.893496E-01	  -5.629010E-02	   4.175720E+02	  -2.634917E+02	  -5.317492E+03	   3.355386E+03
   11.5500	  -2.132538E+06	   8.871295E+06	   4.224853E+07	   9.402141E-02	  -9.891737E-01	  -7.896918E-01	  -4.649452E-02	   3.957469E+02	  -2.497199E+02	  -5.363507E+03	   3.384422E+03
   11.5750	  -2.166396E+06	   8.869547E+06	   4.285750E+07	   7.421269E-02	  -9.896023E-01	  -7.900339E-01	  -3.669892E-02	   3.745076E+02	  -2.363177E+02	  -5.409521E+03	   3.413457E+03
   11.6000	  -2.200056E+06	   8.867805E+06	   4.346402E+07	   5.440400E-02	  -9.900309E-01	  -7.903761E-01	  -2.690332E-02	   3.538541E+02	  -2.232852E+02	  -5.455537E+03	   3.442493E+03
   11.6250	  -2.233523E+06	   8.866070E+06	   4.406813E+07	   3.459531E-02	  -9.904595E-01	  -7.907181E-01	  -1.710773E-02	   3.337863E+02	  -2.106222E+02	  -5.501551E+03	   3.471529E+03
   11.6500	  -2.266796E+06	   8.864339E+06	   4.466984E+07	   1.478661E-02	  -9.908881E-01	  -7.910604E-01	  -7.312135E-03	   3.143043E+02	  -1.983289E+02	  -5.547566E+03	   3.500565E+03
   11.6750	  -2.299878E+06	   8.862613E+06	   4.526920E+07	  -5.022082E-03	  -9.913167E-01	  -7.914025E-01	   2.483462E-03	   2.954081E+02	  -1.864052E+02	  -5.593581E+03	   3.529600E+03
   11.7000	  -2.332769E+06	   8.860889E+06	   4.586620E+07	  -2.483078E-02	  -9.917453E-01	  -7.917446E-01	   1.227906E-02	   2.770977E+02	  -1.748511E+02	  -5.639595E+03	   3.558636E+03
   11.7250	  -2.365473E+06	   8.859168E+06	   4.646091E+07	  -4.463948E-02	  -9.921738E-01	  -7.920867E-01	   2.207465E-02	   2.593729E+02	  -1.636667E+02	  -5.685610E+03	   3.587672E+03
   11.7500	  -2.397992E+06	   8.857448E+06	   4.705335E+07	  -6.444817E-02	  -9.926025E-01	  -7.924289E-01	   3.187025E-02	   2.422341E+02	  -1.528519E+02	  -5.731625E+03	   3.616708E+03
