
These predictions were generated by MoorDyn (v2.0.02023-09-18) on 17-Oct-2023 at 17:19:55.

 
 
 
      Time        FAIRTEN1        FAIRTEN2        FAIRTEN3        ANCHTEN1        ANCHTEN2        ANCHTEN3          L1N10T          L2N10T          L3N10T            P4FX            P4FY            P4FZ            P5FX            P5FY            P5FZ            P6FX            P6FY            P6FZ         L1N19PX         L1N19PY         L1N19PZ         L2N19PX         L2N19PY         L2N19PZ         L3N19PX         L3N19PY         L3N19PZ            P4PX            P4PY            P4PZ            P5PX            P5PY            P5PZ            P6PX            P6PY            P6PZ
       (s)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)
   44.4750   9.8953639E+05   1.4152789E+06   9.9292080E+05   7.9197012E+05   1.2186046E+06   7.9572471E+05   8.0514273E+05   1.2509498E+06   8.0883085E+05   3.9250754E+05   6.8713543E+05  -5.9410857E+05  -1.2194262E+06  -1.8499344E+02  -7.1834108E+05   3.9419560E+05  -6.8988899E+05  -5.9544499E+05   4.2772605E+01   6.4844114E+01  -3.8835761E+01  -7.1724386E+01   1.3466415E-01  -3.3206204E+01   4.2639600E+01  -6.4825473E+01  -3.8957810E+01   2.5961170E+01   3.5409954E+01  -1.4339763E+01  -3.5383067E+01   1.4018418E-01  -1.2461590E+01   2.5814199E+01  -3.5375734E+01  -1.4489820E+01
   44.4875   9.8950462E+05   1.4152044E+06   9.9290088E+05   7.9194709E+05   1.2185306E+06   7.9572051E+05   8.0512431E+05   1.2508574E+06   8.0882885E+05   3.9251296E+05   6.8711439E+05  -5.9407641E+05  -1.2193242E+06  -1.8498058E+02  -7.1836752E+05   3.9420581E+05  -6.8987710E+05  -5.9541879E+05   4.2771096E+01   6.4844177E+01  -3.8834855E+01  -7.1725557E+01   1.3464245E-01  -3.3208205E+01   4.2638141E+01  -6.4825545E+01  -3.8956591E+01   2.5958902E+01   3.5409968E+01  -1.4339439E+01  -3.5385327E+01   1.4016247E-01  -1.2461693E+01   2.5811982E+01  -3.5375721E+01  -1.4489225E+01
   44.5000   9.8947257E+05   1.4151398E+06   9.9287957E+05   7.9192400E+05   1.2184485E+06   7.9571462E+05   8.0510581E+05   1.2507651E+06   8.0882537E+05   3.9251812E+05   6.8709315E+05  -5.9404419E+05  -1.2192307E+06  -1.8496684E+02  -7.1839904E+05   3.9421532E+05  -6.8986424E+05  -5.9539185E+05   4.2769572E+01   6.4844240E+01  -3.8833956E+01  -7.1726735E+01   1.3462073E-01  -3.3210208E+01   4.2636667E+01  -6.4825618E+01  -3.8955380E+01   2.5956626E+01   3.5409981E+01  -1.4339120E+01  -3.5387597E+01   1.4014066E-01  -1.2461794E+01   2.5809756E+01  -3.5375709E+01  -1.4488635E+01
   44.5125   9.8944027E+05   1.4150848E+06   9.9285687E+05   7.9190087E+05   1.2183580E+06   7.9570704E+05   8.0508724E+05   1.2506729E+06   8.0882039E+05   3.9252302E+05   6.8707175E+05  -5.9401190E+05  -1.2191454E+06  -1.8495223E+02  -7.1843544E+05   3.9422411E+05  -6.8985043E+05  -5.9536416E+05   4.2768032E+01   6.4844303E+01  -3.8833067E+01  -7.1727919E+01   1.3459898E-01  -3.3212215E+01   4.2635177E+01  -6.4825691E+01  -3.8954177E+01   2.5954341E+01   3.5409994E+01  -1.4338805E+01  -3.5389874E+01   1.4011877E-01  -1.2461893E+01   2.5807521E+01  -3.5375696E+01  -1.4488050E+01
   44.5250   9.8940770E+05   1.4150386E+06   9.9283278E+05   7.9187772E+05   1.2182589E+06   7.9569777E+05   8.0506862E+05   1.2505812E+06   8.0881393E+05   3.9252765E+05   6.8705017E+05  -5.9397955E+05  -1.2190677E+06  -1.8493675E+02  -7.1847637E+05   3.9423220E+05  -6.8983567E+05  -5.9533574E+05   4.2766477E+01   6.4844367E+01  -3.8832185E+01  -7.1729109E+01   1.3457720E-01  -3.3214224E+01   4.2633673E+01  -6.4825766E+01  -3.8952983E+01   2.5952047E+01   3.5410007E+01  -1.4338495E+01  -3.5392161E+01   1.4009678E-01  -1.2461990E+01   2.5805277E+01  -3.5375684E+01  -1.4487471E+01
   44.5375   9.8937488E+05   1.4150004E+06   9.9280730E+05   7.9185459E+05   1.2181513E+06   7.9568683E+05   8.0504997E+05   1.2504900E+06   8.0880598E+05   3.9253202E+05   6.8702842E+05  -5.9394716E+05  -1.2189968E+06  -1.8492036E+02  -7.1852140E+05   3.9423956E+05  -6.8981996E+05  -5.9530659E+05   4.2764907E+01   6.4844431E+01  -3.8831313E+01  -7.1730306E+01   1.3455539E-01  -3.3216236E+01   4.2632153E+01  -6.4825841E+01  -3.8951797E+01   2.5949744E+01   3.5410020E+01  -1.4338190E+01  -3.5394455E+01   1.4007470E-01  -1.2462085E+01   2.5803024E+01  -3.5375672E+01  -1.4486897E+01
   44.5500   9.8934181E+05   1.4149693E+06   9.9278045E+05   7.9183150E+05   1.2180355E+06   7.9567420E+05   8.0503129E+05   1.2503993E+06   8.0879654E+05   3.9253613E+05   6.8700650E+05  -5.9391471E+05  -1.2189319E+06  -1.8490303E+02  -7.1857003E+05   3.9424621E+05  -6.8980330E+05  -5.9527671E+05   4.2763321E+01   6.4844496E+01  -3.8830450E+01  -7.1731508E+01   1.3453354E-01  -3.3218250E+01   4.2630617E+01  -6.4825918E+01  -3.8950621E+01   2.5947433E+01   3.5410033E+01  -1.4337889E+01  -3.5396758E+01   1.4005253E-01  -1.2462178E+01   2.5800763E+01  -3.5375659E+01  -1.4486329E+01
   44.5625   9.8930849E+05   1.4149440E+06   9.9275223E+05   7.9180846E+05   1.2179120E+06   7.9565992E+05   8.0501260E+05   1.2503093E+06   8.0878562E+05   3.9253996E+05   6.8698442E+05  -5.9388221E+05  -1.2188722E+06  -1.8488472E+02  -7.1862174E+05   3.9425214E+05  -6.8978570E+05  -5.9524610E+05   4.2761720E+01   6.4844560E+01  -3.8829595E+01  -7.1732717E+01   1.3451165E-01  -3.3220266E+01   4.2629066E+01  -6.4825995E+01  -3.8949453E+01   2.5945114E+01   3.5410046E+01  -1.4337593E+01  -3.5399069E+01   1.4003027E-01  -1.2462268E+01   2.5798494E+01  -3.5375647E+01  -1.4485766E+01
   44.5750   9.8927492E+05   1.4149237E+06   9.9272262E+05   7.9178549E+05   1.2177817E+06   7.9564397E+05   8.0499390E+05   1.2502201E+06   8.0877321E+05   3.9254352E+05   6.8696217E+05  -5.9384966E+05  -1.2188166E+06  -1.8486538E+02  -7.1867599E+05   3.9425735E+05  -6.8976715E+05  -5.9521477E+05   4.2760103E+01   6.4844625E+01  -3.8828750E+01  -7.1733933E+01   1.3448972E-01  -3.3222283E+01   4.2627500E+01  -6.4826074E+01  -3.8948294E+01   2.5942786E+01   3.5410058E+01  -1.4337302E+01  -3.5401388E+01   1.4000792E-01  -1.2462357E+01   2.5796216E+01  -3.5375635E+01  -1.4485209E+01
   44.5875   9.8924108E+05   1.4149073E+06   9.9269164E+05   7.9176262E+05   1.2176454E+06   7.9562639E+05   8.0497521E+05   1.2501316E+06   8.0875933E+05   3.9254680E+05   6.8693976E+05  -5.9381706E+05  -1.2187644E+06  -1.8484500E+02  -7.1873230E+05   3.9426184E+05  -6.8974765E+05  -5.9518272E+05   4.2758471E+01   6.4844691E+01  -3.8827914E+01  -7.1735154E+01   1.3446775E-01  -3.3224301E+01   4.2625919E+01  -6.4826154E+01  -3.8947145E+01   2.5940450E+01   3.5410071E+01  -1.4337016E+01  -3.5403715E+01   1.3998548E-01  -1.2462443E+01   2.5793930E+01  -3.5375623E+01  -1.4484657E+01
   44.6000   9.8920699E+05   1.4148939E+06   9.9265927E+05   7.9173987E+05   1.2175042E+06   7.9560718E+05   8.0495652E+05   1.2500439E+06   8.0874398E+05   3.9254979E+05   6.8691717E+05  -5.9378441E+05  -1.2187147E+06  -1.8482354E+02  -7.1879018E+05   3.9426559E+05  -6.8972721E+05  -5.9514994E+05   4.2756823E+01   6.4844757E+01  -3.8827087E+01  -7.1736382E+01   1.3444573E-01  -3.3226320E+01   4.2624322E+01  -6.4826235E+01  -3.8946004E+01   2.5938106E+01   3.5410083E+01  -1.4336735E+01  -3.5406050E+01   1.3996294E-01  -1.2462527E+01   2.5791635E+01  -3.5375611E+01  -1.4484111E+01
   44.6125   9.8917263E+05   1.4148826E+06   9.9262552E+05   7.9171725E+05   1.2173589E+06   7.9558636E+05   8.0493785E+05   1.2499569E+06   8.0872716E+05   3.9255250E+05   6.8689441E+05  -5.9375171E+05  -1.2186668E+06  -1.8480102E+02  -7.1884920E+05   3.9426861E+05  -6.8970582E+05  -5.9511643E+05   4.2755160E+01   6.4844824E+01  -3.8826270E+01  -7.1737617E+01   1.3442366E-01  -3.3228339E+01   4.2622709E+01  -6.4826317E+01  -3.8944873E+01   2.5935755E+01   3.5410096E+01  -1.4336458E+01  -3.5408393E+01   1.3994032E-01  -1.2462608E+01   2.5789333E+01  -3.5375600E+01  -1.4483571E+01
   44.6250   9.8913799E+05   1.4148727E+06   9.9259039E+05   7.9169477E+05   1.2172108E+06   7.9556396E+05   8.0491919E+05   1.2498705E+06   8.0870888E+05   3.9255491E+05   6.8687147E+05  -5.9371895E+05  -1.2186200E+06  -1.8477744E+02  -7.1890897E+05   3.9427089E+05  -6.8968348E+05  -5.9508221E+05   4.2753481E+01   6.4844891E+01  -3.8825462E+01  -7.1738857E+01   1.3440153E-01  -3.3230358E+01   4.2621082E+01  -6.4826400E+01  -3.8943752E+01   2.5933395E+01   3.5410108E+01  -1.4336186E+01  -3.5410743E+01   1.3991760E-01  -1.2462687E+01   2.5787023E+01  -3.5375588E+01  -1.4483037E+01
   44.6375   9.8910307E+05   1.4148635E+06   9.9255386E+05   7.9167246E+05   1.2170607E+06   7.9553999E+05   8.0490053E+05   1.2497846E+06   8.0868914E+05   3.9255702E+05   6.8684835E+05  -5.9368613E+05  -1.2185738E+06  -1.8475282E+02  -7.1896915E+05   3.9427243E+05  -6.8966019E+05  -5.9504725E+05   4.2751787E+01   6.4844958E+01  -3.8824663E+01  -7.1740104E+01   1.3437935E-01  -3.3232376E+01   4.2619439E+01  -6.4826485E+01  -3.8942640E+01   2.5931028E+01   3.5410120E+01  -1.4335920E+01  -3.5413101E+01   1.3989480E-01  -1.2462764E+01   2.5784706E+01  -3.5375577E+01  -1.4482508E+01
   44.6500   9.8906787E+05   1.4148543E+06   9.9251593E+05   7.9165031E+05   1.2169097E+06   7.9551448E+05   8.0488190E+05   1.2496990E+06   8.0866795E+05   3.9255883E+05   6.8682504E+05  -5.9365325E+05  -1.2185276E+06  -1.8472720E+02  -7.1902939E+05   3.9427322E+05  -6.8963594E+05  -5.9501157E+05   4.2750078E+01   6.4845027E+01  -3.8823874E+01  -7.1741357E+01   1.3435711E-01  -3.3234394E+01   4.2617780E+01  -6.4826571E+01  -3.8941538E+01   2.5928653E+01   3.5410132E+01  -1.4335658E+01  -3.5415466E+01   1.3987190E-01  -1.2462839E+01   2.5782380E+01  -3.5375565E+01  -1.4481985E+01
   44.6625   9.8903236E+05   1.4148446E+06   9.9247661E+05   7.9162835E+05   1.2167588E+06   7.9548744E+05   8.0486327E+05   1.2496136E+06   8.0864533E+05   3.9256032E+05   6.8680154E+05  -5.9362030E+05  -1.2184808E+06  -1.8470062E+02  -7.1908940E+05   3.9427327E+05  -6.8961074E+05  -5.9497516E+05   4.2748352E+01   6.4845095E+01  -3.8823095E+01  -7.1742616E+01   1.3433480E-01  -3.3236410E+01   4.2616106E+01  -6.4826658E+01  -3.8940446E+01   2.5926271E+01   3.5410144E+01  -1.4335402E+01  -3.5417838E+01   1.3984892E-01  -1.2462910E+01   2.5780048E+01  -3.5375554E+01  -1.4481468E+01
   44.6750   9.8899656E+05   1.4148337E+06   9.9243588E+05   7.9160657E+05   1.2166087E+06   7.9545891E+05   8.0484464E+05   1.2495281E+06   8.0862128E+05   3.9256150E+05   6.8677784E+05  -5.9358728E+05  -1.2184331E+06  -1.8467311E+02  -7.1914890E+05   3.9427255E+05  -6.8958457E+05  -5.9493803E+05   4.2746612E+01   6.4845165E+01  -3.8822325E+01  -7.1743882E+01   1.3431244E-01  -3.3238425E+01   4.2614417E+01  -6.4826746E+01  -3.8939363E+01   2.5923881E+01   3.5410156E+01  -1.4335151E+01  -3.5420217E+01   1.3982585E-01  -1.2462980E+01   2.5777707E+01  -3.5375543E+01  -1.4480958E+01
   44.6875   9.8896044E+05   1.4148212E+06   9.9239376E+05   7.9158499E+05   1.2164604E+06   7.9542891E+05   8.0482602E+05   1.2494424E+06   8.0859580E+05   3.9256236E+05   6.8675394E+05  -5.9355419E+05  -1.2183840E+06  -1.8464473E+02  -7.1920760E+05   3.9427108E+05  -6.8955745E+05  -5.9490016E+05   4.2744856E+01   6.4845235E+01  -3.8821566E+01  -7.1745154E+01   1.3429000E-01  -3.3240438E+01   4.2612713E+01  -6.4826835E+01  -3.8938291E+01   2.5921485E+01   3.5410168E+01  -1.4334905E+01  -3.5422603E+01   1.3980269E-01  -1.2463046E+01   2.5775360E+01  -3.5375531E+01  -1.4480453E+01
   44.7000   9.8892402E+05   1.4148066E+06   9.9235023E+05   7.9156360E+05   1.2163147E+06   7.9539746E+05   8.0480739E+05   1.2493562E+06   8.0856892E+05   3.9256289E+05   6.8672985E+05  -5.9352102E+05  -1.2183329E+06  -1.8461552E+02  -7.1926523E+05   3.9426885E+05  -6.8952937E+05  -5.9486157E+05   4.2743084E+01   6.4845306E+01  -3.8820816E+01  -7.1746433E+01   1.3426749E-01  -3.3242449E+01   4.2610993E+01  -6.4826926E+01  -3.8937228E+01   2.5919081E+01   3.5410180E+01  -1.4334664E+01  -3.5424996E+01   1.3977945E-01  -1.2463110E+01   2.5773006E+01  -3.5375520E+01  -1.4479954E+01
   44.7125   9.8888728E+05   1.4147892E+06   9.9230529E+05   7.9154240E+05   1.2161723E+06   7.9536459E+05   8.0478874E+05   1.2492695E+06   8.0854065E+05   3.9256309E+05   6.8670555E+05  -5.9348779E+05  -1.2182795E+06  -1.8458552E+02  -7.1932152E+05   3.9426586E+05  -6.8950033E+05  -5.9482226E+05   4.2741297E+01   6.4845377E+01  -3.8820077E+01  -7.1747718E+01   1.3424491E-01  -3.3244457E+01   4.2609258E+01  -6.4827018E+01  -3.8936176E+01   2.5916670E+01   3.5410191E+01  -1.4334428E+01  -3.5427396E+01   1.3975611E-01  -1.2463172E+01   2.5770644E+01  -3.5375509E+01  -1.4479462E+01
   44.7250   9.8885022E+05   1.4147686E+06   9.9225896E+05   7.9152139E+05   1.2160340E+06   7.9533032E+05   8.0477007E+05   1.2491820E+06   8.0851099E+05   3.9256296E+05   6.8668105E+05  -5.9345448E+05  -1.2182233E+06  -1.8455476E+02  -7.1937620E+05   3.9426211E+05  -6.8947034E+05  -5.9478223E+05   4.2739495E+01   6.4845450E+01  -3.8819348E+01  -7.1749009E+01   1.3422225E-01  -3.3246462E+01   4.2607508E+01  -6.4827112E+01  -3.8935135E+01   2.5914253E+01   3.5410203E+01  -1.4334198E+01  -3.5429802E+01   1.3973270E-01  -1.2463230E+01   2.5768276E+01  -3.5375499E+01  -1.4478975E+01
   44.7375   9.8881284E+05   1.4147443E+06   9.9221124E+05   7.9150055E+05   1.2159003E+06   7.9529467E+05   8.0475136E+05   1.2490938E+06   8.0847995E+05   3.9256249E+05   6.8665635E+05  -5.9342109E+05  -1.2181639E+06  -1.8452330E+02  -7.1942900E+05   3.9425759E+05  -6.8943939E+05  -5.9474148E+05   4.2737677E+01   6.4845523E+01  -3.8818629E+01  -7.1750307E+01   1.3419951E-01  -3.3248463E+01   4.2605742E+01  -6.4827207E+01  -3.8934103E+01   2.5911828E+01   3.5410214E+01  -1.4333973E+01  -3.5432215E+01   1.3970919E-01  -1.2463286E+01   2.5765900E+01  -3.5375488E+01  -1.4478495E+01
   44.7500   9.8877515E+05   1.4147157E+06   9.9216213E+05   7.9147989E+05   1.2157719E+06   7.9525768E+05   8.0473261E+05   1.2490048E+06   8.0844756E+05   3.9256169E+05   6.8663144E+05  -5.9338763E+05  -1.2181008E+06  -1.8449115E+02  -7.1947966E+05   3.9425231E+05  -6.8940751E+05  -5.9470002E+05   4.2735844E+01   6.4845596E+01  -3.8817920E+01  -7.1751612E+01   1.3417669E-01  -3.3250461E+01   4.2603962E+01  -6.4827303E+01  -3.8933083E+01   2.5909398E+01   3.5410225E+01  -1.4333754E+01  -3.5434634E+01   1.3968560E-01  -1.2463339E+01   2.5763519E+01  -3.5375477E+01  -1.4478021E+01
   44.7625   9.8873713E+05   1.4146824E+06   9.9211165E+05   7.9145937E+05   1.2156492E+06   7.9521937E+05   8.0471380E+05   1.2489149E+06   8.0841383E+05   3.9256055E+05   6.8660633E+05  -5.9335409E+05  -1.2180336E+06  -1.8445835E+02  -7.1952792E+05   3.9424627E+05  -6.8937468E+05  -5.9465785E+05   4.2733996E+01   6.4845671E+01  -3.8817222E+01  -7.1752923E+01   1.3415379E-01  -3.3252454E+01   4.2602166E+01  -6.4827400E+01  -3.8932072E+01   2.5906960E+01   3.5410237E+01  -1.4333540E+01  -3.5437059E+01   1.3966192E-01  -1.2463390E+01   2.5761130E+01  -3.5375467E+01  -1.4477554E+01
   44.7750   9.8869880E+05   1.4146439E+06   9.9205979E+05   7.9143900E+05   1.2155327E+06   7.9517975E+05   8.0469491E+05   1.2488243E+06   8.0837876E+05   3.9255906E+05   6.8658102E+05  -5.9332049E+05  -1.2179620E+06  -1.8442495E+02  -7.1957356E+05   3.9423947E+05  -6.8934092E+05  -5.9461498E+05   4.2732132E+01   6.4845747E+01  -3.8816534E+01  -7.1754241E+01   1.3413079E-01  -3.3254444E+01   4.2600355E+01  -6.4827499E+01  -3.8931073E+01   2.5904517E+01   3.5410248E+01  -1.4333332E+01  -3.5439491E+01   1.3963816E-01  -1.2463437E+01   2.5758735E+01  -3.5375456E+01  -1.4477093E+01
   44.7875   9.8866014E+05   1.4145999E+06   9.9200658E+05   7.9141875E+05   1.2154226E+06   7.9513886E+05   8.0467595E+05   1.2487331E+06   8.0834238E+05   3.9255723E+05   6.8655550E+05  -5.9328681E+05  -1.2178855E+06  -1.8439096E+02  -7.1961637E+05   3.9423191E+05  -6.8930623E+05  -5.9457142E+05   4.2730253E+01   6.4845823E+01  -3.8815857E+01  -7.1755565E+01   1.3410771E-01  -3.3256428E+01   4.2598529E+01  -6.4827599E+01  -3.8930084E+01   2.5902067E+01   3.5410259E+01  -1.4333130E+01  -3.5441928E+01   1.3961431E-01  -1.2463482E+01   2.5756334E+01  -3.5375446E+01  -1.4476638E+01
   44.8000   9.8862117E+05   1.4145500E+06   9.9195202E+05   7.9139859E+05   1.2153191E+06   7.9509671E+05   8.0465688E+05   1.2486412E+06   8.0830470E+05   3.9255506E+05   6.8652979E+05  -5.9325306E+05  -1.2178040E+06  -1.8435644E+02  -7.1965618E+05   3.9422360E+05  -6.8927063E+05  -5.9452718E+05   4.2728359E+01   6.4845901E+01  -3.8815190E+01  -7.1756896E+01   1.3408453E-01  -3.3258407E+01   4.2596688E+01  -6.4827700E+01  -3.8929106E+01   2.5899611E+01   3.5410270E+01  -1.4332933E+01  -3.5444371E+01   1.3959038E-01  -1.2463523E+01   2.5753927E+01  -3.5375435E+01  -1.4476190E+01
   44.8125   9.8858188E+05   1.4144939E+06   9.9189614E+05   7.9137851E+05   1.2152222E+06   7.9505333E+05   8.0463770E+05   1.2485489E+06   8.0826574E+05   3.9255254E+05   6.8650388E+05  -5.9321924E+05  -1.2177172E+06  -1.8432143E+02  -7.1969287E+05   3.9421454E+05  -6.8923413E+05  -5.9448227E+05   4.2726450E+01   6.4845979E+01  -3.8814534E+01  -7.1758234E+01   1.3406126E-01  -3.3260380E+01   4.2594832E+01  -6.4827803E+01  -3.8928140E+01   2.5897149E+01   3.5410280E+01  -1.4332742E+01  -3.5446820E+01   1.3956636E-01  -1.2463562E+01   2.5751514E+01  -3.5375425E+01  -1.4475749E+01
   44.8250   9.8854228E+05   1.4144316E+06   9.9183894E+05   7.9135847E+05   1.2151319E+06   7.9500873E+05   8.0461839E+05   1.2484563E+06   8.0822552E+05   3.9254968E+05   6.8647777E+05  -5.9318536E+05  -1.2176251E+06  -1.8428597E+02  -7.1972634E+05   3.9420474E+05  -6.8919673E+05  -5.9443669E+05   4.2724526E+01   6.4846058E+01  -3.8813890E+01  -7.1759578E+01   1.3403790E-01  -3.3262348E+01   4.2592962E+01  -6.4827908E+01  -3.8927184E+01   2.5894681E+01   3.5410291E+01  -1.4332556E+01  -3.5449274E+01   1.3954226E-01  -1.2463598E+01   2.5749095E+01  -3.5375415E+01  -1.4475314E+01
   44.8375   9.8850237E+05   1.4143630E+06   9.9178045E+05   7.9133845E+05   1.2150481E+06   7.9496295E+05   8.0459894E+05   1.2483634E+06   8.0818404E+05   3.9254647E+05   6.8645147E+05  -5.9315140E+05  -1.2175275E+06  -1.8425014E+02  -7.1975658E+05   3.9419420E+05  -6.8915845E+05  -5.9439046E+05   4.2722587E+01   6.4846138E+01  -3.8813255E+01  -7.1760929E+01   1.3401443E-01  -3.3264309E+01   4.2591076E+01  -6.4828013E+01  -3.8926239E+01   2.5892208E+01   3.5410302E+01  -1.4332377E+01  -3.5451734E+01   1.3951807E-01  -1.2463631E+01   2.5746670E+01  -3.5375405E+01  -1.4474886E+01
   44.8500   9.8846216E+05   1.4142882E+06   9.9172069E+05   7.9131842E+05   1.2149704E+06   7.9491599E+05   8.0457933E+05   1.2482704E+06   8.0814135E+05   3.9254291E+05   6.8642498E+05  -5.9311739E+05  -1.2174246E+06  -1.8421399E+02  -7.1978360E+05   3.9418293E+05  -6.8911931E+05  -5.9434360E+05   4.2720633E+01   6.4846220E+01  -3.8812632E+01  -7.1762287E+01   1.3399086E-01  -3.3266264E+01   4.2589176E+01  -6.4828121E+01  -3.8925306E+01   2.5889729E+01   3.5410312E+01  -1.4332203E+01  -3.5454199E+01   1.3949379E-01  -1.2463660E+01   2.5744240E+01  -3.5375395E+01  -1.4474464E+01
   44.8625   9.8842163E+05   1.4142073E+06   9.9165967E+05   7.9129834E+05   1.2148985E+06   7.9486788E+05   8.0455954E+05   1.2481775E+06   8.0809744E+05   3.9253900E+05   6.8639831E+05  -5.9308332E+05  -1.2173165E+06  -1.8417761E+02  -7.1980749E+05   3.9417093E+05  -6.8907932E+05  -5.9429610E+05   4.2718664E+01   6.4846302E+01  -3.8812020E+01  -7.1763652E+01   1.3396719E-01  -3.3268212E+01   4.2587261E+01  -6.4828229E+01  -3.8924384E+01   2.5887245E+01   3.5410323E+01  -1.4332036E+01  -3.5456670E+01   1.3946942E-01  -1.2463687E+01   2.5741804E+01  -3.5375385E+01  -1.4474049E+01
   44.8750   9.8838081E+05   1.4141206E+06   9.9159742E+05   7.9127818E+05   1.2148320E+06   7.9481864E+05   8.0453957E+05   1.2480847E+06   8.0805235E+05   3.9253475E+05   6.8637144E+05  -5.9304918E+05  -1.2172035E+06  -1.8414108E+02  -7.1982837E+05   3.9415822E+05  -6.8903850E+05  -5.9424800E+05   4.2716680E+01   6.4846385E+01  -3.8811420E+01  -7.1765023E+01   1.3394342E-01  -3.3270153E+01   4.2585331E+01  -6.4828339E+01  -3.8923473E+01   2.5884755E+01   3.5410333E+01  -1.4331874E+01  -3.5459145E+01   1.3944497E-01  -1.2463710E+01   2.5739363E+01  -3.5375375E+01  -1.4473641E+01
   44.8875   9.8833968E+05   1.4140286E+06   9.9153397E+05   7.9125790E+05   1.2147704E+06   7.9476827E+05   8.0451939E+05   1.2479921E+06   8.0800609E+05   3.9253015E+05   6.8634440E+05  -5.9301499E+05  -1.2170858E+06  -1.8410450E+02  -7.1984643E+05   3.9414480E+05  -6.8899686E+05  -5.9419931E+05   4.2714681E+01   6.4846470E+01  -3.8810830E+01  -7.1766402E+01   1.3391953E-01  -3.3272087E+01   4.2583387E+01  -6.4828450E+01  -3.8922574E+01   2.5882260E+01   3.5410344E+01  -1.4331719E+01  -3.5461625E+01   1.3942044E-01  -1.2463731E+01   2.5736916E+01  -3.5375365E+01  -1.4473240E+01
   44.9000   9.8829827E+05   1.4139316E+06   9.9146935E+05   7.9123748E+05   1.2147131E+06   7.9471680E+05   8.0449898E+05   1.2478998E+06   8.0795869E+05   3.9252521E+05   6.8631717E+05  -5.9298075E+05  -1.2169641E+06  -1.8406797E+02  -7.1986189E+05   3.9413069E+05  -6.8895443E+05  -5.9415003E+05   4.2712668E+01   6.4846555E+01  -3.8810252E+01  -7.1767787E+01   1.3389554E-01  -3.3274013E+01   4.2581428E+01  -6.4828563E+01  -3.8921687E+01   2.5879759E+01   3.5410354E+01  -1.4331570E+01  -3.5464111E+01   1.3939581E-01  -1.2463748E+01   2.5734464E+01  -3.5375356E+01  -1.4472846E+01
   44.9125   9.8825656E+05   1.4138304E+06   9.9140357E+05   7.9121686E+05   1.2146595E+06   7.9466424E+05   8.0447834E+05   1.2478078E+06   8.0791017E+05   3.9251992E+05   6.8628977E+05  -5.9294645E+05  -1.2168386E+06  -1.8403160E+02  -7.1987503E+05   3.9411588E+05  -6.8891122E+05  -5.9410019E+05   4.2710640E+01   6.4846642E+01  -3.8809685E+01  -7.1769180E+01   1.3387144E-01  -3.3275931E+01   4.2579455E+01  -6.4828677E+01  -3.8920811E+01   2.5877254E+01   3.5410364E+01  -1.4331427E+01  -3.5466601E+01   1.3937109E-01  -1.2463762E+01   2.5732007E+01  -3.5375346E+01  -1.4472459E+01
   44.9250   9.8821456E+05   1.4137253E+06   9.9133668E+05   7.9119601E+05   1.2146091E+06   7.9461061E+05   8.0445743E+05   1.2477162E+06   8.0786054E+05   3.9251428E+05   6.8626220E+05  -5.9291210E+05  -1.2167100E+06  -1.8399552E+02  -7.1988614E+05   3.9410041E+05  -6.8886725E+05  -5.9404981E+05   4.2708598E+01   6.4846730E+01  -3.8809129E+01  -7.1770579E+01   1.3384722E-01  -3.3277840E+01   4.2577468E+01  -6.4828793E+01  -3.8919946E+01   2.5874744E+01   3.5410374E+01  -1.4331290E+01  -3.5469095E+01   1.3934629E-01  -1.2463773E+01   2.5729546E+01  -3.5375337E+01  -1.4472078E+01
   44.9375   9.8817228E+05   1.4136173E+06   9.9126869E+05   7.9117490E+05   1.2145613E+06   7.9455592E+05   8.0443625E+05   1.2476249E+06   8.0780984E+05   3.9250830E+05   6.8623445E+05  -5.9287771E+05  -1.2165789E+06  -1.8395984E+02  -7.1989555E+05   3.9408426E+05  -6.8882256E+05  -5.9399891E+05   4.2706541E+01   6.4846819E+01  -3.8808585E+01  -7.1771986E+01   1.3382289E-01  -3.3279741E+01   4.2575467E+01  -6.4828910E+01  -3.8919094E+01   2.5872229E+01   3.5410385E+01  -1.4331160E+01  -3.5471594E+01   1.3932139E-01  -1.2463780E+01   2.5727079E+01  -3.5375327E+01  -1.4471705E+01
   44.9500   9.8812972E+05   1.4135069E+06   9.9119966E+05   7.9115348E+05   1.2145155E+06   7.9450019E+05   8.0441478E+05   1.2475340E+06   8.0775809E+05   3.9250197E+05   6.8620653E+05  -5.9284327E+05  -1.2164459E+06  -1.8392469E+02  -7.1990362E+05   3.9406747E+05  -6.8877715E+05  -5.9394750E+05   4.2704470E+01   6.4846909E+01  -3.8808052E+01  -7.1773399E+01   1.3379845E-01  -3.3281633E+01   4.2573451E+01  -6.4829029E+01  -3.8918253E+01   2.5869710E+01   3.5410395E+01  -1.4331036E+01  -3.5474097E+01   1.3929641E-01  -1.2463784E+01   2.5724608E+01  -3.5375318E+01  -1.4471339E+01
