
These predictions were generated by MoorDyn (v2.0.02023-09-18) on 17-Oct-2023 at 17:19:55.

 
 
 
      Time        FAIRTEN1        FAIRTEN2        FAIRTEN3        ANCHTEN1        ANCHTEN2        ANCHTEN3          L1N10T          L2N10T          L3N10T            P4FX            P4FY            P4FZ            P5FX            P5FY            P5FZ            P6FX            P6FY            P6FZ         L1N19PX         L1N19PY         L1N19PZ         L2N19PX         L2N19PY         L2N19PZ         L3N19PX         L3N19PY         L3N19PZ            P4PX            P4PY            P4PZ            P5PX            P5PY            P5PZ            P6PX            P6PY            P6PZ
       (s)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)             (m)
   44.9625   9.8808688E+05   1.4133949E+06   9.9112961E+05   7.9113174E+05   1.2144709E+06   7.9444343E+05   8.0439298E+05   1.2474434E+06   8.0770530E+05   3.9249530E+05   6.8617845E+05  -5.9280878E+05  -1.2163115E+06  -1.8389019E+02  -7.1991069E+05   3.9405003E+05  -6.8873106E+05  -5.9389561E+05   4.2702385E+01   6.4847000E+01  -3.8807531E+01  -7.1774820E+01   1.3377389E-01  -3.3283517E+01   4.2571421E+01  -6.4829149E+01  -3.8917424E+01   2.5867186E+01   3.5410405E+01  -1.4330919E+01  -3.5476604E+01   1.3927133E-01  -1.2463786E+01   2.5722133E+01  -3.5375308E+01  -1.4470980E+01
   44.9750   9.8804375E+05   1.4132821E+06   9.9105857E+05   7.9110961E+05   1.2144272E+06   7.9438566E+05   8.0437086E+05   1.2473530E+06   8.0765151E+05   3.9248829E+05   6.8615020E+05  -5.9277425E+05  -1.2161766E+06  -1.8385648E+02  -7.1991713E+05   3.9403198E+05  -6.8868431E+05  -5.9384326E+05   4.2700285E+01   6.4847093E+01  -3.8807022E+01  -7.1776248E+01   1.3374921E-01  -3.3285390E+01   4.2569378E+01  -6.4829270E+01  -3.8916607E+01   2.5864658E+01   3.5410414E+01  -1.4330808E+01  -3.5479116E+01   1.3924616E-01  -1.2463783E+01   2.5719653E+01  -3.5375299E+01  -1.4470628E+01
   44.9875   9.8800035E+05   1.4131692E+06   9.9098659E+05   7.9108708E+05   1.2143836E+06   7.9432688E+05   8.0434838E+05   1.2472629E+06   8.0759673E+05   3.9248092E+05   6.8612178E+05  -5.9273967E+05  -1.2160418E+06  -1.8382369E+02  -7.1992331E+05   3.9401331E+05  -6.8863692E+05  -5.9379047E+05   4.2698172E+01   6.4847187E+01  -3.8806525E+01  -7.1777684E+01   1.3372441E-01  -3.3287255E+01   4.2567320E+01  -6.4829393E+01  -3.8915803E+01   2.5862125E+01   3.5410424E+01  -1.4330703E+01  -3.5481631E+01   1.3922090E-01  -1.2463778E+01   2.5717169E+01  -3.5375290E+01  -1.4470283E+01
   45.0000   9.8795666E+05   1.4130569E+06   9.9091370E+05   7.9106412E+05   1.2143396E+06   7.9426713E+05   8.0432552E+05   1.2471731E+06   8.0754100E+05   3.9247321E+05   6.8609319E+05  -5.9270504E+05  -1.2159076E+06  -1.8379195E+02  -7.1992957E+05   3.9399405E+05  -6.8858893E+05  -5.9373725E+05   4.2696044E+01   6.4847282E+01  -3.8806039E+01  -7.1779127E+01   1.3369950E-01  -3.3289109E+01   4.2565249E+01  -6.4829517E+01  -3.8915010E+01   2.5859589E+01   3.5410434E+01  -1.4330606E+01  -3.5484150E+01   1.3919555E-01  -1.2463769E+01   2.5714681E+01  -3.5375280E+01  -1.4469945E+01
   45.0125   9.8791269E+05   1.4129460E+06   9.9083993E+05   7.9104068E+05   1.2142946E+06   7.9420641E+05   8.0430227E+05   1.2470833E+06   8.0748432E+05   3.9246516E+05   6.8606444E+05  -5.9267037E+05  -1.2157747E+06  -1.8376138E+02  -7.1993628E+05   3.9397420E+05  -6.8854036E+05  -5.9368365E+05   4.2693903E+01   6.4847378E+01  -3.8805565E+01  -7.1780577E+01   1.3367446E-01  -3.3290954E+01   4.2563165E+01  -6.4829642E+01  -3.8914229E+01   2.5857048E+01   3.5410444E+01  -1.4330515E+01  -3.5486673E+01   1.3917011E-01  -1.2463757E+01   2.5712188E+01  -3.5375271E+01  -1.4469615E+01
   45.0250   9.8786843E+05   1.4128371E+06   9.9076534E+05   7.9101674E+05   1.2142483E+06   7.9414474E+05   8.0427861E+05   1.2469938E+06   8.0742674E+05   3.9245675E+05   6.8603551E+05  -5.9263565E+05  -1.2156437E+06  -1.8373211E+02  -7.1994374E+05   3.9395380E+05  -6.8849123E+05  -5.9362967E+05   4.2691748E+01   6.4847476E+01  -3.8805103E+01  -7.1782035E+01   1.3364931E-01  -3.3292788E+01   4.2561067E+01  -6.4829769E+01  -3.8913461E+01   2.5854503E+01   3.5410454E+01  -1.4330431E+01  -3.5489199E+01   1.3914458E-01  -1.2463741E+01   2.5709692E+01  -3.5375262E+01  -1.4469292E+01
   45.0375   9.8782387E+05   1.4127308E+06   9.9068995E+05   7.9099227E+05   1.2142000E+06   7.9408214E+05   8.0425451E+05   1.2469043E+06   8.0736827E+05   3.9244799E+05   6.8600640E+05  -5.9260087E+05  -1.2155151E+06  -1.8370427E+02  -7.1995227E+05   3.9393284E+05  -6.8844158E+05  -5.9357534E+05   4.2689579E+01   6.4847575E+01  -3.8804653E+01  -7.1783500E+01   1.3362403E-01  -3.3294612E+01   4.2558955E+01  -6.4829898E+01  -3.8912705E+01   2.5851955E+01   3.5410463E+01  -1.4330354E+01  -3.5491729E+01   1.3911896E-01  -1.2463722E+01   2.5707192E+01  -3.5375253E+01  -1.4468977E+01
   45.0500   9.8777900E+05   1.4126277E+06   9.9061380E+05   7.9096725E+05   1.2141493E+06   7.9401863E+05   8.0422995E+05   1.2468149E+06   8.0730893E+05   3.9243887E+05   6.8597711E+05  -5.9256602E+05  -1.2153894E+06  -1.8367797E+02  -7.1996212E+05   3.9391135E+05  -6.8839142E+05  -5.9352068E+05   4.2687397E+01   6.4847675E+01  -3.8804215E+01  -7.1784973E+01   1.3359863E-01  -3.3296425E+01   4.2556831E+01  -6.4830028E+01  -3.8911961E+01   2.5849403E+01   3.5410473E+01  -1.4330284E+01  -3.5494262E+01   1.3909325E-01  -1.2463700E+01   2.5704689E+01  -3.5375244E+01  -1.4468669E+01
   45.0625   9.8773382E+05   1.4125283E+06   9.9053694E+05   7.9094164E+05   1.2140958E+06   7.9395423E+05   8.0420491E+05   1.2467255E+06   8.0724876E+05   3.9242939E+05   6.8594763E+05  -5.9253111E+05  -1.2152671E+06  -1.8365333E+02  -7.1997356E+05   3.9388934E+05  -6.8834080E+05  -5.9346572E+05   4.2685202E+01   6.4847777E+01  -3.8803790E+01  -7.1786454E+01   1.3357311E-01  -3.3298227E+01   4.2554693E+01  -6.4830159E+01  -3.8911230E+01   2.5846847E+01   3.5410483E+01  -1.4330221E+01  -3.5496799E+01   1.3906745E-01  -1.2463675E+01   2.5702182E+01  -3.5375234E+01  -1.4468368E+01
   45.0750   9.8768831E+05   1.4124330E+06   9.9045940E+05   7.9091544E+05   1.2140392E+06   7.9388895E+05   8.0417938E+05   1.2466363E+06   8.0718778E+05   3.9241954E+05   6.8591795E+05  -5.9249613E+05  -1.2151486E+06  -1.8363045E+02  -7.1998679E+05   3.9386682E+05  -6.8828973E+05  -5.9341048E+05   4.2682994E+01   6.4847880E+01  -3.8803376E+01  -7.1787942E+01   1.3354746E-01  -3.3300018E+01   4.2552542E+01  -6.4830291E+01  -3.8910511E+01   2.5844288E+01   3.5410492E+01  -1.4330164E+01  -3.5499338E+01   1.3904157E-01  -1.2463646E+01   2.5699671E+01  -3.5375225E+01  -1.4468075E+01
   45.0875   9.8764245E+05   1.4123423E+06   9.9038123E+05   7.9088860E+05   1.2139792E+06   7.9382283E+05   8.0415333E+05   1.2465471E+06   8.0712601E+05   3.9240932E+05   6.8588806E+05  -5.9246106E+05  -1.2150341E+06  -1.8360945E+02  -7.2000198E+05   3.9384383E+05  -6.8823824E+05  -5.9335498E+05   4.2680772E+01   6.4847984E+01  -3.8802974E+01  -7.1789438E+01   1.3352169E-01  -3.3301797E+01   4.2550378E+01  -6.4830425E+01  -3.8909804E+01   2.5841726E+01   3.5410502E+01  -1.4330115E+01  -3.5501880E+01   1.3901559E-01  -1.2463613E+01   2.5697158E+01  -3.5375216E+01  -1.4467790E+01
   45.1000   9.8759623E+05   1.4122563E+06   9.9030244E+05   7.9086113E+05   1.2139154E+06   7.9375588E+05   8.0412675E+05   1.2464581E+06   8.0706348E+05   3.9239872E+05   6.8585794E+05  -5.9242589E+05  -1.2149239E+06  -1.8359042E+02  -7.2001927E+05   3.9382035E+05  -6.8818636E+05  -5.9329925E+05   4.2678537E+01   6.4848090E+01  -3.8802585E+01  -7.1790941E+01   1.3349580E-01  -3.3303565E+01   4.2548202E+01  -6.4830560E+01  -3.8909110E+01   2.5839161E+01   3.5410512E+01  -1.4330074E+01  -3.5504426E+01   1.3898954E-01  -1.2463577E+01   2.5694641E+01  -3.5375207E+01  -1.4467512E+01
   45.1125   9.8754962E+05   1.4121754E+06   9.9022310E+05   7.9083299E+05   1.2138476E+06   7.9368813E+05   8.0409961E+05   1.2463692E+06   8.0700022E+05   3.9238774E+05   6.8582759E+05  -5.9239061E+05  -1.2148183E+06  -1.8357345E+02  -7.2003876E+05   3.9379642E+05  -6.8813411E+05  -5.9324329E+05   4.2676290E+01   6.4848197E+01  -3.8802208E+01  -7.1792453E+01   1.3346978E-01  -3.3305321E+01   4.2546013E+01  -6.4830697E+01  -3.8908429E+01   2.5836592E+01   3.5410521E+01  -1.4330039E+01  -3.5506973E+01   1.3896340E-01  -1.2463538E+01   2.5692121E+01  -3.5375198E+01  -1.4467242E+01
   45.1250   9.8750262E+05   1.4120996E+06   9.9014322E+05   7.9080416E+05   1.2137758E+06   7.9361960E+05   8.0407189E+05   1.2462806E+06   8.0693625E+05   3.9237636E+05   6.8579699E+05  -5.9235522E+05  -1.2147173E+06  -1.8355863E+02  -7.2006051E+05   3.9377205E+05  -6.8808151E+05  -5.9318714E+05   4.2674030E+01   6.4848305E+01  -3.8801843E+01  -7.1793972E+01   1.3344364E-01  -3.3307064E+01   4.2543812E+01  -6.4830835E+01  -3.8907760E+01   2.5834021E+01   3.5410531E+01  -1.4330012E+01  -3.5509524E+01   1.3893718E-01  -1.2463496E+01   2.5689598E+01  -3.5375189E+01  -1.4466979E+01
   45.1375   9.8745518E+05   1.4120291E+06   9.9006284E+05   7.9077465E+05   1.2136998E+06   7.9355032E+05   8.0404359E+05   1.2461922E+06   8.0687161E+05   3.9236458E+05   6.8576612E+05  -5.9231969E+05  -1.2146210E+06  -1.8354602E+02  -7.2008454E+05   3.9374726E+05  -6.8802860E+05  -5.9313082E+05   4.2671757E+01   6.4848415E+01  -3.8801490E+01  -7.1795499E+01   1.3341738E-01  -3.3308795E+01   4.2541599E+01  -6.4830974E+01  -3.8907103E+01   2.5831447E+01   3.5410540E+01  -1.4329992E+01  -3.5512077E+01   1.3891088E-01  -1.2463450E+01   2.5687072E+01  -3.5375181E+01  -1.4466724E+01
   45.1500   9.8740730E+05   1.4119636E+06   9.8998200E+05   7.9074442E+05   1.2136195E+06   7.9348032E+05   8.0401467E+05   1.2461041E+06   8.0680631E+05   3.9235238E+05   6.8573496E+05  -5.9228401E+05  -1.2145294E+06  -1.8353571E+02  -7.2011082E+05   3.9372204E+05  -6.8797539E+05  -5.9307434E+05   4.2669472E+01   6.4848526E+01  -3.8801150E+01  -7.1797035E+01   1.3339099E-01  -3.3310513E+01   4.2539373E+01  -6.4831115E+01  -3.8906460E+01   2.5828870E+01   3.5410550E+01  -1.4329979E+01  -3.5514632E+01   1.3888451E-01  -1.2463400E+01   2.5684544E+01  -3.5375172E+01  -1.4466477E+01
   45.1625   9.8735895E+05   1.4119033E+06   9.8990073E+05   7.9071347E+05   1.2135352E+06   7.9340961E+05   8.0398513E+05   1.2460164E+06   8.0674040E+05   3.9233977E+05   6.8570351E+05  -5.9224817E+05  -1.2144424E+06  -1.8352775E+02  -7.2013930E+05   3.9369643E+05  -6.8792191E+05  -5.9301772E+05   4.2667175E+01   6.4848638E+01  -3.8800822E+01  -7.1798578E+01   1.3336448E-01  -3.3312219E+01   4.2537135E+01  -6.4831257E+01  -3.8905829E+01   2.5826290E+01   3.5410559E+01  -1.4329974E+01  -3.5517189E+01   1.3885806E-01  -1.2463347E+01   2.5682013E+01  -3.5375163E+01  -1.4466238E+01
   45.1750   9.8731010E+05   1.4118479E+06   9.8981907E+05   7.9068178E+05   1.2134468E+06   7.9333824E+05   8.0395494E+05   1.2459292E+06   8.0667389E+05   3.9232673E+05   6.8567175E+05  -5.9221215E+05  -1.2143598E+06  -1.8352219E+02  -7.2016988E+05   3.9367044E+05  -6.8786819E+05  -5.9296099E+05   4.2664865E+01   6.4848752E+01  -3.8800507E+01  -7.1800129E+01   1.3333785E-01  -3.3313911E+01   4.2534886E+01  -6.4831400E+01  -3.8905211E+01   2.5823708E+01   3.5410568E+01  -1.4329976E+01  -3.5519749E+01   1.3883154E-01  -1.2463291E+01   2.5679480E+01  -3.5375154E+01  -1.4466006E+01
   45.1875   9.8726074E+05   1.4117971E+06   9.8973705E+05   7.9064936E+05   1.2133546E+06   7.9326623E+05   8.0392409E+05   1.2458424E+06   8.0660683E+05   3.9231325E+05   6.8563965E+05  -5.9217594E+05  -1.2142814E+06  -1.8351907E+02  -7.2020243E+05   3.9364408E+05  -6.8781424E+05  -5.9290416E+05   4.2662544E+01   6.4848867E+01  -3.8800204E+01  -7.1801687E+01   1.3331110E-01  -3.3315589E+01   4.2532624E+01  -6.4831545E+01  -3.8904605E+01   2.5821124E+01   3.5410578E+01  -1.4329986E+01  -3.5522310E+01   1.3880496E-01  -1.2463231E+01   2.5676945E+01  -3.5375145E+01  -1.4465783E+01
   45.2000   9.8721083E+05   1.4117506E+06   9.8965470E+05   7.9061618E+05   1.2132589E+06   7.9319361E+05   8.0389256E+05   1.2457561E+06   8.0653923E+05   3.9229932E+05   6.8560721E+05  -5.9213953E+05  -1.2142071E+06  -1.8351843E+02  -7.2023681E+05   3.9361736E+05  -6.8776008E+05  -5.9284726E+05   4.2660211E+01   6.4848984E+01  -3.8799913E+01  -7.1803254E+01   1.3328422E-01  -3.3317254E+01   4.2530352E+01  -6.4831690E+01  -3.8904012E+01   2.5818537E+01   3.5410587E+01  -1.4330004E+01  -3.5524874E+01   1.3877830E-01  -1.2463168E+01   2.5674407E+01  -3.5375136E+01  -1.4465567E+01
   45.2125   9.8716036E+05   1.4117082E+06   9.8957206E+05   7.9058224E+05   1.2131599E+06   7.9312042E+05   8.0386033E+05   1.2456704E+06   8.0647113E+05   3.9228494E+05   6.8557440E+05  -5.9210290E+05  -1.2141364E+06  -1.8352029E+02  -7.2027282E+05   3.9359030E+05  -6.8770575E+05  -5.9279029E+05   4.2657866E+01   6.4849102E+01  -3.8799635E+01  -7.1804829E+01   1.3325723E-01  -3.3318905E+01   4.2528068E+01  -6.4831837E+01  -3.8903432E+01   2.5815949E+01   3.5410597E+01  -1.4330029E+01  -3.5527439E+01   1.3875159E-01  -1.2463102E+01   2.5671867E+01  -3.5375127E+01  -1.4465359E+01
   45.2250   9.8710930E+05   1.4116694E+06   9.8948915E+05   7.9054754E+05   1.2130580E+06   7.9304669E+05   8.0382739E+05   1.2455853E+06   8.0640256E+05   3.9227010E+05   6.8554121E+05  -5.9206603E+05  -1.2140691E+06  -1.8352469E+02  -7.2031027E+05   3.9356291E+05  -6.8765127E+05  -5.9273328E+05   4.2655510E+01   6.4849222E+01  -3.8799370E+01  -7.1806412E+01   1.3323011E-01  -3.3320541E+01   4.2525772E+01  -6.4831986E+01  -3.8902865E+01   2.5813358E+01   3.5410606E+01  -1.4330062E+01  -3.5530005E+01   1.3872481E-01  -1.2463032E+01   2.5669325E+01  -3.5375118E+01  -1.4465160E+01
   45.2375   9.8705763E+05   1.4116338E+06   9.8940601E+05   7.9051206E+05   1.2129537E+06   7.9297245E+05   8.0379371E+05   1.2455009E+06   8.0633355E+05   3.9225480E+05   6.8550763E+05  -5.9202891E+05  -1.2140047E+06  -1.8353162E+02  -7.2034892E+05   3.9353522E+05  -6.8759665E+05  -5.9267626E+05   4.2653142E+01   6.4849343E+01  -3.8799117E+01  -7.1808004E+01   1.3320288E-01  -3.3322163E+01   4.2523466E+01  -6.4832135E+01  -3.8902311E+01   2.5810765E+01   3.5410616E+01  -1.4330103E+01  -3.5532574E+01   1.3869798E-01  -1.2462959E+01   2.5666782E+01  -3.5375109E+01  -1.4464968E+01
   45.2500   9.8700533E+05   1.4116009E+06   9.8932268E+05   7.9047580E+05   1.2128474E+06   7.9289773E+05   8.0375929E+05   1.2454170E+06   8.0626414E+05   3.9223901E+05   6.8547363E+05  -5.9199153E+05  -1.2139429E+06  -1.8354110E+02  -7.2038855E+05   3.9350722E+05  -6.8754191E+05  -5.9261923E+05   4.2650763E+01   6.4849465E+01  -3.8798876E+01  -7.1809603E+01   1.3317553E-01  -3.3323770E+01   4.2521149E+01  -6.4832286E+01  -3.8901769E+01   2.5808171E+01   3.5410625E+01  -1.4330152E+01  -3.5535143E+01   1.3867110E-01  -1.2462882E+01   2.5664236E+01  -3.5375101E+01  -1.4464784E+01
   45.2625   9.8695238E+05   1.4115703E+06   9.8923918E+05   7.9043877E+05   1.2127397E+06   7.9282258E+05   8.0372411E+05   1.2453338E+06   8.0619434E+05   3.9222275E+05   6.8543922E+05  -5.9195388E+05  -1.2138834E+06  -1.8355312E+02  -7.2042890E+05   3.9347894E+05  -6.8748709E+05  -5.9256221E+05   4.2648374E+01   6.4849589E+01  -3.8798648E+01  -7.1811210E+01   1.3314806E-01  -3.3325362E+01   4.2518821E+01  -6.4832438E+01  -3.8901240E+01   2.5805575E+01   3.5410634E+01  -1.4330209E+01  -3.5537714E+01   1.3864416E-01  -1.2462802E+01   2.5661689E+01  -3.5375092E+01  -1.4464608E+01
   45.2750   9.8689876E+05   1.4115414E+06   9.8915554E+05   7.9040094E+05   1.2126310E+06   7.9274703E+05   8.0368815E+05   1.2452512E+06   8.0612420E+05   3.9220599E+05   6.8540436E+05  -5.9191595E+05  -1.2138255E+06  -1.8356769E+02  -7.2046971E+05   3.9345039E+05  -6.8743220E+05  -5.9250522E+05   4.2645973E+01   6.4849714E+01  -3.8798433E+01  -7.1812825E+01   1.3312048E-01  -3.3326939E+01   4.2516482E+01  -6.4832591E+01  -3.8900724E+01   2.5802978E+01   3.5410644E+01  -1.4330274E+01  -3.5540286E+01   1.3861718E-01  -1.2462719E+01   2.5659141E+01  -3.5375083E+01  -1.4464441E+01
   45.2875   9.8684445E+05   1.4115137E+06   9.8907178E+05   7.9036233E+05   1.2125219E+06   7.9267112E+05   8.0365140E+05   1.2451693E+06   8.0605374E+05   3.9218874E+05   6.8536906E+05  -5.9187771E+05  -1.2137690E+06  -1.8358478E+02  -7.2051074E+05   3.9342157E+05  -6.8737726E+05  -5.9244828E+05   4.2643562E+01   6.4849841E+01  -3.8798230E+01  -7.1814449E+01   1.3309278E-01  -3.3328500E+01   4.2514134E+01  -6.4832745E+01  -3.8900221E+01   2.5800379E+01   3.5410653E+01  -1.4330347E+01  -3.5542859E+01   1.3859015E-01  -1.2462632E+01   2.5656591E+01  -3.5375074E+01  -1.4464281E+01
   45.3000   9.8678943E+05   1.4114868E+06   9.8898794E+05   7.9032292E+05   1.2124129E+06   7.9259489E+05   8.0361384E+05   1.2450880E+06   8.0598300E+05   3.9217098E+05   6.8533328E+05  -5.9183916E+05  -1.2137134E+06  -1.8360439E+02  -7.2055173E+05   3.9339252E+05  -6.8732228E+05  -5.9239139E+05   4.2641141E+01   6.4849969E+01  -3.8798040E+01  -7.1816080E+01   1.3306497E-01  -3.3330046E+01   4.2511775E+01  -6.4832901E+01  -3.8899731E+01   2.5797778E+01   3.5410663E+01  -1.4330428E+01  -3.5545434E+01   1.3856308E-01  -1.2462542E+01   2.5654040E+01  -3.5375065E+01  -1.4464130E+01
   45.3125   9.8673367E+05   1.4114602E+06   9.8890404E+05   7.9028271E+05   1.2123046E+06   7.9251838E+05   8.0357546E+05   1.2450072E+06   8.0591201E+05   3.9215271E+05   6.8529702E+05  -5.9180028E+05  -1.2136582E+06  -1.8362651E+02  -7.2059242E+05   3.9336322E+05  -6.8726728E+05  -5.9233458E+05   4.2638709E+01   6.4850098E+01  -3.8797862E+01  -7.1817720E+01   1.3303705E-01  -3.3331575E+01   4.2509406E+01  -6.4833057E+01  -3.8899254E+01   2.5795177E+01   3.5410672E+01  -1.4330517E+01  -3.5548009E+01   1.3853597E-01  -1.2462449E+01   2.5651487E+01  -3.5375056E+01  -1.4463987E+01
   45.3250   9.8667716E+05   1.4114333E+06   9.8882010E+05   7.9024169E+05   1.2121975E+06   7.9244162E+05   8.0353626E+05   1.2449271E+06   8.0584080E+05   3.9213393E+05   6.8526027E+05  -5.9176107E+05  -1.2136032E+06  -1.8365109E+02  -7.2063257E+05   3.9333370E+05  -6.8721228E+05  -5.9227786E+05   4.2636267E+01   6.4850230E+01  -3.8797697E+01  -7.1819368E+01   1.3300902E-01  -3.3333089E+01   4.2507027E+01  -6.4833215E+01  -3.8898789E+01   2.5792574E+01   3.5410682E+01  -1.4330614E+01  -3.5550584E+01   1.3850882E-01  -1.2462352E+01   2.5648934E+01  -3.5375047E+01  -1.4463852E+01
   45.3375   9.8661988E+05   1.4114058E+06   9.8873614E+05   7.9019987E+05   1.2120922E+06   7.9236466E+05   8.0349620E+05   1.2448475E+06   8.0576941E+05   3.9211463E+05   6.8522301E+05  -5.9172150E+05  -1.2135478E+06  -1.8367813E+02  -7.2067195E+05   3.9330397E+05  -6.8715730E+05  -5.9222123E+05   4.2633816E+01   6.4850362E+01  -3.8797544E+01  -7.1821024E+01   1.3298088E-01  -3.3334586E+01   4.2504638E+01  -6.4833374E+01  -3.8898337E+01   2.5789970E+01   3.5410691E+01  -1.4330719E+01  -3.5553161E+01   1.3848164E-01  -1.2462253E+01   2.5646379E+01  -3.5375038E+01  -1.4463725E+01
   45.3500   9.8656182E+05   1.4113772E+06   9.8865219E+05   7.9015723E+05   1.2119891E+06   7.9228754E+05   8.0345530E+05   1.2447684E+06   8.0569786E+05   3.9209481E+05   6.8518523E+05  -5.9168158E+05  -1.2134917E+06  -1.8370760E+02  -7.2071034E+05   3.9327404E+05  -6.8710235E+05  -5.9216471E+05   4.2631354E+01   6.4850496E+01  -3.8797404E+01  -7.1822688E+01   1.3295263E-01  -3.3336066E+01   4.2502241E+01  -6.4833534E+01  -3.8897898E+01   2.5787366E+01   3.5410700E+01  -1.4330833E+01  -3.5555738E+01   1.3845443E-01  -1.2462150E+01   2.5643824E+01  -3.5375029E+01  -1.4463606E+01
   45.3625   9.8650296E+05   1.4113471E+06   9.8856827E+05   7.9011376E+05   1.2118888E+06   7.9221029E+05   8.0341354E+05   1.2446898E+06   8.0562619E+05   3.9207445E+05   6.8514693E+05  -5.9164128E+05  -1.2134346E+06  -1.8373946E+02  -7.2074751E+05   3.9324391E+05  -6.8704745E+05  -5.9210832E+05   4.2628883E+01   6.4850631E+01  -3.8797277E+01  -7.1824360E+01   1.3292428E-01  -3.3337530E+01   4.2499833E+01  -6.4833695E+01  -3.8897472E+01   2.5784760E+01   3.5410710E+01  -1.4330956E+01  -3.5558315E+01   1.3842720E-01  -1.2462044E+01   2.5641267E+01  -3.5375020E+01  -1.4463496E+01
   45.3750   9.8644329E+05   1.4113150E+06   9.8848440E+05   7.9006947E+05   1.2117915E+06   7.9213295E+05   8.0337090E+05   1.2446118E+06   8.0555444E+05   3.9205357E+05   6.8510808E+05  -5.9160061E+05  -1.2133761E+06  -1.8377369E+02  -7.2078328E+05   3.9321360E+05  -6.8699260E+05  -5.9205206E+05   4.2626403E+01   6.4850768E+01  -3.8797162E+01  -7.1826041E+01   1.3289583E-01  -3.3338976E+01   4.2497417E+01  -6.4833857E+01  -3.8897059E+01   2.5782154E+01   3.5410719E+01  -1.4331086E+01  -3.5560893E+01   1.3839993E-01  -1.2461935E+01   2.5638711E+01  -3.5375011E+01  -1.4463394E+01
   45.3875   9.8638280E+05   1.4112808E+06   9.8840061E+05   7.9002433E+05   1.2116977E+06   7.9205558E+05   8.0332739E+05   1.2445342E+06   8.0548263E+05   3.9203215E+05   6.8506870E+05  -5.9155955E+05  -1.2133160E+06  -1.8381025E+02  -7.2081747E+05   3.9318313E+05  -6.8693783E+05  -5.9199595E+05   4.2623914E+01   6.4850906E+01  -3.8797060E+01  -7.1827729E+01   1.3286728E-01  -3.3340406E+01   4.2494992E+01  -6.4834020E+01  -3.8896659E+01   2.5779547E+01   3.5410729E+01  -1.4331225E+01  -3.5563470E+01   1.3837265E-01  -1.2461822E+01   2.5636153E+01  -3.5375002E+01  -1.4463300E+01
   45.4000   9.8632149E+05   1.4112441E+06   9.8831691E+05   7.8997835E+05   1.2116077E+06   7.9197819E+05   8.0328299E+05   1.2444570E+06   8.0541080E+05   3.9201020E+05   6.8502877E+05  -5.9151810E+05  -1.2132539E+06  -1.8384913E+02  -7.2084992E+05   3.9315249E+05  -6.8688316E+05  -5.9193999E+05   4.2621416E+01   6.4851046E+01  -3.8796970E+01  -7.1829426E+01   1.3283864E-01  -3.3341818E+01   4.2492558E+01  -6.4834185E+01  -3.8896271E+01   2.5776940E+01   3.5410739E+01  -1.4331373E+01  -3.5566048E+01   1.3834534E-01  -1.2461707E+01   2.5633595E+01  -3.5374993E+01  -1.4463215E+01
   45.4125   9.8625935E+05   1.4112045E+06   9.8823333E+05   7.8993151E+05   1.2115217E+06   7.9190085E+05   8.0323770E+05   1.2443803E+06   8.0533899E+05   3.9198772E+05   6.8498829E+05  -5.9147626E+05  -1.2131898E+06  -1.8389027E+02  -7.2088050E+05   3.9312171E+05  -6.8682859E+05  -5.9188421E+05   4.2618909E+01   6.4851187E+01  -3.8796892E+01  -7.1831130E+01   1.3280989E-01  -3.3343212E+01   4.2490115E+01  -6.4834350E+01  -3.8895896E+01   2.5774333E+01   3.5410748E+01  -1.4331529E+01  -3.5568626E+01   1.3831802E-01  -1.2461588E+01   2.5631037E+01  -3.5374984E+01  -1.4463138E+01
   45.4250   9.8619638E+05   1.4111619E+06   9.8814990E+05   7.8988380E+05   1.2114400E+06   7.9182357E+05   8.0319152E+05   1.2443041E+06   8.0526721E+05   3.9196472E+05   6.8494726E+05  -5.9143403E+05  -1.2131233E+06  -1.8393366E+02  -7.2090909E+05   3.9309079E+05  -6.8677415E+05  -5.9182862E+05   4.2616393E+01   6.4851330E+01  -3.8796828E+01  -7.1832843E+01   1.3278106E-01  -3.3344589E+01   4.2487665E+01  -6.4834516E+01  -3.8895533E+01   2.5771725E+01   3.5410758E+01  -1.4331694E+01  -3.5571204E+01   1.3829068E-01  -1.2461467E+01   2.5628479E+01  -3.5374975E+01  -1.4463070E+01
