
These predictions were generated by SeaState on 05-Feb-2026 at 20:07:21.




      Time       Wave1Elev       Wave2Elev       Wave3Elev       Wave4Elev       Wave5Elev         FVel1xi         FVel2xi         FVel3xi         FVel4xi         FVel5xi         FAcc1xi         FAcc2xi         FAcc3xi         FAcc4xi         FAcc5xi          FDynP1          FDynP2          FDynP3          FDynP4          FDynP5
   35.0000  -0.1258216E+01   0.3785195E+00   0.1066818E+01   0.2119575E+00   0.7249105E-01  -0.2135079E+01  -0.6507671E+00   0.1200449E+00  -0.1749142E+00  -0.1025704E+01   0.1091420E+01  -0.1788593E+01  -0.1372684E+01   0.3534014E+01  -0.3895206E+01  -0.1261426E+05   0.3747229E+04   0.1036206E+05   0.1630394E+04   0.8751179E+03
   35.2000  -0.1098886E+01   0.1937981E+00   0.1025747E+01   0.5576513E+00  -0.2754666E+00  -0.1948604E+01  -0.8949253E+00  -0.6500728E-01   0.3382095E+00  -0.1591870E+01   0.1022287E+01  -0.1712342E+01  -0.1768956E+01   0.2610614E+01  -0.3418762E+01  -0.1104405E+05   0.2074640E+04   0.1015903E+05   0.4937397E+04  -0.2337795E+04
   35.4000  -0.9146074E+00   0.1289402E-01   0.9551235E+00   0.8233324E+00  -0.5833949E+00  -0.1755833E+01  -0.1112823E+01  -0.2806160E+00   0.6941879E+00  -0.2062564E+01   0.9440245E+00  -0.1353040E+01  -0.1783332E+01   0.1502739E+01  -0.2547943E+01  -0.9188898E+04   0.4104894E+03   0.9671980E+04   0.7517644E+04  -0.5216542E+04
   35.6000  -0.7108987E+00  -0.1518868E+00   0.8714517E+00   0.9933431E+00  -0.8265492E+00  -0.1557763E+01  -0.1274141E+01  -0.4824996E+00   0.8702117E+00  -0.2389768E+01   0.9135002E+00  -0.7895981E+00  -0.1434730E+01   0.3338956E+00  -0.1419373E+01  -0.7112882E+04  -0.1154367E+04   0.9018603E+04   0.9216629E+04  -0.7542994E+04
   35.8000  -0.4923695E+00  -0.2929347E+00   0.7890461E+00   0.1061959E+01  -0.9895757E+00  -0.1350776E+01  -0.1361587E+01  -0.6335884E+00   0.8622774E+00  -0.2547133E+01   0.9652428E+00  -0.1461765E+00  -0.8211031E+00  -0.7772576E+00  -0.2058858E+00  -0.4878039E+04  -0.2563824E+04   0.8302217E+04   0.9970729E+04  -0.9177482E+04
   36.0000  -0.2635164E+00  -0.4087467E+00   0.7171987E+00   0.1033285E+01  -0.1068043E+01  -0.1129644E+01  -0.1374957E+01  -0.7118896E+00   0.6841667E+00  -0.2533201E+01   0.1102062E+01   0.4328500E+00  -0.9805312E-01  -0.1729263E+01   0.9117411E+00  -0.2548437E+04  -0.3806161E+04   0.7592500E+04   0.9808134E+04  -0.1007186E+05
   36.2000  -0.2968907E-01  -0.5040224E+00   0.6585468E+00   0.9202145E+00  -0.1068310E+01  -0.8911195E+00  -0.1331681E+01  -0.7150084E+00   0.3647380E+00  -0.2370691E+01   0.1293359E+01   0.8127413E+00   0.5558001E+00  -0.2446250E+01   0.1774154E+01  -0.1951904E+03  -0.4913818E+04   0.6914632E+04   0.8840898E+04  -0.1026892E+05
   36.4000   0.2020830E+00  -0.5883734E+00   0.6090076E+00   0.7426366E+00  -0.1005774E+01  -0.6371945E+00  -0.1263622E+01  -0.6602590E+00  -0.5596970E-01  -0.2101992E+01   0.1481604E+01   0.8970703E+00   0.9790555E+00  -0.2881943E+01   0.2268799E+01   0.2099628E+04  -0.5952923E+04   0.6249211E+04   0.7249518E+04  -0.9888677E+04
   36.6000   0.4226889E+00  -0.6738642E+00   0.5592948E+00   0.5251462E+00  -0.9018350E+00  -0.3771748E+00  -0.1210647E+01  -0.5802894E+00  -0.5312482E+00  -0.1781661E+01   0.1595589E+01   0.6493662E+00   0.1064376E+01  -0.3019679E+01   0.2346965E+01   0.4242063E+04  -0.7004309E+04   0.5542888E+04   0.5262182E+04  -0.9103789E+04
   36.8000   0.6211517E+00  -0.7718493E+00   0.4976729E+00   0.2945096E+00  -0.7800769E+00  -0.1279692E+00  -0.1212190E+01  -0.5151520E+00  -0.1012338E+01  -0.1467224E+01   0.1567538E+01   0.1031992E+00   0.7835944E+00  -0.2869413E+01   0.2029693E+01   0.6129549E+04  -0.8139616E+04   0.4727253E+04   0.3130918E+04  -0.8108547E+04
   37.0000   0.7855148E+00  -0.8897376E+00   0.4133259E+00   0.7712477E-01  -0.6623220E+00   0.8761419E-01  -0.1298412E+01  -0.5025660E+00  -0.1452729E+01  -0.1209818E+01   0.1350257E+01  -0.6415813E+00   0.1952325E+00  -0.2462951E+01   0.1401758E+01   0.7658651E+04  -0.9397271E+04   0.3741593E+04   0.1107041E+04  -0.7086349E+04
   37.2000   0.9042922E+00  -0.1028357E+01   0.2995615E+00  -0.1033144E+00  -0.5651940E+00   0.2443201E+00  -0.1482758E+01  -0.5685608E+00  -0.1811868E+01  -0.1046241E+01   0.9304749E+00  -0.1436002E+01  -0.5675065E+00  -0.1848604E+01   0.5950691E+00   0.8736420E+04  -0.1076342E+05   0.2554132E+04  -0.5819900E+03  -0.6180986E+04
   37.4000   0.9682345E+00  -0.1180496E+01   0.1560966E+00  -0.2277959E+00  -0.4977325E+00   0.3190028E+00  -0.1757443E+01  -0.7206463E+00  -0.2058099E+01  -0.9936603E+00   0.3352980E+00  -0.2109429E+01  -0.1325907E+01  -0.1086129E+01  -0.2353276E+00   0.9293569E+04  -0.1216220E+05   0.1176704E+04  -0.1752498E+04  -0.5476138E+04
   37.6000   0.9720729E+00  -0.1331000E+01  -0.1013192E-01  -0.2834923E+00  -0.4604076E+00   0.2953751E+00  -0.2092887E+01  -0.9451228E+00  -0.2170756E+01  -0.1047793E+01  -0.3697734E+00  -0.2502160E+01  -0.1895786E+01  -0.2423686E+00  -0.9382442E+00   0.9297026E+04  -0.1345803E+05  -0.3309343E+03  -0.2279882E+04  -0.4986054E+04
   37.8000   0.9158781E+00  -0.1458504E+01  -0.1858722E+00  -0.2647124E+00  -0.4456385E+00   0.1679581E+00  -0.2441388E+01  -0.1209253E+01  -0.2141419E+01  -0.1184696E+01  -0.1091049E+01  -0.2496912E+01  -0.2129637E+01   0.6124611E+00  -0.1391566E+01   0.8759291E+04  -0.1447055E+05  -0.1868537E+04  -0.2108328E+04  -0.4658470E+04
   38.0000   0.8057249E+00  -0.1538576E+01  -0.3540245E+00  -0.1732543E+00  -0.4396649E+00  -0.5562205E-01  -0.2744494E+01  -0.1467937E+01  -0.1974276E+01  -0.1365752E+01  -0.1723062E+01  -0.2043137E+01  -0.1951467E+01   0.1408197E+01  -0.1521384E+01   0.7742407E+04  -0.1500025E+05  -0.3313374E+04  -0.1254355E+04  -0.4388721E+04
   38.2000   0.6534774E+00  -0.1547759E+01  -0.4971671E+00  -0.1815506E-01  -0.4253987E+00  -0.3545374E+00  -0.2942847E+01  -0.1673515E+01  -0.1685651E+01  -0.1544854E+01  -0.2167880E+01  -0.1169386E+01  -0.1376417E+01   0.2078357E+01  -0.1312034E+01   0.6355227E+04  -0.1486087E+05  -0.4545079E+04   0.1958703E+03  -0.4042270E+04
   38.4000   0.4756590E+00  -0.1467826E+01  -0.6013717E+00   0.1851533E+00  -0.3857422E+00  -0.6969731E+00  -0.2986737E+01  -0.1786596E+01  -0.1302642E+01  -0.1676508E+01  -0.2353390E+01   0.1876442E-01  -0.5104995E+00   0.2564300E+01  -0.8057167E+00   0.4743762E+04  -0.1391308E+05  -0.5471949E+04   0.2095186E+04  -0.3481585E+04
   38.6000   0.2915535E+00  -0.1289469E+01  -0.6594567E+00   0.4162245E+00  -0.3067963E+00  -0.1044324E+01  -0.2845464E+01  -0.1785498E+01  -0.8609343E+00  -0.1723443E+01  -0.2246890E+01   0.1355017E+01   0.4699123E+00   0.2819942E+01  -0.9235395E-01   0.3075700E+04  -0.1209347E+05  -0.6052734E+04   0.4249285E+04  -0.2592750E+04
   38.8000   0.1208182E+00  -0.1014759E+01  -0.6729149E+00   0.6514218E+00  -0.1804387E+00  -0.1356650E+01  -0.2513777E+01  -0.1672188E+01  -0.4018440E+00  -0.1662508E+01  -0.1861314E+01   0.2639993E+01   0.1354725E+01   0.2816639E+01   0.7080250E+00   0.1521135E+04  -0.9433492E+04  -0.6308660E+04   0.6434662E+04  -0.1307557E+04
   39.0000  -0.1901756E-01  -0.6578754E+00  -0.6520234E+00   0.8660511E+00  -0.5876709E-02  -0.1598446E+01  -0.2014164E+01  -0.1473232E+01   0.3123811E-01  -0.1487957E+01  -0.1252968E+01   0.3675201E+01   0.1945211E+01   0.2547481E+01   0.1466850E+01   0.2323695E+03  -0.6064640E+04  -0.6322390E+04   0.8419123E+04   0.3823950E+03
   39.2000  -0.1147678E+00  -0.2439305E+00  -0.6140184E+00   0.1036622E+01   0.2100230E+00  -0.1743710E+01  -0.1394494E+01  -0.1235414E+01   0.3967392E+00  -0.1211760E+01  -0.5114242E+00   0.4297167E+01   0.2097867E+01   0.2030037E+01   0.2068527E+01  -0.6742491E+03  -0.2208257E+04  -0.6223346E+04   0.9983093E+04   0.2421363E+04
   39.4000  -0.1591818E+00   0.1939811E+00  -0.5796421E+00   0.1143040E+01   0.4536109E+00  -0.1779480E+01  -0.7213600E+00  -0.1016726E+01   0.6587858E+00  -0.8610758E+00   0.2562816E+00   0.4405570E+01   0.1757515E+01   0.1306655E+01   0.2428179E+01  -0.1131781E+04   0.1848810E+04  -0.6161724E+04   0.1093980E+05   0.4695140E+04
   39.6000  -0.1516771E+00   0.6190473E+00  -0.5687247E+00   0.1170503E+01   0.7063307E+00  -0.1707281E+01  -0.7022139E-01  -0.8745505E+00   0.7906628E+00  -0.4735063E+00   0.9438846E+00   0.3980376E+01   0.9723063E+00   0.4416917E+00   0.2502813E+01  -0.1129533E+04   0.5789235E+04  -0.6276109E+04   0.1115245E+05   0.7045320E+04
   39.8000  -0.9813438E-01   0.9956408E+00  -0.5957003E+00   0.1110920E+01   0.9472284E+00  -0.1542325E+01   0.4859948E+00  -0.8533977E+00   0.7774425E+00  -0.9109316E-01   0.1463026E+01   0.3085019E+01  -0.1129247E+00  -0.4843914E+00   0.2294500E+01  -0.7124410E+03   0.9305454E+04  -0.6661179E+04   0.1054672E+05   0.9289425E+04
   40.0000  -0.9826681E-02   0.1294065E+01  -0.6659970E+00   0.9636866E+00   0.1155666E+01  -0.1310739E+01   0.8878897E+00  -0.9748069E+00   0.6174439E+00   0.2458701E+00   0.1756136E+01   0.1855226E+01  -0.1283882E+01  -0.1383560E+01   0.1845698E+01   0.2664117E+02   0.1213882E+05  -0.7342256E+04   0.9117480E+04   0.1124350E+05
   40.2000   0.9830881E-01   0.1494384E+01  -0.7740918E+00   0.7357376E+00   0.1313803E+01  -0.1045364E+01   0.1098340E+01  -0.1231553E+01   0.3223113E+00   0.5041801E+00   0.1802971E+01   0.4756763E+00  -0.2299173E+01  -0.2170247E+01   0.1228280E+01   0.9603948E+03   0.1411149E+05  -0.8262310E+04   0.6928938E+04   0.1274367E+05
   40.4000   0.2097632E+00   0.1588720E+01  -0.9036982E+00   0.4408707E+00   0.1408510E+01  -0.7809355E+00   0.1107559E+01  -0.1587488E+01  -0.8431736E-01   0.6614405E+00   0.1620128E+01  -0.8512099E+00  -0.2939106E+01  -0.2771405E+01   0.5288178E+00   0.1944076E+04   0.1514608E+05  -0.9284742E+04   0.4108533E+04   0.1366368E+05
   40.6000   0.3085840E+00   0.1581692E+01  -0.1030134E+01   0.9842871E-01   0.1432473E+01  -0.5494298E+00   0.9336694E+00  -0.1983183E+01  -0.5693895E+00   0.7077383E+00   0.1254298E+01  -0.1938779E+01  -0.3050806E+01  -0.3134990E+01  -0.1668447E+00   0.2833653E+04   0.1527023E+05  -0.1021216E+05   0.8351822E+03   0.1392628E+05
   40.8000   0.3812452E+00   0.1488957E+01  -0.1124475E+01  -0.2685043E+00   0.1384454E+01  -0.3762846E+00   0.6187952E+00  -0.2346371E+01  -0.1093923E+01   0.6452621E+00   0.7712317E+00  -0.2646101E+01  -0.2580270E+01  -0.3235475E+01  -0.7868571E+00   0.3502623E+04   0.1460558E+05  -0.1081821E+05  -0.2676698E+04   0.1350773E+05
   41.0000   0.4180311E+00   0.1334142E+01  -0.1158728E+01  -0.6351778E+00   0.1268764E+01  -0.2779511E+00   0.2214117E+00  -0.2605176E+01  -0.1616945E+01   0.4862120E+00   0.2430003E+00  -0.2899343E+01  -0.1584695E+01  -0.3075550E+01  -0.1282280E+01   0.3855427E+04   0.1334350E+05  -0.1088684E+05  -0.6195657E+04   0.1243564E+05
   41.2000   0.4138160E+00   0.1144731E+01  -0.1111057E+01  -0.9772927E+00   0.1094182E+01  -0.2609504E+00  -0.1936619E+00  -0.2701564E+01  -0.2099372E+01   0.2496222E+00  -0.2637786E+00  -0.2701198E+01  -0.2225220E+00  -0.2683850E+01  -0.1630507E+01   0.3836215E+04   0.1171169E+05  -0.1025192E+05  -0.9492261E+04   0.1078159E+05
   41.4000   0.3682185E+00   0.9475880E+00  -0.9700645E+00  -0.1272937E+01   0.8725599E+00  -0.3223377E+00  -0.5659019E+00  -0.2602375E+01  -0.2507378E+01  -0.4217748E-01  -0.6966467E+00  -0.2127153E+01   0.1276722E+01  -0.2109268E+01  -0.1833254E+01   0.3432306E+04   0.9937470E+04  -0.8829611E+04  -0.1235691E+05   0.8650339E+04
   41.6000   0.2852056E+00   0.7648931E+00  -0.7372897E+00  -0.1504170E+01   0.6173997E+00  -0.4512543E+00  -0.8485577E+00  -0.2305793E+01  -0.2814894E+01  -0.3667589E+00  -0.1021782E+01  -0.1309741E+01   0.2656562E+01  -0.1413076E+01  -0.1910209E+01   0.2672566E+04   0.8213775E+04  -0.6637747E+04  -0.1461489E+05   0.6167888E+04
   41.8000   0.1722828E+00   0.6111116E+00  -0.4274776E+00  -0.1658134E+01   0.3426256E+00  -0.6311393E+00  -0.1015429E+01  -0.1842013E+01  -0.3005075E+01  -0.7039284E+00  -0.1224191E+01  -0.4138932E+00   0.3682638E+01  -0.6603480E+00  -0.1890247E+01   0.1621477E+04   0.6673248E+04  -0.3798232E+04  -0.1613766E+05   0.3470148E+04
   42.0000   0.3942891E-01   0.4914729E+00  -0.6654391E-01  -0.1727654E+01   0.6168441E-01  -0.8421646E+00  -0.1063916E+01  -0.1268029E+01  -0.3070699E+01  -0.1036928E+01  -0.1304532E+01   0.3921120E+00   0.4186749E+01   0.8772777E-01  -0.1802396E+01   0.3700512E+03   0.5374385E+04  -0.5221444E+03  -0.1684975E+05   0.6935807E+03
   42.2000  -0.1020695E+00   0.4021353E+00   0.3123605E+00  -0.1711355E+01  -0.2129848E+00  -0.1063534E+01  -0.1013960E+01  -0.6576179E+00  -0.3013700E+01  -0.1352529E+01  -0.1274118E+01   0.9650309E+00   0.4097141E+01   0.7794598E+00  -0.1668588E+01  -0.9750850E+03   0.4301462E+04   0.2919843E+04  -0.1673129E+05  -0.2031662E+04
   42.4000  -0.2407516E+00   0.3319359E+00   0.6739488E+00  -0.1613351E+01  -0.4701722E+00  -0.1275426E+01  -0.9032124E+00  -0.8849992E-01  -0.2844036E+01  -0.1640280E+01  -0.1149798E+01   0.1209694E+01   0.3449262E+01   0.1375522E+01  -0.1499681E+01  -0.2303151E+04   0.3377625E+04   0.6236360E+04  -0.1581645E+05  -0.4586192E+04
   42.6000  -0.3660015E+00   0.2653605E+00   0.9861119E+00  -0.1442613E+01  -0.6999298E+00  -0.1460492E+01  -0.7793770E+00   0.3708138E+00  -0.2578220E+01  -0.1891364E+01  -0.9501210E+00   0.1093102E+01   0.2375356E+01   0.1849126E+01  -0.1295352E+01  -0.3510028E+04   0.2488352E+04   0.9156612E+04  -0.1418841E+05  -0.6864127E+04
   42.8000  -0.4688910E+00   0.1861745E+00   0.1224495E+01  -0.1212116E+01  -0.8935679E+00  -0.1604937E+01  -0.6910970E+00   0.6720136E+00  -0.2237736E+01  -0.2097531E+01  -0.6934933E+00   0.6476598E+00   0.1075640E+01   0.2184183E+01  -0.1047579E+01  -0.4507589E+04   0.1510818E+04   0.1146689E+05  -0.1197148E+05  -0.8775063E+04
   43.0000  -0.5428196E+00   0.8106487E-01   0.1375551E+01  -0.9378200E+00  -0.1043744E+01  -0.1699252E+01  -0.6789730E+00   0.7938491E+00  -0.1847509E+01  -0.2250544E+01  -0.3982974E+00  -0.3650408E-01  -0.2225392E+00   0.2372528E+01  -0.7465883E+00  -0.5230763E+04   0.3438385E+03   0.1303626E+05  -0.9321132E+04  -0.1024612E+05
   43.2000  -0.5839341E+00  -0.5733367E-01   0.1437606E+01  -0.6375748E+00  -0.1144726E+01  -0.1738677E+01  -0.7681982E+00   0.7437519E+00  -0.1434468E+01  -0.2342368E+01  -0.8420296E-01  -0.8283968E+00  -0.1308890E+01   0.2411417E+01  -0.3876345E+00  -0.5642011E+04  -0.1066867E+04   0.1382763E+05  -0.6412487E+04  -0.1122461E+05
   43.4000  -0.5913119E+00  -0.2285420E+00   0.1419873E+01  -0.3299524E+00  -0.1192832E+01  -0.1723410E+01  -0.9639884E+00   0.5542026E+00  -0.1026160E+01  -0.2366136E+01   0.2264751E+00  -0.1579083E+01  -0.2028680E+01   0.2302274E+01   0.2318131E-01  -0.5732843E+04  -0.2712461E+04   0.1389321E+05  -0.3427832E+04  -0.1168141E+05
   43.6000  -0.5668946E+00  -0.4237710E+00   0.1339728E+01  -0.3304968E-01  -0.1186972E+01  -0.1658514E+01  -0.1250490E+01   0.2748468E+00  -0.6493007E+00  -0.2317681E+01   0.5085262E+00  -0.2146747E+01  -0.2308075E+01   0.2051127E+01   0.4656088E+00  -0.5522461E+04  -0.4516523E+04   0.1335625E+05  -0.5437955E+03  -0.1161451E+05
   43.8000  -0.5151629E+00  -0.6269514E+00   0.1218878E+01   0.2367198E+00  -0.1129158E+01  -0.1553449E+01  -0.1593260E+01  -0.3786303E-01  -0.3281912E+00  -0.2197264E+01   0.7354446E+00  -0.2419824E+01  -0.2161858E+01   0.1670584E+01   0.9054286E+00  -0.5053671E+04  -0.6343061E+04   0.1238339E+05   0.2081219E+04  -0.1105179E+05
   44.0000  -0.4425644E+00  -0.8170719E+00   0.1079223E+01   0.4657863E+00  -0.1024825E+01  -0.1421144E+01  -0.1944828E+01  -0.3313332E+00  -0.8295567E-01  -0.2011011E+01   0.8829666E+00  -0.2334665E+01  -0.1682962E+01   0.1182533E+01   0.1298297E+01  -0.4386542E+04  -0.8015611E+04   0.1115320E+05   0.4318514E+04  -0.1005210E+05
   44.2000  -0.3567286E+00  -0.9714320E+00   0.9391934E+00   0.6444551E+00  -0.8828083E+00  -0.1276575E+01  -0.2252395E+01  -0.5657297E+00   0.7228237E-01  -0.1771626E+01   0.9338635E+00  -0.1885186E+01  -0.1017048E+01   0.6203952E+00   0.1596622E+01  -0.3590547E+04  -0.9344230E+04   0.9826827E+04   0.6078595E+04  -0.8703424E+04
   44.4000  -0.2655537E+00  -0.1069273E+01   0.8111974E+00   0.7677006E+00  -0.7148794E+00  -0.1134965E+01  -0.2466383E+01  -0.7195247E+00   0.1310796E+00  -0.1498053E+01   0.8827333E+00  -0.1123329E+01  -0.3283542E+00   0.2962812E-01   0.1758130E+01  -0.2736091E+04  -0.1015592E+05   0.8525782E+04   0.7317648E+04  -0.7117686E+04
   44.6000  -0.1762701E+00  -0.1095198E+01   0.7005493E+00   0.8355951E+00  -0.5348313E+00  -0.1009781E+01  -0.2548477E+01  -0.7909186E+00   0.9589101E-01  -0.1213977E+01   0.7392681E+00  -0.1505878E+00   0.2354645E+00  -0.5344777E+00   0.1754389E+01  -0.1886595E+04  -0.1032356E+05   0.7319877E+04   0.8040078E+04  -0.5422125E+04
   44.8000  -0.9462178E-01  -0.1041843E+01   0.6058996E+00   0.8532620E+00  -0.3571760E+00  -0.9108729E+00  -0.2477906E+01  -0.7952422E+00  -0.2151425E-01  -0.9452915E+00   0.5286742E+00   0.8978524E+00   0.5720094E+00  -0.1012086E+01   0.1577467E+01  -0.1092140E+04  -0.9788587E+04   0.6226345E+04   0.8296420E+04  -0.3747920E+04
   45.0000  -0.2430078E-01  -0.9113694E+00   0.5209054E+00   0.8302847E+00  -0.1956227E+00  -0.8431066E+00  -0.2255008E+01  -0.7592949E+00  -0.2007240E+00  -0.7169160E+00   0.2885421E+00   0.1873747E+01   0.6406599E+00  -0.1346731E+01   0.1243251E+01  -0.3856822E+03  -0.8573902E+04   0.5218716E+04   0.8176380E+04  -0.2217380E+04
   45.2000   0.3326086E-01  -0.7155531E+00   0.4366428E+00   0.7795693E+00  -0.6155497E-01  -0.8058141E+00  -0.1901574E+01  -0.7141066E+00  -0.4145732E+00  -0.5494637E+00   0.6235133E-01   0.2638043E+01   0.4642539E+00  -0.1494635E+01   0.7905793E+00   0.2177008E+03  -0.6784738E+04   0.4242402E+04   0.7797411E+04  -0.9314208E+03
   45.4000   0.7869478E-01  -0.4744488E+00   0.3441710E+00   0.7157484E+00   0.3725521E-01  -0.7932624E+00  -0.1457941E+01  -0.6878335E+00  -0.6321808E+00  -0.4563690E+00  -0.1092324E+00   0.3081443E+01   0.1166776E+00  -0.1433576E+01   0.2761237E+00   0.7184349E+03  -0.4597405E+04   0.3232971E+04   0.7289837E+04   0.4083249E+02
   45.6000   0.1141243E+00  -0.2138356E+00   0.2366883E+00   0.6532981E+00   0.9748570E-01  -0.7961313E+00  -0.9773282E+00  -0.7002904E+00  -0.8228142E+00  -0.4420008E+00  -0.1973820E+00   0.3140325E+01  -0.2998123E+00  -0.1169308E+01  -0.2341401E+00   0.1127545E+04  -0.2237491E+04   0.2133123E+04   0.6780257E+04   0.6686862E+03
   45.8000   0.1423309E+00   0.3817758E-01   0.1108821E+00   0.6046190E+00   0.1205073E+00  -0.8037668E+00  -0.5182807E+00  -0.7601330E+00  -0.9600574E+00  -0.5011303E+00  -0.1922422E+00   0.2805809E+01  -0.6816197E+00  -0.7377506E+00  -0.6753825E+00   0.1460246E+04   0.4923023E+02   0.9052214E+03   0.6375294E+04   0.9617097E+03
   46.0000   0.1658316E+00   0.2548818E+00  -0.3269627E-01   0.5783550E+00   0.1119923E+00  -0.8067691E+00  -0.1363651E+00  -0.8649884E+00  -0.1025627E+01  -0.6198776E+00  -0.1061912E+00   0.2124765E+01  -0.9486249E+00  -0.2018968E+00  -0.9943550E+00   0.1729453E+04   0.2028882E+04  -0.4623477E+03   0.6147971E+04   0.9664703E+03
   46.2000   0.1860772E+00   0.4144915E+00  -0.1901641E+00   0.5782167E+00   0.8095033E-01  -0.7993509E+00   0.1236406E+00  -0.1004140E+01  -0.1012166E+01  -0.7779823E+00   0.2796967E-01   0.1192708E+01  -0.1061109E+01   0.3565492E+00  -0.1157834E+01   0.1940689E+04   0.3509842E+04  -0.1955046E+04   0.6128713E+04   0.7587065E+03
   46.4000   0.2029637E+00   0.5029431E+00  -0.3554615E+00   0.6025205E+00   0.3835804E-01  -0.7809048E+00   0.2339208E+00  -0.1162783E+01  -0.9244631E+00  -0.9519952E+00   0.1639263E+00   0.1396798E+00  -0.1025231E+01   0.8497055E+00  -0.1157443E+01   0.2089641E+04   0.4366967E+04  -0.3536941E+04   0.6302409E+04   0.4322810E+03
   46.6000   0.2147898E+00   0.5155809E+00  -0.5217291E+00   0.6445304E+00  -0.4386228E-02  -0.7563475E+00   0.1872674E+00  -0.1326574E+01  -0.7788055E+00  -0.1118807E+01   0.2526357E+00  -0.8888119E+00  -0.8864025E+00   0.1198088E+01  -0.1009908E+01   0.2162975E+04   0.4556259E+04  -0.5158021E+04   0.6612024E+04   0.8670110E+02
   46.8000   0.2186968E+00   0.4574962E+00  -0.6825051E+00   0.6935737E+00  -0.3691623E-01  -0.7350692E+00  -0.2311769E-02  -0.1485231E+01  -0.6004739E+00  -0.1258868E+01   0.2546428E+00  -0.1753025E+01  -0.7128091E+00   0.1344518E+01  -0.7526730E+00   0.2142434E+04   0.4117986E+04  -0.6761560E+04   0.6968325E+04  -0.1847444E+03
   47.0000   0.2115133E+00   0.3424947E+00  -0.8324215E+00   0.7367630E+00  -0.5103942E-01  -0.7286299E+00  -0.3020751E+00  -0.1634260E+01  -0.4197497E+00  -0.1358519E+01   0.1510315E+00  -0.2339283E+01  -0.5736614E+00   0.1264589E+01  -0.4357208E+00   0.2011308E+04   0.3168019E+04  -0.8289437E+04   0.7264179E+04  -0.3045121E+03
   47.2000   0.1908179E+00   0.1908658E+00  -0.9672663E+00   0.7610447E+00  -0.4139365E-01  -0.7476702E+00  -0.6657170E+00  -0.1774446E+01  -0.2670886E+00  -0.1411035E+01  -0.4983237E-01  -0.2576362E+01  -0.5178691E+00   0.9714683E+00  -0.1112476E+00   0.1761778E+04   0.1878920E+04  -0.9684347E+04   0.7391184E+04  -0.2167232E+03
   47.4000   0.1559673E+00   0.2630644E-01  -0.1083465E+01   0.7552359E+00  -0.5566467E-02  -0.7987190E+00  -0.1040420E+01  -0.1909358E+01  -0.1682954E+00  -0.1416257E+01  -0.3117799E+00  -0.2445503E+01  -0.5586492E+00   0.5138292E+00   0.1767350E+00   0.1401267E+04   0.4537687E+03  -0.1088901E+05   0.7255986E+04   0.1109144E+03
   47.6000   0.1088189E+00  -0.1275322E+00  -0.1177226E+01   0.7117116E+00   0.5627232E-01  -0.8816926E+00  -0.1374711E+01  -0.2041663E+01  -0.1405558E+00  -0.1378966E+01  -0.5772178E+00  -0.1982505E+01  -0.6680025E+00  -0.3288801E-01   0.4006943E+00   0.9560110E+03  -0.9032025E+03  -0.1184370E+05   0.6793686E+04   0.6887997E+03
   47.8000   0.5392475E-01  -0.2503524E+00  -0.1243695E+01   0.6274624E+00   0.1420687E+00  -0.9887636E+00  -0.1625921E+01  -0.2169399E+01  -0.1900361E+00  -0.1306457E+01  -0.7794316E+00  -0.1271519E+01  -0.7825757E+00  -0.5803627E+00   0.5540004E+00   0.4705155E+03  -0.2014769E+04  -0.1248402E+05   0.5976303E+04   0.1509561E+04
   48.0000  -0.1917745E-02  -0.3278828E+00  -0.1276488E+01   0.5043664E+00   0.2486961E+00  -0.1105022E+01  -0.1766121E+01  -0.2283358E+01  -0.3114674E+00  -0.1205906E+01  -0.8583046E+00  -0.4313882E+00  -0.8195979E+00  -0.1043762E+01   0.6504550E+00   0.2455239E+01  -0.2753484E+04  -0.1274116E+05   0.4815131E+04   0.2553002E+04
   48.2000  -0.5072886E-01  -0.3535262E+00  -0.1267884E+01   0.3486542E+00   0.3726433E+00  -0.1210955E+01  -0.1785627E+01  -0.2366530E+01  -0.4897583E+00  -0.1082200E+01  -0.7759259E+00   0.4033918E+00  -0.6991206E+00  -0.1357359E+01   0.7189097E+00  -0.3863699E+03  -0.3055827E+04  -0.1254595E+05   0.3356976E+04   0.3790227E+04
   48.4000  -0.8484277E-01  -0.3287671E+00  -0.1209778E+01   0.1697084E+00   0.5103835E+00  -0.1286343E+01  -0.1693578E+01  -0.2396001E+01  -0.7032809E+00  -0.9368155E+00  -0.5282739E+00   0.1104167E+01  -0.3672045E+00  -0.1486255E+01   0.7940166E+00  -0.6414320E+03  -0.2925955E+04  -0.1183756E+05   0.1675315E+04   0.5185534E+04
   48.6000  -0.9853505E-01  -0.2623078E+00  -0.1095304E+01  -0.2154932E-01   0.6583151E+00  -0.1314770E+01  -0.1515526E+01  -0.2347129E+01  -0.9281563E+00  -0.7680643E+00  -0.1498133E+00   0.1568658E+01   0.1856549E+00  -0.1431809E+01   0.9050408E+00  -0.7268687E+03  -0.2428844E+04  -0.1057574E+05  -0.1416837E+03   0.6695485E+04
