
These predictions were generated by SeaState on 05-Feb-2026 at 20:07:21.




      Time       Wave1Elev       Wave2Elev       Wave3Elev       Wave4Elev       Wave5Elev         FVel1xi         FVel2xi         FVel3xi         FVel4xi         FVel5xi         FAcc1xi         FAcc2xi         FAcc3xi         FAcc4xi         FAcc5xi          FDynP1          FDynP2          FDynP3          FDynP4          FDynP5
   13.6000   0.5569584E+00  -0.1311301E+01   0.6199599E+00  -0.5368494E+00   0.6516239E-01  -0.1795973E-01  -0.2699999E+01  -0.4172979E-01  -0.2076541E+01  -0.6726682E+00   0.2960248E+01   0.1801204E+01  -0.9856393E+00  -0.1106220E+01  -0.2335561E+00   0.4962100E+04  -0.1282644E+05   0.5829181E+04  -0.4730488E+04   0.3527720E+03
   13.8000   0.7831662E+00  -0.1242207E+01   0.5641270E+00  -0.5878952E+00  -0.2977474E-01   0.3498294E+00  -0.2442531E+01  -0.2139311E+00  -0.2164248E+01  -0.7699728E+00   0.1786162E+01   0.2061222E+01  -0.1501111E+01  -0.1535870E-01  -0.7490476E+00   0.7048936E+04  -0.1237181E+05   0.5413460E+04  -0.5205858E+04  -0.6088325E+03
   14.0000   0.9284062E+00  -0.1123332E+01   0.4722403E+00  -0.5668039E+00  -0.1481860E+00   0.5383882E+00  -0.2147432E+01  -0.4451119E+00  -0.2093744E+01  -0.9339776E+00   0.4273511E+00   0.1962998E+01  -0.1758910E+01   0.1053932E+01  -0.1236373E+01   0.8456346E+04  -0.1137983E+05   0.4660345E+04  -0.5058562E+04  -0.1748940E+04
   14.2000   0.9844142E+00  -0.9746537E+00   0.3601750E+00  -0.4791971E+00  -0.2826559E+00   0.5350929E+00  -0.1860327E+01  -0.6981015E+00  -0.1879653E+01  -0.1152889E+01  -0.8943830E+00   0.1603925E+01  -0.1740605E+01   0.1944499E+01  -0.1601867E+01   0.9104567E+04  -0.1001992E+05   0.3700107E+04  -0.4335128E+04  -0.2996714E+04
   14.4000   0.9556471E+00  -0.8127320E+00   0.2442074E+00  -0.3398579E+00  -0.4214504E+00   0.3571730E+00  -0.1613337E+01  -0.9364651E+00  -0.1557110E+01  -0.1403555E+01  -0.1972043E+01   0.1116793E+01  -0.1474640E+01   0.2526684E+01  -0.1766749E+01   0.9018081E+04  -0.8443492E+04   0.2669284E+04  -0.3159907E+04  -0.4248085E+04
   14.6000   0.8577908E+00  -0.6488166E+00   0.1385952E+00  -0.1703855E+00  -0.5498899E+00   0.4753267E-01  -0.1421404E+01  -0.1130217E+01  -0.1176354E+01  -0.1654470E+01  -0.2648666E+01   0.6404787E+00  -0.1029160E+01   0.2718645E+01  -0.1682420E+01   0.8314896E+04  -0.6766520E+04   0.1691357E+04  -0.1715191E+04  -0.5377423E+04
   14.8000   0.7145186E+00  -0.4883424E+00   0.5371609E-01   0.4137044E-02  -0.6523663E+00  -0.3336027E+00  -0.1282348E+01  -0.1260002E+01  -0.7950113E+00  -0.1870467E+01  -0.2842592E+01   0.2917196E+00  -0.4974576E+00   0.2499221E+01  -0.1340674E+01   0.7181649E+04  -0.5062478E+04   0.8615457E+03  -0.2131652E+03  -0.6254126E+04
   15.0000   0.5531270E+00  -0.3317451E+00  -0.4951091E-02   0.1589574E+00  -0.7146935E+00  -0.7196032E+00  -0.1180335E+01  -0.1319045E+01  -0.4692884E+00  -0.2018328E+01  -0.2558450E+01   0.1434294E+00   0.2099436E-01   0.1911109E+01  -0.7767941E+00   0.5839269E+04  -0.3365573E+04   0.2378512E+03   0.1136082E+04  -0.6761627E+04
   15.2000   0.3998438E+00  -0.1762852E+00  -0.3689811E-01   0.2733566E+00  -0.7263965E+00  -0.1048904E+01  -0.1091801E+01  -0.1312637E+01  -0.2454376E+00  -0.2072352E+01  -0.1882277E+01   0.2133817E+00   0.4399865E+00   0.1053752E+01  -0.6484146E-01   0.4505438E+04  -0.1682270E+04  -0.1608862E+03   0.2155591E+04  -0.6815785E+04
   15.4000   0.2756291E+00  -0.1838715E-01  -0.4579806E-01   0.3336732E+00  -0.6825514E+00  -0.1274990E+01  -0.9924498E+00  -0.1255421E+01  -0.1528514E+00  -0.2018900E+01  -0.9622394E+00   0.4648208E+00   0.7024609E+00   0.6706729E-01   0.6940620E+00   0.3360235E+04  -0.7645967E+01  -0.3505091E+03   0.2726926E+04  -0.6379526E+04
   15.6000   0.1931627E+00   0.1440561E+00  -0.3810889E-01   0.3351826E+00  -0.5848449E+00  -0.1373200E+01  -0.8638380E+00  -0.1167210E+01  -0.1998653E+00  -0.1859095E+01   0.2095875E-01   0.8180945E+00   0.7895232E+00  -0.8912885E+00   0.1388376E+01   0.2520587E+04   0.1657590E+04  -0.3724168E+03   0.2806142E+04  -0.5471197E+04
   15.8000   0.1554671E+00   0.3099273E+00  -0.2142159E-01   0.2825594E+00  -0.4416496E+00  -0.1343332E+01  -0.6982312E+00  -0.1068329E+01  -0.3729110E+00  -0.1609171E+01   0.8880919E+00   0.1170275E+01   0.7207628E+00  -0.1671344E+01   0.1914715E+01   0.2027234E+04   0.3293365E+04  -0.2823163E+03   0.2427978E+04  -0.4164958E+04
   16.0000   0.1562993E+00   0.4740389E+00  -0.2938517E-02   0.1888637E+00  -0.2670761E+00  -0.1207796E+01  -0.5008404E+00  -0.9755483E+00  -0.6391261E+00  -0.1298368E+01   0.1493336E+01   0.1418342E+01   0.5459701E+00  -0.2154681E+01   0.2195048E+01   0.1845591E+04   0.4852853E+04  -0.1394572E+03   0.1697892E+04  -0.2582872E+04
   16.2000   0.1821238E+00   0.6273578E+00   0.1160478E-01   0.7324512E-01  -0.7913157E-01  -0.1005953E+01  -0.2891201E+00  -0.8994884E+00  -0.9519472E+00  -0.9647039E+00   0.1748260E+01   0.1481075E+01   0.3302677E+00  -0.2272798E+01   0.2189492E+01   0.1879338E+04   0.6262939E+04   0.1490463E+01   0.7733450E+03  -0.8797291E+03
   16.4000   0.2152018E+00   0.7582263E+00   0.1838729E-01  -0.4225545E-01   0.1027321E+00  -0.7858658E+00  -0.8940692E-01  -0.8440153E+00  -0.1258752E+01  -0.6493056E+00   0.1633797E+01   0.1315389E+01   0.1362083E+00  -0.2016999E+01   0.1902560E+01   0.1993457E+04   0.7432413E+04   0.9467796E+02  -0.1624816E+03   0.7772079E+03
   16.6000   0.2371714E+00   0.8543161E+00   0.1531044E-01  -0.1362799E+00   0.2602940E+00  -0.5951647E+00   0.6831306E-01  -0.8076189E+00  -0.1509277E+01  -0.3902358E+00   0.1198619E+01   0.9242369E+00   0.7137140E-02  -0.1438305E+01   0.1381876E+01   0.2041969E+04   0.8266075E+04   0.1034659E+03  -0.9303103E+03   0.2230400E+04
   16.8000   0.2324405E+00   0.9048977E+00   0.1328715E-02  -0.1915275E+00   0.3790427E+00  -0.4727195E+00   0.1563975E+00  -0.7862931E+00  -0.1663454E+01  -0.2168359E+00   0.5449985E+00   0.3550618E+00  -0.4409362E-01  -0.6376087E+00   0.7097654E+00   0.1895244E+04   0.8681893E+04  -0.1946470E+01  -0.1383012E+04   0.3352786E+04
   17.0000   0.1908033E+00   0.9029794E+00  -0.2440813E-01  -0.1974031E+00   0.4500682E+00  -0.4425945E+00   0.1551048E+00  -0.7770283E+00  -0.1697417E+01  -0.1454952E+00  -0.1943407E+00  -0.3102771E+00  -0.3814521E-01   0.2520595E+00  -0.1066070E-01   0.1462125E+04   0.8627646E+04  -0.2477174E+03  -0.1428119E+04   0.4063855E+04
   17.2000   0.1088867E+00   0.8468860E+00  -0.6325459E-01  -0.1515387E+00   0.4710771E+00  -0.5111971E+00   0.5666856E-01  -0.7808498E+00  -0.1606759E+01  -0.1775204E+00  -0.8833619E+00  -0.9715948E+00  -0.2292521E-01   0.1087966E+01  -0.6724486E+00   0.7035987E+03   0.8093803E+04  -0.6581884E+03  -0.1041222E+04   0.4338602E+04
   17.4000  -0.9729869E-02   0.7409887E+00  -0.1173056E+00  -0.5998415E-01   0.4463853E+00  -0.6678683E+00  -0.1328287E+00  -0.8044217E+00  -0.1406615E+01  -0.2994148E+00  -0.1408291E+01  -0.1528997E+01  -0.5923383E-01   0.1740936E+01  -0.1181833E+01  -0.3636066E+03   0.7119991E+04  -0.1254580E+04  -0.2684928E+03   0.4208054E+04
   17.6000  -0.1556057E+00   0.5954435E+00  -0.1889863E+00   0.6392330E-01   0.3859150E+00  -0.8884860E+00  -0.3940385E+00  -0.8595507E+00  -0.1128660E+01  -0.4854753E+00  -0.1696731E+01  -0.1900342E+01  -0.2015604E+00   0.2115518E+01  -0.1472575E+01  -0.1672998E+04   0.5793763E+04  -0.2049699E+04   0.7817747E+03   0.3751447E+04
   17.8000  -0.3154148E+00   0.4249936E+00  -0.2799937E+00   0.2017787E+00   0.3033702E+00  -0.1141103E+01  -0.6971904E+00  -0.9604585E+00  -0.8156099E+00  -0.7022408E+00  -0.1727015E+01  -0.2034400E+01  -0.4786554E+00   0.2163805E+01  -0.1515368E+01  -0.3121809E+04   0.4241675E+04  -0.3039100E+04   0.1956832E+04   0.3081440E+04
   18.0000  -0.4743483E+00   0.2470496E+00  -0.3897929E+00   0.3330321E+00   0.2139125E+00  -0.1392333E+01  -0.1006599E+01  -0.1119268E+01  -0.5142301E+00  -0.9140359E+00  -0.1526672E+01  -0.1917692E+01  -0.8788670E+00   0.1890838E+01  -0.1321024E+01  -0.4588732E+04   0.2614110E+04  -0.4190531E+04   0.3083309E+04   0.2324863E+04
   18.2000  -0.6184490E+00   0.7936745E-01  -0.5140389E+00   0.4381209E+00   0.1317106E+00  -0.1613172E+01  -0.1285992E+01  -0.1340689E+01  -0.2680359E+00  -0.1088696E+01  -0.1161203E+01  -0.1574361E+01  -0.1344452E+01   0.1351093E+01  -0.9371911E+00  -0.5952280E+04   0.1066262E+04  -0.5434500E+04   0.3993252E+04   0.1602185E+04
   18.4000  -0.7364581E+00  -0.6228973E-01  -0.6433874E+00   0.5013143E+00   0.6776514E-01  -0.1783180E+01  -0.1503737E+01  -0.1617225E+01  -0.1108688E+00  -0.1202554E+01  -0.7162632E+00  -0.1059817E+01  -0.1777250E+01   0.6370265E+00  -0.4394117E+00  -0.7106505E+04  -0.2617223E+03  -0.6659233E+04   0.4548278E+04   0.1008999E+04
   18.6000  -0.8208975E+00  -0.1661543E+00  -0.7631474E+00   0.5128383E+00   0.2834678E-01  -0.1892390E+01  -0.1637137E+01  -0.1926254E+01  -0.6234378E-01  -0.1243911E+01  -0.2775463E+00  -0.4499420E+00  -0.2055588E+01  -0.1379403E+00   0.8182508E-01  -0.7971728E+04  -0.1262411E+04  -0.7713023E+04   0.4658242E+04   0.6024756E+03
   18.8000  -0.8683079E+00  -0.2258332E+00  -0.8541006E+00   0.4699956E+00   0.1428290E-01  -0.1940859E+01  -0.1675190E+01  -0.2230097E+01  -0.1257880E+00  -0.1214477E+01   0.8715121E-01   0.1717453E+00  -0.2059641E+01  -0.8588482E+00   0.5358868E+00  -0.8499311E+04  -0.1874032E+04  -0.8415689E+04   0.4291875E+04   0.3948668E+03
   19.0000  -0.8787429E+00  -0.2409050E+00  -0.8945897E+00   0.3771646E+00   0.2118776E-01  -0.1936273E+01  -0.1619527E+01  -0.2479597E+01  -0.2888508E+00  -0.1128590E+01   0.3399698E+00   0.7265673E+00  -0.1700254E+01  -0.1427598E+01   0.8463144E+00  -0.8670789E+04  -0.2086980E+04  -0.8579283E+04   0.3478286E+04   0.3549475E+03
   19.2000  -0.8547693E+00  -0.2166916E+00  -0.8637027E+00   0.2447603E+00   0.4057404E-01  -0.1890407E+01  -0.1483545E+01  -0.2621015E+01  -0.5265024E+00  -0.1010390E+01   0.4769515E+00   0.1150801E+01  -0.9449657E+00  -0.1777256E+01   0.9625447E+00  -0.8492792E+04  -0.1943224E+04  -0.8035947E+04   0.2299725E+04   0.4169816E+03
   19.4000  -0.8002936E+00  -0.1632987E+00  -0.7451022E+00   0.8739302E-01   0.6164775E-01  -0.1815421E+01  -0.1290028E+01  -0.2605279E+01  -0.8057628E+00  -0.8894196E+00   0.5236862E+00   0.1402202E+01   0.1649192E+00  -0.1880102E+01   0.8673828E+00  -0.7989836E+04  -0.1529055E+04  -0.6669040E+04   0.8773789E+03   0.4955953E+03
   19.6000  -0.7195348E+00  -0.9410308E-01  -0.5308481E+00  -0.7841951E-01   0.7347689E-01  -0.1720888E+01  -0.1067765E+01  -0.2397976E+01  -0.1091253E+01  -0.7953840E+00   0.5242798E+00   0.1462578E+01   0.1510943E+01  -0.1748484E+01   0.5792739E+00  -0.7197155E+04  -0.9624363E+03  -0.4442232E+04  -0.6471000E+03   0.5039364E+03
   19.8000  -0.6163719E+00  -0.2393038E-01  -0.2244516E+00  -0.2365887E+00   0.6717261E-01  -0.1612212E+01  -0.8476903E+00  -0.1988148E+01  -0.1350588E+01  -0.7529002E+00   0.5267299E+00   0.1336801E+01   0.2909923E+01  -0.1428856E+01   0.1491790E+00  -0.6155220E+04  -0.3769553E+03  -0.1420820E+04  -0.2131116E+04   0.3720258E+03
   20.0000  -0.4941770E+00   0.3283051E-01   0.1575251E+00  -0.3734735E+00   0.3771452E-01  -0.1490665E+01  -0.6591265E+00  -0.1393984E+01  -0.1558740E+01  -0.7770717E+00   0.5684590E+00   0.1049210E+01   0.4141077E+01  -0.9905741E+00  -0.3474039E+00  -0.4906946E+04   0.9542014E+02   0.2219712E+04  -0.3448672E+04   0.6211206E+02
   20.2000  -0.3560879E+00   0.6394010E-01   0.5858303E+00  -0.4792897E+00  -0.1488503E-01  -0.1354877E+01  -0.5265557E+00  -0.6639459E+00  -0.1700733E+01  -0.8705949E+00   0.6655512E+00   0.6385399E+00   0.4983531E+01  -0.5118380E+00  -0.8220765E+00  -0.3497479E+04   0.3405989E+03   0.6201186E+04  -0.4503424E+04  -0.4216263E+03
   20.4000  -0.2055614E+00   0.6067199E-01   0.1021014E+01  -0.5487629E+00  -0.8528268E-01  -0.1203218E+01  -0.4672214E+00   0.1273666E+00  -0.1772395E+01  -0.1022865E+01   0.8082187E+00   0.1524539E+00   0.5257386E+01  -0.6551420E-01  -0.1187198E+01  -0.1975745E+04   0.2757601E+03   0.1016700E+05  -0.5235852E+04  -0.1030819E+04
   20.6000  -0.4696586E-01   0.1870656E-01   0.1417843E+01  -0.5810114E+00  -0.1634420E+00  -0.1036317E+01  -0.4897131E+00   0.8883190E+00  -0.1779245E+01  -0.1211256E+01   0.9634421E+00  -0.3575746E+00   0.4860332E+01   0.2926180E+00  -0.1369645E+01  -0.3963553E+03  -0.1414382E+03   0.1372089E+05  -0.5624152E+04  -0.1678680E+04
   20.8000   0.1140304E+00  -0.6149156E-01   0.1731057E+01  -0.5787866E+00  -0.2361279E+00  -0.8589555E+00  -0.5935394E+00   0.1523039E+01  -0.1733908E+01  -0.1404419E+01   0.1083982E+01  -0.8406399E+00   0.3792214E+01   0.5312822E+00  -0.1322748E+01   0.1179578E+04  -0.9085569E+03   0.1647527E+05  -0.5679658E+04  -0.2253099E+04
   21.0000   0.2704619E+00  -0.1748075E+00   0.1921606E+01  -0.5472919E+00  -0.2890399E+00  -0.6807246E+00  -0.7696053E+00   0.1945858E+01  -0.1652722E+01  -0.1567126E+01   0.1121419E+01  -0.1250017E+01   0.2161987E+01   0.6458182E+00  -0.1034668E+01   0.2685861E+04  -0.1979098E+04   0.1810202E+05  -0.5438365E+04  -0.2635093E+04
   21.2000   0.4145356E+00  -0.3120668E+00   0.1962348E+01  -0.4928550E+00  -0.3092652E+00  -0.5152061E+00  -0.1001440E+01   0.2094898E+01  -0.1552209E+01  -0.1665964E+01   0.1039936E+01  -0.1546173E+01   0.1747645E+00   0.6551036E+00  -0.5319114E+00   0.4055298E+04  -0.3267811E+04   0.1837798E+05  -0.4950641E+04  -0.2719833E+04
   21.4000   0.5385146E+00  -0.4609932E+00   0.1842253E+01  -0.4217154E+00  -0.2876635E+00  -0.3777828E+00  -0.1266996E+01   0.1942371E+01  -0.1446120E+01  -0.1675014E+01   0.8273730E+00  -0.1699386E+01  -0.1899431E+01   0.5943502E+00   0.1227220E+00   0.5226062E+04  -0.4659756E+04   0.1721766E+05  -0.4271221E+04  -0.2436808E+04
   21.6000   0.6358388E+00  -0.6074238E+00   0.1568366E+01  -0.3391398E+00  -0.2207991E+00  -0.2825820E+00  -0.1540834E+01   0.1499659E+01  -0.1343523E+01  -0.1580630E+01   0.5007555E+00  -0.1692041E+01  -0.3769904E+01   0.5055537E+00   0.8377459E+00   0.6149160E+04  -0.6021996E+04   0.1468778E+05  -0.3451262E+04  -0.1765809E+04
   21.8000   0.7022306E+00  -0.7366675E+00   0.1165156E+01  -0.2489810E+00  -0.1120872E+00  -0.2392748E+00  -0.1796514E+01   0.8161432E+00  -0.1248179E+01  -0.1384553E+01   0.1047950E+00  -0.1520464E+01  -0.5174440E+01   0.4276825E+00   0.1505328E+01   0.6795393E+04  -0.7216652E+04   0.1100084E+05  -0.2533552E+04  -0.7459155E+03
   22.0000   0.7365132E+00  -0.8348842E+00   0.6713187E+00  -0.1536967E+00   0.2807239E-01  -0.2505368E+00  -0.2008997E+01  -0.2809300E-01  -0.1159172E+01  -0.1104781E+01  -0.2964574E+00  -0.1195968E+01  -0.5924099E+01   0.3885722E+00   0.2016845E+01   0.7160049E+04  -0.8114086E+04   0.6488696E+04  -0.1551191E+04   0.5244100E+03
   22.2000   0.7409190E+00  -0.8903655E+00   0.1345509E+00  -0.5474601E-01   0.1832505E+00  -0.3108367E+00  -0.2156899E+01  -0.9344722E+00  -0.1072505E+01  -0.7739650E+00  -0.6330101E+00  -0.7446948E+00  -0.5935071E+01   0.4000100E+00   0.2279517E+01   0.7263957E+04  -0.8604999E+04   0.1560251E+04  -0.5293046E+03   0.1896580E+04
   22.4000   0.7207719E+00  -0.8946165E+00  -0.3948448E+00   0.4679248E-01   0.3329513E+00  -0.4069381E+00  -0.2224394E+01  -0.1800887E+01  -0.9832001E+00  -0.4354559E+00  -0.8443404E+00  -0.2058760E+00  -0.5241374E+01   0.4567392E+00   0.2231693E+01   0.7150238E+04  -0.8610465E+04  -0.3350155E+04   0.5112202E+03   0.3189665E+04
   22.6000   0.6835662E+00  -0.8431447E+00  -0.8704666E+00   0.1495631E+00   0.4553366E+00  -0.5200974E+00  -0.2202620E+01  -0.2536773E+01  -0.8873919E+00  -0.1374737E+00  -0.8932679E+00   0.3715920E+00  -0.3985953E+01   0.5392561E+00   0.1854338E+01   0.6877050E+04  -0.8089097E+04  -0.7835322E+04   0.1549332E+04   0.4214422E+04
   22.8000   0.6376041E+00  -0.7358919E+00  -0.1255384E+01   0.2514138E+00   0.5303380E+00  -0.6295491E+00  -0.2090452E+01  -0.3075657E+01  -0.7839451E+00   0.7379135E-01  -0.7750244E+00   0.9340774E+00  -0.2391964E+01   0.6195287E+00   0.1176719E+01   0.6507505E+04  -0.7040859E+04  -0.1156081E+05   0.2560073E+04   0.4800236E+04
   23.0000   0.5904568E+00  -0.5772760E+00  -0.1525910E+01   0.3491414E+00   0.5427157E+00  -0.7165600E+00  -0.1894552E+01  -0.3383044E+01  -0.6752583E+00   0.1611585E+00  -0.5193123E+00   0.1429073E+01  -0.7199844E+00   0.6681909E+00   0.2749943E+00   0.6098666E+04  -0.5507303E+04  -0.1429698E+05   0.3512494E+04   0.4821138E+04
   23.2000   0.5475721E+00  -0.3758409E+00  -0.1673074E+01   0.4385615E+00   0.4845919E+00  -0.7681684E+00  -0.1628695E+01  -0.3458446E+01  -0.5671389E+00   0.1024529E+00  -0.1847119E+00   0.1811152E+01   0.7803112E+00   0.6615823E+00  -0.7365292E+00   0.5691785E+04  -0.3568339E+04  -0.1593346E+05   0.4369836E+04   0.4216905E+04
   23.4000   0.5113192E+00  -0.1435549E+00  -0.1701731E+01   0.5148816E+00   0.3570618E+00  -0.7797868E+00  -0.1312447E+01  -0.3331487E+01  -0.4678277E+00  -0.1054288E+00   0.1534560E+00   0.2047073E+01   0.1914440E+01   0.5871099E+00  -0.1720547E+01   0.5305816E+04  -0.1335885E+04  -0.1647553E+05   0.5091863E+04   0.3005965E+04
   23.6000   0.4806802E+00   0.1051741E+00  -0.1627671E+01   0.5732864E+00   0.1705997E+00  -0.7560657E+00  -0.9693319E+00  -0.3053172E+01  -0.3864500E+00  -0.4450857E+00   0.4192081E+00   0.2119197E+01   0.2574684E+01   0.4458780E+00  -0.2536299E+01   0.4935534E+04   0.1054960E+04  -0.1602471E+05   0.5638869E+04   0.1287796E+04
   23.8000   0.4516595E+00   0.3546681E+00  -0.1473441E+01   0.6096023E+00  -0.5585421E-01  -0.7098050E+00  -0.6247043E+00  -0.2684281E+01  -0.3312673E+00  -0.8801343E+00   0.5523655E+00   0.2026677E+01   0.2753011E+01   0.2521539E+00  -0.3060619E+01   0.4554662E+04   0.3456463E+04  -0.1474890E+05   0.5976400E+04  -0.7658979E+03
   24.0000   0.4183256E+00   0.5892222E+00  -0.1263786E+01   0.6208976E+00  -0.2970407E+00  -0.6591220E+00  -0.3035593E+00  -0.2283349E+01  -0.3081335E+00  -0.1359562E+01   0.5217298E+00   0.1784317E+01   0.2533301E+01   0.2995871E-01  -0.3207213E+01   0.4123375E+04   0.5719608E+04  -0.1284836E+05   0.6079686E+04  -0.2930396E+04
   24.2000   0.3742597E+00   0.7943127E+00  -0.1021604E+01   0.6058903E+00  -0.5244945E+00  -0.6234789E+00  -0.2850029E-01  -0.1896628E+01  -0.3194917E+00  -0.1824348E+01   0.3319844E+00   0.1419468E+01   0.2065196E+01  -0.1923221E+00  -0.2940976E+01   0.3598547E+04   0.7705372E+04  -0.1052449E+05   0.5936850E+04  -0.4955131E+04
   24.4000   0.3141015E+00   0.9576715E+00  -0.7651557E+00   0.5650871E+00  -0.7102010E+00  -0.6194355E+00   0.1819587E+00  -0.1551936E+01  -0.3640989E+00  -0.2215424E+01   0.2269683E-01   0.9677050E+00   0.1525705E+01  -0.3880185E+00  -0.2284847E+01   0.2944542E+04   0.9295045E+04  -0.7956395E+04   0.5550287E+04  -0.6595198E+04
   24.6000   0.2348517E+00   0.1070149E+01  -0.5069118E+00   0.5006434E+00  -0.8302851E+00  -0.6570553E+00   0.3146400E+00  -0.1257337E+01  -0.4375025E+00  -0.2481812E+01  -0.3404143E+00   0.4682019E+00   0.1077132E+01  -0.5375516E+00  -0.1317843E+01   0.2142262E+04   0.1039889E+05  -0.5288711E+04   0.4936069E+04  -0.7642864E+04
   24.8000   0.1366522E+00   0.1126315E+01  -0.2540570E+00   0.4159905E+00  -0.8682041E+00  -0.7377648E+00   0.3624685E+00  -0.1004567E+01  -0.5331091E+00  -0.2587727E+01  -0.6800778E+00  -0.4030353E-01   0.8305787E+00  -0.6319200E+00  -0.1643333E+00   0.1194492E+04   0.1096252E+05  -0.2630848E+04   0.4121640E+04  -0.7954690E+04
   25.0000   0.2287292E-01   0.1124774E+01  -0.1029309E-01   0.3153292E+00  -0.8169879E+00  -0.8541359E+00   0.3247689E+00  -0.7760352E+00  -0.6435637E+00  -0.2517583E+01  -0.9246984E+00  -0.5223483E+00   0.8228719E+00  -0.6735785E+00   0.1023900E+01   0.1264522E+03   0.1097058E+05  -0.6547272E+02   0.3142434E+04  -0.7470501E+04
   25.2000  -0.1005049E+00   0.1068184E+01   0.2217055E+00   0.2031092E+00  -0.6802006E+00  -0.9916445E+00   0.2071576E+00  -0.5535240E+00  -0.7620940E+00  -0.2278134E+01  -0.1024376E+01  -0.9471920E+00   0.1011706E+01  -0.6745991E+00   0.2090011E+01  -0.1018495E+04   0.1044747E+05   0.2337988E+04   0.2038238E+04  -0.6221527E+04
   25.4000  -0.2260644E+00   0.9629905E+00   0.4379295E+00   0.8361023E-01  -0.4714946E+00  -0.1132006E+01   0.2108516E-01  -0.3263526E+00  -0.8835033E+00  -0.1897457E+01  -0.9621071E+00  -0.1289110E+01   0.1289754E+01  -0.6526325E+00   0.2895273E+01  -0.2186914E+04   0.9454993E+04   0.4509941E+04   0.8500643E+03  -0.4326708E+04
   25.6000  -0.3464184E+00   0.8188940E+00   0.6314695E+00  -0.3929423E-01  -0.2128292E+00  -0.1257342E+01  -0.2169323E+00  -0.9698173E-01  -0.1004588E+01  -0.1420936E+01  -0.7576069E+00  -0.1527143E+01   0.1514219E+01  -0.6256937E+00   0.3339298E+01  -0.3325257E+04   0.8087035E+04   0.6372003E+04  -0.3818829E+03  -0.1977726E+04
   25.8000  -0.4556268E+00   0.6480684E+00   0.7922248E+00  -0.1621656E+00   0.6837463E-01  -0.1354217E+01  -0.4863868E+00   0.1173432E+00  -0.1123911E+01  -0.9049012E+00  -0.4628246E+00  -0.1645026E+01   0.1544942E+01  -0.6070544E+00   0.3374045E+01  -0.4389400E+04   0.6461451E+04   0.7836389E+04  -0.1618964E+04   0.5849602E+03
   26.0000  -0.5502368E+00   0.4641661E+00   0.9080256E+00  -0.2818466E+00   0.3427243E+00  -0.1416649E+01  -0.7641758E+00   0.2873570E+00  -0.1241036E+01  -0.4089137E+00  -0.1500929E+00  -0.1631920E+01   0.1282205E+01  -0.6015082E+00   0.3009387E+01  -0.5351519E+04   0.4709697E+04   0.8814253E+04  -0.2823758E+04   0.3101706E+04
   26.2000  -0.6297092E+00   0.2811561E+00   0.9669564E+00  -0.3952088E+00   0.5824855E+00  -0.1447364E+01  -0.1026343E+01   0.3783464E+00  -0.1355443E+01   0.1213586E-01   0.1044983E+00  -0.1484236E+01   0.6954893E+00  -0.6039414E+00   0.2309530E+01  -0.6202688E+04   0.2964857E+04   0.9231409E+04  -0.3959126E+04   0.5324711E+04
   26.4000  -0.6961204E+00   0.1120647E+00   0.9603377E+00  -0.4989060E+00   0.7648462E+00  -0.1457001E+01  -0.1250140E+01   0.3590178E+00  -0.1465468E+01   0.3149345E+00   0.2387967E+00  -0.1208289E+01  -0.1635870E+00  -0.6006171E+00   0.1381120E+01  -0.6950561E+04   0.1349034E+04   0.9047752E+04  -0.4987400E+04   0.7046378E+04
   26.6000  -0.7532082E+00  -0.3228461E-01   0.8856373E+00  -0.5892460E+00   0.8743845E+00  -0.1461416E+01  -0.1416307E+01   0.2105707E+00  -0.1567577E+01   0.4726987E+00   0.2193751E+00  -0.8231001E+00  -0.1167416E+01  -0.5729254E+00   0.3553261E+00  -0.7612642E+04  -0.3871812E+02   0.8275362E+04  -0.5870360E+04   0.8121339E+04
