





     Time        HydroFxi        HydroFyi        HydroFzi        HydroMxi        HydroMyi        HydroMzi        M1N1FDxi        M1N1FDyi        M1N2FDxi        M1N2FDyi        M1N3FDxi        M1N3FDyi        M1N4FDxi        M1N4FDyi        M1N5FDxi        M1N5FDyi        M1N6FDxi        M1N6FDyi        M1N7FDxi        M1N7FDyi        M1N8FDxi        M1N8FDyi        M1N9FDxi        M1N9FDyi        M1N1FIxi        M1N1FIyi        M1N2FIxi        M1N2FIyi        M1N3FIxi        M1N3FIyi        M1N4FIxi        M1N4FIyi        M1N5FIxi        M1N5FIyi        M1N6FIxi        M1N6FIyi        M1N7FIxi        M1N7FIyi        M1N8FIxi        M1N8FIyi        M1N9FIxi        M1N9FIyi        J1FDzi          J1FIzi
     (sec)         (N)             (N)             (N)            (N-m)           (N-m)           (N-m)            (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)             (N)
     1.90   1.4005536e+06  -6.8625269e+05   2.3731822e+07  -4.5188747e+06  -1.1421561e+07   0.0000000e+00  -2.2549176e+03  -4.6340946e+03  -2.4764537e+03  -5.1090880e+03  -2.7222410e+03  -5.6419327e+03  -2.9952420e+03  -6.2408950e+03  -3.2988110e+03  -6.9155728e+03  -3.6367470e+03  -7.6771269e+03  -5.1810813e+03  -1.0937197e+04  -1.9061086e+03  -4.0237711e+03   0.0000000e+00   0.0000000e+00   7.9672173e+04  -3.2594167e+04   8.2180517e+04  -3.5898973e+04   8.4572569e+04  -3.9753046e+04   8.6807694e+04  -4.4241272e+04   8.8838403e+04  -4.9461046e+04   9.0609375e+04  -5.5524084e+04   1.2908639e+05  -7.9102230e+04   4.7490603e+04  -2.9101539e+04   0.0000000e+00   0.0000000e+00   1.3371091e+02   9.9501556e+05
     2.00   1.4989959e+06  -4.6973461e+05   2.3734883e+07  -2.9696220e+06  -1.2171239e+07   0.0000000e+00  -2.0970899e+03  -4.6640728e+03  -2.3070150e+03  -5.1488075e+03  -2.5409478e+03  -5.6943410e+03  -2.8020283e+03  -6.3097023e+03  -3.0938518e+03  -7.0054388e+03  -3.4205389e+03  -7.7938929e+03  -4.9054354e+03  -1.1177314e+04  -1.7253979e+03  -3.9314175e+03   0.0000000e+00   0.0000000e+00   8.5043805e+04  -2.0270704e+04   8.7832884e+04  -2.2711576e+04   9.0522027e+04  -2.5622311e+04   9.3071465e+04  -2.9079604e+04   9.5434564e+04  -3.3171822e+04   9.7556825e+04  -3.8000742e+04   1.3990740e+05  -5.4497315e+04   4.9209890e+04  -1.9168442e+04   0.0000000e+00   0.0000000e+00  -9.4597301e+01   9.9830484e+05
     2.10   1.5917694e+06  -2.4898804e+05   2.3733594e+07  -1.4050824e+06  -1.2871504e+07   0.0000000e+00  -1.9235146e+03  -4.6531914e+03  -2.1197018e+03  -5.1424663e+03  -2.3393073e+03  -5.6947125e+03  -2.5855911e+03  -6.3195966e+03  -2.8623233e+03  -7.0284704e+03  -3.1738704e+03  -7.8346902e+03  -4.6130963e+03  -1.1387415e+04  -1.4710360e+03  -3.6312482e+03   0.0000000e+00   0.0000000e+00   9.0138097e+04  -7.7290280e+03   9.3215934e+04  -9.2633600e+03   9.6213781e+04  -1.1181161e+04   9.9093360e+04  -1.3549867e+04   1.0180961e+05  -1.6447592e+04   1.0430969e+05  -1.9964767e+04   1.5161004e+05  -2.9018006e+04   4.8345799e+04  -9.2533362e+03   0.0000000e+00   0.0000000e+00  -9.3742989e+02   9.9785850e+05
     2.20   1.6782363e+06  -2.5778177e+04   2.3727826e+07   1.6565559e+05  -1.3518741e+07   0.0000000e+00  -1.7367529e+03  -4.6013483e+03  -1.9172676e+03  -5.0897377e+03  -2.1202667e+03  -5.6424160e+03  -2.3490673e+03  -6.2695397e+03  -2.6075419e+03  -6.9830905e+03  -2.9002182e+03  -7.7972338e+03  -4.2956514e+03  -1.1548855e+04  -1.1683688e+03  -3.1411583e+03   0.0000000e+00   0.0000000e+00   9.4927678e+04   4.9459787e+03   9.8300414e+04   4.3527495e+03   1.0161655e+05   3.4685770e+03   1.0483992e+05   2.2362546e+03   1.0792776e+05   5.8904481e+02   1.1082967e+05  -1.5508408e+03   1.6415510e+05  -2.2970243e+03   4.4648337e+04  -6.2476471e+02   0.0000000e+00   0.0000000e+00  -2.6029928e+03   9.9375609e+05
     2.30   1.7577621e+06   1.9805185e+05   2.3717746e+07   1.7332674e+06  -1.4109434e+07   0.0000000e+00  -1.5396723e+03  -4.5093331e+03  -1.7028312e+03  -4.9913269e+03  -1.8872085e+03  -5.5380167e+03  -2.0961133e+03  -6.1598820e+03  -2.3334423e+03  -6.8693372e+03  -2.6037935e+03  -7.6811211e+03  -3.9425460e+03  -1.1630405e+04  -8.4787752e+02  -2.5012160e+03   0.0000000e+00   0.0000000e+00   9.9384728e+04   1.7666322e+04   1.0305631e+05   1.8040159e+04   1.0669793e+05   1.8220760e+04   1.1027613e+05   1.8162012e+04   1.1375114e+05   1.7809560e+04   1.1707581e+05   1.7099420e+04   1.7727089e+05   2.5891167e+04   3.8123588e+04   5.5681122e+03   0.0000000e+00   0.0000000e+00  -5.0187542e+03   9.8609205e+05
     2.40   1.8297244e+06   4.2060672e+05   2.3703548e+07   3.2882617e+06  -1.4640185e+07   0.0000000e+00  -1.3353867e+03  -4.3788353e+03  -1.4798129e+03  -4.8489871e+03  -1.6438835e+03  -5.3833027e+03  -1.8308334e+03  -5.9924059e+03  -2.0445042e+03  -6.6889278e+03  -2.2894682e+03  -7.4879227e+03  -3.5424797e+03  -1.1586015e+04  -5.4294270e+02  -1.7757455e+03   0.0000000e+00   0.0000000e+00   1.0348118e+05   3.0341693e+04   1.0745307e+05   3.1699493e+04   1.1142462e+05   3.2965913e+04   1.1536569e+05   3.4106687e+04   1.1924013e+05   3.5080709e+04   1.2300485e+05   3.5838820e+04   1.9032462e+05   5.5453179e+04   2.9170347e+04   8.4991027e+03   0.0000000e+00   0.0000000e+00  -8.1003355e+03   9.7497525e+05
     2.50   1.8935225e+06   6.3996668e+05   2.3685448e+07   4.8210523e+06  -1.5107745e+07   0.0000000e+00  -1.1271867e+03  -4.2124259e+03  -1.2518581e+03  -4.6655047e+03  -1.3943277e+03  -5.1812776e+03  -1.5576914e+03  -5.7703256e+03  -1.7456569e+03  -6.4452716e+03  -1.9626751e+03  -7.2212119e+03  -3.0859927e+03  -1.1354201e+04  -2.8626034e+02  -1.0532291e+03   0.0000000e+00   0.0000000e+00   1.0718897e+05   4.2880313e+04   1.1145987e+05   4.5229528e+04   1.1576275e+05   4.7592277e+04   1.2007131e+05   4.9946753e+04   1.2435367e+05   5.2265828e+04   1.2857151e+05   5.4516021e+04   2.0215814e+05   8.5717725e+04   1.8752428e+04   7.9512777e+03   0.0000000e+00   0.0000000e+00  -1.1753213e+04   9.6052835e+05
     2.60   1.9485875e+06   8.5421676e+05   2.3663685e+07   6.3220328e+06  -1.5509037e+07   0.0000000e+00  -9.1845761e+02  -4.0135125e+03  -1.0227475e+03  -4.4446544e+03  -1.1427639e+03  -4.9361142e+03  -1.2814029e+03  -5.4982435e+03  -1.4421631e+03  -6.1434289e+03  -1.6292812e+03  -6.8865317e+03  -2.5694859e+03  -1.0860523e+04  -1.0471328e+02  -4.4259476e+02   0.0000000e+00   0.0000000e+00   1.1048027e+05   5.5189803e+04   1.1504589e+05   5.8528172e+04   1.1967815e+05   6.1986893e+04   1.2435508e+05   6.5557094e+04   1.2904966e+05   6.9226193e+04   1.3372903e+05   7.2977067e+04   2.1089966e+05   1.1508974e+05   8.5947135e+03   4.6902081e+03   0.0000000e+00   0.0000000e+00  -1.5874620e+04   9.4288719e+05
     2.70   1.9943924e+06   1.0614768e+06   2.3638517e+07   7.7816545e+06  -1.5841184e+07   0.0000000e+00  -7.1258909e+02  -3.7862695e+03  -7.9629571e+02  -4.1911216e+03  -8.9348818e+02  -4.6530716e+03  -1.0068090e+03  -5.1820605e+03  -1.1394793e+03  -5.7900168e+03  -1.2954353e+03  -6.4912948e+03  -2.0004999e+03  -1.0024302e+04  -1.2930172e+01  -6.4791781e+01   0.0000000e+00   0.0000000e+00   1.1332775e+05   6.7178089e+04   1.1818062e+05   7.1493472e+04   1.2313671e+05   7.6036733e+04   1.2817883e+05   8.0812264e+04   1.3328539e+05   8.5822431e+04   1.3842957e+05   9.1066956e+04   2.1377243e+05   1.4063183e+05   1.3817118e+03   9.0896970e+02   0.0000000e+00   0.0000000e+00  -2.0355611e+04   9.2220008e+05
     2.80   2.0304623e+06   1.2599312e+06   2.3610216e+07   9.1905062e+06  -1.6101545e+07   0.0000000e+00  -5.1287378e+02  -3.5355414e+03  -5.7623676e+02  -3.9103955e+03  -6.5074155e+02  -4.3383750e+03  -7.3873213e+02  -4.8288421e+03  -8.4309400e+02  -5.3930600e+03  -9.7163071e+02  -6.0711322e+03  -1.4056088e+03  -8.7827986e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.1570494e+05   7.8754315e+04   1.2083420e+05   8.4024635e+04   1.2610475e+05   8.9629846e+04   1.3150460e+05   9.5587774e+04   1.3701802e+05   1.0191596e+05   1.4325038e+05   1.0910774e+05   2.0723305e+05   1.5784063e+05   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -2.5083243e+04   8.9862702e+05
     2.90   2.0563848e+06   1.4478585e+06   2.3579069e+07   1.0539398e+07  -1.6287742e+07   0.0000000e+00  -3.2239726e+02  -3.2667227e+03  -3.6609863e+02  -3.6086320e+03  -4.1856662e+02  -3.9990602e+03  -4.8181350e+02  -4.4466420e+03  -5.5834389e+02  -4.9617901e+03  -6.8302019e+02  -5.8279116e+03  -8.4830742e+02  -7.2382350e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.1758647e+05   8.9829756e+04   1.2297778e+05   9.6023059e+04   1.2854946e+05   1.0265651e+05   1.3429504e+05   1.0976139e+05   1.4020507e+05   1.1737046e+05   1.5339434e+05   1.3163458e+05   1.9051495e+05   1.6348944e+05   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -2.9942837e+04   8.7233882e+05
     3.00   2.0718184e+06   1.6236590e+06   2.3545369e+07   1.1819446e+07  -1.6397693e+07   0.0000000e+00  -1.4391870e+02  -2.9856145e+03  -1.6906543e+02  -3.2924890e+03  -2.0064904e+02  -3.6427845e+03  -2.4033066e+02  -4.0442841e+03  -2.9020483e+02  -4.5063951e+03  -4.0127560e+02  -5.7312112e+03  -3.8800789e+02  -5.5417155e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.1894842e+05   1.0031874e+05   1.2458385e+05   1.0739336e+05   1.3043923e+05   1.1501041e+05   1.3651390e+05   1.2321445e+05   1.4280498e+05   1.3205333e+05   1.6976587e+05   1.6097824e+05   1.6415277e+05   1.5565568e+05   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -3.4820257e+04   8.4351622e+05
     3.10   2.0765017e+06   1.7858802e+06   2.3509417e+07   1.3022163e+07  -1.6429652e+07   0.0000000e+00   2.0257772e+01  -2.6982589e+03   1.2172791e+01  -2.9689355e+03  -1.4250135e-01  -3.2776049e+03  -1.7994350e+01  -3.6311064e+03  -4.3056530e+01  -4.0377226e+03  -9.7448632e+01  -5.6696189e+03  -6.6306638e+01  -3.8577594e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.1976864e+05   1.1013952e+05   1.2562665e+05   1.1804439e+05   1.3174417e+05   1.2658974e+05   1.3812652e+05   1.3583312e+05   1.4477764e+05   1.4583713e+05   1.9080996e+05   1.9706135e+05   1.2983217e+05   1.3408578e+05   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -3.9604176e+04   8.1234893e+05
     3.20   2.0702599e+06   1.9332393e+06   2.3471519e+07   1.4139545e+07  -1.6382240e+07   0.0000000e+00   1.6842107e+02  -2.4107520e+03   1.7558359e+02  -2.6450333e+03   1.8052453e+02  -2.9117257e+03   1.8227914e+02  -3.2166660e+03   1.7958450e+02  -3.5669352e+03   2.3761435e+02  -5.5249236e+03   1.0116422e+02  -2.3522343e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.2002711e+05   1.1921519e+05   1.2608255e+05   1.2789019e+05   1.3243647e+05   1.3729833e+05   1.3910031e+05   1.4750967e+05   1.4608498e+05   1.5860103e+05   2.1342068e+05   2.3742832e+05   9.0863781e+04   1.0108502e+05   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -4.4188257e+04   7.7903461e+05
     3.30   2.0530113e+06   2.0646426e+06   2.3431977e+07   1.5164169e+07  -1.6254484e+07   0.0000000e+00   2.9960009e+02  -2.1290320e+03   3.1996949e+02  -2.3276903e+03   3.3986215e+02  -2.5532085e+03   3.5862364e+02  -2.8104013e+03   3.7536989e+02  -3.1051170e+03   5.8691418e+02  -5.1981032e+03   1.3142550e+02  -1.1639918e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.1970621e+05   1.2747445e+05   1.2593039e+05   1.3685097e+05   1.3249089e+05   1.4704673e+05   1.3940529e+05   1.5814366e+05   1.4669154e+05   1.7023214e+05   2.3295764e+05   2.7678813e+05   5.2165334e+04   6.1980131e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -4.8473219e+04   7.4377780e+05
     3.40   2.0247709e+06   2.1792010e+06   2.3391093e+07   1.6089279e+07  -1.6045852e+07   0.0000000e+00   4.1371625e+02  -1.8586391e+03   4.4515695e+02  -2.0233774e+03   4.7755205e+02  -2.2096412e+03   5.1050893e+02  -2.4212424e+03   5.4346827e+02  -2.6628149e+03   9.0674672e+02  -4.6310373e+03   7.4639225e+01  -3.8120572e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.1879110e+05   1.3485246e+05   1.2515190e+05   1.4485395e+05   1.3188515e+05   1.5575318e+05   1.3901454e+05   1.6764311e+05   1.4656503e+05   1.8062681e+05   2.4346330e+05   3.0687285e+05   2.0040781e+04   2.5260363e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -5.2368735e+04   7.0678889e+05
     3.50   1.9856532e+06   2.2762407e+06   2.3349161e+07   1.6908880e+07  -1.5756285e+07   0.0000000e+00   5.1173180e+02  -1.6044388e+03   5.5218696e+02  -1.7378001e+03   5.9469112e+02  -1.8877461e+03   6.3905020e+02  -2.0571469e+03   6.8495541e+02  -2.2494908e+03   1.1319831e+03  -3.8184748e+03   8.2985242e+00  -2.7993090e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.1727001e+05   1.4129148e+05   1.2373203e+05   1.5183425e+05   1.3060039e+05   1.6334456e+05   1.3790473e+05   1.7592554e+05   1.4567692e+05   1.8969188e+05   2.3809200e+05   3.1668738e+05   1.7454432e+03   2.3216229e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -5.5795112e+04   6.6828291e+05
     3.60   1.9358725e+06   2.3553113e+06   2.3306466e+07   1.7617827e+07  -1.5386227e+07   0.0000000e+00   5.9577011e+02  -1.3703012e+03   6.4348034e+02  -1.4755097e+03   6.9401598e+02  -1.5929111e+03   7.4730975e+02  -1.7245348e+03   8.2041782e+02  -1.9135941e+03   1.1949975e+03  -2.8309270e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.1513451e+05   1.4674163e+05   1.2165932e+05   1.5773555e+05   1.2862153e+05   1.6975728e+05   1.3605657e+05   1.8291897e+05   1.4704819e+05   2.0160259e+05   2.1154266e+05   2.9570714e+05   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -5.8684729e+04   6.2847845e+05
     3.70   1.8757396e+06   2.4161881e+06   2.3263286e+07   1.8211909e+07  -1.4936649e+07   0.0000000e+00   6.6916042e+02  -1.1587368e+03   7.2291913e+02  -1.2394525e+03   7.8003742e+02  -1.3286320e+03   8.4050674e+02  -1.4275983e+03   1.0226896e+03  -1.7405920e+03   1.0988736e+03  -1.8801939e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.1237982e+05   1.5116139e+05   1.1892619e+05   1.6251086e+05   1.2593771e+05   1.7493800e+05   1.3345527e+05   1.8856280e+05   1.5984043e+05   2.3034448e+05   1.6994860e+05   2.4889154e+05   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -6.0983191e+04   5.8759645e+05
     3.80   1.8056553e+06   2.4588711e+06   2.3219882e+07   1.8687928e+07  -1.4409056e+07   0.0000000e+00   7.3633074e+02  -9.7052211e+02   7.9574398e+02  -1.0304926e+03   8.5895441e+02  -1.0959015e+03   9.2596687e+02  -1.1675209e+03   1.2902428e+03  -1.6116585e+03   8.8255052e+02  -1.0986133e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0900506e+05   1.5451814e+05   1.1552927e+05   1.6612302e+05   1.2254257e+05   1.7884431e+05   1.3009093e+05   1.9280854e+05   1.7851025e+05   2.6983165e+05   1.2112742e+05   1.8543892e+05   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -6.2650173e+04   5.4585905e+05
     3.90   1.7260987e+06   2.4835775e+06   2.3176501e+07   1.9043758e+07  -1.3805476e+07   0.0000000e+00   8.0245938e+02  -8.0440205e+02   8.6814311e+02  -8.4701945e+02   9.3817486e+02  -8.9268893e+02   1.0125726e+03  -9.4178113e+02   1.5975113e+03  -1.4483667e+03   5.9949570e+02  -5.3719408e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0501343e+05   1.5678858e+05   1.1146967e+05   1.6854522e+05   1.1843464e+05   1.8144531e+05   1.2595896e+05   1.9562049e+05   1.9571887e+05   3.0969810e+05   7.2971818e+04   1.1662163e+05   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -6.3659945e+04   5.0348839e+05
     4.00   1.6376101e+06   2.4907267e+06   2.3133377e+07   1.9278381e+07  -1.3128436e+07   0.0000000e+00   8.7283972e+02  -6.5702880e+02   9.4646250e+02  -6.8485476e+02   1.0253337e+03  -7.1379568e+02   1.1095438e+03  -7.4392785e+02   1.9064285e+03  -1.2171785e+03   3.0924627e+02  -1.9316664e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0041245e+05   1.5795902e+05   1.0675317e+05   1.6976135e+05   1.1361756e+05   1.8272201e+05   1.2106037e+05   1.9697625e+05   2.0454619e+05   3.3840653e+05   3.2966570e+04   5.4969530e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -6.4001556e+04   4.6070544e+05
     4.10   1.5407722e+06   2.4809163e+06   2.3090723e+07   1.9391895e+07  -1.2380911e+07   0.0000000e+00   9.5204227e+02  -5.2330174e+02   1.0361456e+03  -5.3768727e+02   1.1269459e+03  -5.5140843e+02   1.2247184e+03  -5.6427872e+02   2.1593522e+03  -9.1367565e+02   7.9940446e+01  -3.2525546e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   9.5214071e+04   1.5802562e+05   1.0139044e+05   1.6976627e+05   1.0810036e+05   1.8266763e+05   1.1540209e+05   1.9686702e+05   1.9934308e+05   3.4474640e+05   7.3209337e+03   1.2740183e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -6.3678688e+04   4.1772883e+05
     4.20   1.4361955e+06   2.4548939e+06   2.3048737e+07   1.9385653e+07  -1.1566366e+07   0.0000000e+00   1.0431172e+03  -3.9715087e+02   1.1407346e+03  -3.9809068e+02   1.2471474e+03  -3.9642407e+02   1.3646788e+03  -3.9209201e+02   2.2642593e+03  -5.5995017e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   8.9434794e+04   1.5699449e+05   9.5397178e+04   1.6856593e+05   1.0189759e+05   1.8128783e+05   1.0913232e+05   1.9554180e+05   1.7655131e+05   3.1947957e+05   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -6.2709174e+04   3.7477370e+05
     4.30   1.3246213e+06   2.4137485e+06   2.3007599e+07   1.9262525e+07  -1.0688874e+07   0.0000000e+00   1.1471222e+03  -2.7257682e+02   1.2613153e+03  -2.5885536e+02   1.3870423e+03  -2.4016023e+02   1.6311619e+03  -2.2715700e+02   2.1806423e+03  -2.1932137e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   8.3095749e+04   1.5488172e+05   8.8794198e+04   1.6617745e+05   9.5029515e+04   1.7860068e+05   1.0876320e+05   2.0536839e+05   1.4130089e+05   2.6829403e+05   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -6.1124207e+04   3.3205059e+05
     4.40   1.2067297e+06   2.3585083e+06   2.2967470e+07   1.9024497e+07  -9.7519315e+06   0.0000000e+00   1.2631086e+03  -1.4461146e+02   1.3965595e+03  -1.1417248e+02   1.5448294e+03  -7.5816685e+01   2.0624084e+03  -2.2244810e+01   1.9352168e+03   4.7583778e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   7.6222699e+04   1.5171323e+05   8.1607470e+04   1.6262894e+05   8.7522109e+04   1.7463662e+05   1.1290058e+05   2.2562017e+05   1.0282623e+05   2.0578666e+05   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -5.8967253e+04   2.8976434e+05
     4.50   1.0831264e+06   2.2900901e+06   2.2928493e+07   1.8675686e+07  -8.7600164e+06   0.0000000e+00   1.3884723e+03  -9.9294703e+00   1.5432089e+03   3.9667790e+01   1.7164597e+03   1.0073473e+02   2.6123321e+03   2.6348838e+02   1.5563496e+03   2.0666122e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   6.8846019e+04   1.4752463e+05   7.3868116e+04   1.5795935e+05   7.9407120e+04   1.6943821e+05   1.1596958e+05   2.4674878e+05   6.7078079e+04   1.4240109e+05   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -5.6292708e+04   2.4811304e+05
     4.60   9.5442181e+05   2.2094373e+06   2.2890795e+07   1.8220957e+07  -7.7179220e+06   0.0000000e+00   1.5194619e+03   1.3295431e+02   1.6967157e+03   2.0410961e+02   1.8964394e+03   2.9083852e+02   3.2115303e+03   6.3668128e+02   1.0981465e+03   2.4969936e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   6.1000616e+04   1.4236084e+05   6.5612335e+04   1.5221807e+05   7.0721993e+04   1.6305976e+05   1.1433248e+05   2.6134098e+05   3.7992495e+04   8.6338636e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -5.3164328e+04   2.0728704e+05
     4.70   8.2123315e+05   2.1175150e+06   2.2854487e+07   1.7665864e+07  -6.6307611e+06   0.0000000e+00   1.6516714e+03   2.8380346e+02   1.8518302e+03   3.7853878e+02   2.0785261e+03   4.9338167e+02   3.7734652e+03   1.0705515e+03   6.3630886e+02   1.9783666e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   5.2725798e+04   1.3627571e+05   5.6881284e+04   1.4546453e+05   6.1509756e+04   1.5556683e+05   1.0632646e+05   2.6465477e+05   1.7447407e+04   4.3006899e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -4.9653475e+04   1.6746800e+05
     4.80   6.8418634e+05   2.0153071e+06   2.2819663e+07   1.7016592e+07  -5.5039648e+06   0.0000000e+00   1.7804403e+03   4.4095057e+02   2.0030570e+03   5.6067253e+02   2.2562459e+03   7.0530712e+02   4.2074716e+03   1.5112359e+03   2.5569770e+02   9.8528095e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   4.4065101e+04   1.2933148e+05   4.7720892e+04   1.3776759e+05   5.1818833e+04   1.4703559e+05   9.2069248e+04   2.5475756e+05   5.4541846e+03   1.4871850e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -4.5837234e+04   1.2882800e+05
     4.90   5.4391706e+05   1.9038151e+06   2.2786405e+07   1.6279919e+07  -4.3432786e+06   0.0000000e+00   1.9011512e+03   6.0164783e+02   2.1449853e+03   7.4699781e+02   2.4232574e+03   9.2215734e+02   4.4350656e+03   1.8902346e+03   3.3694937e+01   1.5235969e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   3.5066052e+04   1.2159821e+05   3.8181621e+04   1.2920485e+05   4.1702799e+04   1.3755207e+05   7.3074264e+04   2.3229174e+05   5.4259293e+02   1.6875710e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -4.1796440e+04   9.1528711e+04
     5.00   4.0107063e+05   1.7840558e+06   2.2754780e+07   1.5463373e+07  -3.1548396e+06   0.0000000e+00   2.0094473e+03   7.6241440e+02   2.2725264e+03   9.3319042e+02   2.5875376e+03   1.1451894e+03   4.4150912e+03   2.1460048e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.5779893e+04   1.1315300e+05   2.8318171e+04   1.1986191e+05   3.1384863e+04   1.2785676e+05   5.1849043e+04   2.0032497e+05   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -3.7613674e+04   5.5720672e+04
