





     Time        HydroFxi        HydroFyi        HydroFzi        HydroMxi        HydroMyi        HydroMzi        M1N1FDxi        M1N1FDyi        M1N2FDxi        M1N2FDyi        M1N3FDxi        M1N3FDyi        M1N4FDxi        M1N4FDyi        M1N5FDxi        M1N5FDyi        M1N6FDxi        M1N6FDyi        M1N7FDxi        M1N7FDyi        M1N8FDxi        M1N8FDyi        M1N9FDxi        M1N9FDyi        M1N1FIxi        M1N1FIyi        M1N2FIxi        M1N2FIyi        M1N3FIxi        M1N3FIyi        M1N4FIxi        M1N4FIyi        M1N5FIxi        M1N5FIyi        M1N6FIxi        M1N6FIyi        M1N7FIxi        M1N7FIyi        M1N8FIxi        M1N8FIyi        M1N9FIxi        M1N9FIyi        J1FDzi          J1FIzi
     8.90  -7.2325641e+05  -2.8280378e+05   2.2776306e+07  -3.3461092e+06   6.4011506e+06   0.0000000e+00  -1.2929345e+03   8.3143389e-01  -1.4595764e+03  -4.8319669e+01  -1.6531833e+03  -1.1179247e+02  -1.8790684e+03  -1.9339436e+02  -2.4946812e+03  -3.5970434e+02  -2.7646201e+03  -5.1338410e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -3.9138112e+04  -1.2927946e+04  -3.9838084e+04  -1.0695922e+04  -4.0455090e+04  -7.9366360e+03  -4.0974963e+04  -4.5713231e+03  -4.7337096e+04   1.1004184e+02  -4.5325407e+04   6.2239530e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   6.7291593e+03   3.2904625e+04
     9.00  -5.8984923e+05  -2.2036302e+05   2.2788664e+07  -3.0211445e+06   5.4025277e+06   0.0000000e+00  -1.3536641e+03  -8.0804863e+00  -1.5246383e+03  -5.6162876e+01  -1.7224469e+03  -1.1781171e+02  -1.9522190e+03  -1.9653254e+02  -2.5285449e+03  -3.4839070e+02  -2.9717273e+03  -5.2488530e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -3.0744602e+04  -8.4368494e+03  -3.0778179e+04  -5.5363884e+03  -3.0658490e+04  -2.0165754e+03  -3.0362327e+04   2.2144959e+03  -3.3408879e+04   8.8718430e+03  -3.2713154e+04   1.6952239e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   5.8747879e+03   4.6116783e+04
     9.10  -4.5558832e+05  -1.6095006e+05   2.2800298e+07  -2.7049966e+06   4.3944804e+06   0.0000000e+00  -1.4010350e+03  -1.3530176e+01  -1.5740946e+03  -5.9364730e+01  -1.7734422e+03  -1.1771291e+02  -2.0039409e+03  -1.9171267e+02  -2.5497371e+03  -3.2879215e+02  -3.1095006e+03  -5.1224443e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -2.2366194e+04  -4.2079984e+03  -2.1749053e+04  -6.9497347e+02  -2.0910695e+04   3.5211820e+03  -1.9819143e+04   8.5443987e+03  -2.0240495e+04   1.6808064e+04  -1.8844406e+04   2.7387429e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   5.0274834e+03   5.8597510e+04
     9.20  -3.2134300e+05  -1.0530988e+05   2.2811163e+07  -2.4013198e+06   3.3819493e+06   0.0000000e+00  -1.4343064e+03  -1.5471957e+01  -1.6072237e+03  -5.7966389e+01  -1.8054971e+03  -1.1166721e+02  -2.0336518e+03  -1.7929447e+02  -2.5578484e+03  -3.0140903e+02  -3.1754378e+03  -4.7693813e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -1.4050063e+04  -2.8431084e+02  -1.2802676e+04   3.7796152e+03  -1.1269081e+04   8.6213170e+03  -9.4088894e+03   1.4355513e+04  -7.6296709e+03   2.4021102e+04  -4.3972597e+03   3.7013084e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   4.2046457e+03   7.0285592e+04
     9.30  -1.8797223e+05  -5.4127303e+04   2.2821218e+07  -2.1135499e+06   2.3698550e+06   0.0000000e+00  -1.4530575e+03  -1.4014276e+01  -1.6236783e+03  -5.2200336e+01  -1.8183773e+03  -1.0008090e+02  -2.0412837e+03  -1.5992412e+02  -2.5524507e+03  -2.6678404e+02  -3.1703823e+03  -4.2204484e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -5.8426423e+03   3.2943300e+03  -3.9901651e+03   7.8421343e+03  -1.7900426e+03   1.3232460e+04   8.0607821e+02   1.9589461e+04   4.5818119e+03   3.0575275e+04   1.0012872e+04   4.5404167e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   3.4224617e+03   8.1123158e+04
     9.40  -5.6318778e+04  -8.0202120e+03   2.2830424e+07  -1.8448894e+06   1.3630972e+06   0.0000000e+00  -1.4571813e+03  -9.4072617e+00  -1.6234745e+03  -4.2471466e+01  -1.8122705e+03  -8.3567947e+01  -2.0272585e+03  -1.3449552e+02  -2.5334226e+03  -2.2556600e+02  -3.0979730e+03  -3.5185100e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.2104374e+03   6.4912914e+03   4.6382968e+03   1.1451054e+04   7.4710980e+03   1.7307475e+04   1.0764634e+04   2.4192689e+04   1.6519476e+04   3.6507935e+04   2.3832986e+04   5.2224632e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.6956630e+03   9.1055731e+04
     9.50   7.2797133e+04   3.2467419e+04   2.2838742e+07  -1.5982851e+06   3.6654847e+05   0.0000000e+00  -1.4468743e+03  -2.0264784e+00  -1.6069769e+03  -2.9333968e+01  -1.7877638e+03  -6.2917863e+01  -1.9924566e+03  -1.0410627e+02  -2.5009932e+03  -1.7850985e+02  -2.9642314e+03  -2.7145824e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0064475e+04   9.2734952e+03   1.3033600e+04   1.4568906e+04   1.6460258e+04   2.0803866e+04   2.0407074e+04   2.8116931e+04   2.8289075e+04   4.1837384e+04   3.6569245e+04   5.7225760e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.0373102e+03   1.0003235e+05
     9.60   1.9858444e+05   6.6872454e+04   2.2846137e+07  -1.3763978e+06  -6.1495932e+05   0.0000000e+00  -1.4226220e+03   7.6466974e+00  -1.5748770e+03  -1.3464481e+01  -1.7458149e+03  -3.9059519e+01  -1.9381781e+03  -7.0009357e+01  -2.4555685e+03  -1.2644722e+02  -2.7772509e+03  -1.8639054e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.7675887e+04   1.1611805e+04   2.1147928e+04   1.7162734e+04   2.5124844e+04   2.3684288e+04   2.9675403e+04   3.1319801e+04   3.9984675e+04   4.6564604e+04   4.7786937e+04   6.0248114e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.4586072e+03   1.0800578e+05
     9.70   3.2028817e+05   9.4819374e+04   2.2852574e+07  -1.1815665e+06  -1.5766550e+06   0.0000000e+00  -1.3851795e+03   1.9047655e+01  -1.5281680e+03   4.3679349e+00  -1.6877176e+03  -1.3021556e+01  -1.8660961e+03  -3.3561274e+01  -2.3974644e+03  -7.0269256e+01  -2.5469059e+03  -1.0219276e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.5002465e+04   1.3481492e+04   2.8935055e+04   1.9204628e+04   3.3414094e+04   2.5917169e+04   3.8513729e+04   3.3765505e+04   5.1688484e+04   5.0668882e+04   5.7116846e+04   6.1227011e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   9.6874720e+02   1.1493275e+05
     9.80   4.3719655e+05   1.1602668e+05   2.2858022e+07  -1.0157654e+06  -2.5138559e+06   0.0000000e+00  -1.3355472e+03   3.1553609e+01  -1.4681125e+03   2.3334403e+01  -1.6150599e+03   1.4109740e+01  -1.7782030e+03   3.8321187e+00  -2.3266762e+03  -1.0950389e+01  -2.2844850e+03  -2.4021205e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   3.2003706e+04   1.4862757e+04   3.6350719e+04   2.0672331e+04   4.1279504e+04   2.7477410e+04   4.6868745e+04   3.5425650e+04   6.3462178e+04   5.4099802e+04   6.4268181e+04   6.0199116e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   5.7479556e+02   1.2077433e+05
     9.90   5.4864811e+05   1.3031273e+05   2.2862451e+07  -8.8055907e+05  -3.4220020e+06   0.0000000e+00  -1.2749423e+03   4.4510519e+01  -1.3962059e+03   4.2580599e+01  -1.5296771e+03   4.1234022e+01  -1.6767495e+03   4.0770643e+01  -2.2427911e+03   5.0383173e+01  -2.0021842e+03   4.3753010e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   3.8641196e+04   1.5741299e+04   4.3353065e+04   2.1549892e+04   4.8675333e+04   2.8347140e+04   5.4690315e+04   3.6280125e+04   7.5332148e+04   5.6769525e+04   6.9045570e+04   5.7306412e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.8161361e+02   1.2549622e+05
    10.00   6.5403861e+05   1.3760063e+05   2.2865834e+07  -7.7705462e+05  -4.2966966e+06   0.0000000e+00  -1.2047654e+03   5.7261117e+01  -1.3141342e+03   6.1261874e+01  -1.4335985e+03   6.7280607e+01  -1.5641785e+03   7.5913906e+01  -2.1450890e+03   1.1236193e+02  -1.7124461e+03   9.7888760e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   4.4879059e+04   1.6108902e+04   4.9903153e+04   2.1828353e+04   5.5559182e+04   2.8516508e+04   6.1932127e+04   3.6318002e+04   8.7272870e+04   5.8549455e+04   7.1365944e+04   5.2793704e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   9.1826690e+01   1.2906918e+05
    10.10   7.5282767e+05   1.3792216e+05   2.2868148e+07  -7.0585581e+05  -5.1337520e+06   0.0000000e+00  -1.1265632e+03   6.9173105e+01  -1.2237282e+03   7.8577963e+01  -1.3289911e+03   9.1250811e+01  -1.4430544e+03   1.0803248e+02  -2.0328159e+03   1.7329757e+02  -1.4271926e+03   1.3651874e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   5.0684443e+04   1.5964005e+04   5.5965506e+04   2.1506400e+04   6.1892623e+04   2.7984443e+04   6.8552409e+04   3.5538433e+04   9.9193204e+04   5.9274480e+04   7.1270604e+04   4.6996801e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   5.8397891e+00   1.3146944e+05
    10.20   8.4454484e+05   1.3142012e+05   2.2869330e+07  -6.6702067e+05  -5.9292380e+06   0.0000000e+00  -1.0419882e+03   7.9666473e+01  -1.1269148e+03   9.3805949e+01  -1.2181003e+03   1.1225723e+02  -1.3159913e+03   1.3605409e+02  -1.9055607e+03   2.3116495e+02  -1.1570411e+03   1.5924873e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   5.6028023e+04   1.5312229e+04   6.1508695e+04   2.0590987e+04   6.7641854e+04   2.6759377e+04   7.4514682e+04   3.3951476e+04   1.1092989e+05   5.8756224e+04   6.8928347e+04   4.0320365e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -2.1902051e+01   1.3267901e+05
    10.30   9.2879493e+05   1.1834924e+05   2.2869223e+07  -6.6002581e+05  -6.6795335e+06   0.0000000e+00  -9.5275692e+02   8.8238815e+01  -1.0256668e+03   1.0633012e+02  -1.1031900e+03   1.2955834e+02  -1.1855820e+03   1.5910274e+02  -1.7636378e+03   2.8367082e+02  -9.1061730e+02   1.6708808e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   6.0884528e+04   1.4166828e+04   6.6505920e+04   1.9097853e+04   7.2778366e+04   2.4859845e+04   7.9788512e+04   3.1578806e+04   1.2225111e+05   5.6804566e+04   6.4627047e+04   3.3206578e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -1.3621991e+02   1.3268612e+05
    10.40   1.0052623e+06   9.9075124e+04   2.2867815e+07  -6.8374029e+05  -7.3813761e+06   0.0000000e+00  -8.6060659e+02   9.4487503e+01  -9.2195323e+02   1.1566741e+02  -9.8648519e+02   1.4258686e+02  -1.0543304e+03   1.7652911e+02  -1.6083778e+03   3.2841553e+02  -6.9406779e+02   1.6221640e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   6.5233229e+04   1.2549020e+04   7.0935574e+04   1.7051918e+04   7.7279584e+04   2.2314954e+04   8.4350241e+04   2.8454260e+04   1.3287080e+05   5.3254706e+04   5.8753172e+04   2.6097857e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -3.4311643e+02   1.3148549e+05
    10.50   1.0737144e+06   7.4071261e+04   2.2865116e+07  -7.3641157e+05  -8.0319108e+06   0.0000000e+00  -7.6725374e+02   9.8127675e+01  -8.1769136e+02   1.2148722e+02  -8.7011766e+02   1.5097062e+02  -9.2459199e+02   1.8793100e+02  -1.4422540e+03   3.6312797e+02  -5.1084307e+02   1.4762202e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   6.9058408e+04   1.0488176e+04   7.4781766e+04   1.4487503e+04   8.1129452e+04   1.9164648e+04   8.8183650e+04   2.4624154e+04   1.4247254e+05   4.7995531e+04   5.1760901e+04   1.9398325e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -6.3523230e+02   1.2907858e+05
    10.60   1.1340034e+06   4.3913913e+04   2.2861143e+07  -8.1566582e+05  -8.6287329e+06   0.0000000e+00  -6.7435453e+02   9.9005131e+01  -7.1470358e+02   1.2362475e+02  -7.5607879e+02   1.5454520e+02  -7.9852183e+02   1.9316308e+02  -1.2688153e+03   3.8593295e+02  -3.6177100e+02   1.2667102e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   7.2349748e+04   8.0218284e+03   7.8034763e+04   1.1448350e+04   8.4318936e+04   1.5459736e+04   9.1280531e+04   2.0147334e+04   1.5073968e+05   4.0994483e+04   4.4134336e+04   1.3439274e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -1.0037619e+03   1.2547380e+05
    10.70   1.1860671e+06   9.2748659e+03   2.2855921e+07  -9.1852439e+05  -9.1699254e+06   0.0000000e+00  -5.8346902e+02   9.7103494e+01  -6.1467908e+02   1.2208721e+02  -6.4617975e+02   1.5335779e+02  -6.7803549e+02   1.9233616e+02  -1.0924395e+03   3.9560080e+02  -2.4539111e+02   1.0267660e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   7.5102647e+04   5.1954757e+03   8.0691336e+04   7.9874127e+03   8.6846413e+04   1.1261668e+04   9.3641119e+04   1.5094922e+04   1.5738749e+05   3.2314524e+04   3.6347512e+04   8.4534620e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -1.4387163e+03   1.2068662e+05
    10.80   1.2299280e+06  -2.9087944e+04   2.2849483e+07  -1.0414375e+06  -9.6540866e+06   0.0000000e+00  -4.9603047e+02   9.2545229e+01  -5.1914257e+02   1.1705272e+02  -5.4202119e+02   1.4766245e+02  -5.6478160e+02   1.8580660e+02  -9.1796066e+02   3.9173168e+02  -1.5847895e+02   7.8533279e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   7.7318416e+04   2.0621742e+03   8.2754983e+04   4.1663861e+03   8.8717913e+04   6.6419995e+03   9.5274367e+04   9.5497254e+03   1.6219257e+05   2.2120075e+04   2.8827209e+04   4.5616819e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -1.9292031e+03   1.1473958e+05
    10.90   1.2656912e+06  -7.0341814e+04   2.2841871e+07  -1.1803357e+06  -1.0080349e+07   0.0000000e+00  -4.1332030e+02   8.5586462e+01  -4.2943059e+02   1.0886200e+02  -4.4497262e+02   1.3790740e+02  -4.6012745e+02   1.7415718e+02  -7.5024013e+02   3.7484247e+02  -9.6667212e+01   5.6463129e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   7.9004362e+04  -1.3181028e+03   8.4236008e+04   5.4983765e+01   8.9947203e+04   1.6815771e+03   9.6198031e+04   3.6053032e+03   1.6501544e+05   1.0670728e+04   2.1923026e+04   1.7730656e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -2.4637128e+03   1.0766222e+05
    11.00   1.2935404e+06  -1.1359250e+05   2.2833133e+07  -1.3306983e+06  -1.0448385e+07   0.0000000e+00  -3.3644945e+02   7.6605817e+01  -3.4667560e+02   9.8003367e+01  -3.5616155e+02   1.2471509e+02  -3.6515624e+02   1.5817103e+02  -5.9375626e+02   3.4634478e+02  -5.5069043e+01   3.7895838e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   8.0173726e+04  -4.8793274e+03   8.5151441e+04  -4.2700493e+03   9.0555686e+04  -3.5305932e+03   9.6438547e+04  -2.6353172e+03   1.6581343e+05  -1.6963739e+03   1.5887901e+04  -1.6278917e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -3.0304024e+03   9.9490957e+04
    11.10   1.3137330e+06  -1.5789907e+05   2.2823324e+07  -1.4876381e+06  -1.0758403e+07   0.0000000e+00  -2.6634619e+02   6.6087756e+01  -2.7179770e+02   8.5091748e+01  -2.7647140e+02   1.0885620e+02  -2.8067466e+02   1.3880025e+02  -4.5227146e+02   3.0842386e+02  -2.8824644e+01   2.3478559e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   8.0845481e+04  -8.5504918e+03   8.5524797e+04  -8.7261669e+03   9.0572114e+04  -8.8987501e+03   9.6030690e+04  -9.0612479e+03   1.6464248e+05  -1.4592699e+04   1.0870545e+04  -9.2649331e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -3.6173644e+03   9.0268792e+04
    11.20   1.3265935e+06  -2.0229000e+05   2.2812505e+07  -1.6460001e+06  -1.1011130e+07   0.0000000e+00  -2.0375006e+02   5.4601166e+01  -2.0550327e+02   7.0842623e+01  -2.0654707e+02   9.1218780e+01  -2.0722791e+02   1.1713077e+02  -3.2861138e+02   2.6384499e+02  -1.3519291e+01   1.3190380e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   8.1043985e+04  -1.2256870e+04   8.5385670e+04  -1.3226469e+04   9.0032106e+04  -1.4322037e+04   9.5017016e+04  -1.5555640e+04   1.6164851e+05  -2.7608939e+04   6.9194766e+03  -1.2108860e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -4.2128746e+03   8.0045022e+04
    11.30   1.3325064e+06  -2.4578032e+05   2.2800742e+07  -1.8004715e+06  -1.1207780e+07   0.0000000e+00  -1.4921149e+02   4.2774092e+01  -1.4828963e+02   5.6041936e+01  -1.4680621e+02   7.2773587e+01  -1.4511952e+02   9.4344826e+01  -2.2456442e+02   2.1572249e+02  -5.4506071e+00   6.5237902e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   8.0798498e+04  -1.5921434e+04   8.4769159e+04  -1.7681328e+04   8.8977493e+04  -1.9696370e+04   9.3447100e+04  -2.1997828e+04   1.5705026e+05  -4.0345520e+04   3.9967022e+03  -1.0785049e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -4.8056108e+03   6.8874833e+04
    11.40   1.3319071e+06  -2.8738929e+05   2.2788107e+07  -1.9456991e+06  -1.1350020e+07   0.0000000e+00  -1.0309633e+02   3.1265657e+01  -1.0045434e+02   4.1513075e+01  -9.7454604e+01   5.4536777e+01  -9.4432496e+01   7.1682154e+01  -1.4088433e+02   1.6728835e+02  -1.7493258e+00   2.6920578e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   8.0142567e+04  -1.9466380e+04   8.3715165e+04  -2.2000148e+04   8.7455491e+04  -2.4916454e+04   9.1376574e+04  -2.8265643e+04   1.5111666e+05  -5.2438801e+04   1.9980479e+03  -7.3961687e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -5.3848380e+03   5.6818832e+04
    11.50   1.3252735e+06  -3.2615819e+05   2.2774675e+07  -2.0764119e+06  -1.1439910e+07   0.0000000e+00  -6.5594421e+01   2.0736309e+01  -6.2108161e+01   2.8082026e+01  -5.8503502e+01   3.7531194e+01  -5.5047373e+01   5.0402210e+01  -7.7353653e+01   1.2169330e+02  -3.7664327e-01   8.2585219e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   7.9113313e+04  -2.2814719e+04   8.2267552e+04  -2.6093189e+04   8.5517733e+04  -2.9877894e+04   8.8866015e+04  -3.4237844e+04   1.4414221e+05  -6.3579861e+04   7.7660450e+02  -3.6986437e+02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -5.9405586e+03   4.3942543e+04
    11.60   1.3131160e+06  -3.6116802e+05   2.2760525e+07  -2.1875429e+06  -1.1479859e+07   0.0000000e+00  -3.6731285e+01   1.1817559e+01  -3.3190443e+01   1.6541934e+01  -2.9786694e+01   2.2748373e+01  -2.6646483e+01   3.1753585e+01  -3.2823807e+01   8.1866426e+01  -3.1226349e-02   1.3207354e-01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   7.7750624e+04  -2.5891876e+04   8.0473222e+04  -2.9873421e+04   8.3219201e+04  -3.4479319e+04   8.5979707e+04  -3.9796562e+04   1.3642358e+05  -7.3524331e+04   1.6589960e+02  -9.7596846e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -6.4636252e+03   3.0315856e+04
    11.70   1.2959682e+06  -3.9155624e+05   2.2745739e+07  -2.2743489e+06  -1.1472548e+07   0.0000000e+00  -1.6382300e+01   5.0823172e+00  -1.3485904e+01   7.6183802e+00  -1.0969842e+01   1.1118479e+01  -8.6559205e+00   1.6974722e+01  -5.0178051e+00   5.0429325e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   7.6096302e+04  -2.8627247e+04   7.8381121e+04  -3.3258315e+04   8.0617075e+04  -3.8624454e+04   8.2784337e+04  -4.4829705e+04   1.2824017e+05  -8.2093248e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -6.9458208e+03   1.6012448e+04
    11.80   1.2743797e+06  -4.1652660e+05   2.2730402e+07  -2.3326115e+06  -1.1420888e+07   0.0000000e+00  -4.2889222e+00   1.0157778e+00  -2.6413859e+00   1.9380051e+00  -1.4798346e+00   3.5398333e+00   2.4360950e-01   7.4157583e+00   1.0538229e+01   2.9388834e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   7.4193171e+04  -3.0955661e+04   7.6041217e+04  -3.6171534e+04   7.7769552e+04  -4.2224077e+04   7.9435585e+04  -4.9295683e+04   1.1988208e+05  -8.9204666e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -7.3799078e+03   1.1091976e+03
    11.90   1.2489125e+06  -4.3538725e+05   2.2714599e+07  -2.3584775e+06  -1.1327912e+07   0.0000000e+00  -6.6083217e-02  -1.1519140e-01   2.0740581e-01   6.2598893e-02   1.6488197e+00   9.8819188e-01   5.2583298e+00   3.6687170e+00   2.2986873e+01   1.7883098e+01   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   7.2084198e+04  -3.2818704e+04   7.3503479e+04  -3.8544467e+04   7.4734678e+04  -4.5197788e+04   7.6024805e+04  -5.3145949e+04   1.1157484e+05  -9.4837066e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -7.7596509e+03  -1.4314400e+04
    12.00   1.2201611e+06  -4.4757714e+05   2.2698416e+07  -2.3489483e+06  -1.1196942e+07   0.0000000e+00   3.2414797e+00  -2.3146950e+00   5.5703144e+00  -2.0929822e+00   9.4301179e+00  -1.3977397e+00   1.5820690e+01   3.2714558e-01   4.2798826e+01   8.2778125e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   6.9811639e+04  -3.4165858e+04   7.0816898e+04  -4.0317552e+04   7.1569207e+04  -4.7475546e+04   7.2551995e+04  -5.6271765e+04   1.0345579e+05  -9.8946295e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -8.0798200e+03  -3.0176811e+04
