
These predictions were generated by MoorDyn (v2.0.02023-09-18) on 02-Oct-2023 at 10:38:20.

 
 
 
      Time            P1FX            P1FY            P1FZ            P2FX            P2FY            P2FZ         L1N20PX         L1N20PY         L1N20PZ          L1N9PX         L1N10PY         L1N10PZ          L1N10T          L1N1PX          L1N1PY          L1N1PZ           L1N1T
   16.6000   1.7595526E+06   0.0000000E+00  -2.5653600E+06  -1.6425445E+06   0.0000000E+00  -5.5079028E+04   7.0896192E+02   0.0000000E+00  -5.2681673E+02   1.1944561E+03   0.0000000E+00  -6.0000377E+02   1.6571403E+06   1.5549397E+03   0.0000000E+00  -6.0000376E+02   1.6427159E+06
   16.8000   1.8302918E+06   0.0000000E+00  -2.6569158E+06  -1.6158227E+06   0.0000000E+00  -5.5076804E+04   7.0881884E+02   0.0000000E+00  -5.2738866E+02   1.1944650E+03   0.0000000E+00  -6.0000377E+02   1.6440789E+06   1.5549408E+03   0.0000000E+00  -6.0000376E+02   1.6161230E+06
   17.0000   1.8715657E+06   0.0000000E+00  -2.7045022E+06  -1.6368359E+06   0.0000000E+00  -5.5078557E+04   7.0866216E+02   0.0000000E+00  -5.2794716E+02   1.1944600E+03   0.0000000E+00  -6.0000377E+02   1.6628435E+06   1.5549403E+03   0.0000000E+00  -6.0000376E+02   1.6371016E+06
   17.2000   1.8745740E+06   0.0000000E+00  -2.6963807E+06  -1.6993955E+06   0.0000000E+00  -5.5083771E+04   7.0848834E+02   0.0000000E+00  -5.2849020E+02   1.1944414E+03   0.0000000E+00  -6.0000377E+02   1.7162478E+06   1.5549381E+03   0.0000000E+00  -6.0000376E+02   1.6995654E+06
   17.4000   1.8568222E+06   0.0000000E+00  -2.6588359E+06  -1.7869794E+06   0.0000000E+00  -5.5091067E+04   7.0830480E+02   0.0000000E+00  -5.2901982E+02   1.1944144E+03   0.0000000E+00  -6.0000377E+02   1.7889375E+06   1.5549350E+03   0.0000000E+00  -6.0000376E+02   1.7870019E+06
   17.6000   1.8443094E+06   0.0000000E+00  -2.6296396E+06  -1.8739081E+06   0.0000000E+00  -5.5098305E+04   7.0812493E+02   0.0000000E+00  -5.2954053E+02   1.1943871E+03   0.0000000E+00  -6.0000377E+02   1.8562868E+06   1.5549317E+03   0.0000000E+00  -6.0000376E+02   1.8737231E+06
   17.8000   1.8524490E+06   0.0000000E+00  -2.6306688E+06  -1.9280939E+06   0.0000000E+00  -5.5102813E+04   7.0796050E+02   0.0000000E+00  -5.3005670E+02   1.1943689E+03   0.0000000E+00  -6.0000377E+02   1.8985060E+06   1.5549296E+03   0.0000000E+00  -6.0000376E+02   1.9277762E+06
   18.0000   1.8816783E+06   0.0000000E+00  -2.6621034E+06  -1.9324885E+06   0.0000000E+00  -5.5103175E+04   7.0781597E+02   0.0000000E+00  -5.3057018E+02   1.1943653E+03   0.0000000E+00  -6.0000377E+02   1.9098331E+06   1.5549292E+03   0.0000000E+00  -6.0000376E+02   1.9322448E+06
   18.2000   1.9244184E+06   0.0000000E+00  -2.7126244E+06  -1.9019224E+06   0.0000000E+00  -5.5100629E+04   7.0768707E+02   0.0000000E+00  -5.3107956E+02   1.1943727E+03   0.0000000E+00  -6.0000377E+02   1.8995551E+06   1.5549303E+03   0.0000000E+00  -6.0000376E+02   1.9019019E+06
   18.4000   1.9697121E+06   0.0000000E+00  -2.7662463E+06  -1.8712395E+06   0.0000000E+00  -5.5098075E+04   7.0756361E+02   0.0000000E+00  -5.3158132E+02   1.1943817E+03   0.0000000E+00  -6.0000377E+02   1.8859285E+06   1.5549314E+03   0.0000000E+00  -6.0000376E+02   1.8714008E+06
   18.6000   2.0044277E+06   0.0000000E+00  -2.8043776E+06  -1.8670954E+06   0.0000000E+00  -5.5097732E+04   7.0743501E+02   0.0000000E+00  -5.3207220E+02   1.1943837E+03   0.0000000E+00  -6.0000377E+02   1.8866447E+06   1.5549317E+03   0.0000000E+00  -6.0000376E+02   1.8673014E+06
   18.8000   2.0189371E+06   0.0000000E+00  -2.8139413E+06  -1.8952315E+06   0.0000000E+00  -5.5100076E+04   7.0729566E+02   0.0000000E+00  -5.3255092E+02   1.1943759E+03   0.0000000E+00  -6.0000377E+02   1.9100732E+06   1.5549308E+03   0.0000000E+00  -6.0000376E+02   1.8953833E+06
   19.0000   2.0151831E+06   0.0000000E+00  -2.7983187E+06  -1.9463736E+06   0.0000000E+00  -5.5104335E+04   7.0714704E+02   0.0000000E+00  -5.3301862E+02   1.1943604E+03   0.0000000E+00  -6.0000377E+02   1.9522153E+06   1.5549290E+03   0.0000000E+00  -6.0000376E+02   1.9464319E+06
   19.2000   2.0063803E+06   0.0000000E+00  -2.7763345E+06  -2.0050221E+06   0.0000000E+00  -5.5109216E+04   7.0699624E+02   0.0000000E+00  -5.3347801E+02   1.1943421E+03   0.0000000E+00  -6.0000377E+02   2.0003117E+06   1.5549269E+03   0.0000000E+00  -6.0000376E+02   2.0049728E+06
   19.4000   2.0071151E+06   0.0000000E+00  -2.7682000E+06  -2.0537621E+06   0.0000000E+00  -5.5113271E+04   7.0685168E+02   0.0000000E+00  -5.3393203E+02   1.1943263E+03   0.0000000E+00  -6.0000377E+02   2.0400435E+06   1.5549250E+03   0.0000000E+00  -6.0000376E+02   2.0536172E+06
   19.6000   2.0236689E+06   0.0000000E+00  -2.7822760E+06  -2.0785674E+06   0.0000000E+00  -5.5115333E+04   7.0671892E+02   0.0000000E+00  -5.3438243E+02   1.1943174E+03   0.0000000E+00  -6.0000377E+02   2.0629501E+06   1.5549240E+03   0.0000000E+00  -6.0000376E+02   2.0784000E+06
   19.8000   2.0531702E+06   0.0000000E+00  -2.8141829E+06  -2.0779520E+06   0.0000000E+00  -5.5115280E+04   7.0659831E+02   0.0000000E+00  -5.3482889E+02   1.1943162E+03   0.0000000E+00  -6.0000377E+02   2.0700653E+06   1.5549239E+03   0.0000000E+00  -6.0000376E+02   2.0778671E+06
   20.0000   2.0883105E+06   0.0000000E+00  -2.8534908E+06  -2.0661398E+06   0.0000000E+00  -5.5114296E+04   7.0648546E+02   0.0000000E+00  -5.3526917E+02   1.1943189E+03   0.0000000E+00  -6.0000377E+02   2.0702905E+06   1.5549244E+03   0.0000000E+00  -6.0000376E+02   2.0661857E+06
   20.2000   2.1208720E+06   0.0000000E+00  -2.8887503E+06  -2.0631527E+06   0.0000000E+00  -5.5114049E+04   7.0637395E+02   0.0000000E+00  -5.3570029E+02   1.1943196E+03   0.0000000E+00  -6.0000377E+02   2.0750570E+06   1.5549245E+03   0.0000000E+00  -6.0000376E+02   2.0632806E+06
   20.4000   2.1438101E+06   0.0000000E+00  -2.9104779E+06  -2.0806310E+06   0.0000000E+00  -5.5115504E+04   7.0625877E+02   0.0000000E+00  -5.3612002E+02   1.1943146E+03   0.0000000E+00  -6.0000377E+02   2.0925187E+06   1.5549240E+03   0.0000000E+00  -6.0000376E+02   2.0807554E+06
   20.6000   2.1544265E+06   0.0000000E+00  -2.9153983E+06  -2.1171642E+06   0.0000000E+00  -5.5118545E+04   7.0613877E+02   0.0000000E+00  -5.3652769E+02   1.1943036E+03   0.0000000E+00  -6.0000377E+02   2.1237967E+06   1.5549227E+03   0.0000000E+00  -6.0000376E+02   2.1172312E+06
   20.8000   2.1569245E+06   0.0000000E+00  -2.9096017E+06  -2.1632991E+06   0.0000000E+00  -5.5122383E+04   7.0601697E+02   0.0000000E+00  -5.3692413E+02   1.1942892E+03   0.0000000E+00  -6.0000377E+02   2.1630081E+06   1.5549210E+03   0.0000000E+00  -6.0000376E+02   2.1632946E+06
   21.0000   2.1602234E+06   0.0000000E+00  -2.9052873E+06  -2.2074898E+06   0.0000000E+00  -5.5126058E+04   7.0589866E+02   0.0000000E+00  -5.3731092E+02   1.1942750E+03   0.0000000E+00  -6.0000377E+02   2.2008256E+06   1.5549194E+03   0.0000000E+00  -6.0000376E+02   2.2074199E+06
   21.2000   2.1717020E+06   0.0000000E+00  -2.9122720E+06  -2.2395701E+06   0.0000000E+00  -5.5128725E+04   7.0578856E+02   0.0000000E+00  -5.3768952E+02   1.1942643E+03   0.0000000E+00  -6.0000377E+02   2.2293071E+06   1.5549182E+03   0.0000000E+00  -6.0000376E+02   2.2394618E+06
   21.4000   2.1927769E+06   0.0000000E+00  -2.9322028E+06  -2.2543770E+06   0.0000000E+00  -5.5129955E+04   7.0568859E+02   0.0000000E+00  -5.3806047E+02   1.1942587E+03   0.0000000E+00  -6.0000377E+02   2.2455986E+06   1.5549175E+03   0.0000000E+00  -6.0000376E+02   2.2542835E+06
   21.6000   2.2196973E+06   0.0000000E+00  -2.9598073E+06  -2.2553413E+06   0.0000000E+00  -5.5130034E+04   7.0559725E+02   0.0000000E+00  -5.3842312E+02   1.1942575E+03   0.0000000E+00  -6.0000377E+02   2.2528417E+06   1.5549175E+03   0.0000000E+00  -6.0000376E+02   2.2553149E+06
   21.8000   2.2467467E+06   0.0000000E+00  -2.9873119E+06  -2.2534337E+06   0.0000000E+00  -5.5129875E+04   7.0551073E+02   0.0000000E+00  -5.3877592E+02   1.1942575E+03   0.0000000E+00  -6.0000377E+02   2.2579075E+06   1.5549175E+03   0.0000000E+00  -6.0000376E+02   2.2534825E+06
   22.0000   2.2686503E+06   0.0000000E+00  -3.0077368E+06  -2.2599372E+06   0.0000000E+00  -5.5130417E+04   7.0542503E+02   0.0000000E+00  -5.3911725E+02   1.1942555E+03   0.0000000E+00  -6.0000377E+02   2.2675656E+06   1.5549173E+03   0.0000000E+00  -6.0000376E+02   2.2600189E+06
   22.2000   2.2822400E+06   0.0000000E+00  -3.0170949E+06  -2.2792138E+06   0.0000000E+00  -5.5132020E+04   7.0533791E+02   0.0000000E+00  -5.3944615E+02   1.1942497E+03   0.0000000E+00  -6.0000377E+02   2.2852354E+06   1.5549167E+03   0.0000000E+00  -6.0000376E+02   2.2792767E+06
   22.4000   2.2879988E+06   0.0000000E+00  -3.0163015E+06  -2.3078233E+06   0.0000000E+00  -5.5134400E+04   7.0524995E+02   0.0000000E+00  -5.3976268E+02   1.1942409E+03   0.0000000E+00  -6.0000377E+02   2.3095789E+06   1.5549157E+03   0.0000000E+00  -6.0000376E+02   2.3078407E+06
   22.6000   2.2902977E+06   0.0000000E+00  -3.0113025E+06  -2.3384015E+06   0.0000000E+00  -5.5136942E+04   7.0516402E+02   0.0000000E+00  -5.4006761E+02   1.1942312E+03   0.0000000E+00  -6.0000377E+02   2.3355727E+06   1.5549145E+03   0.0000000E+00  -6.0000376E+02   2.3383716E+06
   22.8000   2.2949615E+06   0.0000000E+00  -3.0097680E+06  -2.3634840E+06   0.0000000E+00  -5.5139026E+04   7.0508370E+02   0.0000000E+00  -5.4036196E+02   1.1942229E+03   0.0000000E+00  -6.0000377E+02   2.3573233E+06   1.5549136E+03   0.0000000E+00  -6.0000376E+02   2.3634196E+06
   23.0000   2.3055444E+06   0.0000000E+00  -3.0162418E+06  -2.3779519E+06   0.0000000E+00  -5.5140228E+04   7.0501140E+02   0.0000000E+00  -5.4064650E+02   1.1942178E+03   0.0000000E+00  -6.0000377E+02   2.3710368E+06   1.5549130E+03   0.0000000E+00  -6.0000376E+02   2.3778791E+06
   23.2000   2.3215738E+06   0.0000000E+00  -3.0299553E+06  -2.3811187E+06   0.0000000E+00  -5.5140490E+04   7.0494734E+02   0.0000000E+00  -5.4092139E+02   1.1942162E+03   0.0000000E+00  -6.0000377E+02   2.3767221E+06   1.5549129E+03   0.0000000E+00  -6.0000376E+02   2.3810720E+06
   23.4000   2.3397035E+06   0.0000000E+00  -3.0464347E+06  -2.3776695E+06   0.0000000E+00  -5.5140203E+04   7.0488965E+02   0.0000000E+00  -5.4118613E+02   1.1942168E+03   0.0000000E+00  -6.0000377E+02   2.3778620E+06   1.5549130E+03   0.0000000E+00  -6.0000376E+02   2.3776720E+06
   23.6000   2.3559004E+06   0.0000000E+00  -3.0604092E+06  -2.3753516E+06   0.0000000E+00  -5.5140010E+04   7.0483547E+02   0.0000000E+00  -5.4143989E+02   1.1942174E+03   0.0000000E+00  -6.0000377E+02   2.3793567E+06   1.5549131E+03   0.0000000E+00  -6.0000376E+02   2.3753948E+06
   23.8000   2.3670970E+06   0.0000000E+00  -3.0679712E+06  -2.3801334E+06   0.0000000E+00  -5.5140408E+04   7.0478240E+02   0.0000000E+00  -5.4168196E+02   1.1942160E+03   0.0000000E+00  -6.0000377E+02   2.3850204E+06   1.5549129E+03   0.0000000E+00  -6.0000376E+02   2.3801855E+06
   24.0000   2.3722776E+06   0.0000000E+00  -3.0679417E+06  -2.3929036E+06   0.0000000E+00  -5.5141471E+04   7.0472968E+02   0.0000000E+00  -5.4191213E+02   1.1942122E+03   0.0000000E+00  -6.0000377E+02   2.3958453E+06   1.5549125E+03   0.0000000E+00  -6.0000376E+02   2.3929344E+06
   24.2000   2.3730457E+06   0.0000000E+00  -3.0625195E+06  -2.4100268E+06   0.0000000E+00  -5.5142894E+04   7.0467844E+02   0.0000000E+00  -5.4213069E+02   1.1942069E+03   0.0000000E+00  -6.0000377E+02   2.4097419E+06   1.5549119E+03   0.0000000E+00  -6.0000376E+02   2.4100236E+06
   24.4000   2.3729904E+06   0.0000000E+00  -3.0563863E+06  -2.4260696E+06   0.0000000E+00  -5.5144227E+04   7.0463096E+02   0.0000000E+00  -5.4233825E+02   1.1942018E+03   0.0000000E+00  -6.0000377E+02   2.4228186E+06   1.5549113E+03   0.0000000E+00  -6.0000376E+02   2.4260357E+06
   24.6000   2.3756438E+06   0.0000000E+00  -3.0540568E+06  -2.4362952E+06   0.0000000E+00  -5.5145076E+04   7.0458949E+02   0.0000000E+00  -5.4253535E+02   1.1941983E+03   0.0000000E+00  -6.0000377E+02   2.4314477E+06   1.5549109E+03   0.0000000E+00  -6.0000376E+02   2.4362446E+06
   24.8000   2.3823882E+06   0.0000000E+00  -3.0572272E+06  -2.4383927E+06   0.0000000E+00  -5.5145250E+04   7.0455513E+02   0.0000000E+00  -5.4272223E+02   1.1941973E+03   0.0000000E+00  -6.0000377E+02   2.4340363E+06   1.5549108E+03   0.0000000E+00  -6.0000376E+02   2.4383469E+06
   25.0000   2.3919822E+06   0.0000000E+00  -3.0642268E+06  -2.4335535E+06   0.0000000E+00  -5.5144847E+04   7.0452735E+02   0.0000000E+00  -5.4289875E+02   1.1941985E+03   0.0000000E+00  -6.0000377E+02   2.4316544E+06   1.5549109E+03   0.0000000E+00  -6.0000376E+02   2.4335336E+06
   25.2000   2.4016843E+06   0.0000000E+00  -3.0715013E+06  -2.4261000E+06   0.0000000E+00  -5.5144228E+04   7.0450445E+02   0.0000000E+00  -5.4306439E+02   1.1942007E+03   0.0000000E+00  -6.0000377E+02   2.4272679E+06   1.5549112E+03   0.0000000E+00  -6.0000376E+02   2.4261129E+06
   25.4000   2.4087541E+06   0.0000000E+00  -3.0755566E+06  -2.4210685E+06   0.0000000E+00  -5.5143810E+04   7.0448439E+02   0.0000000E+00  -5.4321859E+02   1.1942023E+03   0.0000000E+00  -6.0000377E+02   2.4241294E+06   1.5549114E+03   0.0000000E+00  -6.0000376E+02   2.4211014E+06
   25.6000   2.4115575E+06   0.0000000E+00  -3.0743670E+06  -2.4212825E+06   0.0000000E+00  -5.5143828E+04   7.0446586E+02   0.0000000E+00  -5.4336102E+02   1.1942024E+03   0.0000000E+00  -6.0000377E+02   2.4241728E+06   1.5549114E+03   0.0000000E+00  -6.0000376E+02   2.4213132E+06
   25.8000   2.4102043E+06   0.0000000E+00  -3.0681542E+06  -2.4260997E+06   0.0000000E+00  -5.5144229E+04   7.0444879E+02   0.0000000E+00  -5.4349180E+02   1.1942011E+03   0.0000000E+00  -6.0000377E+02   2.4271849E+06   1.5549112E+03   0.0000000E+00  -6.0000376E+02   2.4261111E+06
   26.0000   2.4065477E+06   0.0000000E+00  -3.0593399E+06  -2.4323241E+06   0.0000000E+00  -5.5144746E+04   7.0443422E+02   0.0000000E+00  -5.4361147E+02   1.1941993E+03   0.0000000E+00  -6.0000377E+02   2.4310906E+06   1.5549110E+03   0.0000000E+00  -6.0000376E+02   2.4323113E+06
   26.2000   2.4032641E+06   0.0000000E+00  -3.0513394E+06  -2.4361262E+06   0.0000000E+00  -5.5145062E+04   7.0442366E+02   0.0000000E+00  -5.4372087E+02   1.1941980E+03   0.0000000E+00  -6.0000377E+02   2.4331294E+06   1.5549109E+03   0.0000000E+00  -6.0000376E+02   2.4360949E+06
   26.4000   2.4023632E+06   0.0000000E+00  -3.0466709E+06  -2.4347638E+06   0.0000000E+00  -5.5144948E+04   7.0441817E+02   0.0000000E+00  -5.4382091E+02   1.1941983E+03   0.0000000E+00  -6.0000377E+02   2.4313022E+06   1.5549109E+03   0.0000000E+00  -6.0000376E+02   2.4347275E+06
   26.6000   2.4041442E+06   0.0000000E+00  -3.0456587E+06  -2.4277309E+06   0.0000000E+00  -5.5144363E+04   7.0441773E+02   0.0000000E+00  -5.4391239E+02   1.1942004E+03   0.0000000E+00  -6.0000377E+02   2.4253359E+06   1.5549111E+03   0.0000000E+00  -6.0000376E+02   2.4277058E+06
   26.8000   2.4072838E+06   0.0000000E+00  -3.0465771E+06  -2.4170381E+06   0.0000000E+00  -5.5143474E+04   7.0442124E+02   0.0000000E+00  -5.4399587E+02   1.1942036E+03   0.0000000E+00  -6.0000377E+02   2.4167200E+06   1.5549115E+03   0.0000000E+00  -6.0000376E+02   2.4170349E+06
   27.0000   2.4097604E+06   0.0000000E+00  -3.0468455E+06  -2.4062182E+06   0.0000000E+00  -5.5142575E+04   7.0442700E+02   0.0000000E+00  -5.4407164E+02   1.1942071E+03   0.0000000E+00  -6.0000377E+02   2.4078838E+06   1.5549119E+03   0.0000000E+00  -6.0000376E+02   2.4062361E+06
   27.2000   2.4098880E+06   0.0000000E+00  -3.0443467E+06  -2.3984414E+06   0.0000000E+00  -5.5141929E+04   7.0443346E+02   0.0000000E+00  -5.4413980E+02   1.1942097E+03   0.0000000E+00  -6.0000377E+02   2.4009747E+06   1.5549122E+03   0.0000000E+00  -6.0000376E+02   2.3984683E+06
   27.4000   2.4070462E+06   0.0000000E+00  -3.0383402E+06  -2.3948966E+06   0.0000000E+00  -5.5141635E+04   7.0443986E+02   0.0000000E+00  -5.4420038E+02   1.1942110E+03   0.0000000E+00  -6.0000377E+02   2.3963575E+06   1.5549124E+03   0.0000000E+00  -6.0000376E+02   2.3949176E+06
   27.6000   2.4019576E+06   0.0000000E+00  -3.0297853E+06  -2.3932537E+06   0.0000000E+00  -5.5141498E+04   7.0444613E+02   0.0000000E+00  -5.4425343E+02   1.1942119E+03   0.0000000E+00  -6.0000377E+02   2.3928209E+06   1.5549124E+03   0.0000000E+00  -6.0000376E+02   2.3932206E+06
   27.8000   2.3960884E+06   0.0000000E+00  -3.0205612E+06  -2.3904542E+06   0.0000000E+00  -5.5141266E+04   7.0445309E+02   0.0000000E+00  -5.4429935E+02   1.1942126E+03   0.0000000E+00  -6.0000377E+02   2.3905264E+06   1.5549125E+03   0.0000000E+00  -6.0000376E+02   2.3904607E+06
   28.0000   2.3902478E+06   0.0000000E+00  -3.0117052E+06  -2.3879032E+06   0.0000000E+00  -5.5141053E+04   7.0446188E+02   0.0000000E+00  -5.4433874E+02   1.1942136E+03   0.0000000E+00  -6.0000377E+02   2.3860413E+06   1.5549126E+03   0.0000000E+00  -6.0000376E+02   2.3878816E+06
   28.2000   2.3875731E+06   0.0000000E+00  -3.0070946E+06  -2.3820102E+06   0.0000000E+00  -5.5140563E+04   7.0447259E+02   0.0000000E+00  -5.4437232E+02   1.1942154E+03   0.0000000E+00  -6.0000377E+02   2.3802272E+06   1.5549128E+03   0.0000000E+00  -6.0000376E+02   2.3819913E+06
   28.4000   2.3869807E+06   0.0000000E+00  -3.0053393E+06  -2.3732939E+06   0.0000000E+00  -5.5139839E+04   7.0448480E+02   0.0000000E+00  -5.4440114E+02   1.1942181E+03   0.0000000E+00  -6.0000377E+02   2.3725579E+06   1.5549131E+03   0.0000000E+00  -6.0000376E+02   2.3732867E+06
   28.6000   2.3866525E+06   0.0000000E+00  -3.0041288E+06  -2.3635793E+06   0.0000000E+00  -5.5139031E+04   7.0449743E+02   0.0000000E+00  -5.4442638E+02   1.1942212E+03   0.0000000E+00  -6.0000377E+02   2.3640257E+06   1.5549135E+03   0.0000000E+00  -6.0000376E+02   2.3635829E+06
   28.8000   2.3863013E+06   0.0000000E+00  -3.0030654E+06  -2.3548478E+06   0.0000000E+00  -5.5138305E+04   7.0450884E+02   0.0000000E+00  -5.4444894E+02   1.1942240E+03   0.0000000E+00  -6.0000377E+02   2.3569412E+06   1.5549138E+03   0.0000000E+00  -6.0000376E+02   2.3548697E+06
   29.0000   2.3849337E+06   0.0000000E+00  -3.0009079E+06  -2.3498047E+06   0.0000000E+00  -5.5137887E+04   7.0451789E+02   0.0000000E+00  -5.4446956E+02   1.1942258E+03   0.0000000E+00  -6.0000377E+02   2.3523771E+06   1.5549140E+03   0.0000000E+00  -6.0000376E+02   2.3498330E+06
   29.2000   2.3820873E+06   0.0000000E+00  -2.9970987E+06  -2.3489693E+06   0.0000000E+00  -5.5137818E+04   7.0452413E+02   0.0000000E+00  -5.4448877E+02   1.1942263E+03   0.0000000E+00  -6.0000377E+02   2.3503784E+06   1.5549140E+03   0.0000000E+00  -6.0000376E+02   2.3489829E+06
   29.4000   2.3784413E+06   0.0000000E+00  -2.9925049E+06  -2.3502241E+06   0.0000000E+00  -5.5137922E+04   7.0452774E+02   0.0000000E+00  -5.4450682E+02   1.1942260E+03   0.0000000E+00  -6.0000377E+02   2.3506514E+06   1.5549140E+03   0.0000000E+00  -6.0000376E+02   2.3502280E+06
   29.6000   2.3751400E+06   0.0000000E+00  -2.9885622E+06  -2.3520225E+06   0.0000000E+00  -5.5138072E+04   7.0452950E+02   0.0000000E+00  -5.4452385E+02   1.1942255E+03   0.0000000E+00  -6.0000377E+02   2.3516910E+06   1.5549139E+03   0.0000000E+00  -6.0000376E+02   2.3520193E+06
   29.8000   2.3734712E+06   0.0000000E+00  -2.9868613E+06  -2.3531490E+06   0.0000000E+00  -5.5138165E+04   7.0453020E+02   0.0000000E+00  -5.4453995E+02   1.1942251E+03   0.0000000E+00  -6.0000377E+02   2.3522042E+06   1.5549139E+03   0.0000000E+00  -6.0000376E+02   2.3531387E+06
   30.0000   2.3740299E+06   0.0000000E+00  -2.9881093E+06  -2.3526512E+06   0.0000000E+00  -5.5138124E+04   7.0453014E+02   0.0000000E+00  -5.4455518E+02   1.1942252E+03   0.0000000E+00  -6.0000377E+02   2.3518193E+06   1.5549139E+03   0.0000000E+00  -6.0000376E+02   2.3526421E+06
   30.2000   2.3760991E+06   0.0000000E+00  -2.9913721E+06  -2.3508519E+06   0.0000000E+00  -5.5137974E+04   7.0452910E+02   0.0000000E+00  -5.4456960E+02   1.1942257E+03   0.0000000E+00  -6.0000377E+02   2.3507973E+06   1.5549140E+03   0.0000000E+00  -6.0000376E+02   2.3508510E+06
   30.4000   2.3785492E+06   0.0000000E+00  -2.9952049E+06  -2.3491236E+06   0.0000000E+00  -5.5137830E+04   7.0452646E+02   0.0000000E+00  -5.4458306E+02   1.1942262E+03   0.0000000E+00  -6.0000377E+02   2.3500814E+06   1.5549140E+03   0.0000000E+00  -6.0000376E+02   2.3491334E+06
   30.6000   2.3804706E+06   0.0000000E+00  -2.9984496E+06  -2.3491363E+06   0.0000000E+00  -5.5137831E+04   7.0452165E+02   0.0000000E+00  -5.4459501E+02   1.1942262E+03   0.0000000E+00  -6.0000377E+02   2.3507671E+06   1.5549140E+03   0.0000000E+00  -6.0000376E+02   2.3491536E+06
   30.8000   2.3812155E+06   0.0000000E+00  -3.0002930E+06  -2.3518985E+06   0.0000000E+00  -5.5138061E+04   7.0451456E+02   0.0000000E+00  -5.4460451E+02   1.1942254E+03   0.0000000E+00  -6.0000377E+02   2.3533329E+06   1.5549140E+03   0.0000000E+00  -6.0000376E+02   2.3519137E+06
   31.0000   2.3807161E+06   0.0000000E+00  -3.0006567E+06  -2.3569326E+06   0.0000000E+00  -5.5138480E+04   7.0450580E+02   0.0000000E+00  -5.4461022E+02   1.1942239E+03   0.0000000E+00  -6.0000377E+02   2.3575085E+06   1.5549138E+03   0.0000000E+00  -6.0000376E+02   2.3569384E+06
   31.2000   2.3796016E+06   0.0000000E+00  -3.0003316E+06  -2.3627432E+06   0.0000000E+00  -5.5138963E+04   7.0449654E+02   0.0000000E+00  -5.4461056E+02   1.1942221E+03   0.0000000E+00  -6.0000377E+02   2.3624019E+06   1.5549136E+03   0.0000000E+00  -6.0000376E+02   2.3627395E+06
   31.4000   2.3788277E+06   0.0000000E+00  -3.0005068E+06  -2.3678388E+06   0.0000000E+00  -5.5139387E+04   7.0448818E+02   0.0000000E+00  -5.4460406E+02   1.1942204E+03   0.0000000E+00  -6.0000377E+02   2.3668404E+06   1.5549134E+03   0.0000000E+00  -6.0000376E+02   2.3678283E+06
   31.6000   2.3791262E+06   0.0000000E+00  -3.0020789E+06  -2.3712005E+06   0.0000000E+00  -5.5139666E+04   7.0448183E+02   0.0000000E+00  -5.4458970E+02   1.1942193E+03   0.0000000E+00  -6.0000377E+02   2.3699859E+06   1.5549132E+03   0.0000000E+00  -6.0000376E+02   2.3711878E+06
   31.8000   2.3805530E+06   0.0000000E+00  -3.0050878E+06  -2.3725624E+06   0.0000000E+00  -5.5139779E+04   7.0447791E+02   0.0000000E+00  -5.4456734E+02   1.1942187E+03   0.0000000E+00  -6.0000377E+02   2.3716936E+06   1.5549132E+03   0.0000000E+00  -6.0000376E+02   2.3725532E+06
   32.0000   2.3825096E+06   0.0000000E+00  -3.0087514E+06  -2.3725874E+06   0.0000000E+00  -5.5139781E+04   7.0447607E+02   0.0000000E+00  -5.4453775E+02   1.1942186E+03   0.0000000E+00  -6.0000377E+02   2.3724600E+06   1.5549132E+03   0.0000000E+00  -6.0000376E+02   2.3725861E+06
   32.2000   2.3841881E+06   0.0000000E+00  -3.0120276E+06  -2.3725409E+06   0.0000000E+00  -5.5139777E+04   7.0447548E+02   0.0000000E+00  -5.4450236E+02   1.1942186E+03   0.0000000E+00  -6.0000377E+02   2.3731378E+06   1.5549132E+03   0.0000000E+00  -6.0000376E+02   2.3725473E+06
   32.4000   2.3849646E+06   0.0000000E+00  -3.0141155E+06  -2.3735827E+06   0.0000000E+00  -5.5139864E+04   7.0447526E+02   0.0000000E+00  -5.4446277E+02   1.1942183E+03   0.0000000E+00  -6.0000377E+02   2.3744747E+06   1.5549132E+03   0.0000000E+00  -6.0000376E+02   2.3735923E+06
   32.6000   2.3846138E+06   0.0000000E+00  -3.0147282E+06  -2.3761069E+06   0.0000000E+00  -5.5140074E+04   7.0447493E+02   0.0000000E+00  -5.4442030E+02   1.1942175E+03   0.0000000E+00  -6.0000377E+02   2.3767247E+06   1.5549131E+03   0.0000000E+00  -6.0000376E+02   2.3761135E+06
   32.8000   2.3834094E+06   0.0000000E+00  -3.0142152E+06  -2.3795700E+06   0.0000000E+00  -5.5140361E+04   7.0447457E+02   0.0000000E+00  -5.4437572E+02   1.1942165E+03   0.0000000E+00  -6.0000377E+02   2.3795681E+06   1.5549129E+03   0.0000000E+00  -6.0000376E+02   2.3795700E+06
   33.0000   2.3820128E+06   0.0000000E+00  -3.0134166E+06  -2.3829138E+06   0.0000000E+00  -5.5140639E+04   7.0447472E+02   0.0000000E+00  -5.4432919E+02   1.1942154E+03   0.0000000E+00  -6.0000377E+02   2.3823057E+06   1.5549128E+03   0.0000000E+00  -6.0000376E+02   2.3829074E+06
