
These predictions were generated by SeaState on 20-Dec-2023 at 14:15:58.




      Time       Wave1Elev       Wave2Elev       Wave3Elev
   (sec)             (m)             (m)             (m)
   39.6000   0.4264063E+00   0.1574391E+00   0.1811383E+00
   39.7000   0.4417075E+00   0.1473768E+00   0.2401321E+00
   39.8000   0.4509596E+00   0.1288448E+00   0.2928447E+00
   39.9000   0.4516760E+00   0.1033439E+00   0.3394401E+00
   40.0000   0.4404163E+00   0.7440101E-01   0.3812802E+00
   40.1000   0.4144958E+00   0.4546364E-01   0.4199504E+00
   40.2000   0.3735121E+00   0.1791034E-01   0.4563168E+00
   40.3000   0.3198804E+00  -0.9723580E-02   0.4900202E+00
   40.4000   0.2581125E+00  -0.4083002E-01   0.5195298E+00
   40.5000   0.1932553E+00  -0.7854673E-01   0.5425732E+00
   40.6000   0.1293463E+00  -0.1234281E+00   0.5566423E+00
   40.7000   0.6869677E-01  -0.1721943E+00   0.5593660E+00
   40.8000   0.1229749E-01  -0.2182519E+00   0.5487428E+00
   40.9000  -0.3903200E-01  -0.2537889E+00   0.5233757E+00
   41.0000  -0.8358184E-01  -0.2724731E+00   0.4828292E+00
   41.1000  -0.1185654E+00  -0.2715232E+00   0.4280401E+00
   41.2000  -0.1410717E+00  -0.2522987E+00   0.3615339E+00
   41.3000  -0.1497077E+00  -0.2193252E+00   0.2871520E+00
   41.4000  -0.1459964E+00  -0.1784181E+00   0.2091995E+00
   41.5000  -0.1346201E+00  -0.1349016E+00   0.1312620E+00
   41.6000  -0.1221551E+00  -0.9268714E-01   0.5522215E-01
   41.7000  -0.1147359E+00  -0.5437842E-01  -0.1897103E-01
   41.8000  -0.1157030E+00  -0.2196202E-01  -0.9253804E-01
   41.9000  -0.1243699E+00   0.2620459E-02  -0.1663764E+00
   42.0000  -0.1365499E+00   0.1751970E-01  -0.2395504E+00
   42.1000  -0.1466454E+00   0.2164341E-01  -0.3085783E+00
   42.2000  -0.1503457E+00   0.1546390E-01  -0.3680123E+00
   42.3000  -0.1466888E+00   0.1349176E-02  -0.4121847E+00
   42.4000  -0.1385535E+00  -0.1692818E-01  -0.4373880E+00
   42.5000  -0.1313883E+00  -0.3533764E-01  -0.4434817E+00
   42.6000  -0.1307964E+00  -0.5080003E-01  -0.4341418E+00
   42.7000  -0.1400721E+00  -0.6180071E-01  -0.4155827E+00
   42.8000  -0.1587458E+00  -0.6808780E-01  -0.3942938E+00
   42.9000  -0.1826773E+00  -0.6969655E-01  -0.3747780E+00
   43.0000  -0.2055381E+00  -0.6596426E-01  -0.3582513E+00
   43.1000  -0.2209630E+00  -0.5523662E-01  -0.3427923E+00
   43.2000  -0.2244738E+00  -0.3556200E-01  -0.3247514E+00
   43.3000  -0.2144987E+00  -0.6065014E-02  -0.3007066E+00
   43.4000  -0.1922817E+00   0.3178116E-01  -0.2690915E+00
   43.5000  -0.1609542E+00   0.7378799E-01  -0.2308760E+00
   43.6000  -0.1243104E+00   0.1139615E+00  -0.1891719E+00
   43.7000  -0.8582354E-01   0.1463710E+00  -0.1480936E+00
   43.8000  -0.4820981E-01   0.1671188E+00  -0.1114326E+00
   43.9000  -0.1352997E-01   0.1754487E+00  -0.8163898E-01
   44.0000   0.1643071E-01   0.1734566E+00  -0.5935171E-01
   44.1000   0.3986026E-01   0.1645776E+00  -0.4345718E-01
   44.2000   0.5497401E-01   0.1516617E+00  -0.3151416E-01
   44.3000   0.6049839E-01   0.1356504E+00  -0.2038276E-01
   44.4000   0.5641946E-01   0.1155383E+00  -0.6957763E-02
   44.5000   0.4464911E-01   0.8960688E-01   0.1106265E-01
   44.6000   0.2921943E-01   0.5723634E-01   0.3449888E-01
   44.7000   0.1574427E-01   0.2028136E-01   0.6230876E-01
   44.8000   0.1016297E-01  -0.1679183E-01   0.9172380E-01
   44.9000   0.1710404E-01  -0.4819126E-01   0.1189877E+00
   45.0000   0.3843576E-01  -0.6897917E-01   0.1405326E+00
   45.1000   0.7258080E-01  -0.7717098E-01   0.1541790E+00
   45.2000   0.1149157E+00  -0.7479890E-01   0.1598617E+00
   45.3000   0.1591369E+00  -0.6744575E-01   0.1595447E+00
   45.4000   0.1990445E+00  -0.6240824E-01   0.1563490E+00
   45.5000   0.2299983E+00  -0.6619745E-01   0.1532926E+00
   45.6000   0.2494622E+00  -0.8230384E-01   0.1522363E+00
   45.7000   0.2565259E+00  -0.1099870E+00   0.1535109E+00
   45.8000   0.2508468E+00  -0.1444329E+00   0.1563361E+00
   45.9000   0.2317910E+00  -0.1781361E+00   0.1597107E+00
   46.0000   0.1984474E+00  -0.2030086E+00   0.1632091E+00
   46.1000   0.1506656E+00  -0.2125601E+00   0.1671949E+00
   46.2000   0.9059259E-01  -0.2035514E+00   0.1723229E+00
   46.3000   0.2371902E-01  -0.1767028E+00   0.1786451E+00
   46.4000  -0.4147240E-01  -0.1363087E+00   0.1849001E+00
   46.5000  -0.9552538E-01  -0.8889151E-01   0.1884968E+00
   46.6000  -0.1310625E+00  -0.4129037E-01   0.1863248E+00
   46.7000  -0.1455321E+00   0.1231885E-02   0.1760461E+00
   46.8000  -0.1422551E+00   0.3625730E-01   0.1572159E+00
   46.9000  -0.1290584E+00   0.6442363E-01   0.1316216E+00
   47.0000  -0.1149213E+00   0.8850926E-01   0.1026118E+00
   47.1000  -0.1060945E+00   0.1117604E+00   0.7370783E-01
   47.2000  -0.1035108E+00   0.1361523E+00   0.4716272E-01
   47.3000  -0.1027585E+00   0.1613232E+00   0.2317073E-01
   47.4000  -0.9666502E-01   0.1846364E+00   0.9571533E-04
   47.5000  -0.7923527E-01   0.2023140E+00  -0.2442291E-01
   47.6000  -0.4899004E-01   0.2110846E+00  -0.5205313E-01
   47.7000  -0.1002904E-01   0.2095512E+00  -0.8272971E-01
   47.8000   0.2971514E-01   0.1986346E+00  -0.1144489E+00
   47.9000   0.6213909E-01   0.1809305E+00  -0.1439154E+00
   48.0000   0.8267790E-01   0.1593804E+00  -0.1676535E+00
   48.1000   0.9217782E-01   0.1360005E+00  -0.1830197E+00
   48.2000   0.9600063E-01   0.1113583E+00  -0.1886952E+00
   48.3000   0.1008559E+00   0.8505051E-01  -0.1845662E+00
   48.4000   0.1110125E+00   0.5685918E-01  -0.1712361E+00
   48.5000   0.1258345E+00   0.2786744E-01  -0.1495654E+00
   48.6000   0.1398815E+00   0.8200439E-03  -0.1205406E+00
   48.7000   0.1454861E+00  -0.2057278E-01  -0.8551186E-01
   48.8000   0.1364867E+00  -0.3309021E-01  -0.4658176E-01
   48.9000   0.1112518E+00  -0.3547106E-01  -0.6813305E-02
   49.0000   0.7355553E-01  -0.2911217E-01   0.2997563E-01
   49.1000   0.3097767E-01  -0.1759963E-01   0.5983882E-01
   49.2000  -0.8287451E-02  -0.5292090E-02   0.7952616E-01
   49.3000  -0.3863307E-01   0.4321228E-02   0.8718877E-01
   49.4000  -0.5879717E-01   0.9663135E-02   0.8271597E-01
   49.5000  -0.7153591E-01   0.1102848E-01   0.6764154E-01
   49.6000  -0.8160915E-01   0.9584161E-02   0.4473816E-01
   49.7000  -0.9319897E-01   0.6051837E-02   0.1749935E-01
   49.8000  -0.1079786E+00  -0.1339050E-03  -0.1033288E-01
   49.9000  -0.1245584E+00  -0.1069981E-01  -0.3515790E-01
   50.0000  -0.1392908E+00  -0.2752718E-01  -0.5388125E-01
   50.1000  -0.1478296E+00  -0.5136664E-01  -0.6432264E-01
   50.2000  -0.1466611E+00  -0.8104189E-01  -0.6564325E-01
   50.3000  -0.1340618E+00  -0.1136247E+00  -0.5865446E-01
   50.4000  -0.1103540E+00  -0.1454975E+00  -0.4580793E-01
   50.5000  -0.7766363E-01  -0.1737030E+00  -0.3072895E-01
   50.6000  -0.3946892E-01  -0.1968128E+00  -0.1732588E-01
   50.7000  -0.1053589E-03  -0.2148310E+00  -0.8707690E-02
   50.8000   0.3577976E-01  -0.2282229E+00  -0.6275464E-02
   50.9000   0.6388400E-01  -0.2366934E+00  -0.9333099E-02
   51.0000   0.8097087E-01  -0.2385116E+00  -0.1539012E-01
   51.1000   0.8544976E-01  -0.2308914E+00  -0.2107141E-01
   51.2000   0.7754138E-01  -0.2113255E+00  -0.2331411E-01
   51.3000   0.5889277E-01  -0.1791897E+00  -0.2041928E-01
   51.4000   0.3178703E-01  -0.1367208E+00  -0.1259009E-01
   51.5000  -0.1653003E-02  -0.8874192E-01  -0.1787024E-02
   51.6000  -0.3982202E-01  -0.4115641E-01   0.9001916E-02
   51.7000  -0.8133692E-01   0.1119064E-02   0.1676943E-01
   51.8000  -0.1242691E+00   0.3579284E-01   0.1938237E-01
   51.9000  -0.1654146E+00   0.6362521E-01   0.1604717E-01
   52.0000  -0.2001600E+00   0.8747008E-01   0.7234924E-02
   52.1000  -0.2232142E+00   0.1104574E+00  -0.5814123E-02
   52.2000  -0.2300038E+00   0.1342499E+00  -0.2171252E-01
   52.3000  -0.2181272E+00   0.1582225E+00  -0.3935516E-01
   52.4000  -0.1881884E+00   0.1798917E+00  -0.5795858E-01
   52.5000  -0.1436200E+00   0.1962564E+00  -0.7673533E-01
   52.6000  -0.8960529E-01   0.2052645E+00  -0.9444065E-01
   52.7000  -0.3163915E-01   0.2066130E+00  -0.1091242E+00
   52.8000   0.2562031E-01   0.2015158E+00  -0.1183356E+00
   52.9000   0.7880766E-01   0.1916655E+00  -0.1198006E+00
   53.0000   0.1256568E+00   0.1780537E+00  -0.1123112E+00
   53.1000   0.1645613E+00   0.1603607E+00  -0.9640450E-01
   53.2000   0.1943485E+00   0.1372752E+00  -0.7443765E-01
   53.3000   0.2144661E+00   0.1075680E+00  -0.4992027E-01
   53.4000   0.2253805E+00   0.7132448E-01  -0.2631532E-01
   53.5000   0.2287431E+00   0.3065937E-01  -0.5797443E-02
   53.6000   0.2269636E+00  -0.1047737E-01   0.1148408E-01
   53.7000   0.2222148E+00  -0.4732466E-01   0.2731374E-01
   53.8000   0.2153410E+00  -0.7568152E-01   0.4454571E-01
   53.9000   0.2053365E+00  -0.9302869E-01   0.6589127E-01
   54.0000   0.1898522E+00  -0.9898952E-01   0.9291919E-01
   54.1000   0.1666338E+00  -0.9508696E-01   0.1256723E+00
   54.2000   0.1352225E+00  -0.8407169E-01   0.1629355E+00
   54.3000   0.9798862E-01  -0.6920172E-01   0.2028148E+00
   54.4000   0.5982727E-01  -0.5372975E-01   0.2431440E+00
   54.5000   0.2650474E-01  -0.4061645E-01   0.2814009E+00
   54.6000   0.2370001E-02  -0.3230686E-01   0.3142196E+00
   54.7000  -0.1147800E-01  -0.3040820E-01   0.3369724E+00
   54.8000  -0.1766342E-01  -0.3526560E-01   0.3440073E+00
   54.9000  -0.2141193E-01  -0.4562479E-01   0.3298541E+00
   55.0000  -0.2838788E-01  -0.5864576E-01   0.2911553E+00
   55.1000  -0.4252206E-01  -0.7041629E-01   0.2285343E+00
   55.2000  -0.6478796E-01  -0.7686573E-01   0.1474272E+00
   55.3000  -0.9331624E-01  -0.7475252E-01   0.5722539E-01
   55.4000  -0.1245196E+00  -0.6234335E-01  -0.3117977E-01
   55.5000  -0.1544443E+00  -0.3956636E-01  -0.1085582E+00
   55.6000  -0.1796139E+00  -0.7708197E-02  -0.1698810E+00
   55.7000  -0.1971094E+00   0.3103837E-01  -0.2151045E+00
   55.8000  -0.2042226E+00   0.7384104E-01  -0.2478488E+00
   55.9000  -0.1983240E+00   0.1171811E+00  -0.2726157E+00
   56.0000  -0.1774168E+00   0.1566736E+00  -0.2919123E+00
   56.1000  -0.1413025E+00   0.1871470E+00  -0.3046980E+00
   56.2000  -0.9271386E-01   0.2033148E+00  -0.3069142E+00
   56.3000  -0.3757075E-01   0.2010483E+00  -0.2938096E+00
   56.4000   0.1614934E-01   0.1788372E+00  -0.2628585E+00
   56.5000   0.6070990E-01   0.1387600E+00  -0.2157705E+00
   56.6000   0.9115797E-01   0.8637965E-01  -0.1585447E+00
   56.7000   0.1069236E+00   0.2941834E-01  -0.9951127E-01
   56.8000   0.1116517E+00  -0.2435134E-01  -0.4630632E-01
   56.9000   0.1112817E+00  -0.6914645E-01  -0.3236371E-02
   57.0000   0.1112591E+00  -0.1022966E+00   0.2974287E-01
   57.1000   0.1141910E+00  -0.1240394E+00   0.5604555E-01
   57.2000   0.1190212E+00  -0.1362422E+00   0.8008088E-01
   57.3000   0.1220106E+00  -0.1408251E+00   0.1047313E+00
   57.4000   0.1189088E+00  -0.1387658E+00   0.1299121E+00
   57.5000   0.1071548E+00  -0.1301740E+00   0.1528052E+00
   57.6000   0.8703013E-01  -0.1152657E+00   0.1694700E+00
   57.7000   0.6132424E-01  -0.9550436E-01   0.1768704E+00
   57.8000   0.3387108E-01  -0.7404152E-01   0.1742330E+00
   57.9000   0.7858007E-02  -0.5498562E-01   0.1631054E+00
   58.0000  -0.1520147E-01  -0.4172521E-01   0.1462190E+00
   58.1000  -0.3542555E-01  -0.3516493E-01   0.1258884E+00
   58.2000  -0.5370107E-01  -0.3290011E-01   0.1028613E+00
   58.3000  -0.7067912E-01  -0.2995801E-01   0.7622274E-01
   58.4000  -0.8628254E-01  -0.2093583E-01   0.4435058E-01
   58.5000  -0.9996442E-01  -0.2608286E-02   0.6357867E-02
   58.6000  -0.1114227E+00   0.2423862E-01  -0.3676688E-01
   58.7000  -0.1211788E+00   0.5466996E-01  -0.8191608E-01
   58.8000  -0.1305256E+00   0.8128333E-01  -0.1246278E+00
   58.9000  -0.1407802E+00   0.9695177E-01  -0.1604752E+00
   59.0000  -0.1522505E+00   0.9738210E-01  -0.1864341E+00
   59.1000  -0.1635444E+00   0.8237092E-01  -0.2016419E+00
   59.2000  -0.1716914E+00   0.5532402E-01  -0.2072938E+00
   59.3000  -0.1730865E+00   0.2145752E-01  -0.2058069E+00
   59.4000  -0.1648109E+00  -0.1431027E-01  -0.1996724E+00
   59.5000  -0.1456786E+00  -0.4873917E-01  -0.1904757E+00
   59.6000  -0.1165354E+00  -0.8038209E-01  -0.1784408E+00
   59.7000  -0.7976023E-01  -0.1086338E+00  -0.1626188E+00
   59.8000  -0.3834653E-01  -0.1324652E+00  -0.1416069E+00
   59.9000   0.4895041E-02  -0.1496927E+00  -0.1145114E+00
   60.0000   0.4763400E-01  -0.1572467E+00  -0.8179064E-01
   60.1000   0.8781007E-01  -0.1522947E+00  -0.4563425E-01
   60.2000   0.1232475E+00  -0.1335863E+00  -0.9650522E-02
   60.3000   0.1515117E+00  -0.1022878E+00   0.2213942E-01
   60.4000   0.1702351E+00  -0.6188042E-01   0.4672682E-01
   60.5000   0.1777907E+00  -0.1720865E-01   0.6343876E-01
   60.6000   0.1739343E+00   0.2682150E-01   0.7455617E-01
   60.7000   0.1600274E+00   0.6629713E-01   0.8479735E-01
   60.8000   0.1386942E+00   0.9874162E-01   0.9966678E-01
   60.9000   0.1131020E+00   0.1229703E+00   0.1231953E+00
   61.0000   0.8625644E-01   0.1386776E+00   0.1559773E+00
   61.1000   0.6065178E-01   0.1461121E+00   0.1944149E+00
   61.2000   0.3833901E-01   0.1459939E+00   0.2316429E+00
   61.3000   0.2117131E-01   0.1395573E+00   0.2598740E+00
   61.4000   0.1085703E-01   0.1284626E+00   0.2732232E+00
   61.5000   0.8596801E-02   0.1144164E+00   0.2697788E+00
   61.6000   0.1441110E-01   0.9860285E-01   0.2519820E+00
   61.7000   0.2656563E-01   0.8125398E-01   0.2251530E+00
   61.8000   0.4155784E-01   0.6170920E-01   0.1948829E+00
   61.9000   0.5488038E-01   0.3906821E-01   0.1645662E+00
   62.0000   0.6234616E-01   0.1316572E-01   0.1342714E+00
   62.1000   0.6141165E-01  -0.1466966E-01   0.1014590E+00
   62.2000   0.5187972E-01  -0.4157576E-01   0.6311144E-01
   62.3000   0.3565885E-01  -0.6398667E-01   0.1811264E-01
   62.4000   0.1574213E-01  -0.7898588E-01  -0.3139144E-01
   62.5000  -0.5030090E-02  -0.8548944E-01  -0.8036958E-01
   62.6000  -0.2478645E-01  -0.8459713E-01  -0.1228047E+00
   62.7000  -0.4266533E-01  -0.7885847E-01  -0.1541032E+00
   62.8000  -0.5821019E-01  -0.7079805E-01  -0.1727542E+00
   62.9000  -0.7063420E-01  -0.6148148E-01  -0.1804161E+00
   63.0000  -0.7852615E-01  -0.4992579E-01  -0.1804803E+00
   63.1000  -0.8027251E-01  -0.3373511E-01  -0.1759855E+00
   63.2000  -0.7499236E-01  -0.1068650E-01  -0.1680839E+00
   63.3000  -0.6342559E-01   0.1953712E-01  -0.1559069E+00
   63.4000  -0.4819549E-01   0.5437932E-01  -0.1378629E+00
   63.5000  -0.3319634E-01   0.8874837E-01  -0.1135669E+00
   63.6000  -0.2234630E-01   0.1165484E+00  -0.8522579E-01
   63.7000  -0.1829281E-01   0.1327085E+00  -0.5759115E-01
   63.8000  -0.2167019E-01   0.1348075E+00  -0.3638062E-01
   63.9000  -0.3117233E-01   0.1236500E+00  -0.2592222E-01
   64.0000  -0.4425431E-01   0.1026960E+00  -0.2722460E-01
   64.1000  -0.5796944E-01   0.7677573E-01  -0.3747209E-01
   64.2000  -0.6948251E-01   0.5074570E-01  -0.5120841E-01
   64.3000  -0.7612769E-01   0.2858655E-01  -0.6260189E-01
   64.4000  -0.7527310E-01   0.1305471E-01  -0.6765565E-01
   64.5000  -0.6443770E-01   0.5654162E-02  -0.6530768E-01
   64.6000  -0.4194106E-01   0.6599576E-02  -0.5699641E-01
   64.7000  -0.7938208E-02   0.1464576E-01  -0.4509365E-01
   64.8000   0.3471893E-01   0.2696447E-01  -0.3117564E-01
   64.9000   0.8046040E-01   0.3942740E-01  -0.1512300E-01
   65.0000   0.1221635E+00   0.4752410E-01   0.4477563E-02
   65.1000   0.1532401E+00   0.4776039E-01   0.2891590E-01
   65.2000   0.1698222E+00   0.3897917E-01   0.5778593E-01
   65.3000   0.1720401E+00   0.2290845E-01   0.8821473E-01
   65.4000   0.1637377E+00   0.3511011E-02   0.1154211E+00
   65.5000   0.1506826E+00  -0.1471000E-01   0.1344259E+00
   65.6000   0.1380564E+00  -0.2871725E-01   0.1421231E+00
   65.7000   0.1283479E+00  -0.3828701E-01   0.1387162E+00
   65.8000   0.1205567E+00  -0.4600329E-01   0.1278119E+00
   65.9000   0.1109607E+00  -0.5586849E-01   0.1150889E+00
   66.0000   0.9495977E-01  -0.7121335E-01   0.1061009E+00
   66.1000   0.6907627E-01  -0.9294901E-01   0.1041362E+00
   66.2000   0.3225212E-01  -0.1190136E+00   0.1089946E+00
   66.3000  -0.1393497E-01  -0.1452221E+00   0.1171203E+00
   66.4000  -0.6593435E-01  -0.1669948E+00   0.1229600E+00
   66.5000  -0.1192057E+00  -0.1810208E+00   0.1209573E+00
   66.6000  -0.1690056E+00  -0.1860374E+00   0.1074147E+00
   66.7000  -0.2108048E+00  -0.1824826E+00   0.8158204E-01
   66.8000  -0.2405345E+00  -0.1714501E+00   0.4568003E-01
   66.9000  -0.2550004E+00  -0.1537543E+00   0.3972302E-02
   67.0000  -0.2525966E+00  -0.1297600E+00  -0.3867854E-01
   67.1000  -0.2340828E+00  -0.1000733E+00  -0.7820994E-01
   67.2000  -0.2029024E+00  -0.6656440E-01  -0.1122234E+00
   67.3000  -0.1645940E+00  -0.3289825E-01  -0.1400649E+00
   67.4000  -0.1252692E+00  -0.3997019E-02  -0.1621910E+00
   67.5000  -0.8969545E-01   0.1550631E-01  -0.1791737E+00
   67.6000  -0.5986245E-01   0.2309822E-01  -0.1908413E+00
   67.7000  -0.3479286E-01   0.1950458E-01  -0.1959893E+00
   67.8000  -0.1177631E-01   0.8413272E-02  -0.1928382E+00
   67.9000   0.1153907E-01  -0.5155100E-02  -0.1800512E+00
   68.0000   0.3526342E-01  -0.1703215E-01  -0.1578235E+00
   68.1000   0.5660506E-01  -0.2552315E-01  -0.1284606E+00
   68.2000   0.7084543E-01  -0.3163812E-01  -0.9605929E-01
   68.3000   0.7350948E-01  -0.3786524E-01  -0.6531773E-01
   68.4000   0.6265483E-01  -0.4621695E-01  -0.3994733E-01
   68.5000   0.4012463E-01  -0.5665889E-01  -0.2140829E-01
   68.6000   0.1113889E-01  -0.6678768E-01  -0.8591913E-02
   68.7000  -0.1755464E-01  -0.7289463E-01   0.1353992E-02
   68.8000  -0.4004025E-01  -0.7177170E-01   0.1142076E-01
   68.9000  -0.5298475E-01  -0.6222292E-01   0.2312639E-01
   69.0000  -0.5606029E-01  -0.4546209E-01   0.3569631E-01
   69.1000  -0.5106708E-01  -0.2425242E-01   0.4645827E-01
   69.2000  -0.4045134E-01  -0.1374475E-02   0.5225797E-01
   69.3000  -0.2613109E-01   0.2164530E-01   0.5117009E-01
   69.4000  -0.9228487E-02   0.4483796E-01   0.4361678E-01
   69.5000   0.9327927E-02   0.6906188E-01   0.3230098E-01
   69.6000   0.2792780E-01   0.9482887E-01   0.2097366E-01
   69.7000   0.4388776E-01   0.1215354E+00   0.1265967E-01
   69.8000   0.5397918E-01   0.1476539E+00   0.8248382E-02
   69.9000   0.5571555E-01   0.1717767E+00   0.6165747E-02
   70.0000   0.4872769E-01   0.1938046E+00   0.3287488E-02
   70.1000   0.3544037E-01   0.2154070E+00  -0.3374387E-02
   70.2000   0.2059599E-01   0.2392929E+00  -0.1504651E-01
   70.3000   0.9771588E-02   0.2675695E+00  -0.3039311E-01
   70.4000   0.7549502E-02   0.3000919E+00  -0.4585200E-01
   70.5000   0.1616112E-01   0.3338077E+00  -0.5685066E-01
   70.6000   0.3515133E-01   0.3635975E+00  -0.5926327E-01
   70.7000   0.6208592E-01   0.3842593E+00  -0.5046033E-01
   70.8000   0.9383972E-01   0.3926000E+00  -0.2963158E-01
   70.9000   0.1278057E+00   0.3884850E+00   0.2494641E-02
   71.0000   0.1625162E+00   0.3742540E+00   0.4412186E-01
   71.1000   0.1975400E+00   0.3528423E+00   0.9264576E-01
   71.2000   0.2328705E+00   0.3256960E+00   0.1445932E+00
   71.3000   0.2681893E+00   0.2917154E+00   0.1954747E+00
   71.4000   0.3023198E+00   0.2478797E+00   0.2399578E+00
   71.5000   0.3330049E+00   0.1912369E+00   0.2726373E+00
   71.6000   0.3569922E+00   0.1211287E+00   0.2893194E+00
   71.7000   0.3703712E+00   0.4036165E-01   0.2883532E+00
   71.8000   0.3691576E+00  -0.4538776E-01   0.2713879E+00
   71.9000   0.3501343E+00  -0.1296377E+00   0.2431061E+00
   72.0000   0.3118576E+00  -0.2074894E+00   0.2099191E+00
   72.1000   0.2555430E+00  -0.2770087E+00   0.1780833E+00
   72.2000   0.1853944E+00  -0.3388537E+00   0.1519516E+00
   72.3000   0.1079987E+00  -0.3944351E+00   0.1330016E+00
   72.4000   0.3073931E-01  -0.4437701E+00   0.1199171E+00
   72.5000  -0.4032917E-01  -0.4843966E+00   0.1095492E+00
   72.6000  -0.1023168E+00  -0.5120992E+00   0.9826582E-01
   72.7000  -0.1561839E+00  -0.5231258E+00   0.8314629E-01
   72.8000  -0.2058381E+00  -0.5166402E+00   0.6265852E-01
   72.9000  -0.2559188E+00  -0.4959281E+00   0.3674587E-01
   73.0000  -0.3092102E+00  -0.4675012E+00   0.6472980E-02
   73.1000  -0.3648631E+00  -0.4383995E+00  -0.2654148E-01
   73.2000  -0.4182801E+00  -0.4130287E+00  -0.6071847E-01
   73.3000  -0.4627356E+00  -0.3912023E+00  -0.9502805E-01
   73.4000  -0.4919797E+00  -0.3684784E+00  -0.1293298E+00
   73.5000  -0.5026118E+00  -0.3386899E+00  -0.1644379E+00
   73.6000  -0.4951693E+00  -0.2974086E+00  -0.2017957E+00
   73.7000  -0.4735500E+00  -0.2445812E+00  -0.2427371E+00
   73.8000  -0.4432099E+00  -0.1850029E+00  -0.2875047E+00
   73.9000  -0.4091222E+00  -0.1264137E+00  -0.3344065E+00
   74.0000  -0.3744623E+00  -0.7620819E-01  -0.3795660E+00
   74.1000  -0.3404599E+00  -0.3840696E-01  -0.4175618E+00
   74.2000  -0.3071653E+00  -0.1232784E-01  -0.4428703E+00
   74.3000  -0.2744133E+00   0.6544345E-02  -0.4515991E+00
   74.4000  -0.2422885E+00   0.2411390E-01  -0.4427668E+00
   74.5000  -0.2108573E+00   0.4500185E-01  -0.4185065E+00
   74.6000  -0.1794971E+00   0.7095564E-01  -0.3830455E+00
   74.7000  -0.1464798E+00   0.1009406E+00  -0.3409073E+00
   74.8000  -0.1093137E+00   0.1325661E+00  -0.2951918E+00
   74.9000  -0.6583984E-01   0.1638392E+00  -0.2467802E+00
   75.0000  -0.1552325E-01   0.1942011E+00  -0.1948427E+00
   75.1000   0.3984726E-01   0.2243458E+00  -0.1383540E+00
   75.2000   0.9656283E-01   0.2550844E+00  -0.7777764E-01
   75.3000   0.1503918E+00   0.2860612E+00  -0.1597633E-01
   75.4000   0.1982476E+00   0.3151648E+00   0.4219059E-01
   75.5000   0.2391956E+00   0.3390148E+00   0.9143625E-01
   75.6000   0.2742132E+00   0.3542731E+00   0.1280167E+00
   75.7000   0.3048409E+00   0.3590717E+00   0.1511409E+00
   75.8000   0.3315410E+00   0.3538230E+00   0.1631651E+00
   75.9000   0.3528135E+00   0.3410562E+00   0.1685572E+00
   76.0000   0.3657207E+00   0.3244458E+00   0.1722265E+00
