
These predictions were generated by MoorDyn (v2.2.22024-01-16) on 30-Jan-2025 at 10:50:24.

 
 
 
      Time         BODY1PX         BODY1PY         BODY1PZ         BODY1VX         BODY1VY         BODY1VZ         BODY1FX         BODY1FY         BODY1FZ        ANCHTEN1          CON1FX          CON1FY          CON1FZ
   41.7000   2.0605936E+01   9.6025486E+00  -4.5000238E+01  -1.1877742E-01   1.2324091E-01  -2.8266843E-02   1.4095183E+03   1.8686751E+03   1.0949618E+03   2.5657280E+05  -1.0292158E+05  -4.8013161E+04   2.1941775E+05
   41.8000   2.0594393E+01   9.6153051E+00  -4.5002807E+01  -1.1206376E-01   1.3183043E-01  -2.3109213E-02   1.4538041E+03   1.7946330E+03   1.1044947E+03   2.5657375E+05  -1.0286593E+05  -4.8076589E+04   2.1943024E+05
   41.9000   2.0583530E+01   9.6289029E+00  -4.5004859E+01  -1.0514883E-01   1.4006409E-01  -1.7915145E-02   1.4953758E+03   1.7169277E+03   1.1104814E+03   2.5657282E+05  -1.0281294E+05  -4.8143830E+04   2.1943867E+05
   42.0000   2.0573369E+01   9.6433055E+00  -4.5006389E+01  -9.8045352E-02   1.4792537E-01  -1.2701540E-02   1.5342237E+03   1.6358320E+03   1.1128161E+03   2.5656987E+05  -1.0276266E+05  -4.8214668E+04   2.1944291E+05
   42.1000   2.0563927E+01   9.6584751E+00  -4.5007399E+01  -9.0766176E-02   1.5539897E-01  -7.4856426E-03   1.5703165E+03   1.5516070E+03   1.1114580E+03   2.5656485E+05  -1.0271517E+05  -4.8288901E+04   2.1944292E+05
   42.2000   2.0555221E+01   9.6743720E+00  -4.5007887E+01  -8.3324332E-02   1.6247083E-01  -2.2847309E-03   1.6036003E+03   1.4645022E+03   1.1064340E+03   2.5655778E+05  -1.0267055E+05  -4.8366335E+04   2.1943872E+05
   42.3000   2.0547267E+01   9.6909554E+00  -4.5007857E+01  -7.5733162E-02   1.6912800E-01   2.8840570E-03   1.6339977E+03   1.3747578E+03   1.0976731E+03   2.5654877E+05  -1.0262894E+05  -4.8446784E+04   2.1943040E+05
   42.4000   2.0540079E+01   9.7081834E+00  -4.5007312E+01  -6.8006446E-02   1.7535864E-01   8.0016762E-03   1.6613969E+03   1.2825978E+03   1.0845784E+03   2.5653800E+05  -1.0259048E+05  -4.8530075E+04   2.1941817E+05
   42.5000   2.0533670E+01   9.7260126E+00  -4.5006259E+01  -6.0158561E-02   1.8115193E-01   1.3048074E-02   1.6856587E+03   1.1882340E+03   1.0673503E+03   2.5652577E+05  -1.0255536E+05  -4.8616046E+04   2.1940231E+05
   42.6000   2.0528051E+01   9.7443989E+00  -4.5004705E+01  -5.2204588E-02   1.8649799E-01   1.8004747E-02   1.7066200E+03   1.0918649E+03   1.0463787E+03   2.5651247E+05  -1.0252376E+05  -4.8704545E+04   2.1938317E+05
   42.7000   2.0523232E+01   9.7632971E+00  -4.5002661E+01  -4.4160444E-02   1.9138788E-01   2.2855233E-02   1.7240875E+03   9.9367781E+02   1.0221403E+03   2.5649859E+05  -1.0249592E+05  -4.8795429E+04   2.1936121E+05
   42.8000   2.0519221E+01   9.7826610E+00  -4.5000138E+01  -3.6042995E-02   1.9581350E-01   2.7585431E-02   1.7378536E+03   8.9385384E+02   9.9515882E+02   2.5648464E+05  -1.0247209E+05  -4.8888557E+04   2.1933690E+05
   42.9000   2.0516025E+01   9.8024441E+00  -4.4997149E+01  -2.7870091E-02   1.9976758E-01   3.2183770E-02   1.7477076E+03   7.9256902E+02   9.6598989E+02   2.5647119E+05  -1.0245249E+05  -4.8983789E+04   2.1931075E+05
   43.0000   2.0513649E+01   9.8225987E+00  -4.4993706E+01  -1.9660553E-02   2.0324369E-01   3.6641321E-02   1.7534485E+03   6.9000118E+02   9.3519707E+02   2.5645877E+05  -1.0243737E+05  -4.9080981E+04   2.1928329E+05
   43.1000   2.0512094E+01   9.8430767E+00  -4.4989825E+01  -1.1434090E-02   2.0623625E-01   4.0951755E-02   1.7548993E+03   5.8633630E+02   9.0332463E+02   2.5644792E+05  -1.0242693E+05  -4.9179978E+04   2.1925502E+05
   43.2000   2.0511362E+01   9.8638297E+00  -4.4985521E+01  -3.2111774E-03   2.0874056E-01   4.5111214E-02   1.7519126E+03   4.8177046E+02   8.7087621E+02   2.5643910E+05  -1.0242133E+05  -4.9280609E+04   2.1922641E+05
   43.3000   2.0511451E+01   9.8848085E+00  -4.4980808E+01   4.9869632E-03   2.1075288E-01   4.9118049E-02   1.7442289E+03   3.7650412E+02   8.3828751E+02   2.5643270E+05  -1.0242071E+05  -4.9382694E+04   2.1919783E+05
   43.4000   2.0512357E+01   9.9059638E+00  -4.4975702E+01   1.3136664E-02   2.1227041E-01   5.2972448E-02   1.7312029E+03   2.7074649E+02   8.0590182E+02   2.5642901E+05  -1.0242514E+05  -4.9486041E+04   2.1916961E+05
   43.5000   2.0514076E+01   9.9272461E+00  -4.4970219E+01   2.1212653E-02   2.1329135E-01   5.6675971E-02   1.7127952E+03   1.6472341E+02   7.7396232E+02   2.5642819E+05  -1.0243464E+05  -4.9590437E+04   2.1914196E+05
   43.6000   2.0516597E+01   9.9486055E+00  -4.4964372E+01   2.9189876E-02   2.1381504E-01   6.0231067E-02   1.6890937E+03   5.8679748E+01   7.4259991E+02   2.5643027E+05  -1.0244916E+05  -4.9695644E+04   2.1911496E+05
   43.7000   2.0519909E+01   9.9699925E+00  -4.4958177E+01   3.7043852E-02   2.1384199E-01   6.3640512E-02   1.6602544E+03  -4.7120920E+01   7.1182639E+02   2.5643513E+05  -1.0246859E+05  -4.9801402E+04   2.1908862E+05
   43.8000   2.0524001E+01   9.9913575E+00  -4.4951649E+01   4.4750974E-02   2.1337399E-01   6.6906881E-02   1.6264926E+03  -1.5239703E+02   6.8154425E+02   2.5644254E+05  -1.0249275E+05  -4.9907425E+04   2.1906280E+05
   43.9000   2.0528854E+01   1.0012651E+01  -4.4944801E+01   5.2288772E-02   2.1241419E-01   7.0032048E-02   1.5880765E+03  -2.5685146E+02   6.5155358E+02   2.5645214E+05  -1.0252143E+05  -5.0013410E+04   2.1903727E+05
   44.0000   2.0534452E+01   1.0033824E+01  -4.4937647E+01   5.9636142E-02   2.1096717E-01   7.3016738E-02   1.5453191E+03  -3.6017389E+02   6.2156853E+02   2.5646346E+05  -1.0255438E+05  -5.0119032E+04   2.1901174E+05
   44.1000   2.0540774E+01   1.0054828E+01  -4.4930202E+01   6.6773536E-02   2.0903897E-01   7.5860178E-02   1.4985712E+03  -4.6204681E+02   5.9123933E+02   2.5647597E+05  -1.0259128E+05  -5.0223955E+04   2.1898581E+05
   44.2000   2.0547799E+01   1.0075616E+01  -4.4922480E+01   7.3683131E-02   2.0663715E-01   7.8559850E-02   1.4482152E+03  -5.6214983E+02   5.6017569E+02   2.5648907E+05  -1.0263181E+05  -5.0327836E+04   2.1895908E+05
   44.3000   2.0555503E+01   1.0096140E+01  -4.4914495E+01   8.0348946E-02   2.0377076E-01   8.1111363E-02   1.3946522E+03  -6.6016250E+02   5.2797242E+02   2.5650215E+05  -1.0267563E+05  -5.0430326E+04   2.1893110E+05
   44.4000   2.0563860E+01   1.0116355E+01  -4.4906263E+01   8.6756898E-02   2.0045033E-01   8.3508435E-02   1.3382892E+03  -7.5577432E+02   4.9423281E+02   2.5651458E+05  -1.0272237E+05  -5.0531080E+04   2.1890145E+05
   44.5000   2.0572845E+01   1.0136216E+01  -4.4897799E+01   9.2894804E-02   1.9668780E-01   8.5742990E-02   1.2795273E+03  -8.4869462E+02   4.5859202E+02   2.5652579E+05  -1.0277169E+05  -5.0629772E+04   2.1886973E+05
   44.6000   2.0582430E+01   1.0155679E+01  -4.4889120E+01   9.8752329E-02   1.9249643E-01   8.7805362E-02   1.2187535E+03  -9.3865984E+02   4.2074064E+02   2.5653525E+05  -1.0282324E+05  -5.0726097E+04   2.1883558E+05
   44.7000   2.0592586E+01   1.0174701E+01  -4.4880244E+01   1.0432091E-01   1.8789064E-01   8.9684609E-02   1.1563329E+03  -1.0254326E+03   3.8044627E+02   2.5654252E+05  -1.0287670E+05  -5.0819773E+04   2.1879873E+05
   44.8000   2.0603284E+01   1.0193243E+01  -4.4871189E+01   1.0959360E-01   1.8288590E-01   9.1368904E-02   1.0925919E+03  -1.1088021E+03   3.3756621E+02   2.5654724E+05  -1.0293178E+05  -5.0910543E+04   2.1875900E+05
   44.9000   2.0614495E+01   1.0211266E+01  -4.4861977E+01   1.1456490E-01   1.7749861E-01   9.2845981E-02   1.0278099E+03  -1.1885905E+03   2.9205637E+02   2.5654919E+05  -1.0298825E+05  -5.0998179E+04   2.1871630E+05
   45.0000   2.0626187E+01   1.0228731E+01  -4.4852627E+01   1.1923047E-01   1.7174589E-01   9.4103611E-02   9.6221674E+02  -1.2646524E+03   2.4397841E+02   2.5654828E+05  -1.0304591E+05  -5.1082487E+04   2.1867065E+05
   45.1000   2.0638331E+01   1.0245603E+01  -4.4843164E+01   1.2358694E-01   1.6564551E-01   9.5130104E-02   8.9598789E+02  -1.3368743E+03   1.9349880E+02   2.5654451E+05  -1.0310460E+05  -5.1163302E+04   2.1862218E+05
   45.2000   2.0650894E+01   1.0261849E+01  -4.4833609E+01   1.2763165E-01   1.5921568E-01   9.5914785E-02   8.2924586E+02  -1.4051744E+03   1.4088446E+02   2.5653805E+05  -1.0316425E+05  -5.1240489E+04   2.1857111E+05
   45.3000   2.0663846E+01   1.0277436E+01  -4.4823989E+01   1.3136239E-01   1.5247490E-01   9.6448457E-02   7.6206826E+02  -1.4695009E+03   8.6495438E+01   2.5652915E+05  -1.0322480E+05  -5.1313946E+04   2.1851778E+05
   45.4000   2.0677156E+01   1.0292334E+01  -4.4814328E+01   1.3477721E-01   1.4544189E-01   9.6723801E-02   6.9449404E+02  -1.5298285E+03   3.0771648E+01   2.5651817E+05  -1.0328623E+05  -5.1383597E+04   2.1846260E+05
   45.5000   2.0690791E+01   1.0306515E+01  -4.4804653E+01   1.3787430E-01   1.3813541E-01   9.6735718E-02   6.2653196E+02  -1.5861547E+03  -2.5783741E+01   2.5650557E+05  -1.0334857E+05  -5.1449389E+04   2.1840607E+05
   45.6000   2.0704720E+01   1.0319953E+01  -4.4794990E+01   1.4065179E-01   1.3057419E-01   9.6481573E-02   5.5816622E+02  -1.6384966E+03  -8.2625647E+01   2.5649184E+05  -1.0341183E+05  -5.1511290E+04   2.1834872E+05
   45.7000   2.0718911E+01   1.0332622E+01  -4.4785366E+01   1.4310774E-01   1.2277682E-01   9.5961346E-02   4.8936820E+02  -1.6868912E+03  -1.3918864E+02   2.5647754E+05  -1.0347608E+05  -5.1569292E+04   2.1829113E+05
   45.8000   2.0733331E+01   1.0344501E+01  -4.4775807E+01   1.4524004E-01   1.1476170E-01   9.5177671E-02   4.2010720E+02  -1.7313898E+03  -1.9490816E+02   2.5646321E+05  -1.0354137E+05  -5.1623399E+04   2.1823386E+05
   45.9000   2.0747948E+01   1.0355568E+01  -4.4766339E+01   1.4704647E-01   1.0654696E-01   9.4135791E-02   3.5036026E+02  -1.7720488E+03  -2.4924094E+02   2.5644940E+05  -1.0360773E+05  -5.1673626E+04   2.1817750E+05
   46.0000   2.0762729E+01   1.0365804E+01  -4.4756988E+01   1.4852471E-01   9.8150488E-02   9.2843401E-02   2.8011607E+02  -1.8089222E+03  -3.0168667E+02   2.5643660E+05  -1.0367518E+05  -5.1719986E+04   2.1812256E+05
   46.1000   2.0777642E+01   1.0375193E+01  -4.4747778E+01   1.4967244E-01   8.9589904E-02   9.1310401E-02   2.0937928E+02  -1.8420579E+03  -3.5180785E+02   2.5642526E+05  -1.0374374E+05  -5.1762490E+04   2.1806952E+05
   46.2000   2.0792653E+01   1.0383718E+01  -4.4738733E+01   1.5048741E-01   8.0882640E-02   8.9548570E-02   1.3817950E+02  -1.8714955E+03  -3.9924382E+02   2.5641574E+05  -1.0381339E+05  -5.1801139E+04   2.1801879E+05
   46.3000   2.0807728E+01   1.0391365E+01  -4.4729876E+01   1.5096757E-01   7.2045970E-02   8.7571174E-02   6.6576714E+01  -1.8972601E+03  -4.4372098E+02   2.5640832E+05  -1.0388408E+05  -5.1835928E+04   2.1797069E+05
   46.4000   2.0822835E+01   1.0398123E+01  -4.4721226E+01   1.5111123E-01   6.3097088E-02   8.5392543E-02  -5.3371673E+00  -1.9193609E+03  -4.8506094E+02   2.5640315E+05  -1.0395572E+05  -5.1866832E+04   2.1792545E+05
   46.5000   2.0837939E+01   1.0403981E+01  -4.4712803E+01   1.5091724E-01   5.4053182E-02   8.3027616E-02  -7.7431270E+01  -1.9377913E+03  -5.2318102E+02   2.5640030E+05  -1.0402819E+05  -5.1893818E+04   2.1788321E+05
   46.6000   2.0853007E+01   1.0408931E+01  -4.4704626E+01   1.5038512E-01   4.4931509E-02   8.0491504E-02  -1.4953484E+02  -1.9525276E+03  -5.5809168E+02   2.5639973E+05  -1.0410130E+05  -5.1916836E+04   2.1784400E+05
   46.7000   2.0868005E+01   1.0412966E+01  -4.4696710E+01   1.4951530E-01   3.5749475E-02   7.7799053E-02  -2.2144088E+02  -1.9635311E+03  -5.8989176E+02   2.5640128E+05  -1.0417486E+05  -5.1935823E+04   2.1780778E+05
   46.8000   2.0882899E+01   1.0416080E+01  -4.4689071E+01   1.4830927E-01   2.6524698E-02   7.4964462E-02  -2.9291008E+02  -1.9707511E+03  -6.1875901E+02   2.5640470E+05  -1.0424861E+05  -5.1950706E+04   2.1777441E+05
   46.9000   2.0897656E+01   1.0418270E+01  -4.4681722E+01   1.4676968E-01   1.7275049E-02   7.2000931E-02  -3.6367645E+02  -1.9741306E+03  -6.4493792E+02   2.5640969E+05  -1.0432228E+05  -5.1961411E+04   2.1774370E+05
   47.0000   2.0912242E+01   1.0419534E+01  -4.4674675E+01   1.4490049E-01   8.0186736E-03   6.8920391E-02  -4.3345276E+02  -1.9736104E+03  -6.6872344E+02   2.5641585E+05  -1.0439556E+05  -5.1967862E+04   2.1771538E+05
   47.1000   2.0926625E+01   1.0419874E+01  -4.4667941E+01   1.4270705E-01  -1.2259989E-03   6.5733304E-02  -5.0193964E+02  -1.9691220E+03  -6.9044303E+02   2.5642277E+05  -1.0446814E+05  -5.1969983E+04   2.1768918E+05
   47.2000   2.0940773E+01   1.0419290E+01  -4.4661531E+01   1.4019610E-01  -1.0439438E-02   6.2448557E-02  -5.6883955E+02  -1.9601652E+03  -7.1043798E+02   2.5643000E+05  -1.0453968E+05  -5.1967702E+04   2.1766478E+05
   47.3000   2.0954654E+01   1.0417788E+01  -4.4655454E+01   1.3737576E-01  -1.9599695E-02   5.9073447E-02  -6.3386820E+02  -1.9464324E+03  -7.2904403E+02   2.5643711E+05  -1.0460988E+05  -5.1960959E+04   2.1764187E+05
   47.4000   2.0968238E+01   1.0415373E+01  -4.4649719E+01   1.3425543E-01  -2.8684329E-02   5.5613734E-02  -6.9676149E+02  -1.9279054E+03  -7.4657555E+02   2.5644370E+05  -1.0467843E+05  -5.1949712E+04   2.1762016E+05
   47.5000   2.0981496E+01   1.0412054E+01  -4.4644334E+01   1.3084569E-01  -3.7670856E-02   5.2073801E-02  -7.5728288E+02  -1.9045863E+03  -7.6330325E+02   2.5644942E+05  -1.0474508E+05  -5.1933936E+04   2.1759941E+05
   47.6000   2.0994398E+01   1.0407843E+01  -4.4639307E+01   1.2715814E-01  -4.6536855E-02   4.8456890E-02  -8.1523026E+02  -1.8764990E+03  -7.7944251E+02   2.5645398E+05  -1.0480956E+05  -5.1913623E+04   2.1757942E+05
   47.7000   2.1006919E+01   1.0402751E+01  -4.4634645E+01   1.2320527E-01  -5.5260076E-02   4.4765381E-02  -8.7043792E+02  -1.8436940E+03  -7.9514305E+02   2.5645718E+05  -1.0487169E+05  -5.1888789E+04   2.1756005E+05
   47.8000   2.1019031E+01   1.0396796E+01  -4.4630356E+01   1.1900022E-01  -6.3818574E-02   4.1001124E-02  -9.2277664E+02  -1.8062501E+03  -8.1047921E+02   2.5645890E+05  -1.0493129E+05  -5.1859476E+04   2.1754126E+05
   47.9000   2.1030711E+01   1.0389994E+01  -4.4626447E+01   1.1455669E-01  -7.2190837E-02   3.7165806E-02  -9.7215726E+02  -1.7642742E+03  -8.2544857E+02   2.5645913E+05  -1.0498823E+05  -5.1825752E+04   2.1752307E+05
   48.0000   2.1041935E+01   1.0382365E+01  -4.4622925E+01   1.0988866E-01  -8.0355928E-02   3.3261299E-02  -1.0185310E+03  -1.7179046E+03  -8.3997291E+02   2.5645792E+05  -1.0504242E+05  -5.1787714E+04   2.1750556E+05
   48.1000   2.1052681E+01   1.0373930E+01  -4.4619797E+01   1.0501028E-01  -8.8293633E-02   2.9290016E-02  -1.0618861E+03  -1.6673109E+03  -8.5390168E+02   2.5645545E+05  -1.0509379E+05  -5.1745488E+04   2.1748891E+05
   48.2000   2.1062930E+01   1.0364714E+01  -4.4617070E+01   9.9935659E-02  -9.5984599E-02   2.5255230E-02  -1.1022446E+03  -1.6126916E+03  -8.6701973E+02   2.5645194E+05  -1.0514235E+05  -5.1699228E+04   2.1747335E+05
   48.3000   2.1072662E+01   1.0354742E+01  -4.4614748E+01   9.4678742E-02  -1.0341047E-01   2.1161355E-02  -1.1396584E+03  -1.5542697E+03  -8.7905754E+02   2.5644771E+05  -1.0518809E+05  -5.1649114E+04   2.1745916E+05
   48.4000   2.1081860E+01   1.0344042E+01  -4.4612839E+01   8.9253158E-02  -1.1055397E-01   1.7014170E-02  -1.1742062E+03  -1.4922889E+03  -8.8970587E+02   2.5644312E+05  -1.0523105E+05  -5.1595343E+04   2.1744668E+05
   48.5000   2.1090508E+01   1.0332641E+01  -4.4611347E+01   8.3672116E-02  -1.1739904E-01   1.2820960E-02  -1.2059891E+03  -1.4270147E+03  -8.9863303E+02   2.5643855E+05  -1.0527131E+05  -5.1538137E+04   2.1743625E+05
   48.6000   2.1098590E+01   1.0320572E+01  -4.4610276E+01   7.7948315E-02  -1.2393088E-01   8.5905918E-03  -1.2351208E+03  -1.3587260E+03  -9.0549939E+02   2.5643443E+05  -1.0530894E+05  -5.1477731E+04   2.1742823E+05
   48.7000   2.1106093E+01   1.0307866E+01  -4.4609630E+01   7.2093910E-02  -1.3013602E-01   4.3335135E-03  -1.2617192E+03  -1.2877021E+03  -9.0997207E+02   2.5643115E+05  -1.0534403E+05  -5.1414362E+04   2.1742295E+05
   48.8000   2.1113005E+01   1.0294556E+01  -4.4609410E+01   6.6120510E-02  -1.3600227E-01   6.1687199E-05  -1.2858979E+03  -1.2142195E+03  -9.1174128E+02   2.5642909E+05  -1.0537666E+05  -5.1348264E+04   2.1742074E+05
   48.9000   2.1119314E+01   1.0280677E+01  -4.4609617E+01   6.0039219E-02  -1.4151876E-01  -4.2110186E-03  -1.3077552E+03  -1.1385485E+03  -9.1018692E+02   2.5642858E+05  -1.0540690E+05  -5.1279670E+04   2.1742186E+05
   49.0000   2.1125010E+01   1.0266264E+01  -4.4610252E+01   5.3860750E-02  -1.4667582E-01  -8.4673862E-03  -1.3273591E+03  -1.0609453E+03  -9.0474767E+02   2.5642989E+05  -1.0543480E+05  -5.1208797E+04   2.1742650E+05
   49.1000   2.1130083E+01   1.0251354E+01  -4.4611310E+01   4.7595566E-02  -1.5146498E-01  -1.2688926E-02  -1.3447473E+03  -9.8165186E+02  -8.9532180E+02   2.5643317E+05  -1.0546036E+05  -5.1135855E+04   2.1743478E+05
   49.2000   2.1134526E+01   1.0235984E+01  -4.4612788E+01   4.1254046E-02  -1.5587882E-01  -1.6856915E-02  -1.3599174E+03  -9.0088983E+02  -8.8191659E+02   2.5643845E+05  -1.0548356E+05  -5.1061031E+04   2.1744670E+05
   49.3000   2.1138332E+01   1.0220191E+01  -4.4614679E+01   3.4846678E-02  -1.5991096E-01  -2.0952931E-02  -1.3728241E+03  -8.1886296E+02  -8.6464830E+02   2.5644566E+05  -1.0550433E+05  -5.0984501E+04   2.1746218E+05
   49.4000   2.1141494E+01   1.0204015E+01  -4.4616975E+01   2.8384256E-02  -1.6355590E-01  -2.4959324E-02  -1.3833842E+03  -7.3575705E+02  -8.4373127E+02   2.5645461E+05  -1.0552258E+05  -5.0906422E+04   2.1748101E+05
   49.5000   2.1144007E+01   1.0187493E+01  -4.4619667E+01   2.1878048E-02  -1.6680898E-01  -2.8859679E-02  -1.3914796E+03  -6.5173899E+02  -8.1947613E+02   2.5646501E+05  -1.0553817E+05  -5.0826938E+04   2.1750294E+05
   49.6000   2.1145868E+01   1.0170666E+01  -4.4622743E+01   1.5339936E-02  -1.6966630E-01  -3.2639233E-02  -1.3969670E+03  -5.6696159E+02  -7.9227332E+02   2.5647651E+05  -1.0555092E+05  -5.0746180E+04   2.1752759E+05
   49.7000   2.1147074E+01   1.0153573E+01  -4.4626191E+01   8.7825204E-03  -1.7212462E-01  -3.6285209E-02  -1.3996863E+03  -4.8156769E+02  -7.6257824E+02   2.5648866E+05  -1.0556067E+05  -5.0664271E+04   2.1755455E+05
   49.8000   2.1147624E+01   1.0136254E+01  -4.4629995E+01   2.2191744E-03  -1.7418138E-01  -3.9787083E-02  -1.3994678E+03  -3.9569285E+02  -7.3089095E+02   2.5650099E+05  -1.0556723E+05  -5.0581332E+04   2.1758336E+05
   49.9000   2.1147519E+01   1.0118750E+01  -4.4634143E+01  -4.3358078E-03  -1.7583461E-01  -4.3136726E-02  -1.3960274E+03  -3.0946223E+02  -6.9772999E+02   2.5651300E+05  -1.0557042E+05  -5.0497474E+04   2.1761355E+05
   50.0000   2.1146758E+01   1.0101101E+01  -4.4638617E+01  -1.0865979E-02  -1.7708294E-01  -4.6328435E-02  -1.3888385E+03  -2.2299687E+02  -6.6360641E+02   2.5652419E+05  -1.0557006E+05  -5.0412808E+04   2.1764462E+05
   50.1000   2.1145347E+01   1.0083347E+01  -4.4643403E+01  -1.7353340E-02  -1.7792556E-01  -4.9358848E-02  -1.3777477E+03  -1.3642214E+02  -6.2900549E+02   2.5653411E+05  -1.0556600E+05  -5.0327451E+04   2.1767614E+05
   50.2000   2.1143290E+01   1.0065529E+01  -4.4648484E+01  -2.3779370E-02  -1.7836226E-01  -5.2226773E-02  -1.3626660E+03  -4.9871713E+01  -5.9436320E+02   2.5654236E+05  -1.0555814E+05  -5.0241533E+04   2.1770770E+05
   50.3000   2.1140594E+01   1.0047688E+01  -4.4653843E+01  -3.0125231E-02  -1.7839349E-01  -5.4932904E-02  -1.3435465E+03   3.6509744E+01  -5.6004523E+02   2.5654863E+05  -1.0554639E+05  -5.0155197E+04   2.1773896E+05
   50.4000   2.1137268E+01   1.0029864E+01  -4.4659465E+01  -3.6371967E-02  -1.7802040E-01  -5.7479463E-02  -1.3203868E+03   1.2256376E+02  -5.2633691E+02   2.5655269E+05  -1.0553073E+05  -5.0068602E+04   2.1776965E+05
   50.5000   2.1133323E+01   1.0012097E+01  -4.4665334E+01  -4.2500726E-02  -1.7724495E-01  -5.9869803E-02  -1.2932346E+03   2.0811587E+02  -4.9343298E+02   2.5655444E+05  -1.0551115E+05  -4.9981929E+04   2.1779960E+05
   50.6000   2.1128772E+01   9.9944283E+00  -4.4671434E+01  -4.8492998E-02  -1.7606991E-01  -6.2107967E-02  -1.2621870E+03   2.9297499E+02  -4.6143349E+02   2.5655385E+05  -1.0548773E+05  -4.9895375E+04   2.1782874E+05
   50.7000   2.1123630E+01   9.9768966E+00  -4.4677751E+01  -5.4330845E-02  -1.7449902E-01  -6.4198247E-02  -1.2273923E+03   3.7693588E+02  -4.3034546E+02   2.5655103E+05  -1.0546058E+05  -4.9809158E+04   2.1785706E+05
   50.8000   2.1117912E+01   9.9595415E+00  -4.4684269E+01  -5.9997145E-02  -1.7253699E-01  -6.6144762E-02  -1.1890495E+03   4.5977981E+02  -4.0008882E+02   2.5654617E+05  -1.0542985E+05  -4.9723511E+04   2.1788466E+05
   50.9000   2.1111636E+01   9.9424020E+00  -4.4690975E+01  -6.5475819E-02  -1.7018961E-01  -6.7951070E-02  -1.1474025E+03   5.4127531E+02  -3.7050617E+02   2.5653957E+05  -1.0539574E+05  -4.9638683E+04   2.1791172E+05
   51.0000   2.1104823E+01   9.9255162E+00  -4.4697855E+01  -7.0752021E-02  -1.6746374E-01  -6.9619831E-02  -1.1027335E+03   6.2118463E+02  -3.4137501E+02   2.5653161E+05  -1.0535850E+05  -4.9554933E+04   2.1793845E+05
   51.1000   2.1097493E+01   9.9089216E+00  -4.4704894E+01  -7.5812305E-02  -1.6436739E-01  -7.1152539E-02  -1.0553540E+03   6.9927064E+02  -3.1242272E+02   2.5652270E+05  -1.0531841E+05  -4.9472521E+04   2.1796515E+05
   51.2000   2.1089668E+01   9.8926547E+00  -4.4712081E+01  -8.0644733E-02  -1.6090964E-01  -7.2549330E-02  -1.0055974E+03   7.7530232E+02  -2.8334566E+02   2.5651333E+05  -1.0527575E+05  -4.9391707E+04   2.1799214E+05
   51.3000   2.1081372E+01   9.8767513E+00  -4.4719400E+01  -8.5238973E-02  -1.5710067E-01  -7.3808883E-02  -9.5381041E+02   8.4905418E+02  -2.5383026E+02   2.5650397E+05  -1.0523085E+05  -4.9312746E+04   2.1801974E+05
   51.4000   2.1072629E+01   9.8612459E+00  -4.4726838E+01  -8.9586314E-02  -1.5295166E-01  -7.4928420E-02  -9.0033688E+02   9.2030895E+02  -2.2357017E+02   2.5649510E+05  -1.0518400E+05  -4.9235885E+04   2.1804826E+05
   51.5000   2.1063463E+01   9.8461719E+00  -4.4734380E+01  -9.3679629E-02  -1.4847482E-01  -7.5903774E-02  -8.4550662E+02   9.8886465E+02  -1.9228392E+02   2.5648717E+05  -1.0513551E+05  -4.9161362E+04   2.1807802E+05
   51.6000   2.1053901E+01   9.8315614E+00  -4.4742013E+01  -9.7513288E-02  -1.4368324E-01  -7.6729556E-02  -7.8962775E+02   1.0545362E+03  -1.5973320E+02   2.5648059E+05  -1.0508567E+05  -4.9089396E+04   2.1810926E+05
   51.7000   2.1043969E+01   9.8174453E+00  -4.4749721E+01  -1.0108304E-01  -1.3859083E-01  -7.7399389E-02  -7.3297802E+02   1.1171578E+03  -1.2573738E+02   2.5647567E+05  -1.0503471E+05  -4.9020191E+04   2.1814218E+05
   51.8000   2.1033694E+01   9.8038528E+00  -4.4757488E+01  -1.0438585E-01  -1.3321224E-01  -7.7906207E-02  -6.7579963E+02   1.1765856E+03  -9.0185464E+01   2.5647266E+05  -1.0498287E+05  -4.8953929E+04   2.1817692E+05
   51.9000   2.1023101E+01   9.7908118E+00  -4.4765297E+01  -1.0741974E-01  -1.2756275E-01  -7.8242606E-02  -6.1829654E+02   1.2327002E+03  -5.3044876E+01   2.5647172E+05  -1.0493033E+05  -4.8890765E+04   2.1821351E+05
   52.0000   2.1012219E+01   9.7783487E+00  -4.4773130E+01  -1.1018359E-01  -1.2165810E-01  -7.8401223E-02  -5.6063353E+02   1.2854067E+03  -1.4366230E+01   2.5647291E+05  -1.0487724E+05  -4.8830835E+04   2.1825193E+05
   52.1000   2.1001074E+01   9.7664881E+00  -4.4780971E+01  -1.1267695E-01  -1.1551447E-01  -7.8375129E-02  -5.0293701E+02   1.3346345E+03   2.5715979E+01   2.5647617E+05  -1.0482370E+05  -4.8774247E+04   2.1829206E+05
   52.2000   2.0989692E+01   9.7552532E+00  -4.4788799E+01  -1.1489989E-01  -1.0914827E-01  -7.8158214E-02  -4.4529392E+02   1.3803373E+03   6.6988777E+01   2.5648137E+05  -1.0476980E+05  -4.8721085E+04   2.1833368E+05
   52.3000   2.0978103E+01   9.7446653E+00  -4.4796596E+01  -1.1685279E-01  -1.0257610E-01  -7.7745534E-02  -3.8775727E+02   1.4224955E+03   1.0916819E+02   2.5648828E+05  -1.0471557E+05  -4.8671404E+04   2.1837653E+05
